userId,itemIds,top-50 scores
11,"[110, 296, 318, 150, 380, 480, 592, 590, 356, 457, 593, 589, 32, 780, 165, 316, 588, 1, 344, 153, 349, 260, 50, 736, 648, 292, 329, 367, 10, 47, 377, 434, 161, 2571, 253, 208, 527, 95, 454, 733, 364, 185, 595, 608, 339, 539, 34, 500, 587, 1196]","[5.3838177, 5.3528085, 5.2725663, 5.2557373, 5.2321334, 5.2130537, 5.180942, 5.1735725, 5.10468, 5.0992255, 5.041081, 4.9960766, 4.9419107, 4.8861747, 4.851373, 4.799557, 4.7310705, 4.720638, 4.68351, 4.6793723, 4.618845, 4.59467, 4.5929823, 4.583967, 4.5811543, 4.5771894, 4.535454, 4.53386, 4.531197, 4.5214148, 4.4882402, 4.4757023, 4.4756756, 4.45263, 4.442618, 4.4409585, 4.432454, 4.422942, 4.4148526, 4.365208, 4.3292456, 4.30588, 4.281355, 4.238577, 4.2268515, 4.2128177, 4.210589, 4.2039437, 4.1906905, 4.177271]"
12,"[318, 296, 356, 2571, 110, 593, 480, 260, 589, 150, 1, 527, 50, 2858, 457, 780, 588, 32, 2959, 1196, 380, 590, 47, 1210, 592, 1198, 608, 2028, 858, 367, 1270, 1580, 364, 648, 4993, 344, 377, 165, 500, 2762, 3578, 7153, 316, 1197, 5952, 595, 10, 1214, 153, 1193]","[5.9919806, 5.7549562, 5.6864204, 5.685078, 5.512025, 5.4734774, 5.324368, 5.3069086, 5.2461867, 5.172968, 5.0918875, 5.0636554, 5.023349, 4.93675, 4.920627, 4.9128714, 4.879832, 4.876448, 4.8721666, 4.8686395, 4.864179, 4.8506403, 4.829134, 4.81679, 4.781645, 4.7554708, 4.732824, 4.673372, 4.658079, 4.606532, 4.589441, 4.565656, 4.530579, 4.530561, 4.5232086, 4.4986753, 4.446211, 4.424022, 4.4040384, 4.402448, 4.3670235, 4.35854, 4.348763, 4.3464494, 4.333042, 4.328643, 4.2837853, 4.2817597, 4.2661448, 4.2504077]"
13,"[318, 2571, 296, 356, 110, 593, 260, 480, 589, 527, 50, 150, 1, 2858, 2959, 1196, 780, 457, 32, 47, 1210, 608, 380, 1198, 590, 2028, 592, 588, 858, 4993, 1270, 1580, 367, 648, 364, 2762, 3578, 377, 7153, 5952, 344, 165, 1214, 500, 1197, 1221, 1036, 4226, 316, 1193]","[5.3955903, 5.1507263, 5.1386786, 5.050244, 4.9497895, 4.90758, 4.773115, 4.7471223, 4.7032537, 4.5604177, 4.5418873, 4.5280995, 4.4890018, 4.468115, 4.4553185, 4.4111366, 4.401527, 4.398944, 4.358134, 4.3562164, 4.347752, 4.311405, 4.3101845, 4.291056, 4.257562, 4.2553864, 4.250901, 4.214844, 4.213196, 4.1291175, 4.0720377, 4.054976, 4.042783, 4.031992, 4.014286, 4.0027223, 3.9935014, 3.9901438, 3.9828494, 3.9744396, 3.9527116, 3.9050648, 3.8813128, 3.8806567, 3.875757, 3.8509338, 3.8460567, 3.827517, 3.8260663, 3.8243077]"
14,"[110, 150, 296, 380, 590, 592, 318, 480, 457, 356, 593, 32, 165, 589, 316, 780, 292, 349, 588, 153, 344, 434, 1, 329, 161, 736, 253, 10, 454, 648, 95, 50, 367, 208, 47, 377, 527, 260, 185, 300, 733, 339, 141, 364, 595, 25, 34, 539, 587, 288]","[5.234419, 5.1764097, 5.1684256, 5.1320486, 5.126595, 5.101784, 5.0086336, 4.9825535, 4.9517827, 4.864393, 4.8514276, 4.7748594, 4.7698774, 4.760713, 4.732039, 4.7050014, 4.6724534, 4.6485157, 4.6175494, 4.6010966, 4.580045, 4.5366864, 4.521798, 4.505601, 4.4896545, 4.461004, 4.440414, 4.4266515, 4.4152412, 4.386474, 4.378892, 4.377937, 4.3732615, 4.3704224, 4.320997, 4.3031363, 4.2580595, 4.2496057, 4.222341, 4.1979256, 4.19443, 4.189593, 4.1785407, 4.164709, 4.1616697, 4.157446, 4.1291595, 4.119084, 4.090847, 4.0416465]"
15,"[318, 2571, 79132, 356, 7153, 58559, 2959, 4993, 296, 5952, 593, 260, 6539, 4226, 68954, 527, 110, 6377, 589, 7361, 60069, 4306, 50, 1198, 858, 8961, 2858, 33794, 480, 1196, 2028, 1210, 91529, 3578, 6874, 59315, 4886, 1, 2329, 4995, 68157, 47, 4896, 5989, 48516, 5418, 2762, 72998, 1704, 89745]","[6.520516, 6.5036426, 6.16821, 6.092371, 5.990042, 5.975924, 5.904958, 5.79991, 5.6736083, 5.617414, 5.4634624, 5.4168005, 5.391769, 5.2895856, 5.272766, 5.2331886, 5.1799746, 5.1654954, 5.157638, 5.1572685, 5.143423, 5.130898, 5.1173744, 5.0575495, 5.051117, 5.037819, 5.0175223, 4.9917927, 4.981737, 4.970709, 4.9515033, 4.940049, 4.9139905, 4.906161, 4.9059706, 4.894523, 4.869542, 4.851998, 4.843595, 4.8129196, 4.796754, 4.791723, 4.7855644, 4.784666, 4.7607856, 4.7524104, 4.730969, 4.7103834, 4.6988106, 4.6617284]"
16,"[318, 2571, 296, 356, 593, 110, 260, 527, 589, 480, 2959, 2858, 50, 1196, 1, 150, 1198, 608, 1210, 2028, 858, 47, 4993, 32, 780, 457, 590, 7153, 5952, 380, 1270, 2762, 588, 592, 1580, 3578, 4226, 1221, 1193, 2329, 1214, 1704, 364, 6539, 7361, 1197, 648, 367, 1036, 4306]","[6.7681775, 6.5547576, 6.4281387, 6.2336426, 6.132617, 6.0348277, 5.954548, 5.8117785, 5.77658, 5.7711234, 5.734733, 5.696178, 5.6725054, 5.52859, 5.4758263, 5.4739914, 5.441179, 5.427218, 5.402827, 5.3941646, 5.3884087, 5.359125, 5.3462186, 5.3272247, 5.3021936, 5.2604866, 5.133514, 5.1271863, 5.0994387, 5.0861726, 5.070425, 5.0594664, 5.0521946, 5.037927, 5.0293565, 4.9658394, 4.953296, 4.93108, 4.928999, 4.8875527, 4.8739023, 4.8564796, 4.855324, 4.85038, 4.8473096, 4.844252, 4.8333726, 4.830546, 4.8259673, 4.8041315]"
17,"[318, 2571, 296, 356, 593, 110, 260, 2959, 589, 527, 480, 50, 2858, 1196, 4993, 1, 1198, 150, 1210, 47, 858, 7153, 2028, 608, 32, 5952, 780, 457, 4226, 380, 2762, 3578, 6539, 590, 1270, 588, 592, 1580, 364, 7361, 58559, 4306, 2329, 1704, 1221, 79132, 367, 648, 1193, 1036]","[6.808449, 6.5640516, 6.3661537, 6.2956476, 6.088095, 5.995838, 5.8888226, 5.7827787, 5.7630186, 5.7450705, 5.729161, 5.6455173, 5.5489955, 5.4465094, 5.444826, 5.4164925, 5.377109, 5.372856, 5.355157, 5.3464904, 5.332158, 5.3301578, 5.3204203, 5.314817, 5.2440395, 5.229427, 5.19961, 5.168626, 5.033093, 5.017755, 5.011068, 4.990638, 4.9727716, 4.972622, 4.9686975, 4.9681787, 4.9477367, 4.9242983, 4.9200835, 4.9105244, 4.9098973, 4.8846617, 4.8822937, 4.8315916, 4.825693, 4.811661, 4.784966, 4.7759986, 4.7756834, 4.763982]"
18,"[79132, 2571, 318, 58559, 7153, 2959, 4993, 356, 5952, 6539, 68954, 4226, 60069, 296, 7361, 6377, 91529, 260, 33794, 4306, 8961, 59315, 593, 6874, 68157, 527, 109487, 89745, 858, 72998, 4886, 4896, 5989, 1198, 48516, 2858, 4995, 2329, 3578, 50, 5418, 2028, 44191, 589, 7438, 50872, 1196, 4878, 48780, 99114]","[8.567332, 8.548326, 8.319262, 8.208113, 8.168411, 7.8913097, 7.846221, 7.6519322, 7.61039, 7.3145356, 7.3046803, 7.181824, 7.1116242, 7.0188727, 6.964076, 6.95151, 6.900233, 6.8705597, 6.87049, 6.8699822, 6.8550234, 6.8343067, 6.794694, 6.738414, 6.677029, 6.635754, 6.6354675, 6.609973, 6.583195, 6.5564475, 6.540248, 6.53781, 6.520997, 6.520235, 6.5026307, 6.464889, 6.4566007, 6.4389033, 6.4305797, 6.427686, 6.4133596, 6.405091, 6.4013658, 6.3602467, 6.325795, 6.32549, 6.320616, 6.3037777, 6.297476, 6.2964935]"
19,"[380, 592, 590, 457, 349, 329, 736, 316, 150, 95, 780, 480, 110, 153, 733, 161, 454, 32, 141, 292, 165, 474, 648, 185, 253, 587, 21, 440, 539, 434, 339, 62, 10, 588, 296, 25, 344, 367, 300, 589, 1073, 7, 553, 377, 350, 1356, 432, 236, 597, 552]","[8.424812, 8.387138, 8.345362, 8.1154, 8.080072, 7.993758, 7.9743066, 7.910131, 7.895115, 7.771989, 7.7426434, 7.6192675, 7.5844784, 7.567024, 7.559732, 7.5471716, 7.5290213, 7.508862, 7.498561, 7.403263, 7.320108, 7.2889805, 7.229998, 7.224374, 7.18338, 7.1606283, 7.154319, 7.152213, 7.1196156, 7.0722523, 7.0586953, 7.047907, 7.0472913, 7.0331783, 6.9930563, 6.977372, 6.9537096, 6.938943, 6.9117694, 6.8889246, 6.8784437, 6.8621063, 6.8586116, 6.8574133, 6.7796736, 6.770952, 6.764637, 6.7574058, 6.725771, 6.7217875]"
20,"[318, 2571, 356, 296, 260, 110, 593, 480, 589, 1, 2959, 2858, 1196, 1210, 50, 150, 527, 1198, 780, 457, 47, 32, 608, 1270, 2028, 588, 858, 380, 1580, 4993, 592, 7153, 3578, 590, 367, 2762, 5952, 648, 6539, 364, 1197, 4306, 1214, 377, 500, 1036, 4226, 344, 3793, 1721]","[8.155961, 8.041984, 7.745322, 7.6480165, 7.4305024, 7.3646903, 7.3131065, 7.2694845, 7.1457586, 6.9263215, 6.918525, 6.903656, 6.8508053, 6.8345447, 6.813777, 6.7989864, 6.738444, 6.7066274, 6.6904836, 6.6305833, 6.6033025, 6.5555477, 6.5506573, 6.545312, 6.5450454, 6.541256, 6.53168, 6.5210385, 6.5170574, 6.464103, 6.334347, 6.325742, 6.313039, 6.3125734, 6.297163, 6.290573, 6.270409, 6.2311387, 6.1935673, 6.178892, 6.1696978, 6.1386247, 6.119808, 6.109794, 6.0958166, 6.076452, 6.0480556, 6.0474777, 6.0317135, 6.019762]"
21,"[79132, 58559, 68954, 7153, 2571, 91529, 59315, 318, 109487, 60069, 356, 4993, 89745, 2959, 5952, 6539, 72998, 50872, 6377, 106782, 68157, 8961, 112852, 69122, 119145, 33794, 99114, 115617, 122904, 116797, 80463, 74458, 4226, 81845, 4896, 4306, 96079, 109374, 69844, 70286, 4886, 7361, 122886, 5989, 59784, 91500, 6874, 51662, 5418, 134130]","[8.096725, 7.6284394, 7.1061335, 7.0591917, 6.8709345, 6.787939, 6.7173033, 6.648116, 6.604697, 6.579853, 6.569265, 6.435573, 6.427765, 6.3370004, 6.3368206, 6.3157935, 6.301079, 6.2759886, 6.2703977, 6.248033, 6.2344465, 6.145421, 6.108132, 6.060874, 6.0289555, 6.022856, 6.004073, 5.9785795, 5.964698, 5.923841, 5.9048615, 5.8754168, 5.848023, 5.8475657, 5.825818, 5.804927, 5.7665215, 5.760054, 5.7587724, 5.7439475, 5.733892, 5.7330337, 5.731866, 5.728543, 5.7146173, 5.6241126, 5.6170506, 5.6144214, 5.6090384, 5.5805235]"
22,"[2571, 318, 356, 2959, 296, 4993, 7153, 260, 593, 5952, 2858, 527, 58559, 110, 79132, 6539, 4226, 858, 1198, 50, 589, 1196, 2028, 7361, 1210, 4306, 480, 3578, 6377, 2329, 2762, 1, 608, 47, 4886, 1270, 1704, 6874, 8961, 4973, 1580, 4995, 33794, 4878, 1221, 3793, 5418, 48516, 1193, 1721]","[7.201918, 7.0916114, 6.5051637, 6.4753146, 6.355104, 6.2485905, 6.208784, 6.136564, 6.113801, 5.991391, 5.94635, 5.913193, 5.823343, 5.822638, 5.8116856, 5.8001285, 5.772328, 5.7382517, 5.720515, 5.7186985, 5.710263, 5.674584, 5.674413, 5.640046, 5.6011305, 5.58997, 5.5738735, 5.4707417, 5.4675264, 5.4584537, 5.434527, 5.4087453, 5.407079, 5.3800817, 5.329276, 5.3266425, 5.3126683, 5.289858, 5.284997, 5.2327533, 5.2323647, 5.215951, 5.160331, 5.147472, 5.1449313, 5.1296926, 5.1286626, 5.1274195, 5.1073427, 5.099758]"
23,"[318, 2571, 296, 593, 110, 260, 2858, 527, 356, 2959, 50, 589, 608, 480, 1196, 2028, 858, 1198, 1210, 4993, 47, 780, 32, 150, 1, 1221, 457, 2762, 1193, 1089, 750, 1214, 1258, 590, 5952, 541, 924, 4226, 904, 3578, 2329, 293, 1270, 1580, 7153, 592, 1704, 111, 380, 1036]","[6.2490754, 6.1646366, 6.0083566, 5.7568164, 5.636284, 5.5845065, 5.582597, 5.561385, 5.5299096, 5.4459333, 5.376891, 5.325537, 5.312973, 5.2623105, 5.257021, 5.211038, 5.1688614, 5.1542335, 5.098879, 5.0270004, 5.0150313, 4.9915214, 4.9681616, 4.963216, 4.919, 4.912392, 4.878131, 4.8733664, 4.860195, 4.8149605, 4.7998247, 4.7741623, 4.766661, 4.7654676, 4.7616215, 4.7300515, 4.725166, 4.723224, 4.695881, 4.6856365, 4.6818814, 4.680717, 4.6737413, 4.6663537, 4.6654167, 4.661833, 4.65558, 4.648682, 4.6242194, 4.603021]"
24,"[318, 2571, 356, 296, 2959, 7153, 593, 4993, 260, 79132, 58559, 5952, 110, 589, 527, 6539, 50, 480, 2858, 4226, 1198, 1196, 858, 1210, 1, 2028, 4306, 7361, 6377, 47, 3578, 2329, 8961, 608, 2762, 1270, 4886, 68954, 6874, 1704, 1580, 60069, 33794, 4995, 150, 364, 5418, 3793, 5989, 32]","[6.854782, 6.810749, 6.4227695, 6.1264486, 6.0913806, 5.9572186, 5.888424, 5.8840237, 5.855738, 5.7913723, 5.764441, 5.692239, 5.683308, 5.590005, 5.579268, 5.5158772, 5.4890623, 5.4877615, 5.4852667, 5.416217, 5.4108396, 5.3820615, 5.376831, 5.353997, 5.314885, 5.3136625, 5.3086667, 5.2856035, 5.2524805, 5.203605, 5.197149, 5.0923615, 5.086186, 5.0793605, 5.078174, 5.071781, 5.058551, 5.0119042, 4.990941, 4.9773436, 4.976486, 4.9762626, 4.9635115, 4.9623456, 4.960037, 4.925583, 4.9125443, 4.8982716, 4.8651342, 4.862014]"
25,"[79132, 318, 58559, 2571, 7153, 356, 4993, 2959, 68954, 5952, 296, 91529, 60069, 59315, 109487, 593, 6539, 4226, 527, 89745, 68157, 6377, 7361, 72998, 33794, 260, 116797, 8961, 4306, 50, 110, 589, 99114, 74458, 6874, 50872, 858, 4995, 1198, 4896, 106782, 112852, 5989, 2028, 48516, 4886, 2329, 48780, 3578, 80463]","[3.8390346, 3.6088104, 3.556223, 3.5235193, 3.435895, 3.3454497, 3.266328, 3.2556152, 3.1790273, 3.1416655, 3.0614834, 3.0363774, 3.0349495, 2.9735744, 2.9500365, 2.9492197, 2.9404333, 2.9163196, 2.8948858, 2.880599, 2.8639147, 2.859624, 2.859528, 2.8408744, 2.819006, 2.8103106, 2.8037171, 2.789369, 2.7772963, 2.7278807, 2.7257257, 2.69721, 2.6949446, 2.6741626, 2.6738575, 2.662287, 2.6611705, 2.6302712, 2.628518, 2.6280947, 2.6280196, 2.6225274, 2.6098669, 2.6084096, 2.5932362, 2.5883565, 2.5764396, 2.5703008, 2.5675187, 2.5665927]"
26,"[110, 296, 150, 318, 380, 590, 592, 356, 480, 593, 457, 589, 165, 32, 316, 292, 780, 588, 344, 434, 349, 153, 1, 208, 161, 50, 10, 253, 329, 736, 454, 47, 367, 648, 527, 95, 377, 364, 260, 595, 34, 300, 185, 339, 2571, 733, 25, 141, 410, 231]","[3.6805058, 3.6725357, 3.6234136, 3.5931704, 3.5597417, 3.5558293, 3.5420585, 3.500959, 3.4986744, 3.4402766, 3.427193, 3.3696256, 3.3615007, 3.3312566, 3.2736168, 3.266608, 3.2382236, 3.227087, 3.2192605, 3.2026777, 3.1889088, 3.1872091, 3.169195, 3.1271007, 3.0934792, 3.0919964, 3.0890603, 3.082701, 3.0823498, 3.0423598, 3.0422542, 3.0396554, 3.0384884, 3.0373583, 3.0276582, 3.0060947, 2.9973023, 2.9775717, 2.969626, 2.923226, 2.9107578, 2.9076326, 2.9016666, 2.8938704, 2.870502, 2.8540769, 2.8415816, 2.8363867, 2.8342423, 2.8280644]"
27,"[296, 110, 318, 480, 150, 590, 593, 356, 380, 457, 592, 589, 780, 32, 260, 1, 2571, 588, 50, 316, 648, 527, 367, 736, 165, 47, 344, 1196, 608, 153, 377, 1210, 2858, 349, 733, 10, 329, 454, 539, 161, 1198, 597, 500, 595, 1580, 364, 185, 587, 1270, 2028]","[6.8878193, 6.791772, 6.7910943, 6.6615605, 6.6515946, 6.5348973, 6.5061407, 6.505178, 6.48646, 6.450139, 6.424414, 6.383428, 6.3171315, 6.2751436, 6.250856, 6.1786084, 6.177964, 6.121809, 5.9492254, 5.9097366, 5.854928, 5.8477507, 5.8296986, 5.824031, 5.8029294, 5.7973638, 5.7675614, 5.760349, 5.750361, 5.7150564, 5.6919227, 5.68579, 5.6722784, 5.637363, 5.6199865, 5.612853, 5.610967, 5.514258, 5.484923, 5.469503, 5.468712, 5.454535, 5.4337187, 5.4113064, 5.39533, 5.3942313, 5.377602, 5.374902, 5.3425155, 5.338984]"
