,userId,itemIds,scores
10,11,"[780, 110, 165, 377, 316, 592, 10, 457, 589, 185, 733, 434, 150, 736, 648, 590, 318, 329, 593, 1356, 292, 153, 161, 380, 480, 50, 454, 1210, 6, 1, 786, 208, 349, 296, 32, 1036, 356, 367, 95, 527, 260, 552, 368, 1370, 339, 1391, 587, 1196, 231, 539]","[1.084730625152588, 1.058838129043579, 1.0531023740768433, 1.0530085563659668, 1.0364227294921875, 1.0297513008117676, 1.0145516395568848, 1.0124895572662354, 0.9900936484336853, 0.9858152270317078, 0.9844313859939575, 0.979996919631958, 0.9751745462417603, 0.9750955700874329, 0.973852813243866, 0.9723290205001831, 0.9713509678840637, 0.9700825214385986, 0.9661081433296204, 0.9626970291137695, 0.9584754705429077, 0.954155683517456, 0.9494332075119019, 0.9438837170600891, 0.9418614506721497, 0.9326465725898743, 0.9321244955062866, 0.9304035305976868, 0.9301102757453918, 0.9201838374137878, 0.9192026257514954, 0.9143645763397217, 0.9099306464195251, 0.9080770611763, 0.904943585395813, 0.8937826156616211, 0.8936370015144348, 0.889550507068634, 0.8871212601661682, 0.8864073157310486, 0.8795187473297119, 0.8685111999511719, 0.8630183339118958, 0.8612838983535767, 0.8583300113677979, 0.8535831570625305, 0.8502559661865234, 0.8439673781394958, 0.842037558555603, 0.8417965173721313]"
11,12,"[1307, 2572, 39, 1265, 2694, 919, 6942, 2485, 2424, 1393, 4018, 2100, 2581, 261, 2706, 1721, 912, 17, 1, 1569, 838, 1923, 2396, 1641, 8533, 1777, 1405, 1246, 2717, 1270, 2501, 1357, 1136, 3967, 104, 260, 1028, 2716, 5377, 1197, 2144, 543, 1282, 2541, 1485, 587, 588, 1210, 2248, 48]","[0.8616651892662048, 0.8471812009811401, 0.8050691485404968, 0.7900714874267578, 0.7843032479286194, 0.7750071287155151, 0.7682034373283386, 0.7587201595306396, 0.7585160732269287, 0.7416836023330688, 0.7317485809326172, 0.7300020456314087, 0.725679874420166, 0.7214503288269043, 0.7192599177360535, 0.7153884768486023, 0.7146799564361572, 0.7122550010681152, 0.7115782499313354, 0.7079506516456604, 0.6903241872787476, 0.688506543636322, 0.6872788071632385, 0.681664228439331, 0.679096519947052, 0.6732717752456665, 0.6728992462158203, 0.6697865128517151, 0.6665049195289612, 0.6653141975402832, 0.6646515130996704, 0.6585885286331177, 0.6534119844436646, 0.6526901125907898, 0.652475893497467, 0.6508354544639587, 0.6473803520202637, 0.6472355723381042, 0.6460780501365662, 0.6452870965003967, 0.6422422528266907, 0.6416249871253967, 0.6411275267601013, 0.6396415829658508, 0.6364036798477173, 0.6362689733505249, 0.6310756206512451, 0.6302448511123657, 0.6291326284408569, 0.6288597583770752]"
12,13,"[3578, 356, 3624, 2858, 3753, 1198, 1193, 260, 3623, 3793, 2571, 318, 1721, 593, 589, 527, 1221, 2716, 3977, 2762, 47, 1270, 1214, 2959, 1197, 3300, 364, 2628, 293, 1704, 2028, 3948, 3996, 858, 110, 3555, 480, 1580, 4246, 2541, 1210, 3717, 597, 1196, 4011, 1961, 3949, 3510, 296, 4995]","[0.9496903419494629, 0.9395912289619446, 0.8782992959022522, 0.870271623134613, 0.8697634339332581, 0.8663424253463745, 0.8470349311828613, 0.8370935320854187, 0.8368752598762512, 0.8330438733100891, 0.8110893964767456, 0.8005855083465576, 0.7957837581634521, 0.7947456240653992, 0.7856967449188232, 0.7776142954826355, 0.7753146886825562, 0.7750905752182007, 0.7718736529350281, 0.7653720378875732, 0.7628889679908752, 0.762081503868103, 0.7617023587226868, 0.7607772946357727, 0.7590094208717346, 0.753830075263977, 0.753607451915741, 0.7515721917152405, 0.7457367181777954, 0.7374669313430786, 0.734550952911377, 0.7322586178779602, 0.7269415259361267, 0.7233201265335083, 0.721182107925415, 0.7189622521400452, 0.7161156535148621, 0.714571475982666, 0.706860363483429, 0.7045506238937378, 0.7043030261993408, 0.70281583070755, 0.7014760375022888, 0.7005985379219055, 0.698502779006958, 0.6939217448234558, 0.6933183670043945, 0.6889413595199585, 0.6873787641525269, 0.6860655546188354]"
13,14,"[590, 165, 161, 208, 253, 457, 150, 292, 349, 185, 266, 153, 592, 339, 296, 110, 380, 377, 231, 593, 316, 10, 225, 47, 480, 318, 288, 589, 434, 454, 539, 356, 500, 329, 62, 39, 367, 344, 595, 587, 597, 21, 300, 588, 440, 32, 1, 357, 527, 508]","[0.9976182579994202, 0.9967489838600159, 0.9887433648109436, 0.9872713685035706, 0.9870533347129822, 0.9865318536758423, 0.9839653372764587, 0.9821728467941284, 0.9802577495574951, 0.9797272682189941, 0.9780641794204712, 0.9776915311813354, 0.9758800864219666, 0.9752823114395142, 0.9741343855857849, 0.9699258804321289, 0.9691734313964844, 0.966666579246521, 0.9658416509628296, 0.9625843167304993, 0.9610353112220764, 0.9605487585067749, 0.9604659080505371, 0.9593164920806885, 0.9582822918891907, 0.9581357836723328, 0.9571362137794495, 0.9553717374801636, 0.9549803733825684, 0.9496333003044128, 0.9492353200912476, 0.9469923377037048, 0.9414134621620178, 0.9394829273223877, 0.9384528398513794, 0.9380221366882324, 0.9372865557670593, 0.9367327094078064, 0.9361361265182495, 0.9331113696098328, 0.9321773052215576, 0.9317558407783508, 0.9285825490951538, 0.9283275604248047, 0.9218584299087524, 0.9217810034751892, 0.9217098355293274, 0.9203904867172241, 0.9190775752067566, 0.9186574220657349]"
14,15,"[2571, 3147, 1196, 79132, 4886, 527, 68954, 318, 296, 5952, 58559, 60069, 91500, 589, 7153, 2762, 89745, 2028, 3578, 6377, 91529, 356, 2959, 116797, 48780, 593, 112852, 50, 1198, 1214, 115617, 68157, 59315, 74458, 111759, 260, 1210, 4993, 2858, 858, 110, 1270, 109487, 293, 3753, 134130, 1200, 5989, 4226, 5445]","[1.0823899507522583, 1.053505301475525, 1.0486279726028442, 1.0458520650863647, 1.045704960823059, 1.0452313423156738, 1.0423970222473145, 1.0355827808380127, 1.0320364236831665, 1.0320240259170532, 1.030997395515442, 1.0293691158294678, 1.026517391204834, 1.025225043296814, 1.0250146389007568, 1.021225929260254, 1.0210330486297607, 1.0163979530334473, 1.0161939859390259, 1.014569640159607, 1.0137662887573242, 1.0124256610870361, 1.0092164278030396, 1.0084631443023682, 1.0055201053619385, 1.0046416521072388, 1.0038189888000488, 1.0029820203781128, 1.0025835037231445, 1.0006864070892334, 0.9941409826278687, 0.9883518815040588, 0.9876594543457031, 0.9869527220726013, 0.9863553643226624, 0.9863551259040833, 0.9862738251686096, 0.9851928949356079, 0.9841906428337097, 0.9840558171272278, 0.9809362888336182, 0.9802518486976624, 0.9788391590118408, 0.9776721000671387, 0.976472795009613, 0.9738488793373108, 0.9724480509757996, 0.9724240303039551, 0.9704375863075256, 0.9695508480072021]"
15,16,"[2858, 1198, 2959, 912, 1213, 1193, 1089, 1197, 2571, 527, 904, 7361, 858, 1221, 1704, 4226, 1136, 750, 50, 58559, 2762, 541, 7153, 1203, 1196, 1214, 3578, 296, 1206, 1225, 356, 1207, 47, 1222, 79132, 3949, 1276, 48516, 1208, 1291, 1036, 318, 260, 5952, 908, 2028, 1199, 1201, 2019, 111]","[1.1121649742126465, 1.0849483013153076, 1.0633885860443115, 1.0589358806610107, 1.0433419942855835, 1.039994716644287, 1.0377248525619507, 1.0367016792297363, 1.0334126949310303, 1.0301809310913086, 1.025885820388794, 1.0202434062957764, 1.0159307718276978, 1.0144641399383545, 1.0130778551101685, 1.0065853595733643, 1.0063729286193848, 1.0058667659759521, 1.000274658203125, 0.9968976378440857, 0.9931120276451111, 0.9921804070472717, 0.9887499809265137, 0.9887091517448425, 0.9869962334632874, 0.9788668155670166, 0.9786428809165955, 0.9734876155853271, 0.9650702476501465, 0.9645460844039917, 0.9638895988464355, 0.9596964120864868, 0.9573259949684143, 0.9540243744850159, 0.9527844786643982, 0.9522765278816223, 0.9494960904121399, 0.9486054182052612, 0.9463484287261963, 0.9440843462944031, 0.9426223635673523, 0.9419730305671692, 0.9419313669204712, 0.9414083957672119, 0.9399319291114807, 0.9362724423408508, 0.9324800968170166, 0.9262648820877075, 0.9261355400085449, 0.9208388924598694]"
16,17,"[912, 1089, 527, 296, 858, 1136, 1196, 1222, 50, 593, 904, 1291, 608, 2959, 1213, 1193, 318, 2858, 778, 2028, 1207, 1198, 541, 110, 3949, 6016, 1221, 2762, 1206, 111, 2571, 1036, 1201, 47, 1197, 79132, 4226, 1704, 7153, 58559, 7361, 260, 5952, 68157, 750, 908, 1208, 953, 1225, 2329]","[1.1242443323135376, 1.1010277271270752, 1.094486951828003, 1.0893890857696533, 1.0755641460418701, 1.0744905471801758, 1.0678037405014038, 1.0595059394836426, 1.0581586360931396, 1.0567229986190796, 1.0549259185791016, 1.0492357015609741, 1.0481915473937988, 1.0472968816757202, 1.0458507537841797, 1.0402252674102783, 1.0382307767868042, 1.0381428003311157, 1.0329575538635254, 1.032134771347046, 1.0268319845199585, 1.0242376327514648, 1.0230478048324585, 1.0200927257537842, 1.019103765487671, 1.0182745456695557, 1.015873670578003, 1.0149626731872559, 1.0135616064071655, 1.0119819641113281, 1.0116219520568848, 1.007416844367981, 1.0044026374816895, 1.0032745599746704, 1.0013583898544312, 0.9998881816864014, 0.9969645142555237, 0.9955393671989441, 0.9939613342285156, 0.9833080172538757, 0.9818065166473389, 0.9794121384620667, 0.9764278531074524, 0.9732728004455566, 0.9718750715255737, 0.9695148468017578, 0.9693014621734619, 0.9691682457923889, 0.9654248952865601, 0.9577217698097229]"
17,18,"[16, 97304, 91658, 60684, 1374, 3285, 367, 2797, 81591, 589, 555, 1721, 750, 3147, 1258, 66097, 6365, 6373, 30749, 1208, 122882, 49530, 673, 74458, 6377, 1291, 48516, 44555, 1036, 33493, 1201, 56174, 1240, 44199, 6333, 1089, 364, 150, 1580, 293, 94864, 46976, 296, 6539, 7153, 30707, 110, 1784, 54286, 77561]","[1.2771142721176147, 1.1871448755264282, 1.1793915033340454, 1.1439248323440552, 1.1303167343139648, 1.121932029724121, 1.1113826036453247, 1.1080094575881958, 1.1078146696090698, 1.1039071083068848, 1.085559606552124, 1.0802890062332153, 1.079988956451416, 1.0766714811325073, 1.0764943361282349, 1.0743443965911865, 1.0729104280471802, 1.069957971572876, 1.0696351528167725, 1.0696007013320923, 1.0691074132919312, 1.0653375387191772, 1.064736008644104, 1.0645900964736938, 1.0638011693954468, 1.0635393857955933, 1.0599076747894287, 1.058253288269043, 1.0575048923492432, 1.0532145500183105, 1.0517382621765137, 1.051527976989746, 1.0513992309570312, 1.0497997999191284, 1.0497080087661743, 1.0495409965515137, 1.0481607913970947, 1.0477350950241089, 1.0469824075698853, 1.0454034805297852, 1.0447421073913574, 1.041604995727539, 1.041508674621582, 1.0410573482513428, 1.0410261154174805, 1.0392228364944458, 1.039139986038208, 1.0382347106933594, 1.0382195711135864, 1.0367807149887085]"
18,19,"[24, 2598, 502, 748, 880, 2567, 2616, 2109, 2431, 2470, 196, 1717, 2770, 765, 107, 1388, 158, 919, 2805, 1030, 223, 595, 60, 1876, 104, 2746, 610, 337, 329, 1356, 1373, 2471, 552, 991, 2013, 588, 953, 3608, 1407, 368, 364, 736, 2496, 1909, 594, 1, 150, 1287, 2527, 2395]","[1.2790416479110718, 1.2346926927566528, 1.1788276433944702, 1.1781047582626343, 1.1756607294082642, 1.1669921875, 1.1383708715438843, 1.1367746591567993, 1.1242616176605225, 1.1234732866287231, 1.121880292892456, 1.1211049556732178, 1.1209368705749512, 1.1161774396896362, 1.1145190000534058, 1.1053279638290405, 1.1045774221420288, 1.101757526397705, 1.1001778841018677, 1.093071460723877, 1.0915732383728027, 1.0906723737716675, 1.0879850387573242, 1.086442232131958, 1.0833899974822998, 1.083184838294983, 1.078539490699768, 1.0760341882705688, 1.0758147239685059, 1.0731923580169678, 1.071799397468567, 1.071248173713684, 1.0704965591430664, 1.0692709684371948, 1.0682713985443115, 1.0678232908248901, 1.0662574768066406, 1.065008282661438, 1.0646029710769653, 1.064084529876709, 1.0638197660446167, 1.0626815557479858, 1.0624830722808838, 1.0600471496582031, 1.0594385862350464, 1.059415578842163, 1.059072494506836, 1.0586762428283691, 1.0579084157943726, 1.05787992477417]"
19,20,"[3751, 1907, 3977, 1566, 3624, 2087, 2085, 4299, 594, 3753, 3114, 4308, 2078, 3555, 1022, 4025, 2081, 1029, 4270, 4016, 1282, 1035, 3825, 48, 3897, 4232, 3623, 2080, 3882, 4638, 4022, 3034, 4896, 1032, 3483, 4310, 4306, 2657, 2096, 5502, 3785, 4246, 3489, 5218, 2294, 1025, 3948, 1028, 2987, 661]","[1.123348593711853, 1.071981430053711, 1.0684304237365723, 1.0670201778411865, 1.0630192756652832, 1.0614498853683472, 1.0598163604736328, 1.0554184913635254, 1.0528223514556885, 1.0483371019363403, 1.0390831232070923, 1.038256049156189, 1.0350009202957153, 1.0341423749923706, 1.0326534509658813, 1.0326398611068726, 1.032638430595398, 1.025212287902832, 1.0242998600006104, 1.0240055322647095, 1.023412823677063, 1.022736668586731, 1.0105806589126587, 1.0092250108718872, 1.007683515548706, 1.0073379278182983, 1.0030171871185303, 1.0028972625732422, 1.0013209581375122, 1.0007598400115967, 0.9995522499084473, 0.9986271262168884, 0.9985345005989075, 0.9964324235916138, 0.9952276945114136, 0.9946815967559814, 0.992146372795105, 0.9886869788169861, 0.9862976670265198, 0.9849338531494141, 0.9824583530426025, 0.9816944599151611, 0.9792085289955139, 0.9781864285469055, 0.9779211282730103, 0.9714903235435486, 0.9714383482933044, 0.9705867767333984, 0.9701706767082214, 0.968682050704956]"
