,userId,itemIds,scores
10,11,"[780, 165, 110, 10, 648, 377, 589, 457, 150, 592, 733, 316, 590, 318, 736, 593, 356, 1356, 480, 32, 185, 380, 153, 434, 6, 292, 208, 349, 454, 50, 47, 329, 1, 527, 367, 260, 1210, 161, 296, 95, 786, 1036, 344, 25, 36, 608, 474, 339, 368, 1370]","[1.0744144916534424, 1.0519760847091675, 1.0372438430786133, 1.0310004949569702, 1.0126166343688965, 1.0094789266586304, 0.995212972164154, 0.9951165914535522, 0.9909486174583435, 0.9877340197563171, 0.9820608496665955, 0.9744710326194763, 0.9713791608810425, 0.9707799553871155, 0.9653902649879456, 0.9547773003578186, 0.9522759914398193, 0.9469596147537231, 0.9448514580726624, 0.9429060220718384, 0.9386853575706482, 0.9356964826583862, 0.9350249171257019, 0.933270275592804, 0.9292179346084595, 0.9290606379508972, 0.9284946918487549, 0.9281025528907776, 0.926851749420166, 0.914545476436615, 0.9098412990570068, 0.9097451567649841, 0.9095337390899658, 0.9091958403587341, 0.9080657958984375, 0.9049336314201355, 0.9008078575134277, 0.8988880515098572, 0.8986578583717346, 0.8875072002410889, 0.8656429052352905, 0.861850917339325, 0.8561961054801941, 0.8524335622787476, 0.8504181504249573, 0.8494843244552612, 0.8464444875717163, 0.8449196219444275, 0.8443928956985474, 0.84295254945755]"
11,12,"[2572, 39, 1307, 2694, 2424, 2485, 1265, 1569, 6942, 2396, 919, 4018, 597, 2100, 1393, 588, 261, 595, 1721, 2581, 2706, 1, 1028, 838, 150, 2501, 2080, 912, 34, 2144, 1923, 1777, 1246, 1282, 1197, 8533, 356, 1485, 1088, 17, 1641, 223, 5377, 2541, 1784, 35836, 2717, 2683, 2248, 920]","[0.8671291470527649, 0.7984285354614258, 0.7851500511169434, 0.7452054619789124, 0.7450987696647644, 0.7438629269599915, 0.7333214282989502, 0.7234945893287659, 0.7228923439979553, 0.7171084880828857, 0.7154001593589783, 0.7142009139060974, 0.7079935669898987, 0.7017325758934021, 0.6991214752197266, 0.6968727707862854, 0.6913644671440125, 0.689357578754425, 0.687282145023346, 0.6831704378128052, 0.6815338730812073, 0.6751644015312195, 0.6742038130760193, 0.663689911365509, 0.6524628400802612, 0.6523929238319397, 0.651063084602356, 0.6501294374465942, 0.6452764272689819, 0.644517183303833, 0.6402747631072998, 0.6372122764587402, 0.6370137333869934, 0.6355502009391785, 0.6351485848426819, 0.6301755905151367, 0.629754900932312, 0.628036618232727, 0.6269446611404419, 0.6255901455879211, 0.6214412450790405, 0.6206499934196472, 0.6198043823242188, 0.6196735501289368, 0.6194345951080322, 0.6162283420562744, 0.6158846616744995, 0.6155466437339783, 0.6146928071975708, 0.6137529015541077]"
12,13,"[3578, 3793, 356, 2571, 318, 593, 3753, 589, 3624, 1198, 2858, 3623, 260, 2959, 110, 527, 1193, 3996, 480, 1196, 2762, 2028, 296, 1721, 2628, 457, 1270, 1580, 1210, 2716, 50, 1221, 1214, 47, 858, 3977, 1961, 1197, 3555, 150, 3717, 3300, 3510, 1240, 293, 1200, 4011, 1036, 1291, 364]","[0.8880597949028015, 0.8632404208183289, 0.8591771125793457, 0.8531939387321472, 0.8464650511741638, 0.8331376910209656, 0.8138480186462402, 0.8028042316436768, 0.795644998550415, 0.7943514585494995, 0.7902031540870667, 0.7874839305877686, 0.7792961001396179, 0.779198408126831, 0.7734165787696838, 0.7697088122367859, 0.7680529952049255, 0.767509400844574, 0.7660489678382874, 0.7645859718322754, 0.7599219083786011, 0.7540802955627441, 0.752630352973938, 0.7401602864265442, 0.7386430501937866, 0.7361684441566467, 0.7346035838127136, 0.7327948808670044, 0.7305209040641785, 0.7199792265892029, 0.7187050580978394, 0.7140647172927856, 0.7130571603775024, 0.7125564217567444, 0.7005524635314941, 0.7004778981208801, 0.6993623375892639, 0.6971843838691711, 0.6885427236557007, 0.6805574893951416, 0.6789511442184448, 0.6763314604759216, 0.6734960675239563, 0.6730256676673889, 0.6715121269226074, 0.6633537411689758, 0.6618296504020691, 0.6563898324966431, 0.656211793422699, 0.6546258330345154]"
13,14,"[161, 590, 266, 457, 593, 349, 153, 165, 296, 592, 110, 339, 380, 208, 150, 292, 316, 480, 253, 377, 185, 344, 288, 318, 434, 454, 356, 47, 231, 225, 539, 597, 10, 329, 367, 300, 589, 588, 21, 595, 500, 587, 39, 364, 62, 32, 509, 50, 527, 350]","[0.9867362976074219, 0.977390706539154, 0.9752905964851379, 0.9732546806335449, 0.9719833135604858, 0.9684668779373169, 0.9675537347793579, 0.9675451517105103, 0.9656679630279541, 0.9647994041442871, 0.964107096195221, 0.9617579579353333, 0.9609212875366211, 0.9600255489349365, 0.959445595741272, 0.958531379699707, 0.9550615549087524, 0.9548708200454712, 0.9548123478889465, 0.9542796611785889, 0.9525132179260254, 0.9513260126113892, 0.9506615400314331, 0.9504146575927734, 0.9504019021987915, 0.95025235414505, 0.949646532535553, 0.9448490142822266, 0.9399996995925903, 0.9395526647567749, 0.9388630986213684, 0.9384660124778748, 0.9375154376029968, 0.9374011754989624, 0.9353031516075134, 0.9332537055015564, 0.9323739409446716, 0.9273032546043396, 0.9263770580291748, 0.9253387451171875, 0.9253155589103699, 0.9228137135505676, 0.9201541543006897, 0.9124458432197571, 0.9118303656578064, 0.9082800149917603, 0.9067238569259644, 0.9046042561531067, 0.9045102000236511, 0.9033098220825195]"
14,15,"[79132, 2571, 68954, 589, 89745, 3147, 318, 356, 1196, 4886, 593, 109487, 58559, 4993, 1198, 3578, 6377, 527, 5952, 1214, 2959, 7153, 296, 60069, 112852, 2762, 260, 91500, 48780, 115617, 50, 4226, 91529, 364, 68157, 3753, 2028, 5445, 3623, 858, 2858, 4306, 48516, 54286, 74458, 59315, 110, 293, 33794, 1210]","[1.067731499671936, 1.053954839706421, 1.0530446767807007, 1.035317301750183, 1.0326355695724487, 1.032469391822815, 1.0322798490524292, 1.031455397605896, 1.029023289680481, 1.0265004634857178, 1.0258365869522095, 1.0237230062484741, 1.0235830545425415, 1.0230484008789062, 1.0224705934524536, 1.0217509269714355, 1.0212141275405884, 1.0199055671691895, 1.0183979272842407, 1.0149824619293213, 1.0141308307647705, 1.0135644674301147, 1.002493143081665, 0.9985958337783813, 0.994498610496521, 0.9940996766090393, 0.9927069544792175, 0.991828978061676, 0.9915540218353271, 0.9814393520355225, 0.9804593324661255, 0.9791515469551086, 0.9775015711784363, 0.9766750335693359, 0.972507894039154, 0.9717702865600586, 0.9697732925415039, 0.9687478542327881, 0.9664685726165771, 0.9663349986076355, 0.9648004174232483, 0.9637357592582703, 0.9636070132255554, 0.9631158113479614, 0.9623208045959473, 0.9615182876586914, 0.9611130952835083, 0.9608479142189026, 0.9590316414833069, 0.956328809261322]"
15,16,"[2858, 2959, 1198, 1193, 527, 2571, 1221, 912, 1197, 858, 1213, 904, 1089, 2762, 7361, 1136, 50, 2028, 750, 1704, 3578, 4226, 541, 1196, 58559, 7153, 296, 4993, 260, 2329, 1291, 4973, 1206, 1203, 1222, 1093, 318, 1199, 5952, 1208, 6016, 3949, 593, 79132, 2019, 1201, 1036, 1214, 1276, 1207]","[1.076979398727417, 1.0710190534591675, 1.0665267705917358, 1.0574146509170532, 1.0454634428024292, 1.041290044784546, 1.0392029285430908, 1.0338996648788452, 1.0301538705825806, 1.0279439687728882, 1.0171451568603516, 1.0106695890426636, 1.0070947408676147, 1.0042152404785156, 1.000963807106018, 1.0003894567489624, 0.9959057569503784, 0.9900591373443604, 0.9895268082618713, 0.9864886403083801, 0.9790676236152649, 0.977254331111908, 0.9760298728942871, 0.9748349189758301, 0.9677902460098267, 0.9669081568717957, 0.9622958898544312, 0.9615734219551086, 0.9608895778656006, 0.9576929211616516, 0.9566624760627747, 0.955657422542572, 0.9506554007530212, 0.9497722387313843, 0.9471592903137207, 0.9417855143547058, 0.936404824256897, 0.9298714399337769, 0.9286724925041199, 0.926798403263092, 0.9253385066986084, 0.9244382977485657, 0.9193492531776428, 0.9181184768676758, 0.9136514663696289, 0.9134605526924133, 0.9131284356117249, 0.9126225113868713, 0.9111336469650269, 0.9073688387870789]"
16,17,"[527, 912, 593, 1136, 1193, 858, 318, 1213, 296, 608, 47, 50, 2858, 1089, 1198, 1221, 904, 1704, 260, 2959, 2028, 356, 2571, 1222, 541, 1196, 111, 6016, 1291, 3949, 1206, 1197, 79132, 1201, 7153, 750, 2762, 58559, 778, 1207, 1036, 110, 4226, 7361, 953, 4993, 5952, 2329, 1225, 1208]","[1.1144638061523438, 1.0722736120224, 1.0707467794418335, 1.063755750656128, 1.062272071838379, 1.0614581108093262, 1.0594708919525146, 1.0589133501052856, 1.05833101272583, 1.0537309646606445, 1.0478885173797607, 1.0439492464065552, 1.0407217741012573, 1.038604497909546, 1.0356720685958862, 1.0329833030700684, 1.0327837467193604, 1.0285717248916626, 1.0224919319152832, 1.01993989944458, 1.015299916267395, 1.012611985206604, 1.012075662612915, 1.0087499618530273, 1.007907748222351, 1.0074158906936646, 1.002375841140747, 0.9961619973182678, 0.9954984188079834, 0.9943891763687134, 0.9942041039466858, 0.9918524622917175, 0.9879550337791443, 0.9846805930137634, 0.9819605946540833, 0.9817894101142883, 0.9806928634643555, 0.9798951148986816, 0.9797562956809998, 0.9780608415603638, 0.9775864481925964, 0.9775792360305786, 0.9719519019126892, 0.9701565504074097, 0.965892493724823, 0.9622679352760315, 0.9499021768569946, 0.949195384979248, 0.9483033418655396, 0.9445615410804749]"
17,18,"[16, 589, 1258, 150, 2324, 367, 32, 1704, 1097, 97304, 49530, 30707, 1374, 7143, 60684, 44191, 296, 1246, 364, 81591, 1391, 122882, 54286, 27773, 1240, 91658, 293, 1721, 1610, 44665, 110, 3499, 1201, 778, 44199, 1208, 6365, 5903, 5445, 33493, 8665, 50, 48385, 6870, 457, 57669, 1682, 47610, 77561, 32587]","[1.2175136804580688, 1.1403015851974487, 1.1115468740463257, 1.0978974103927612, 1.09775972366333, 1.0937622785568237, 1.0833840370178223, 1.0756582021713257, 1.0722856521606445, 1.0681476593017578, 1.0663892030715942, 1.0652984380722046, 1.063477873802185, 1.062713861465454, 1.0617855787277222, 1.0588645935058594, 1.0571500062942505, 1.0560431480407715, 1.0518914461135864, 1.049773097038269, 1.0496604442596436, 1.0481430292129517, 1.0469242334365845, 1.046614646911621, 1.0454792976379395, 1.0451879501342773, 1.0435371398925781, 1.0422074794769287, 1.0420914888381958, 1.04193115234375, 1.0416992902755737, 1.039423942565918, 1.0387592315673828, 1.0384734869003296, 1.0362879037857056, 1.0361803770065308, 1.035834789276123, 1.0357283353805542, 1.0353201627731323, 1.035299301147461, 1.0348045825958252, 1.0347548723220825, 1.033754825592041, 1.0334727764129639, 1.0324084758758545, 1.0317933559417725, 1.0313276052474976, 1.0311583280563354, 1.0310251712799072, 1.030989170074463]"
18,19,"[24, 2598, 2567, 196, 502, 880, 765, 1073, 104, 1717, 2770, 2616, 2431, 158, 317, 610, 748, 594, 368, 2723, 587, 88, 1909, 223, 588, 1876, 1259, 543, 2109, 1, 364, 2746, 1407, 2454, 2395, 3269, 2470, 1777, 1030, 367, 1388, 2688, 3363, 2001, 1333, 3396, 296, 1125, 2294, 260]","[1.2124457359313965, 1.208231806755066, 1.157065749168396, 1.1384694576263428, 1.1329762935638428, 1.129132866859436, 1.1207962036132812, 1.1154156923294067, 1.1121351718902588, 1.1093432903289795, 1.1069289445877075, 1.1029784679412842, 1.0975724458694458, 1.0956603288650513, 1.0858187675476074, 1.0856590270996094, 1.084976315498352, 1.0840179920196533, 1.0827134847640991, 1.0774873495101929, 1.0769022703170776, 1.0739762783050537, 1.0700355768203735, 1.069486379623413, 1.065659523010254, 1.0631078481674194, 1.0627217292785645, 1.0616111755371094, 1.0604627132415771, 1.060420274734497, 1.0591312646865845, 1.058323860168457, 1.0576587915420532, 1.0565353631973267, 1.0536359548568726, 1.0528175830841064, 1.0511497259140015, 1.0510863065719604, 1.050773024559021, 1.0495390892028809, 1.049188256263733, 1.047337293624878, 1.0465328693389893, 1.0461262464523315, 1.0460447072982788, 1.044023871421814, 1.0437670946121216, 1.0430256128311157, 1.042913556098938, 1.042896032333374]"
19,20,"[3751, 3624, 3753, 1907, 3977, 48, 4308, 594, 4025, 3555, 1566, 3114, 2085, 2078, 2081, 4270, 1022, 2087, 1035, 4896, 2987, 4232, 3793, 2080, 4299, 5816, 1029, 4306, 3897, 4638, 4310, 3882, 3755, 3034, 4022, 1282, 2054, 2355, 3483, 3623, 158, 1032, 3948, 2953, 2096, 262, 2161, 4226, 4886, 2294]","[1.1124613285064697, 1.0628888607025146, 1.0541317462921143, 1.0492684841156006, 1.0491300821304321, 1.0337415933609009, 1.03357994556427, 1.0319631099700928, 1.031326413154602, 1.0270389318466187, 1.0262161493301392, 1.025876522064209, 1.0240967273712158, 1.020627737045288, 1.0204036235809326, 1.0154482126235962, 1.0151903629302979, 1.0149086713790894, 1.0129988193511963, 1.0114153623580933, 1.0099296569824219, 1.0070947408676147, 1.0063717365264893, 1.0039451122283936, 0.9982249736785889, 0.9976534843444824, 0.9966146349906921, 0.9961218237876892, 0.9949043393135071, 0.9910393953323364, 0.9895782470703125, 0.9848148226737976, 0.9838377237319946, 0.9801802039146423, 0.9796400666236877, 0.9789770245552063, 0.9763290882110596, 0.9758093953132629, 0.9713844656944275, 0.9712486863136292, 0.9697539806365967, 0.9670796990394592, 0.9662958979606628, 0.9654718637466431, 0.9628198742866516, 0.9622288346290588, 0.9615343809127808, 0.9602702260017395, 0.959524393081665, 0.9592387676239014]"
