userId,itemIds,top-50 scores
11,"[480, 457, 150, 592, 165, 10, 434, 110, 589, 380, 185, 377, 590, 208, 47, 648, 253, 733, 349, 356, 316, 292, 593, 780, 161, 300, 329, 527, 288, 296, 344, 587, 318, 367, 588, 736, 500, 50, 454, 485, 586, 112, 32, 474, 1604, 34, 21, 160, 2571, 153]","[4.2200975, 4.1838546, 3.8599207, 3.7712526, 3.7372394, 3.5999367, 3.5851712, 3.5663042, 3.4773524, 3.3897905, 3.3246179, 3.0952406, 3.0635562, 3.0601869, 3.0183156, 2.9825535, 2.9087522, 2.72119, 2.7032528, 2.7030585, 2.6670403, 2.6106467, 2.6093872, 2.4775605, 2.460396, 2.3606195, 2.3400245, 2.3286626, 2.239323, 2.1917853, 2.1594532, 2.153305, 2.0954492, 1.9623599, 1.9536663, 1.9441795, 1.9068872, 1.8718798, 1.8495457, 1.8219305, 1.8107508, 1.8078859, 1.8015021, 1.7846582, 1.7588484, 1.7493818, 1.6766264, 1.6596729, 1.6514026, 1.6396002]"
12,"[2572, 2485, 2581, 3717, 5060, 920, 63992, 5066, 40629, 2541, 2722, 2724, 6155, 237, 2628, 3524, 1136, 2375, 2410, 4246, 3525, 1197, 2918, 355, 31685, 2111, 2174, 3861, 2450, 2421, 1307, 2529, 2110, 2406, 2997, 3825, 3497, 1220, 4308, 2706, 1258, 3361, 2700, 2411, 97921, 4014, 4975, 1409, 2455, 357]","[1.1970645, 1.1733892, 1.1604222, 0.8219763, 0.80591965, 0.7991672, 0.7927734, 0.7877605, 0.7531676, 0.73986113, 0.7235781, 0.7017335, 0.68811285, 0.6700572, 0.5126787, 0.506067, 0.50000006, 0.49154785, 0.4914183, 0.48617986, 0.48231813, 0.47001755, 0.463394, 0.4573409, 0.44947323, 0.44782192, 0.44193372, 0.44074586, 0.43749994, 0.43523937, 0.43022946, 0.42767358, 0.4251261, 0.4243005, 0.42391306, 0.42307687, 0.4217934, 0.42084256, 0.4189813, 0.41618344, 0.4121081, 0.4113868, 0.41109517, 0.40770945, 0.40684235, 0.40620488, 0.40620488, 0.40542343, 0.40540537, 0.4052913]"
13,"[3996, 2628, 3753, 3555, 1196, 260, 1210, 1291, 356, 2028, 3578, 1136, 1036, 318, 3793, 3623, 778, 4262, 1721, 3624, 2959, 296, 2571, 1198, 539, 4306, 4993, 1580, 1197, 2858, 500, 2762, 1240, 6333, 593, 5952, 377, 1732, 7153, 858, 110, 6537, 32587, 50, 5502, 1270, 480, 2716, 1089, 5445]","[1.737864, 1.6050417, 1.5696055, 1.2729596, 1.1671929, 1.1616018, 1.0967948, 1.0874021, 1.0518272, 1.0248958, 1.0131903, 1.0079392, 1.0074661, 0.9850811, 0.9614426, 0.92639625, 0.91016567, 0.8999802, 0.8733685, 0.81173044, 0.56705076, 0.5615064, 0.5464936, 0.5464936, 0.5425492, 0.53985167, 0.53754246, 0.5359409, 0.53149474, 0.52957565, 0.5291534, 0.52470803, 0.5242063, 0.5200112, 0.51855844, 0.512444, 0.5106798, 0.50845015, 0.50581574, 0.5034311, 0.50103277, 0.50073266, 0.5004471, 0.49865457, 0.4956714, 0.4932958, 0.49216747, 0.49207118, 0.48781276, 0.48746252]"
14,"[500, 296, 480, 318, 47, 589, 597, 356, 457, 110, 590, 39, 588, 150, 50, 586, 587, 380, 337, 593, 344, 10, 377, 11, 539, 364, 527, 34, 293, 357, 595, 592, 282, 168, 165, 552, 266, 253, 329, 780, 440, 339, 231, 32, 454, 19, 21, 474, 350, 508]","[3.9406297, 3.725508, 3.6211176, 3.6199803, 3.5983586, 3.4741914, 3.2633505, 3.2244756, 3.092731, 3.0788288, 3.0267463, 2.714666, 2.4406924, 2.4278064, 2.4113877, 2.3069959, 2.3020763, 2.2519755, 2.2216823, 2.130612, 2.100284, 2.039197, 1.975329, 1.9744947, 1.9707465, 1.9420574, 1.8731365, 1.7235231, 1.7231718, 1.6976873, 1.6944653, 1.6500015, 1.5997694, 1.5935655, 1.5779916, 1.5403624, 1.523949, 1.4937766, 1.4602448, 1.4492519, 1.44152, 1.3974688, 1.3699691, 1.3357642, 1.323272, 1.2374511, 1.2350655, 1.2302907, 1.1981287, 1.1786976]"
15,"[2571, 1, 2959, 593, 109487, 68954, 1196, 7153, 6539, 91529, 260, 2028, 50872, 6377, 89745, 109374, 1291, 4993, 79132, 99114, 5989, 1200, 96079, 112852, 104841, 2858, 1210, 1197, 111759, 50, 60069, 97938, 72998, 134130, 4886, 4306, 1265, 6874, 8961, 152077, 1240, 296, 84152, 356, 1270, 59315, 2011, 318, 1580, 5349]","[4.4550953, 4.1499424, 4.0369887, 3.6293304, 3.5555153, 3.513711, 3.485495, 3.4683888, 3.4477797, 3.4442923, 3.439928, 3.3131914, 3.2815413, 3.2425585, 3.2263792, 3.2073462, 3.187594, 3.1795263, 3.165699, 3.149152, 3.1230304, 3.091772, 3.0532851, 3.04571, 3.007977, 3.0040097, 2.9890852, 2.955757, 2.9446442, 2.9404154, 2.925933, 2.9099574, 2.8837476, 2.8398604, 2.8163486, 2.7709222, 2.7670262, 2.754454, 2.7323427, 2.715157, 2.702512, 2.692001, 2.6645465, 2.6601987, 2.6551223, 2.6194122, 2.5964377, 2.5773506, 2.5598218, 2.5466633]"
16,"[1221, 2959, 2858, 4993, 1089, 858, 608, 318, 4226, 111, 1193, 293, 1208, 527, 541, 778, 593, 2762, 5952, 50, 2329, 1213, 2571, 6016, 1198, 296, 1704, 4973, 58559, 47, 1207, 923, 2028, 7153, 1252, 904, 3578, 79132, 1222, 5618, 1203, 356, 1219, 2324, 912, 1201, 1148, 1210, 745, 1206]","[4.8563786, 4.604039, 3.9964237, 3.8472023, 3.8236363, 3.8133101, 3.7089217, 3.6469736, 3.4552667, 3.4102888, 3.3976629, 3.3643198, 3.3084385, 3.2748027, 3.2284305, 3.0678809, 3.0635433, 2.959268, 2.9406745, 2.8574514, 2.8512416, 2.8259118, 2.806932, 2.7872858, 2.76421, 2.7622101, 2.7148883, 2.6912467, 2.58366, 2.5767806, 2.5732079, 2.5142708, 2.4349568, 2.4266365, 2.4019983, 2.3954153, 2.3952527, 2.3728924, 2.351371, 2.3474872, 2.2011485, 2.1803303, 2.1385727, 2.1319675, 2.0075595, 2.0011008, 1.9520454, 1.8703266, 1.8630606, 1.8600383]"
17,"[296, 260, 4993, 2959, 1210, 318, 2571, 1198, 2028, 858, 1291, 1270, 1196, 58559, 2858, 5952, 7153, 1, 5618, 1036, 1704, 356, 480, 1580, 593, 110, 1221, 1193, 2762, 4226, 3578, 527, 79132, 1206, 2628, 68157, 1136, 1197, 1214, 2324, 50, 6016, 1089, 924, 1097, 1265, 6539, 4973, 1258, 26776]","[4.7550845, 4.5391455, 4.3232403, 4.117282, 4.1012278, 4.0354104, 3.9152436, 3.8789537, 3.8788955, 3.8508427, 3.6932988, 3.6602912, 3.5555184, 3.53928, 3.493304, 3.4761994, 3.423814, 3.2557557, 3.1965156, 3.1736848, 3.172814, 3.1373842, 3.1274493, 3.0957627, 3.0628195, 3.0454702, 2.985562, 2.9777503, 2.9760137, 2.9457808, 2.8520336, 2.8266265, 2.8080523, 2.764156, 2.6760387, 2.5403612, 2.5004783, 2.4857395, 2.4371731, 2.4102514, 2.406225, 2.3792999, 2.353982, 2.3452945, 2.3358054, 2.3279457, 2.3037257, 2.219893, 2.1924834, 2.0931826]"
18,"[32587, 6874, 4886, 6377, 89745, 527, 86332, 1210, 5445, 88140, 260, 4963, 111362, 1198, 8961, 356, 7438, 4022, 1732, 72998, 1291, 4993, 50, 51662, 33794, 4995, 44191, 5816, 4011, 122924, 45722, 1, 593, 318, 1580, 102445, 7361, 2011, 5418, 122892, 778, 6539, 53996, 2858, 2571, 5218, 2028, 60074, 1089, 4306]","[5.0640616, 5.0162425, 4.85454, 4.7373114, 4.663081, 4.662618, 4.6209345, 4.603758, 4.552109, 4.513772, 4.492813, 4.46239, 4.4576116, 4.3383827, 4.324127, 4.319269, 4.3161683, 4.310126, 4.2991157, 4.297744, 4.291336, 4.274932, 4.2631025, 4.256889, 4.2222495, 4.2134967, 4.194886, 4.1940985, 4.1812363, 4.179073, 4.169571, 4.1671557, 4.1600475, 4.1563425, 4.131632, 4.102953, 4.072361, 4.0673056, 4.043727, 4.0356474, 4.0160108, 4.007057, 3.9978724, 3.9782116, 3.9190648, 3.918601, 3.8733706, 3.8505921, 3.8412488, 3.8124366]"
19,"[1036, 1210, 1580, 2716, 1196, 260, 2985, 1198, 2628, 1291, 1270, 2916, 1214, 3527, 2115, 2244, 2044, 1197, 2683, 1240, 3497, 3712, 3393, 1097, 3662, 2255, 2797, 2026, 2174, 153, 1016, 1127, 1377, 1562, 1136, 2987, 379, 1551, 1779, 367, 780, 2640, 1376, 3584, 3500, 1517, 1573, 1275, 1330, 2571]","[5.221703, 5.178655, 5.1779494, 5.1393847, 5.1104035, 5.094717, 4.9934063, 4.891104, 4.8861175, 4.7902865, 4.667903, 4.611522, 4.494594, 4.4821095, 4.446975, 4.4395785, 4.4395785, 4.420744, 4.3539762, 4.31013, 4.2281694, 4.205055, 4.205055, 4.2021136, 4.1753097, 4.175309, 4.1750464, 4.1686726, 4.1656327, 4.1617985, 4.110639, 4.103012, 4.0954432, 4.085126, 4.0781426, 4.0767336, 4.075597, 4.0501695, 4.032078, 3.986496, 3.9805808, 3.9801018, 3.972171, 3.9529312, 3.9479275, 3.9425576, 3.9285233, 3.9227872, 3.9210808, 3.9163692]"
20,"[594, 6170, 1028, 5502, 1029, 2080, 4308, 1022, 3624, 2078, 783, 1380, 2087, 2096, 3753, 5299, 3751, 2081, 3114, 3977, 4963, 5349, 4447, 1035, 1032, 4022, 6358, 6143, 1547, 4783, 4449, 3034, 5464, 6863, 1489, 2355, 48, 3483, 3510, 3301, 4025, 2018, 5991, 5445, 1907, 4367, 4299, 1088, 1282, 2430]","[3.9298627, 3.7007449, 3.6404097, 3.5350595, 3.4338996, 3.2916968, 3.283403, 3.251687, 3.2485895, 3.2322166, 3.222317, 3.1978755, 3.1951673, 3.123401, 3.0865254, 3.0795932, 3.0762458, 3.0735204, 3.0328918, 3.0300684, 3.0137353, 3.0076928, 2.9878743, 2.9635682, 2.9583895, 2.9397657, 2.9271533, 2.9271533, 2.9271533, 2.927153, 2.927153, 2.901809, 2.8196962, 2.7859392, 2.7234282, 2.7171974, 2.712934, 2.709107, 2.682027, 2.640096, 2.608905, 2.6061337, 2.5921052, 2.5913327, 2.4993672, 2.4984076, 2.4813654, 2.4650793, 2.4245086, 2.4026413]"
21,"[1210, 1196, 260, 2115, 1240, 2628, 1291, 1036, 45722, 2011, 6874, 112852, 1527, 6377, 3578, 33794, 1270, 1, 103819, 139915, 132157, 95067, 52730, 2571, 1214, 5952, 116823, 7438, 2028, 1198, 2993, 4306, 89745, 1580, 6333, 7570, 2916, 103339, 1200, 2959, 63859, 33493, 7153, 7569, 8368, 8636, 5445, 91535, 91529, 2762]","[5.701349, 5.6138515, 5.595782, 5.5283804, 5.4141035, 5.398796, 5.3645477, 5.221703, 5.2130446, 5.0584774, 5.0138764, 5.00666, 4.858013, 4.7523594, 4.7269444, 4.717838, 4.699284, 4.606827, 4.502258, 4.502258, 4.502258, 4.502258, 4.502258, 4.453912, 4.4538236, 4.3943305, 4.3665614, 4.3582163, 4.357079, 4.3383827, 4.3186626, 4.316578, 4.210378, 4.1917267, 4.1691904, 4.1319857, 4.1286397, 4.0890007, 4.0835114, 4.080653, 4.07803, 4.06759, 4.053838, 4.0402193, 4.0236573, 4.014518, 4.000058, 3.997888, 3.9439075, 3.9188085]"
22,"[4878, 6711, 6539, 6874, 8961, 44191, 5952, 4226, 4963, 7147, 60069, 48516, 4995, 7153, 7438, 4993, 4306, 4973, 7361, 5673, 32587, 54286, 58559, 48394, 51662, 8665, 48780, 68358, 8784, 4886, 3949, 6377, 2571, 48774, 33794, 46578, 6870, 68536, 68954, 63082, 59315, 5669, 30707, 6365, 72998, 3481, 527, 1732, 4022, 49272]","[4.093623, 3.5034595, 3.4388556, 3.3879712, 3.2824104, 3.1593382, 3.0618336, 2.9799774, 2.932416, 2.9212668, 2.9012434, 2.8641248, 2.8221133, 2.7765992, 2.7760415, 2.7693307, 2.7384472, 2.6881008, 2.661937, 2.6224325, 2.6044028, 2.6029778, 2.5656345, 2.391185, 2.3759685, 2.3353014, 2.2835376, 2.2704961, 2.263527, 2.249034, 2.2196212, 2.1909661, 2.1860237, 2.154871, 2.143364, 2.143303, 2.027717, 2.0107517, 2.0102541, 1.9922812, 1.9759771, 1.9617656, 1.9474413, 1.9418236, 1.9279597, 1.9112736, 1.907116, 1.8742433, 1.8539256, 1.8429865]"
23,"[1208, 1080, 541, 923, 1222, 1199, 608, 750, 1221, 111, 924, 1089, 1213, 1201, 6790, 7924, 6234, 912, 1732, 1203, 1219, 6807, 6016, 1206, 1617, 778, 2726, 2692, 2542, 3681, 1237, 2019, 8874, 50, 2076, 4011, 2329, 2997, 1258, 1193, 903, 1248, 1729, 1274, 293, 1220, 1240, 1204, 1748, 1090]","[4.2611957, 3.5138614, 3.3216028, 3.316254, 3.2673302, 3.2419198, 3.234837, 3.1848612, 3.0766962, 3.000279, 2.9101987, 2.8826313, 2.8683703, 2.835669, 2.8242493, 2.824249, 2.824249, 2.8159573, 2.8139372, 2.5555232, 2.548161, 2.5462081, 2.412541, 2.2976835, 2.2583885, 2.1928675, 2.1719728, 2.0915225, 2.0707643, 2.0213327, 1.966399, 1.953116, 1.9408855, 1.913307, 1.8977231, 1.8669697, 1.851252, 1.8250198, 1.7936429, 1.7697608, 1.7039267, 1.6949828, 1.6795902, 1.6794821, 1.6577401, 1.6389202, 1.6316274, 1.6286998, 1.6052861, 1.5962542]"
24,"[527, 2028, 50, 61024, 32, 356, 31685, 61323, 593, 318, 47, 58559, 648, 1246, 1136, 46976, 2762, 52973, 38061, 150, 63113, 49272, 74458, 1704, 3147, 54286, 1291, 260, 380, 33004, 6, 2628, 296, 64969, 1240, 1210, 592, 1036, 153, 2858, 47610, 59315, 47099, 96079, 208, 110, 32587, 2011, 589, 3793]","[2.823908, 2.4392653, 2.3712285, 2.278175, 2.2635136, 2.2361848, 2.1402874, 2.126574, 2.1201248, 2.118158, 2.0643482, 2.0155115, 2.0148208, 2.005992, 1.9851238, 1.9571608, 1.9478574, 1.9371647, 1.9315183, 1.9000695, 1.8702636, 1.8402823, 1.8282188, 1.7934378, 1.7854705, 1.7299886, 1.6928756, 1.6897668, 1.6890261, 1.6727606, 1.661359, 1.6549351, 1.6398675, 1.6398296, 1.6168768, 1.6116084, 1.5840342, 1.5434062, 1.5339216, 1.5256875, 1.5250688, 1.524777, 1.5218997, 1.5212756, 1.5197706, 1.5122485, 1.5110161, 1.4860965, 1.4757, 1.445297]"
25,"[58559, 79132, 7153, 68157, 91529, 1196, 1210, 122912, 4993, 2571, 89745, 1291, 187593, 59315, 60069, 68954, 2028, 2762, 3793, 74458, 68358, 176371, 59784, 122916, 69122, 54286, 63082, 260, 1198, 122918, 2628, 1580, 2959, 33794, 5952, 318, 2858, 1270, 1136, 1036, 858, 72998, 1197, 3578, 5445, 4226, 106782, 187541, 70286, 1214]","[3.1127086, 2.3462148, 2.233461, 2.126713, 1.9076905, 1.8495977, 1.7524194, 1.7045983, 1.6912045, 1.6816039, 1.6162019, 1.5995147, 1.5955938, 1.5872657, 1.5756304, 1.5691392, 1.4891107, 1.4692824, 1.4298956, 1.4000742, 1.389354, 1.3489395, 1.3380936, 1.3350284, 1.3269014, 1.2734603, 1.2244096, 1.1616018, 1.1209908, 1.0863147, 1.0671394, 1.0641059, 1.0575774, 1.0433829, 1.0399699, 1.0184542, 1.0166997, 1.0140024, 1.0079392, 1.0074661, 1.0044959, 1.0013347, 0.99267876, 0.9890444, 0.98241735, 0.98215806, 0.9755347, 0.94973373, 0.9404508, 0.93622464]"
26,"[165, 10, 434, 110, 329, 592, 349, 457, 590, 318, 480, 292, 208, 253, 589, 150, 185, 380, 153, 288, 296, 356, 316, 47, 377, 300, 442, 588, 161, 367, 50, 339, 293, 225, 410, 593, 344, 173, 364, 454, 527, 163, 231, 474, 587, 160, 552, 315, 368, 21]","[3.2322335, 3.073016, 3.047738, 3.0476537, 2.8389683, 2.7278266, 2.689868, 2.648422, 2.6311417, 2.6072304, 2.5737329, 2.558623, 2.5288858, 2.473134, 2.4152637, 2.379644, 2.3594456, 2.3378954, 2.2234101, 2.2152631, 2.2039008, 2.1451213, 2.1447148, 2.0944788, 2.0827389, 1.998441, 1.9950683, 1.9862645, 1.9789368, 1.9674895, 1.9552306, 1.7363039, 1.7231718, 1.7158958, 1.6770566, 1.6363008, 1.6149479, 1.5505941, 1.4484715, 1.4479548, 1.4321733, 1.429178, 1.384112, 1.3025317, 1.2690884, 1.2419055, 1.2123264, 1.2006183, 1.1912597, 1.1900287]"
