,itemIds,top-100 scores
185,"[318, 296, 356, 2571, 593, 110, 260, 480, 589, 150, 527, 50, 1, 457, 780, 2858, 1196, 47, 380, 2959, 592, 590, 32, 588, 1210, 2028, 608, 1198, 858, 4993, 367, 364, 648, 377, 165, 1580, 3578, 344, 2762, 1270, 5952, 316, 7153, 10, 4306, 1214, 153, 736, 2628, 4226, 500, 595, 1036, 293, 1197, 733, 1193, 1221, 597, 2329, 7361, 208, 1721, 1291, 1704, 34, 6539, 3793, 1089, 1240, 231, 253, 1200, 349, 292, 329, 541, 161, 1097, 1213, 6377, 1136, 58559, 1258, 2716, 539, 924, 587, 4886, 185, 1073, 2683, 5445, 750, 454, 1265, 39, 2355, 434, 1208]","[5.1535087, 5.0066366, 4.8971286, 4.8645706, 4.7561607, 4.748113, 4.574814, 4.5642457, 4.5132656, 4.4012847, 4.377989, 4.345912, 4.299736, 4.282887, 4.2408624, 4.23587, 4.2245584, 4.2044334, 4.190231, 4.1861086, 4.179626, 4.174898, 4.162438, 4.1511593, 4.1163306, 4.1112623, 4.0625076, 4.0242624, 3.9998627, 3.95563, 3.9491997, 3.9103355, 3.9102278, 3.8782806, 3.8766806, 3.8555388, 3.8424802, 3.8415174, 3.825408, 3.812044, 3.8000271, 3.7938566, 3.7894337, 3.7418423, 3.708392, 3.7054782, 3.69594, 3.6838052, 3.6763644, 3.6753292, 3.672895, 3.6602108, 3.6523423, 3.6332593, 3.6217313, 3.620053, 3.6115382, 3.6061053, 3.6040814, 3.589349, 3.58717, 3.587116, 3.5809457, 3.5667489, 3.562999, 3.56283, 3.559001, 3.556711, 3.5397937, 3.5385249, 3.5183036, 3.5084631, 3.473405, 3.4714124, 3.4695292, 3.4591534, 3.453194, 3.4509645, 3.448795, 3.4427292, 3.4139485, 3.412295, 3.4062285, 3.4040012, 3.4020078, 3.3969698, 3.3959448, 3.3937435, 3.3833716, 3.3802881, 3.3685858, 3.365712, 3.3622856, 3.3555174, 3.3512702, 3.3484175, 3.3474793, 3.3404229, 3.3374128, 3.3247242]"
186,"[296, 318, 110, 480, 593, 356, 260, 2571, 150, 589, 457, 592, 590, 780, 380, 1, 32, 50, 527, 2858, 588, 1196, 47, 608, 1210, 648, 2028, 367, 377, 316, 736, 165, 1198, 344, 10, 1580, 153, 733, 858, 1214, 1270, 364, 597, 2628, 2959, 349, 329, 34, 1197, 500, 161, 595, 2762, 253, 292, 587, 539, 25, 1193, 454, 1617, 1073, 3578, 1036, 1356, 1097, 1221, 208, 185, 924, 95, 1240, 1200, 1089, 293, 39, 2683, 357, 231, 434, 1721, 339, 541, 1291, 1208, 2716, 919, 912, 1213, 1258, 141, 300, 904, 1304, 2396, 1610, 62, 1584, 4993, 1923]","[6.4539986, 6.359637, 6.2256136, 6.127948, 6.106152, 6.0384192, 5.923208, 5.9228578, 5.919512, 5.888998, 5.8764634, 5.781225, 5.773787, 5.750193, 5.7420483, 5.6266847, 5.6242213, 5.586338, 5.549355, 5.5257673, 5.5135474, 5.510809, 5.4188876, 5.3990407, 5.362997, 5.3041716, 5.268426, 5.2554693, 5.2131853, 5.2106285, 5.1793017, 5.1697626, 5.149169, 5.090043, 5.0758786, 5.0719666, 5.0717807, 5.057452, 5.0408754, 5.0184665, 4.979715, 4.942513, 4.921729, 4.904089, 4.903461, 4.901334, 4.894832, 4.844619, 4.8393226, 4.838777, 4.8270383, 4.8235745, 4.8203034, 4.7854323, 4.7686987, 4.7432637, 4.7428026, 4.7301965, 4.7216873, 4.7159286, 4.713085, 4.7105317, 4.7101107, 4.703849, 4.6957045, 4.692257, 4.690346, 4.682923, 4.6636605, 4.662681, 4.6600432, 4.6576543, 4.655773, 4.645443, 4.620427, 4.6084905, 4.6031933, 4.596843, 4.588906, 4.583423, 4.5764875, 4.570894, 4.5702567, 4.569875, 4.5615964, 4.5593805, 4.518834, 4.518569, 4.5139704, 4.509333, 4.509035, 4.507112, 4.4959207, 4.495798, 4.4956365, 4.4932017, 4.4860606, 4.483575, 4.469883, 4.467245]"
187,"[318, 2571, 296, 356, 593, 110, 260, 2959, 527, 589, 480, 50, 2858, 4993, 1196, 1, 2028, 150, 47, 7153, 858, 5952, 1210, 1198, 780, 457, 608, 32, 3578, 588, 4226, 2762, 4306, 590, 380, 592, 6539, 7361, 1580, 364, 1270, 58559, 367, 2329, 648, 293, 1704, 377, 1036, 1193, 1221, 1214, 79132, 1721, 2628, 6377, 165, 344, 1089, 1291, 3793, 4886, 1197, 4973, 6874, 4878, 316, 10, 500, 541, 1240, 5445, 4995, 1213, 595, 3147, 8961, 1200, 750, 1258, 1136, 48516, 778, 153, 1682, 736, 3949, 924, 5418, 1097, 597, 5989, 33794, 733, 208, 5618, 5349, 34, 2716, 7438]","[7.1749377, 6.9358215, 6.774149, 6.6962934, 6.4642854, 6.320424, 6.2671485, 6.099266, 6.071327, 6.0095835, 5.9599986, 5.923855, 5.8677835, 5.841372, 5.7731605, 5.7456164, 5.7165003, 5.708585, 5.686365, 5.6558447, 5.6178246, 5.610338, 5.60145, 5.5790462, 5.574109, 5.527527, 5.5272074, 5.4490156, 5.4224772, 5.3837066, 5.3667793, 5.362566, 5.3526006, 5.330029, 5.329523, 5.31888, 5.2579694, 5.249691, 5.22918, 5.2169423, 5.1812387, 5.164065, 5.158356, 5.148191, 5.079226, 5.0604033, 5.056901, 5.0563273, 5.040467, 5.0266957, 5.0266633, 5.0143776, 4.995819, 4.9903646, 4.984998, 4.9775267, 4.95757, 4.9541726, 4.944732, 4.9338923, 4.9247236, 4.89059, 4.8854294, 4.8763976, 4.8201866, 4.806632, 4.80627, 4.8026834, 4.796445, 4.7931395, 4.785704, 4.7808785, 4.775526, 4.7506337, 4.7459145, 4.7392488, 4.7365494, 4.727877, 4.720182, 4.718203, 4.7011423, 4.693679, 4.6856112, 4.683492, 4.680827, 4.6575694, 4.652343, 4.651196, 4.648822, 4.6392937, 4.639109, 4.625405, 4.6199474, 4.6189013, 4.614378, 4.6059847, 4.60254, 4.5944233, 4.594189, 4.594134]"
188,"[296, 318, 110, 593, 480, 150, 457, 590, 592, 356, 260, 589, 780, 2571, 380, 32, 1, 527, 2858, 50, 588, 608, 1196, 47, 1210, 648, 367, 2028, 736, 316, 377, 1198, 165, 153, 733, 10, 1214, 344, 1580, 25, 858, 597, 349, 329, 1270, 1617, 34, 161, 2628, 1197, 454, 539, 1304, 1193, 924, 904, 587, 364, 500, 253, 595, 292, 357, 1073, 2762, 1356, 1221, 1089, 2959, 300, 39, 912, 1097, 2683, 2396, 185, 1208, 235, 339, 95, 541, 141, 1036, 1200, 11, 1584, 62, 509, 21, 293, 1258, 1374, 1240, 434, 1610, 208, 750, 919, 337, 1721]","[4.49825, 4.3384404, 4.3202024, 4.255102, 4.241784, 4.1587424, 4.1157765, 4.1070104, 4.07119, 4.068013, 4.0676084, 4.05416, 4.0282, 4.005231, 3.9956295, 3.940222, 3.9286695, 3.8911386, 3.8826313, 3.8620086, 3.8420608, 3.782942, 3.7769532, 3.735208, 3.6817472, 3.671964, 3.630705, 3.6290495, 3.625258, 3.6196787, 3.5838106, 3.5415053, 3.532457, 3.5160215, 3.5157843, 3.5141492, 3.510918, 3.5051877, 3.500107, 3.4994934, 3.4915817, 3.469227, 3.458371, 3.4507687, 3.4375474, 3.4248958, 3.4172676, 3.401112, 3.3956544, 3.3934746, 3.3741796, 3.3703403, 3.3528113, 3.349463, 3.3490899, 3.3487296, 3.3436434, 3.3434439, 3.3409374, 3.3399158, 3.323291, 3.3200243, 3.3116496, 3.3036664, 3.2994175, 3.2939556, 3.2906835, 3.2811058, 3.2772894, 3.2702303, 3.2680826, 3.2630262, 3.259675, 3.2485404, 3.2484937, 3.243866, 3.2402182, 3.236751, 3.2244399, 3.2203157, 3.2182057, 3.2168674, 3.2157211, 3.2132251, 3.211271, 3.207611, 3.2062309, 3.2028556, 3.1984673, 3.191923, 3.1916394, 3.187059, 3.1853125, 3.17981, 3.1783972, 3.1775007, 3.176186, 3.1706374, 3.1700883, 3.1643195]"
189,"[318, 2571, 356, 296, 2959, 7153, 4993, 593, 260, 79132, 5952, 58559, 110, 527, 6539, 589, 50, 4306, 2858, 4226, 2028, 1196, 858, 7361, 1, 3578, 1198, 6377, 480, 47, 1210, 2762, 2329, 8961, 4886, 6874, 150, 68954, 608, 33794, 4995, 1270, 1580, 1704, 364, 48516, 5989, 60069, 588, 4896, 780, 4973, 5418, 4878, 7438, 457, 32, 1036, 3793, 4963, 1721, 3147, 5445, 1291, 293, 44191, 3949, 1193, 1221, 367, 68157, 5618, 59315, 1682, 72998, 380, 48780, 2628, 590, 91529, 1089, 8368, 1197, 1214, 4022, 592, 5349, 6365, 648, 377, 1136, 54286, 344, 1240, 8636, 48394, 8360, 50872, 1213, 165]","[3.611334, 3.5835223, 3.4208333, 3.2701612, 3.23683, 3.1640453, 3.1610854, 3.1233242, 3.0831645, 3.0545866, 3.0472925, 3.044375, 2.97603, 2.9756434, 2.885721, 2.875854, 2.8691566, 2.856589, 2.8564246, 2.8499153, 2.829816, 2.8147283, 2.8143368, 2.7977111, 2.7804728, 2.7769344, 2.7758732, 2.7746406, 2.772124, 2.7426865, 2.720401, 2.6825984, 2.668334, 2.653071, 2.6437447, 2.6400034, 2.6326318, 2.6043181, 2.601327, 2.6006272, 2.5924065, 2.588761, 2.5800967, 2.5764766, 2.5759377, 2.574564, 2.5707064, 2.570344, 2.56773, 2.563856, 2.54593, 2.5340085, 2.5272582, 2.5260673, 2.5092413, 2.5022838, 2.5017395, 2.4983277, 2.4980032, 2.4817846, 2.4683971, 2.4666023, 2.4658856, 2.4654288, 2.46395, 2.4630482, 2.4553156, 2.4423401, 2.435693, 2.4243677, 2.411635, 2.4094222, 2.3979766, 2.3964262, 2.3896182, 2.388344, 2.383673, 2.3775902, 2.3747842, 2.3700624, 2.367695, 2.3650928, 2.362024, 2.3543298, 2.351689, 2.3504941, 2.337829, 2.3342237, 2.333792, 2.3320746, 2.3303497, 2.316807, 2.315895, 2.311623, 2.3078156, 2.3028224, 2.2991836, 2.2982996, 2.2972474, 2.2961724]"
190,"[2571, 318, 356, 2959, 296, 4993, 7153, 593, 260, 5952, 58559, 79132, 527, 110, 6539, 2858, 4306, 4226, 50, 589, 2028, 1196, 858, 7361, 1198, 3578, 6377, 1, 480, 1210, 47, 2762, 2329, 4886, 8961, 6874, 1270, 608, 1580, 150, 33794, 4995, 1704, 48516, 68954, 5989, 4896, 60069, 364, 4878, 588, 4973, 780, 5418, 7438, 3793, 1036, 1721, 457, 1291, 4963, 5445, 3147, 32, 44191, 3949, 1221, 1193, 293, 1682, 5618, 2628, 367, 1089, 1214, 68157, 1197, 48780, 59315, 4022, 1136, 72998, 8368, 380, 5349, 1240, 6365, 590, 91529, 8636, 1213, 648, 592, 377, 54286, 541, 8360, 48394, 5378, 5816]","[5.7420945, 5.7291336, 5.423315, 5.180034, 5.175906, 5.0457253, 5.0428076, 4.958241, 4.9446936, 4.86805, 4.822948, 4.8121624, 4.7209673, 4.7093267, 4.625722, 4.610904, 4.5811367, 4.5662026, 4.5613036, 4.5575953, 4.5479145, 4.527581, 4.521117, 4.4716697, 4.4578958, 4.456657, 4.4432416, 4.42919, 4.4100842, 4.380899, 4.352577, 4.322395, 4.281735, 4.2517586, 4.250266, 4.2399964, 4.1755576, 4.173232, 4.165832, 4.153995, 4.1529193, 4.141806, 4.139627, 4.1282926, 4.1217074, 4.1214256, 4.1127596, 4.0784936, 4.065803, 4.0624537, 4.0619307, 4.0618696, 4.060597, 4.0594826, 4.029895, 4.0282865, 4.0163927, 3.9946015, 3.9788284, 3.9764433, 3.9717078, 3.9663215, 3.963213, 3.9595299, 3.9493034, 3.9402006, 3.936571, 3.933099, 3.930114, 3.871644, 3.8590066, 3.859002, 3.8542202, 3.8316808, 3.8269231, 3.824368, 3.823981, 3.820219, 3.799995, 3.7850478, 3.7842731, 3.7785823, 3.7781909, 3.7720191, 3.7679422, 3.7474353, 3.742459, 3.7396207, 3.7314239, 3.7231224, 3.7214768, 3.7189424, 3.7133818, 3.7039137, 3.697336, 3.6847675, 3.6829045, 3.6784372, 3.6734617, 3.6685443]"
191,"[296, 110, 318, 150, 480, 592, 590, 593, 380, 457, 356, 589, 780, 32, 588, 1, 260, 50, 316, 165, 527, 47, 153, 2571, 648, 344, 349, 736, 367, 292, 377, 10, 161, 329, 253, 608, 434, 1196, 733, 454, 25, 208, 95, 34, 364, 2858, 1210, 595, 597, 300, 539, 185, 141, 500, 339, 587, 2028, 62, 231, 288, 1198, 266, 1073, 39, 357, 410, 21, 858, 1580, 1214, 1356, 440, 1270, 474, 509, 293, 36, 2628, 17, 337, 786, 1197, 2959, 6, 7, 586, 2762, 553, 350, 368, 11, 1036, 1193, 225, 235, 3578, 1221, 924, 1240, 1097]","[5.138205, 5.0465093, 4.9342794, 4.8859706, 4.880619, 4.8338003, 4.8317504, 4.8214316, 4.7909627, 4.7593784, 4.705138, 4.6796165, 4.597708, 4.5851707, 4.4517846, 4.427702, 4.4010863, 4.3780546, 4.37329, 4.370595, 4.3326917, 4.2833357, 4.272519, 4.2620087, 4.2604523, 4.256841, 4.242757, 4.224002, 4.2194104, 4.21881, 4.1942697, 4.1773005, 4.1353965, 4.127491, 4.113807, 4.108989, 4.06223, 4.0513587, 4.0432777, 4.014889, 4.006681, 4.00598, 3.9987657, 3.9868255, 3.9863234, 3.9827783, 3.9724433, 3.95626, 3.9471145, 3.9185264, 3.894385, 3.8908277, 3.883482, 3.8713517, 3.8586042, 3.8558156, 3.8426244, 3.795822, 3.7782083, 3.7709932, 3.7616322, 3.7179055, 3.7082841, 3.7051654, 3.6867516, 3.6754692, 3.6752186, 3.6645138, 3.6517055, 3.6317184, 3.6307585, 3.5793169, 3.5718813, 3.5573347, 3.5573335, 3.555944, 3.5456333, 3.5426044, 3.522026, 3.5184965, 3.5035655, 3.4962976, 3.4768126, 3.4756315, 3.467409, 3.4633684, 3.4578154, 3.4497812, 3.4488993, 3.4346397, 3.4308105, 3.4287117, 3.4268959, 3.416504, 3.4061272, 3.390699, 3.389818, 3.37339, 3.3711412, 3.363029]"
192,"[296, 318, 110, 356, 593, 480, 150, 589, 380, 592, 590, 457, 2571, 260, 780, 32, 588, 1, 50, 527, 47, 165, 316, 344, 367, 648, 377, 1196, 153, 10, 364, 608, 1210, 736, 2858, 292, 349, 208, 2028, 595, 253, 161, 733, 329, 434, 1198, 34, 500, 597, 2959, 454, 231, 858, 95, 185, 1580, 539, 587, 1270, 339, 25, 300, 288, 3578, 1214, 2762, 141, 39, 293, 2628, 1073, 410, 62, 1036, 1197, 4993, 357, 1356, 266, 586, 1193, 1240, 21, 1221, 1291, 104, 3793, 5952, 1721, 1097, 1200, 786, 4306, 1089, 788, 19, 337, 6, 1704, 7153]","[4.0384793, 4.0016146, 3.9222653, 3.862425, 3.7935822, 3.7881787, 3.7353475, 3.685713, 3.637889, 3.6349351, 3.6290348, 3.619542, 3.5567214, 3.525612, 3.510629, 3.5021305, 3.4693968, 3.467485, 3.4554102, 3.4228117, 3.379242, 3.37634, 3.315398, 3.2962768, 3.2862034, 3.2780416, 3.2470336, 3.2443945, 3.2348275, 3.2083547, 3.1992903, 3.1897879, 3.177473, 3.175391, 3.168195, 3.1609151, 3.143978, 3.1309218, 3.0969138, 3.09086, 3.0883143, 3.075234, 3.0664144, 3.0661252, 3.0482073, 3.0462034, 3.0354137, 3.035157, 3.0259464, 2.9778159, 2.9758193, 2.974573, 2.973366, 2.9688027, 2.950833, 2.9485333, 2.9311466, 2.90744, 2.902606, 2.8975327, 2.8808858, 2.8435535, 2.843176, 2.8381398, 2.8294709, 2.8265932, 2.8265746, 2.815621, 2.8143642, 2.8129592, 2.8053389, 2.7981446, 2.7958882, 2.773457, 2.7661793, 2.7614303, 2.7520907, 2.7410538, 2.7287033, 2.7155359, 2.7090185, 2.7012873, 2.6889749, 2.6869228, 2.674777, 2.6545014, 2.6505125, 2.6494246, 2.6477997, 2.6453464, 2.6399884, 2.6359894, 2.633944, 2.6326993, 2.6319556, 2.6307116, 2.6220536, 2.6123872, 2.6079185, 2.6062646]"
193,"[318, 2571, 356, 296, 593, 260, 110, 2959, 527, 4993, 589, 50, 480, 2858, 7153, 1, 5952, 1196, 2028, 858, 150, 47, 1198, 1210, 780, 4226, 608, 4306, 3578, 588, 6539, 457, 58559, 7361, 2762, 32, 79132, 1580, 590, 1270, 364, 2329, 380, 6377, 592, 367, 1704, 1036, 1193, 4886, 293, 1721, 1221, 4973, 648, 377, 6874, 1291, 4995, 1214, 2628, 3793, 344, 8961, 1197, 1089, 165, 4878, 5445, 48516, 500, 4896, 33794, 3147, 1682, 5418, 5989, 3949, 541, 595, 7438, 1240, 1136, 4963, 10, 750, 316, 1213, 5618, 1265, 778, 1200, 1258, 5349, 4022, 208, 2716, 597, 924, 34]","[4.379293, 4.249609, 4.1133733, 4.1041017, 3.9085655, 3.793963, 3.7834632, 3.7638607, 3.7028096, 3.6311648, 3.617437, 3.5660224, 3.5609941, 3.5548506, 3.5402772, 3.4998198, 3.4767184, 3.4726758, 3.4586964, 3.4284568, 3.4254267, 3.425007, 3.394151, 3.3651235, 3.3058476, 3.3010232, 3.2987115, 3.298046, 3.284357, 3.2797792, 3.2753696, 3.2752607, 3.263515, 3.2543073, 3.2500813, 3.2458322, 3.2153819, 3.180971, 3.1779003, 3.17528, 3.1708302, 3.163636, 3.1510344, 3.1484587, 3.1387434, 3.090228, 3.0893285, 3.0560958, 3.0552213, 3.054487, 3.0410244, 3.0219676, 3.0218196, 3.0131645, 3.012979, 2.994559, 2.9874268, 2.98662, 2.9858887, 2.9842732, 2.9820142, 2.9791024, 2.9749737, 2.9712653, 2.963072, 2.961559, 2.9492497, 2.9430852, 2.9227304, 2.9194272, 2.8839083, 2.8835256, 2.8830543, 2.8821263, 2.881756, 2.874721, 2.8743587, 2.8670506, 2.865602, 2.8649645, 2.8649166, 2.8599598, 2.8560147, 2.8525488, 2.848807, 2.8476954, 2.8383377, 2.8380032, 2.826122, 2.8070073, 2.804391, 2.8025272, 2.8021915, 2.800485, 2.7773373, 2.77496, 2.769315, 2.7645125, 2.760731, 2.7581437]"
194,"[318, 296, 110, 356, 593, 480, 2571, 589, 150, 260, 457, 590, 592, 380, 780, 1, 50, 32, 527, 588, 47, 1196, 2858, 1210, 608, 648, 367, 2028, 165, 377, 316, 344, 1198, 364, 10, 736, 2959, 153, 858, 1580, 733, 1270, 595, 597, 349, 500, 1214, 34, 208, 329, 2762, 292, 2628, 161, 3578, 253, 1197, 1036, 4993, 539, 231, 587, 454, 1193, 293, 185, 434, 1221, 25, 95, 1073, 1240, 1291, 1089, 1097, 39, 339, 1721, 1200, 1356, 5952, 357, 541, 924, 2683, 4306, 3793, 1704, 300, 1213, 288, 2716, 4226, 141, 2329, 1258, 62, 586, 7153, 1208]","[4.345885, 4.3454504, 4.166356, 4.154389, 4.104901, 4.067395, 4.0106125, 3.9497232, 3.9431593, 3.9326973, 3.8644998, 3.814419, 3.8138216, 3.8050077, 3.7830062, 3.756408, 3.7523715, 3.7436485, 3.7312548, 3.6862588, 3.6423984, 3.6380022, 3.616642, 3.553495, 3.5480566, 3.5157187, 3.5057888, 3.4935613, 3.4907963, 3.4631886, 3.4547353, 3.4309227, 3.4272425, 3.3843648, 3.3804245, 3.379293, 3.3671198, 3.3615396, 3.3608432, 3.3422844, 3.300816, 3.294351, 3.2502275, 3.245272, 3.2321079, 3.231653, 3.22875, 3.2171376, 3.21455, 3.2025177, 3.202351, 3.1958086, 3.195785, 3.186826, 3.181779, 3.181625, 3.153653, 3.1240814, 3.1148915, 3.113793, 3.1100938, 3.1045103, 3.1014593, 3.0945907, 3.0915363, 3.0838103, 3.082059, 3.0721836, 3.0640879, 3.0622885, 3.0535786, 3.051662, 3.0306585, 3.0290654, 3.025625, 3.022916, 3.022913, 3.0198684, 3.0183573, 3.0182862, 2.9957757, 2.9929273, 2.980354, 2.9794385, 2.9758902, 2.9749358, 2.9744322, 2.9630966, 2.9628081, 2.9535344, 2.9513974, 2.9444363, 2.9391835, 2.9343443, 2.9316165, 2.9282763, 2.9280195, 2.925443, 2.9231486, 2.9175053]"
195,"[318, 296, 356, 110, 593, 2571, 480, 260, 589, 150, 457, 780, 50, 527, 1, 592, 380, 590, 32, 2858, 1196, 47, 588, 1210, 608, 2028, 648, 367, 1198, 2959, 377, 858, 165, 316, 1580, 344, 364, 736, 10, 1270, 153, 1214, 2762, 733, 3578, 2628, 500, 4993, 597, 595, 1197, 34, 1036, 349, 1193, 329, 1221, 293, 208, 253, 161, 292, 1240, 5952, 1089, 1721, 1291, 1097, 1200, 231, 4306, 587, 539, 1073, 924, 3793, 541, 185, 454, 1704, 7153, 4226, 25, 95, 1213, 2329, 2716, 1356, 2683, 39, 1258, 434, 1136, 1208, 1617, 339, 357, 7361, 2355, 750]","[6.8994904, 6.8371477, 6.554034, 6.551884, 6.4856424, 6.467816, 6.37162, 6.2713137, 6.2039843, 6.1344295, 6.046693, 5.9524174, 5.934038, 5.9252157, 5.9152665, 5.9115624, 5.9078565, 5.901651, 5.8302546, 5.8206677, 5.819217, 5.746702, 5.739081, 5.6625214, 5.6487703, 5.6157713, 5.495602, 5.4776435, 5.4748783, 5.464644, 5.420644, 5.397571, 5.39691, 5.3516273, 5.3232913, 5.3172154, 5.288598, 5.2616563, 5.2500052, 5.246991, 5.2151937, 5.1871104, 5.1666913, 5.163471, 5.13494, 5.1173825, 5.072082, 5.071989, 5.060181, 5.0516415, 5.0405183, 4.9938703, 4.9915676, 4.9616327, 4.957107, 4.953147, 4.946081, 4.940754, 4.9404535, 4.9317393, 4.9125037, 4.900834, 4.8912916, 4.879298, 4.8777294, 4.8678193, 4.8654695, 4.8496575, 4.8494787, 4.831346, 4.8298254, 4.827047, 4.822486, 4.797973, 4.7922616, 4.7902107, 4.78991, 4.7808013, 4.774705, 4.7725697, 4.7663913, 4.763337, 4.7562585, 4.7509136, 4.748565, 4.745734, 4.7381682, 4.7368093, 4.7180595, 4.7154226, 4.7121387, 4.707299, 4.694829, 4.6919317, 4.6703367, 4.666149, 4.6585155, 4.642182, 4.632672, 4.62752]"
196,"[318, 2571, 356, 296, 593, 2959, 260, 110, 4993, 7153, 527, 589, 5952, 50, 480, 58559, 2858, 1196, 79132, 1, 2028, 858, 47, 1198, 4306, 1210, 6539, 4226, 150, 3578, 7361, 2762, 608, 780, 588, 6377, 457, 364, 32, 2329, 1580, 1270, 4886, 380, 1704, 8961, 367, 590, 6874, 592, 1036, 4995, 3793, 293, 33794, 1291, 48516, 1721, 5989, 648, 4896, 1221, 377, 1193, 4973, 4878, 5418, 68954, 165, 344, 2628, 5445, 1214, 60069, 3147, 4963, 7438, 1197, 1089, 3949, 1240, 1682, 500, 44191, 595, 1136, 1213, 10, 5618, 5349, 316, 541, 4022, 208, 1200, 1265, 6365, 1527, 2716, 778]","[4.6372247, 4.531017, 4.4147234, 4.2804546, 4.0820494, 4.039005, 4.0065823, 3.9529622, 3.903333, 3.881064, 3.835349, 3.8050675, 3.7683537, 3.749804, 3.7271168, 3.6980536, 3.6874928, 3.6726408, 3.6622643, 3.6615415, 3.6461313, 3.5983462, 3.5949364, 3.581011, 3.5724514, 3.5606315, 3.5576391, 3.5527294, 3.5463228, 3.5387938, 3.4713645, 3.4377823, 3.429689, 3.429332, 3.4237192, 3.4201207, 3.406944, 3.3796668, 3.3757386, 3.358445, 3.3581214, 3.3567739, 3.2859826, 3.2832901, 3.273655, 3.2646408, 3.2498653, 3.249474, 3.2472367, 3.2363071, 3.2316985, 3.2201653, 3.2134311, 3.1897466, 3.186095, 3.185958, 3.1741405, 3.170604, 3.1650763, 3.164932, 3.156567, 3.1514409, 3.147038, 3.1448786, 3.1430001, 3.1413496, 3.1410007, 3.1387098, 3.131607, 3.1239614, 3.1209426, 3.11812, 3.112832, 3.10347, 3.0968041, 3.0957122, 3.0932448, 3.091106, 3.0641026, 3.0573225, 3.0375018, 3.0338972, 3.0285728, 3.023882, 3.009408, 3.0090673, 2.9904118, 2.9903073, 2.989958, 2.9765077, 2.9664202, 2.962476, 2.9585156, 2.957065, 2.9530158, 2.9280224, 2.92479, 2.924335, 2.9224634, 2.9211233]"
197,"[318, 296, 356, 110, 2571, 593, 480, 260, 589, 150, 457, 527, 50, 1, 780, 590, 592, 380, 32, 1196, 47, 588, 2858, 1210, 608, 2028, 2959, 1198, 367, 648, 165, 858, 377, 364, 344, 316, 1580, 10, 1270, 4993, 736, 153, 3578, 2762, 1214, 733, 595, 500, 2628, 597, 208, 5952, 34, 1036, 1197, 293, 7153, 349, 1193, 253, 4306, 1221, 292, 329, 161, 231, 4226, 1291, 1721, 1240, 1089, 1704, 539, 2329, 3793, 587, 1200, 1097, 185, 454, 7361, 434, 541, 1073, 95, 1213, 25, 924, 39, 6539, 2716, 2683, 339, 1258, 1136, 1356, 357, 1265, 1208, 750]","[4.6636424, 4.5906854, 4.449483, 4.3756194, 4.355249, 4.3470893, 4.2321, 4.1739407, 4.154888, 4.095209, 3.9983668, 3.9781148, 3.9765337, 3.9601784, 3.9347825, 3.924355, 3.923528, 3.9231553, 3.881227, 3.8550196, 3.8494244, 3.8446913, 3.8422751, 3.762422, 3.7302911, 3.7289114, 3.706968, 3.660842, 3.6590564, 3.6441534, 3.620459, 3.6124878, 3.600274, 3.5791845, 3.5695553, 3.5593388, 3.533011, 3.4946496, 3.4923594, 3.4708114, 3.466025, 3.4607017, 3.4454978, 3.4417934, 3.396541, 3.3963969, 3.3870564, 3.3808239, 3.3680792, 3.3585677, 3.3480656, 3.3363466, 3.3282495, 3.3261683, 3.318501, 3.3001096, 3.298961, 3.2897358, 3.2874773, 3.278681, 3.2751873, 3.2745764, 3.2723515, 3.2692025, 3.257125, 3.2560556, 3.244078, 3.2415168, 3.2341704, 3.2283323, 3.218409, 3.1998193, 3.1958804, 3.195559, 3.1951556, 3.1910744, 3.183347, 3.1744053, 3.1704607, 3.1673126, 3.1655982, 3.1554096, 3.1541455, 3.1482565, 3.1329608, 3.1317356, 3.128123, 3.1248035, 3.1195228, 3.1144772, 3.1071734, 3.1060808, 3.100858, 3.0998342, 3.0997787, 3.0916994, 3.068227, 3.0589662, 3.0578501, 3.0556917]"
