,itemIds
108,"[260, 318, 2571, 527, 1270, 356, 593, 480, 32, 150, 2959, 296, 110, 588, 1, 608, 780, 1196, 858, 380, 648, 457, 1197, 47, 2858, 590, 589, 592, 10, 3578, 316, 364, 597, 1210, 2028, 2628, 1580, 2716, 1198, 2762, 165, 377, 1136, 1704, 2683, 367, 2115, 253, 500, 586, 924, 1214, 34, 50, 1036, 1200, 1265, 1682, 541, 912, 231, 1089, 1240, 1291, 337, 539, 778, 4993, 1193, 153, 1923, 919, 1527, 357, 4973, 4886, 7153, 736, 1784, 3793, 3897, 4306, 7361, 39, 1258, 5445, 4226, 208, 1097, 587, 344, 5952, 11, 1307, 788, 2329, 1961, 3996, 185, 111]"
109,"[150, 480, 380, 110, 590, 316, 588, 592, 356, 593, 10, 780, 318, 253, 457, 296, 161, 32, 153, 165, 329, 260, 349, 292, 47, 367, 1, 648, 185, 527, 364, 208, 597, 454, 141, 589, 608, 377, 539, 736, 434, 344, 21, 500, 231, 595, 410, 357, 2959, 34, 440, 2571, 1196, 300, 50, 62, 39, 587, 474, 586, 733, 1270, 339, 1197, 337, 95, 25, 11, 858, 317, 223, 553, 288, 1073, 266, 551, 1580, 6, 2858, 36, 3578, 1198, 16, 2028, 368, 442, 104, 350, 1136, 1210, 17, 2628, 552, 2762, 778, 19, 1089, 509, 432, 1265]"
11,"[480, 150, 593, 356, 780, 296, 318, 110, 648, 260, 588, 32, 590, 457, 380, 527, 1, 10, 47, 592, 316, 2959, 608, 1196, 364, 589, 2571, 165, 367, 253, 153, 1270, 377, 858, 736, 50, 208, 329, 231, 292, 1197, 1198, 597, 1580, 344, 1210, 185, 733, 2628, 161, 500, 2858, 34, 3578, 349, 2762, 2028, 595, 587, 357, 586, 141, 1200, 539, 454, 1214, 1136, 39, 1240, 223, 1073, 1036, 924, 95, 1089, 21, 410, 2716, 541, 1265, 778, 1527, 434, 6, 62, 2115, 1356, 1097, 440, 1291, 4993, 1101, 474, 7153, 19, 1704, 337, 111, 25, 293]"
110,"[318, 593, 296, 2959, 527, 2571, 356, 260, 110, 480, 608, 858, 150, 47, 50, 2858, 780, 1196, 457, 32, 3578, 589, 1198, 648, 1089, 1, 2028, 592, 364, 588, 778, 2762, 4993, 380, 1704, 1197, 1580, 590, 4226, 1270, 10, 2628, 367, 1210, 541, 1036, 316, 7153, 912, 1214, 924, 111, 377, 7361, 1221, 1193, 1136, 1200, 4306, 5952, 231, 2716, 1213, 750, 1206, 223, 165, 1291, 1258, 1682, 2329, 597, 253, 1208, 1784, 293, 1240, 1721, 4886, 2115, 904, 1265, 357, 6539, 153, 2683, 7438, 4973, 500, 6874, 1732, 5378, 6377, 5445, 1961, 300, 1222, 344, 16, 8961]"
111,"[79132, 91529, 50872, 72998, 58559, 68157, 4963, 60069, 68954, 59784, 59315, 119145, 7153, 6377, 4896, 8807, 6539, 54286, 68358, 51662, 31685, 81847, 104211, 74458, 54001, 71535, 64969, 109487, 134853, 106782, 8961, 106918, 5218, 87869, 109374, 5418, 70286, 33794, 2959, 45722, 33679, 4886, 45447, 8360, 2571, 89745, 78499, 122900, 134368, 103335, 61132, 122904, 6373, 88125, 152081, 56174, 122882, 40815, 356, 73017, 68554, 112852, 115149, 33493, 34162, 81834, 115617, 54503, 86833, 48394, 81591, 80463, 95167, 122886, 56367, 69122, 4995, 4993, 32587, 7293, 97913, 7438, 8368, 49286, 99114, 30793, 60756, 6365, 61024, 49272, 7458, 48516, 4226, 6874, 48385, 53125, 111659, 122892, 8644, 5110]"
112,"[356, 318, 593, 2571, 260, 296, 2959, 480, 150, 527, 110, 364, 47, 588, 1, 780, 1196, 648, 32, 1270, 608, 590, 858, 3578, 50, 1198, 589, 457, 367, 7153, 1580, 10, 592, 4993, 2858, 1210, 2028, 380, 231, 2762, 208, 377, 4306, 165, 316, 1197, 6539, 595, 344, 5952, 2628, 4226, 1136, 4886, 253, 500, 6377, 8961, 597, 1036, 7361, 58559, 1704, 2716, 1214, 1089, 1291, 4963, 586, 1265, 153, 1200, 223, 778, 185, 7438, 34, 924, 1240, 19, 541, 104, 1682, 788, 1527, 39, 2329, 79132, 736, 292, 2683, 357, 2115, 6874, 539, 3793, 1097, 3897, 5445, 1193]"
113,"[260, 457, 32, 608, 316, 593, 480, 25, 150, 780, 296, 110, 380, 592, 318, 10, 648, 47, 590, 904, 527, 1197, 1196, 300, 509, 2571, 858, 1617, 357, 356, 2959, 111, 903, 153, 39, 539, 21, 36, 924, 597, 589, 912, 2858, 2028, 440, 1198, 34, 367, 1, 253, 733, 588, 1304, 165, 1208, 1183, 377, 161, 141, 1214, 1234, 50, 1584, 1210, 778, 17, 1089, 3578, 474, 1036, 2762, 736, 6, 2628, 1225, 2115, 908, 329, 349, 185, 587, 1500, 1073, 1387, 16, 2890, 1200, 1358, 454, 1276, 1641, 1704, 293, 1246, 1136, 1094, 235, 1193, 2396, 62]"
114,"[2571, 2959, 356, 318, 7153, 58559, 527, 4993, 6539, 79132, 260, 593, 8961, 296, 6377, 4963, 3578, 7361, 364, 4306, 1270, 5952, 858, 1198, 1196, 4886, 4896, 480, 60069, 33794, 6874, 7438, 4226, 1580, 150, 47, 68954, 1, 1210, 50872, 91529, 110, 50, 2858, 648, 72998, 5418, 2028, 4995, 2329, 2762, 608, 1291, 8360, 2628, 1704, 59315, 589, 588, 44191, 4973, 68157, 780, 54286, 5378, 5989, 1136, 32, 2716, 48780, 6365, 54001, 3793, 1682, 3948, 8636, 89745, 1732, 4878, 5816, 5445, 5218, 1036, 1265, 3147, 208, 1089, 231, 1527, 367, 48394, 8368, 48516, 541, 4022, 33493, 5349, 1197, 3949, 109487]"
115,"[356, 260, 593, 2571, 296, 480, 318, 2959, 150, 780, 527, 648, 1196, 47, 110, 32, 588, 608, 1270, 364, 1, 3578, 858, 1198, 457, 589, 590, 1580, 10, 2762, 2858, 2628, 1210, 50, 2028, 1197, 165, 367, 380, 592, 377, 316, 253, 1200, 1214, 2716, 1136, 231, 4993, 1240, 4886, 7153, 736, 153, 500, 595, 1036, 1089, 597, 1291, 344, 924, 2115, 2683, 1265, 208, 1704, 586, 4306, 4226, 1527, 541, 3793, 5952, 733, 1097, 34, 6377, 6539, 2987, 185, 1073, 778, 8961, 7361, 1206, 2791, 4963, 2916, 223, 3897, 912, 1968, 2329, 357, 5445, 104, 7438, 1961, 788]"
116,"[356, 2571, 260, 318, 296, 593, 2959, 527, 480, 150, 780, 110, 1196, 608, 47, 858, 1270, 648, 32, 364, 3578, 457, 588, 1, 1198, 589, 2858, 590, 10, 1580, 50, 2028, 1197, 2762, 1210, 2628, 592, 367, 380, 165, 377, 4993, 1036, 7153, 231, 1200, 316, 1089, 4886, 1704, 597, 924, 1136, 1214, 4226, 2716, 500, 253, 586, 4306, 2683, 1240, 344, 5952, 541, 1291, 208, 2115, 1265, 778, 595, 6539, 7361, 6377, 1527, 153, 912, 1097, 8961, 736, 1193, 357, 7438, 4963, 34, 5445, 185, 1682, 223, 1206, 3793, 733, 1961, 2987, 2329, 1221, 293, 1101, 3897, 1721]"
117,"[150, 480, 590, 380, 110, 588, 356, 592, 316, 10, 593, 253, 457, 780, 296, 32, 318, 165, 260, 161, 292, 153, 329, 364, 367, 1, 648, 349, 47, 208, 527, 185, 141, 589, 454, 377, 736, 608, 597, 344, 595, 231, 539, 500, 34, 434, 410, 2571, 357, 733, 62, 1196, 587, 2959, 440, 586, 1270, 39, 50, 21, 95, 339, 474, 1073, 300, 337, 1197, 223, 25, 858, 11, 317, 288, 6, 1198, 19, 1580, 3578, 551, 2028, 553, 1210, 266, 350, 2858, 368, 104, 1136, 1036, 2628, 552, 1356, 788, 442, 432, 2762, 17, 1265, 1089, 594]"
118,"[2571, 2959, 356, 318, 593, 260, 296, 527, 480, 150, 1196, 110, 858, 47, 780, 648, 608, 32, 3578, 1270, 1198, 1, 2858, 364, 50, 589, 588, 1580, 2762, 457, 2028, 2628, 1210, 1197, 590, 4993, 7153, 10, 367, 1089, 380, 4226, 592, 2716, 1200, 1704, 1136, 4886, 377, 1036, 1214, 4306, 165, 5952, 231, 6539, 778, 1291, 7361, 316, 541, 924, 1240, 6377, 8961, 2329, 2683, 253, 2115, 500, 7438, 1265, 912, 1682, 153, 1221, 1527, 344, 586, 1206, 1097, 597, 1961, 3793, 5445, 5378, 1213, 595, 208, 4963, 1193, 6874, 750, 3897, 111, 3996, 1732, 1721, 1258, 1784]"
119,"[79132, 58559, 91529, 2571, 7153, 2959, 60069, 4993, 356, 72998, 68954, 59315, 109487, 50872, 4963, 33794, 8961, 89745, 6377, 4306, 6539, 318, 68157, 5952, 527, 54286, 116797, 4896, 260, 6874, 3578, 7361, 4886, 70286, 1198, 5418, 364, 109374, 1270, 59784, 119145, 49272, 7438, 4226, 68358, 106782, 1196, 1580, 81845, 44191, 48780, 51662, 296, 74458, 858, 122904, 112852, 1210, 593, 78499, 134853, 6365, 71535, 48394, 115617, 45722, 8368, 5989, 35836, 32587, 5218, 80463, 2329, 45499, 4995, 33493, 8644, 122886, 122882, 48516, 99114, 50, 54001, 73017, 96079, 4878, 1, 31685, 1291, 34162, 47, 8360, 91500, 134130, 5816, 2028, 88125, 3147, 81834, 608]"
12,"[318, 356, 2959, 593, 296, 2571, 260, 527, 480, 150, 110, 1196, 858, 47, 780, 648, 608, 32, 1, 3578, 1270, 1198, 588, 50, 364, 2858, 457, 1580, 2762, 589, 1210, 1197, 2628, 590, 2028, 10, 367, 4993, 7153, 380, 592, 2716, 316, 1704, 1136, 377, 4226, 231, 4886, 165, 1036, 1214, 1291, 4306, 1089, 597, 924, 1265, 1240, 6539, 1200, 5952, 778, 253, 500, 2115, 2683, 912, 541, 1221, 7361, 344, 1721, 1682, 1206, 2329, 1527, 223, 208, 6377, 595, 111, 153, 1097, 8961, 7438, 3897, 5445, 586, 39, 34, 1193, 1732, 1923, 4963, 1968, 5378, 3793, 1961, 1784]"
120,"[356, 480, 260, 150, 593, 318, 296, 110, 780, 2571, 648, 32, 588, 590, 2959, 527, 1, 457, 1196, 364, 47, 608, 10, 1270, 589, 367, 380, 592, 316, 858, 1198, 253, 165, 377, 50, 3578, 153, 1197, 208, 231, 1210, 1580, 595, 2028, 736, 185, 500, 344, 597, 733, 2858, 2628, 586, 1214, 2762, 161, 329, 34, 141, 1200, 292, 1136, 357, 1073, 1036, 924, 7153, 587, 539, 2716, 39, 4993, 95, 1265, 1240, 4886, 1291, 1527, 1089, 19, 349, 1097, 788, 223, 62, 440, 454, 410, 104, 4306, 541, 21, 1704, 4226, 2683, 2115, 778, 6539, 8961, 551]"
121,"[480, 150, 356, 110, 318, 593, 296, 588, 590, 380, 592, 780, 260, 457, 32, 10, 316, 47, 527, 648, 364, 1, 165, 253, 367, 2959, 2571, 208, 153, 608, 589, 292, 161, 329, 1196, 377, 349, 50, 185, 597, 231, 344, 539, 595, 454, 1270, 500, 858, 357, 34, 736, 434, 3578, 141, 1198, 586, 21, 587, 733, 1197, 39, 410, 300, 2858, 1580, 1210, 440, 223, 62, 2028, 2762, 19, 337, 95, 339, 2628, 1036, 288, 1073, 1136, 474, 1089, 1214, 25, 6, 778, 317, 924, 1240, 7153, 1704, 266, 551, 1291, 1265, 2716, 1200, 4993, 11, 541]"
122,"[2959, 2571, 318, 7153, 356, 4993, 527, 58559, 6539, 79132, 593, 260, 858, 296, 4306, 5952, 3578, 1196, 4226, 6874, 1198, 6377, 8961, 50, 2858, 7361, 4963, 47, 7438, 2329, 4886, 1580, 110, 2762, 480, 364, 33794, 1270, 608, 60069, 2028, 1, 150, 1210, 648, 1704, 4896, 91529, 4878, 44191, 48780, 4973, 1291, 5378, 1682, 5418, 2628, 4995, 54286, 1732, 1036, 778, 780, 32, 1136, 48394, 6365, 589, 1089, 48516, 72998, 68157, 4011, 5989, 3949, 68954, 1214, 541, 50872, 2716, 1221, 59315, 5445, 750, 3147, 1721, 32587, 70286, 588, 8360, 1197, 1961, 1200, 1265, 49272, 3996, 3793, 1213, 1240, 109487]"
123,"[2959, 2571, 7153, 318, 58559, 356, 4993, 79132, 527, 858, 260, 3578, 296, 6539, 1198, 593, 4306, 5952, 4226, 1196, 4963, 8961, 6377, 4886, 7361, 6874, 2858, 50, 1580, 60069, 7438, 1270, 33794, 364, 1210, 608, 91529, 2762, 54286, 47, 2028, 2329, 4896, 50872, 5418, 1, 1704, 1291, 110, 480, 44191, 648, 2628, 68157, 59315, 5378, 150, 48780, 68954, 1732, 48394, 109487, 89745, 1036, 4878, 1136, 1682, 4995, 6365, 70286, 72998, 780, 589, 4973, 1214, 5989, 1221, 32, 3949, 48516, 541, 1089, 3147, 4011, 49272, 778, 2716, 5445, 3793, 1265, 33493, 1240, 8360, 1721, 750, 116797, 1200, 32587, 1527, 1961]"
124,"[318, 2959, 2571, 356, 593, 296, 260, 527, 480, 858, 110, 150, 1196, 47, 608, 2858, 780, 50, 3578, 648, 1198, 1, 32, 1270, 364, 7153, 4993, 1580, 589, 2762, 2028, 588, 1210, 457, 1197, 2628, 4226, 4886, 7361, 6539, 1089, 590, 1704, 367, 5952, 4306, 2716, 1136, 541, 778, 1036, 1214, 6377, 377, 10, 1200, 380, 8961, 592, 1291, 231, 7438, 2329, 924, 1265, 1682, 1221, 2683, 4963, 912, 1240, 316, 1193, 2115, 6874, 58559, 750, 1961, 1527, 5378, 1213, 1732, 1206, 5445, 111, 500, 165, 1721, 344, 597, 223, 4878, 208, 1784, 3897, 3996, 4973, 595, 4896, 3793]"
125,"[91529, 79132, 109487, 116797, 119145, 106782, 68954, 89745, 72998, 108932, 59315, 58559, 88140, 50872, 88125, 7153, 134130, 60069, 122892, 122904, 112852, 68157, 112552, 109374, 81845, 95167, 81834, 152081, 115617, 6539, 122882, 122918, 68358, 2959, 33794, 122922, 122886, 4896, 111362, 7361, 8368, 8961, 2571, 91542, 80463, 168252, 81591, 111759, 4993, 91500, 99114, 6377, 356, 112556, 54001, 58998, 96588, 139385, 73017, 106920, 96821, 5816, 79702, 4306, 54503, 164179, 31685, 59784, 97938, 56174, 115149, 318, 70286, 45722, 94959, 4995, 5952, 40815, 44191, 106918, 6874, 69757, 74458, 4963, 53125, 8807, 5459, 62434, 134853, 114935, 69844, 72641, 148626, 81847, 74789, 54286, 103341, 87232, 104841, 60040]"
126,"[356, 150, 480, 318, 110, 593, 588, 296, 590, 260, 780, 364, 380, 527, 592, 32, 47, 10, 457, 1, 648, 316, 367, 253, 2571, 2959, 165, 208, 589, 153, 608, 292, 1196, 329, 377, 231, 161, 185, 50, 595, 344, 1270, 597, 349, 500, 858, 736, 34, 3578, 454, 1198, 539, 1580, 586, 1197, 410, 1210, 357, 141, 733, 39, 2858, 434, 587, 2028, 223, 2762, 19, 1136, 21, 2628, 7153, 62, 337, 104, 440, 1036, 339, 1073, 1265, 1089, 4993, 95, 317, 2716, 551, 4306, 300, 288, 778, 1214, 1240, 788, 1704, 6539, 6, 2, 1200, 4886, 1291]"
127,"[260, 2571, 2959, 356, 593, 296, 318, 527, 1196, 480, 150, 780, 608, 858, 648, 1270, 32, 1198, 110, 1, 47, 1210, 3578, 1580, 2858, 2628, 588, 1197, 2762, 364, 50, 457, 589, 2028, 590, 1214, 1136, 2716, 4993, 1200, 592, 7153, 924, 10, 367, 377, 1036, 1265, 1240, 1291, 1089, 1704, 2115, 4886, 4306, 316, 2683, 1527, 597, 380, 4226, 912, 541, 1206, 5952, 165, 778, 231, 6539, 1097, 500, 1221, 1968, 3793, 586, 253, 2000, 736, 2791, 3897, 7361, 919, 1961, 595, 2987, 1721, 223, 6377, 2329, 34, 1258, 1682, 1784, 1193, 5445, 153, 733, 58559, 2174, 344]"
128,"[593, 318, 356, 296, 260, 527, 480, 110, 2959, 2571, 150, 47, 608, 858, 1196, 32, 780, 50, 588, 457, 1, 648, 364, 1198, 2858, 3578, 590, 1270, 1197, 589, 380, 592, 2028, 10, 1580, 2762, 367, 316, 377, 1136, 2716, 1210, 2628, 1704, 7153, 1089, 4993, 912, 231, 597, 1036, 778, 4226, 165, 1214, 924, 253, 4306, 111, 4886, 2115, 595, 6539, 5952, 2683, 1265, 1193, 1291, 541, 34, 2329, 1200, 500, 223, 153, 1682, 344, 7361, 904, 208, 1721, 750, 586, 1206, 1221, 1213, 6377, 1208, 39, 1961, 185, 1240, 3897, 8961, 3996, 1258, 1784, 7438, 1097, 5445]"
129,"[2571, 2959, 356, 318, 527, 593, 260, 296, 3578, 858, 7153, 480, 47, 1196, 4993, 150, 110, 364, 1270, 1198, 6539, 4306, 608, 648, 2858, 1, 1580, 50, 5952, 780, 2762, 4886, 6377, 4963, 8961, 2028, 58559, 7361, 4226, 32, 588, 1210, 589, 2628, 1704, 6874, 7438, 79132, 1136, 2329, 1291, 2716, 367, 1089, 457, 4896, 1036, 5418, 590, 231, 1197, 377, 1682, 10, 33794, 541, 5445, 3793, 5378, 778, 1240, 1265, 2683, 1200, 4973, 3996, 1732, 592, 4878, 2115, 1214, 1721, 1527, 208, 595, 4995, 500, 3948, 8360, 344, 1961, 60069, 165, 1221, 924, 2706, 380, 1097, 4022, 1193]"
13,"[2571, 2959, 318, 356, 593, 260, 296, 527, 858, 480, 150, 1196, 110, 3578, 47, 608, 1198, 648, 32, 1270, 364, 780, 1, 50, 7153, 4993, 2858, 1580, 1210, 588, 2762, 2028, 4886, 4306, 2628, 6539, 589, 1136, 4226, 5952, 1197, 590, 457, 1704, 7361, 2716, 6377, 1291, 8961, 367, 58559, 1089, 1036, 231, 1265, 4963, 1214, 377, 10, 7438, 2329, 316, 541, 778, 1682, 592, 1200, 1240, 500, 1221, 6874, 3793, 924, 2683, 5445, 380, 2115, 5378, 4973, 1527, 208, 1732, 1721, 912, 79132, 1961, 1206, 1193, 595, 597, 3948, 3996, 3897, 344, 165, 586, 4896, 33794, 223, 1097]"
130,"[356, 480, 150, 318, 593, 110, 296, 588, 590, 260, 527, 780, 364, 47, 380, 32, 592, 457, 10, 1, 648, 2571, 2959, 316, 165, 367, 589, 208, 253, 608, 1196, 50, 231, 377, 1270, 153, 292, 595, 344, 858, 161, 185, 3578, 329, 1198, 500, 597, 349, 1580, 736, 539, 1197, 2858, 34, 454, 586, 2028, 1210, 357, 2762, 410, 223, 733, 587, 39, 1136, 434, 7153, 2628, 1036, 4993, 1089, 141, 19, 337, 104, 21, 1214, 4306, 2716, 778, 62, 1265, 1200, 1073, 4886, 6539, 339, 1240, 300, 5952, 4226, 440, 1704, 924, 541, 1291, 788, 317, 6377]"
131,"[2959, 2571, 318, 356, 593, 296, 527, 260, 858, 1196, 3578, 2858, 480, 608, 7153, 1198, 47, 110, 4993, 150, 50, 648, 780, 1270, 4226, 1, 2028, 2762, 32, 364, 1580, 589, 6539, 4306, 5952, 1210, 2628, 1089, 4886, 1036, 2329, 1704, 1197, 457, 778, 1136, 58559, 1214, 7361, 6377, 588, 6874, 7438, 8961, 1291, 2716, 924, 541, 1200, 1682, 4963, 5378, 79132, 1221, 377, 1240, 1213, 4878, 2683, 590, 367, 750, 1732, 231, 1193, 1206, 1265, 1961, 1721, 912, 10, 111, 5445, 2115, 293, 223, 3949, 1527, 33794, 3897, 592, 5418, 4896, 4973, 1258, 380, 1097, 3996, 1208, 3793]"
132,"[318, 356, 2959, 2571, 593, 527, 296, 260, 110, 858, 480, 150, 47, 3578, 1196, 2858, 608, 780, 364, 50, 7153, 4993, 648, 1, 32, 1270, 1198, 588, 1580, 2028, 2762, 6539, 589, 1704, 457, 7361, 4306, 1210, 4226, 2628, 5952, 590, 4886, 367, 1197, 778, 1089, 592, 1136, 1036, 1682, 10, 6377, 2716, 377, 231, 8961, 4963, 6874, 2329, 541, 58559, 380, 316, 7438, 1193, 1291, 1265, 1221, 1721, 2683, 597, 4973, 208, 223, 111, 1732, 500, 1200, 1240, 1206, 5445, 912, 924, 595, 2115, 4896, 79132, 3897, 1214, 4878, 344, 1213, 165, 3948, 1784, 1923, 5418, 253, 1968]"
