,top-100 itemIds,top-100 scores
58,"[7, 17, 553, 802, 432, 10, 434, 236, 410, 592, 163, 256, 95, 762, 11, 160, 628, 151, 852, 524, 736, 282, 34, 420, 329, 316, 252, 25, 494, 435, 588, 172, 376, 355, 733, 1393, 1, 273, 805, 788, 466, 204, 485, 743, 338, 16, 442, 585, 784, 786, 135, 596, 6, 593, 235, 231, 1042, 661, 246, 112, 586, 589, 237, 653, 158, 719, 145, 370, 1391, 24, 1407, 2, 1356, 1059, 193, 260, 60, 832, 272, 303, 361, 555, 471, 2001, 1047, 105, 140, 673, 1367, 849, 647, 608, 724, 52, 637, 1084, 170, 671, 348, 230]","[2.8318493, 2.8099892, 2.785668, 2.7305079, 2.7182817, 2.7136285, 2.6938715, 2.689416, 2.68934, 2.6891208, 2.655085, 2.6372564, 2.6371326, 2.629924, 2.6205106, 2.6136565, 2.6123397, 2.610916, 2.6081886, 2.605175, 2.599525, 2.589485, 2.5861027, 2.5832624, 2.5785851, 2.5676527, 2.5641909, 2.5521278, 2.5284686, 2.5277374, 2.5259795, 2.503605, 2.501968, 2.497881, 2.4601166, 2.457552, 2.455577, 2.4476857, 2.4346175, 2.4246364, 2.4227405, 2.409923, 2.398443, 2.3966713, 2.383244, 2.3825798, 2.3821704, 2.3721683, 2.371278, 2.3707058, 2.36846, 2.3646488, 2.363537, 2.3610096, 2.3600986, 2.3584619, 2.3575163, 2.3554358, 2.3486247, 2.337646, 2.322084, 2.314373, 2.3123446, 2.3106196, 2.3059096, 2.3028162, 2.287565, 2.2717185, 2.262538, 2.2605572, 2.258243, 2.2544415, 2.2514873, 2.2441678, 2.2301557, 2.227069, 2.21584, 2.2117162, 2.2105203, 2.2085927, 2.2071228, 2.2057667, 2.198045, 2.1932783, 2.1930075, 2.184134, 2.1828015, 2.168097, 2.1621923, 2.1325097, 2.1315832, 2.1313052, 2.130254, 2.1285305, 2.1281748, 2.1281462, 2.1195457, 2.1189048, 2.114456, 2.098276]"
59,"[920, 1358, 1172, 235, 3418, 908, 1244, 1267, 1225, 29, 509, 933, 1304, 1204, 1084, 348, 1077, 1960, 1449, 247, 345, 58, 1272, 2712, 1234, 910, 1230, 1093, 319, 2289, 2710, 1296, 3362, 1284, 1276, 1104, 1092, 1186, 17, 45, 1912, 708, 1288, 2336, 1231, 1235, 838, 1680, 2599, 969, 300, 1466, 342, 25, 1262, 471, 1641, 194, 3363, 2243, 1249, 1266, 2890, 1242, 36, 1203, 2302, 852, 357, 3176, 4361, 2359, 953, 497, 475, 1179, 1258, 909, 898, 296, 3072, 1537, 1079, 1211, 337, 3468, 224, 3160, 474, 543, 2915, 457, 1344, 3006, 1584, 3168, 930, 1148, 3101, 21]","[2.6094975, 2.6068614, 2.5901198, 2.5847034, 2.5752559, 2.5556302, 2.54178, 2.5200925, 2.5098596, 2.5092564, 2.508185, 2.4832726, 2.434593, 2.4178348, 2.3923864, 2.3827918, 2.3776283, 2.3707826, 2.3635268, 2.361375, 2.3592684, 2.335528, 2.3325722, 2.3306923, 2.3306394, 2.3297338, 2.3164954, 2.316372, 2.3158798, 2.3115137, 2.308825, 2.293105, 2.2917233, 2.2847912, 2.2846377, 2.2789521, 2.2769513, 2.2750247, 2.2746718, 2.273796, 2.2724373, 2.2715135, 2.2647305, 2.2581553, 2.2563002, 2.2517066, 2.2509794, 2.2488778, 2.248187, 2.2457972, 2.2443435, 2.2414389, 2.237318, 2.2328095, 2.2318158, 2.2228234, 2.213273, 2.2076154, 2.2026083, 2.2025416, 2.1980577, 2.1966805, 2.193749, 2.1876047, 2.1840696, 2.176326, 2.1651297, 2.1609907, 2.1554918, 2.1508443, 2.1507359, 2.1495464, 2.1447291, 2.1446846, 2.1385481, 2.1371527, 2.1362615, 2.1362188, 2.1353557, 2.1329072, 2.1312613, 2.128008, 2.1249683, 2.1210465, 2.1160076, 2.1158087, 2.1121578, 2.1099162, 2.1054854, 2.1043582, 2.1036117, 2.1027393, 2.0982132, 2.0955923, 2.0909145, 2.0894213, 2.0855231, 2.0841951, 2.0835435, 2.0821168]"
60,"[34, 339, 595, 1, 588, 592, 410, 377, 648, 161, 17, 454, 457, 597, 587, 590, 253, 165, 10, 480, 150, 736, 593, 380, 32, 316, 357, 110, 520, 1393, 296, 364, 780, 11, 185, 344, 440, 500, 62, 539, 1407, 356, 292, 153, 1079, 368, 208, 300, 551, 508, 235, 1391, 349, 329, 589, 1035, 337, 39, 1073, 7, 260, 317, 1307, 608, 141, 434, 266, 552, 1197, 231, 1220, 1288, 673, 586, 733, 435, 47, 596, 708, 594, 474, 1059, 163, 1356, 852, 745, 186, 1517, 1198, 367, 19, 25, 1210, 173, 95, 924, 762, 1246, 36, 1042]","[2.7127898, 2.7062593, 2.678501, 2.678468, 2.6494625, 2.647314, 2.6273084, 2.6187005, 2.6165676, 2.61361, 2.6074498, 2.6048515, 2.6033058, 2.601551, 2.590261, 2.5870075, 2.5805407, 2.5799053, 2.576671, 2.571249, 2.5632358, 2.5602303, 2.5599115, 2.5593705, 2.5533512, 2.5491695, 2.545791, 2.5453799, 2.5353506, 2.5348716, 2.5347724, 2.53307, 2.5283897, 2.5265846, 2.5245316, 2.5137763, 2.5113056, 2.5092332, 2.508183, 2.5045247, 2.501316, 2.4994822, 2.4983451, 2.497745, 2.4971967, 2.4969134, 2.4926233, 2.4897785, 2.4705563, 2.4629653, 2.459801, 2.455501, 2.443648, 2.4416337, 2.4404929, 2.437927, 2.4365244, 2.4350502, 2.4322991, 2.4318812, 2.427942, 2.4276307, 2.4260263, 2.4205308, 2.4189887, 2.4135861, 2.413032, 2.412651, 2.4109607, 2.410724, 2.4067822, 2.404689, 2.4023876, 2.3966706, 2.3931155, 2.3917737, 2.3895607, 2.3866458, 2.385714, 2.382969, 2.3793893, 2.372427, 2.3724098, 2.3654454, 2.3619003, 2.3586917, 2.356682, 2.3513262, 2.3453128, 2.344456, 2.3436432, 2.3407483, 2.3354702, 2.332014, 2.3312018, 2.3275518, 2.3257785, 2.3238153, 2.3229756, 2.3213334]"
61,"[858, 2329, 356, 2959, 2571, 47, 1221, 296, 1704, 1198, 608, 5445, 1732, 778, 589, 1036, 4306, 1222, 2028, 1136, 2762, 3578, 5418, 780, 1080, 6539, 2502, 1625, 2858, 6377, 1291, 2353, 4022, 48516, 4262, 1527, 111, 3147, 3996, 110, 44191, 5378, 2706, 6365, 1721, 480, 3793, 8874, 5349, 33794, 1968, 4886, 1196, 4995, 1, 1923, 1206, 364, 2542, 1097, 2700, 6016, 924, 1270, 260, 527, 1210, 2997, 6934, 1246, 1682, 5464, 33493, 4896, 8961, 5989, 1240, 541, 2916, 4369, 32587, 3948, 4848, 1214, 4973, 3481, 1884, 4720, 5502, 1676, 49272, 54286, 2628, 2291, 586, 223, 32, 500, 5618, 2692]","[2.932602, 2.9261432, 2.9252546, 2.878154, 2.8776746, 2.8616676, 2.8541489, 2.8451753, 2.8424978, 2.8304381, 2.8196206, 2.815725, 2.8033524, 2.8017168, 2.79529, 2.7940087, 2.7915292, 2.7866914, 2.786512, 2.7860007, 2.784971, 2.7823772, 2.7803423, 2.774837, 2.7696836, 2.7677295, 2.7594683, 2.7593226, 2.7585156, 2.7382047, 2.7363176, 2.7356067, 2.7320395, 2.7297258, 2.7264955, 2.7238884, 2.7235193, 2.7216387, 2.7210164, 2.7134268, 2.7092326, 2.7086852, 2.7086096, 2.7078996, 2.7074268, 2.7026, 2.7001734, 2.6949666, 2.6876478, 2.682815, 2.6788034, 2.6772807, 2.6768253, 2.675041, 2.6734304, 2.6689503, 2.6672494, 2.6614075, 2.6586537, 2.6572392, 2.6558242, 2.6556268, 2.6524189, 2.651096, 2.650829, 2.6500795, 2.6463606, 2.6445127, 2.6430423, 2.642498, 2.6387954, 2.625865, 2.6239285, 2.6233132, 2.6225064, 2.6206248, 2.6203215, 2.6170197, 2.6156168, 2.608988, 2.6075606, 2.6008353, 2.5993466, 2.5986779, 2.5978982, 2.596412, 2.5944436, 2.5848463, 2.5817277, 2.5801597, 2.5795727, 2.5779161, 2.5771258, 2.57692, 2.5763254, 2.57603, 2.5742579, 2.5707216, 2.5690613, 2.567909]"
62,"[80463, 70286, 78499, 134130, 60069, 57669, 77561, 54286, 79091, 66097, 36529, 51255, 115617, 50872, 68358, 91630, 76093, 95510, 104841, 82459, 81591, 59369, 64614, 76251, 30812, 6377, 56367, 98809, 8644, 5218, 119145, 134853, 6502, 63082, 34162, 33794, 80489, 73017, 59784, 58998, 6874, 44665, 33615, 61132, 88744, 86882, 64839, 93840, 81932, 55247, 108932, 53972, 6365, 31685, 6942, 33004, 112183, 97913, 93510, 88129, 5418, 8807, 59615, 94959, 46578, 67255, 4886, 69481, 8874, 4963, 4718, 55765, 35836, 81229, 106100, 152081, 106920, 84954, 4226, 89492, 52973, 61323, 54272, 97752, 34048, 95167, 34405, 148626, 8665, 117529, 5956, 30707, 89774, 7454, 8361, 81847, 7147, 4701, 4816, 8464]","[2.8042717, 2.8032815, 2.774649, 2.7549872, 2.7146602, 2.6936111, 2.672205, 2.6227405, 2.6130188, 2.5729396, 2.5614913, 2.550282, 2.5473192, 2.5465515, 2.5462222, 2.545724, 2.5414119, 2.5347555, 2.5322533, 2.5300746, 2.529687, 2.5247157, 2.511904, 2.5070472, 2.5013635, 2.5010512, 2.497751, 2.477971, 2.4741166, 2.4698257, 2.438915, 2.43664, 2.4358828, 2.4339998, 2.422874, 2.4198809, 2.416351, 2.4150133, 2.4066436, 2.4026537, 2.395528, 2.3859544, 2.369345, 2.3690953, 2.3682714, 2.3606238, 2.3591259, 2.3587127, 2.3572497, 2.3555536, 2.350313, 2.3502734, 2.3496804, 2.3414807, 2.3394809, 2.3377233, 2.3309011, 2.3287678, 2.3272018, 2.3268812, 2.3237858, 2.3236156, 2.3234808, 2.323184, 2.3141088, 2.3107266, 2.3038192, 2.3019638, 2.3009887, 2.2982073, 2.294334, 2.2866008, 2.271677, 2.2536662, 2.2415824, 2.2332027, 2.2307758, 2.2272143, 2.2249207, 2.2242527, 2.2236595, 2.2202559, 2.2161775, 2.213755, 2.2096877, 2.2083194, 2.2079823, 2.196746, 2.1871781, 2.1819048, 2.1800747, 2.1761322, 2.1747947, 2.1724267, 2.1723378, 2.1705663, 2.1610622, 2.1510673, 2.1509902, 2.1498284]"
63,"[6377, 6539, 5952, 44191, 79132, 8961, 5459, 68157, 4973, 45499, 33493, 5816, 63082, 58559, 46578, 30812, 56174, 5378, 3147, 2762, 35836, 8368, 7147, 55820, 49530, 99114, 68358, 1721, 1625, 72998, 4979, 59315, 593, 2324, 48385, 8636, 1258, 1206, 48394, 109487, 54001, 2502, 589, 4720, 2291, 50872, 51662, 1682, 2706, 8360, 5669, 5502, 750, 6711, 40815, 2353, 8644, 56367, 134130, 2628, 4848, 3977, 109374, 33679, 8529, 30707, 36529, 80463, 6863, 69122, 4718, 1246, 70286, 6333, 44665, 1265, 3408, 2012, 3967, 1653, 2019, 66097, 34405, 6870, 1197, 1884, 3081, 4148, 45517, 7143, 1961, 7373, 4369, 96079, 76093, 5956, 541, 6378, 4016, 2]","[2.871685, 2.8509886, 2.8325565, 2.7672982, 2.7605295, 2.7099876, 2.7071455, 2.7060773, 2.6985362, 2.698034, 2.6801226, 2.6694033, 2.6634068, 2.6380217, 2.6371317, 2.6316822, 2.628921, 2.6057315, 2.5965614, 2.5852027, 2.5813925, 2.5767894, 2.5720885, 2.5679302, 2.5658298, 2.564345, 2.551164, 2.5492246, 2.5465114, 2.5419896, 2.53962, 2.5350826, 2.5336354, 2.523574, 2.5184412, 2.5179665, 2.5179503, 2.517097, 2.5145848, 2.5105007, 2.5055358, 2.503816, 2.5021834, 2.5015724, 2.494335, 2.488713, 2.483198, 2.4747672, 2.4735434, 2.466676, 2.4602184, 2.4551306, 2.4529939, 2.4511693, 2.4492383, 2.448716, 2.4449759, 2.4405365, 2.4322999, 2.429875, 2.4261384, 2.423997, 2.4230409, 2.421743, 2.4186633, 2.4155412, 2.4145277, 2.406371, 2.4061446, 2.404633, 2.3990383, 2.3981183, 2.3978086, 2.3916488, 2.391173, 2.390979, 2.3875346, 2.3849392, 2.3834145, 2.383021, 2.371365, 2.3667543, 2.3664389, 2.3656557, 2.3620005, 2.3600368, 2.3565788, 2.3487682, 2.3470988, 2.345349, 2.3416026, 2.337976, 2.3350708, 2.333276, 2.3303075, 2.325686, 2.3207958, 2.3164337, 2.3122342, 2.3115087]"
64,"[1923, 1198, 1721, 3578, 3977, 5349, 50, 551, 1584, 500, 2762, 2012, 1246, 1206, 923, 1201, 1200, 1291, 1653, 1258, 337, 1270, 1210, 2628, 3753, 912, 3911, 541, 648, 953, 4027, 2791, 1219, 1127, 1393, 2000, 1676, 2716, 3623, 592, 3948, 1573, 2353, 457, 2529, 750, 4848, 1610, 3527, 1080, 380, 2011, 2985, 5378, 2710, 3471, 555, 594, 10, 1377, 1370, 4995, 2948, 1220, 2081, 904, 2, 8636, 1722, 1247, 1276, 2947, 1028, 1207, 1259, 441, 1954, 2023, 1608, 2763, 3081, 2572, 1278, 1884, 1380, 903, 33493, 253, 4963, 4270, 150, 3114, 1307, 235, 7373, 2968, 1921, 3624, 5989, 1234]","[2.811306, 2.7235324, 2.7155359, 2.6977048, 2.696937, 2.6825233, 2.678958, 2.6584184, 2.6535008, 2.651468, 2.6514144, 2.6379843, 2.632199, 2.6192682, 2.6186006, 2.6161127, 2.6105359, 2.604854, 2.5988402, 2.5720422, 2.5656455, 2.56462, 2.5626397, 2.562313, 2.5566485, 2.5512142, 2.5468678, 2.5371897, 2.5369911, 2.5320466, 2.529734, 2.52752, 2.52472, 2.5166936, 2.5156276, 2.514862, 2.514257, 2.513753, 2.5090334, 2.5068269, 2.5050492, 2.4997458, 2.4951699, 2.4931169, 2.492937, 2.4892502, 2.4877806, 2.4872952, 2.4802184, 2.4736755, 2.4675007, 2.4658587, 2.465506, 2.4626985, 2.4512255, 2.4479918, 2.4442132, 2.4374716, 2.426621, 2.4262276, 2.4207873, 2.413699, 2.4063694, 2.4039536, 2.3993123, 2.3914752, 2.3901768, 2.3873491, 2.3823073, 2.379901, 2.3794727, 2.3777876, 2.3708172, 2.367548, 2.3624904, 2.3597562, 2.351069, 2.3493695, 2.3459902, 2.343974, 2.3391936, 2.3356345, 2.3325593, 2.328061, 2.326702, 2.3244781, 2.322793, 2.3211334, 2.3199382, 2.3106017, 2.3088417, 2.302901, 2.3000698, 2.2967072, 2.284686, 2.2840617, 2.281059, 2.2788813, 2.2716935, 2.2714198]"
65,"[60069, 91529, 54286, 68157, 6539, 6377, 59315, 99114, 89745, 33794, 78499, 5952, 56174, 134130, 41566, 48516, 109374, 69122, 80463, 74458, 5218, 45499, 6934, 8961, 49272, 68954, 68358, 46578, 96079, 53125, 30812, 5459, 5816, 48394, 5618, 3949, 51255, 7361, 6874, 6502, 51662, 4995, 45722, 32587, 54001, 66097, 55820, 5989, 5418, 71535, 57669, 8368, 70286, 88125, 7147, 4886, 4896, 44665, 50872, 35836, 56367, 33493, 8874, 49530, 112852, 63082, 115617, 8644, 72998, 76093, 33679, 6365, 6942, 69844, 59784, 81834, 61323, 82459, 6016, 4878, 2571, 77561, 60040, 30793, 4973, 40815, 79091, 356, 79702, 91500, 73017, 134853, 7143, 122882, 7438, 4718, 64614, 91658, 31685, 53322]","[2.7850027, 2.773717, 2.7613444, 2.7554755, 2.7391815, 2.7385955, 2.7312753, 2.7183886, 2.7179184, 2.708247, 2.707327, 2.704135, 2.7005472, 2.6912007, 2.6848633, 2.6785579, 2.6771216, 2.6759305, 2.6736577, 2.673172, 2.667519, 2.6615028, 2.6589015, 2.6516166, 2.6494815, 2.6494598, 2.646657, 2.6441982, 2.6423824, 2.6306605, 2.6287453, 2.6268241, 2.6236734, 2.6184921, 2.6177056, 2.6151123, 2.6109653, 2.6070433, 2.6066983, 2.6064541, 2.598753, 2.5967603, 2.5955114, 2.5939808, 2.5927014, 2.58365, 2.579822, 2.578853, 2.5776606, 2.5757256, 2.5745754, 2.5705738, 2.5682182, 2.565038, 2.561995, 2.5599532, 2.5570087, 2.555005, 2.5545175, 2.551972, 2.551853, 2.5515819, 2.546651, 2.5462198, 2.5432563, 2.5428417, 2.5426488, 2.538917, 2.53438, 2.5330946, 2.5266292, 2.526178, 2.5183215, 2.5112906, 2.5046484, 2.5036383, 2.5029297, 2.495903, 2.4901614, 2.4887424, 2.477122, 2.4750152, 2.4740775, 2.4734304, 2.4731312, 2.4705505, 2.469593, 2.467013, 2.4618893, 2.4611518, 2.4595487, 2.4591162, 2.4557967, 2.4522865, 2.4491143, 2.4481807, 2.4478896, 2.445185, 2.441151, 2.4405816]"
66,"[1617, 4034, 2712, 2890, 1584, 2968, 1208, 1304, 2908, 2948, 2997, 1249, 345, 2194, 3175, 924, 3448, 904, 908, 3176, 1221, 2174, 923, 1097, 1101, 3897, 1573, 1234, 2542, 2395, 1220, 648, 708, 3160, 1729, 1610, 235, 1204, 2396, 1721, 858, 1263, 1250, 1276, 3418, 2529, 3362, 1219, 1466, 1193, 3471, 6, 1391, 2916, 1291, 1393, 2455, 3996, 1060, 1653, 1200, 1722, 4027, 471, 1228, 2947, 1242, 500, 543, 1259, 1663, 3253, 32, 1267, 2657, 2763, 527, 3527, 2692, 1148, 1225, 441, 5060, 10, 16, 1278, 1374, 1408, 1396, 2359, 1233, 1230, 1320, 1387, 377, 1485, 431, 2353, 778, 2407]","[2.6759593, 2.636611, 2.5682735, 2.5646672, 2.5310435, 2.5009832, 2.4969082, 2.4950852, 2.4793143, 2.4703476, 2.4668603, 2.4623427, 2.4618373, 2.4593682, 2.4441428, 2.4394267, 2.4392946, 2.437865, 2.4378395, 2.4367676, 2.434144, 2.4317937, 2.4307647, 2.423273, 2.4198368, 2.4157584, 2.411435, 2.4088202, 2.4040232, 2.4010067, 2.3959668, 2.395176, 2.3945556, 2.382033, 2.3773994, 2.3733675, 2.3718493, 2.367496, 2.3633473, 2.3624148, 2.360094, 2.3595924, 2.3589997, 2.3577073, 2.356275, 2.353532, 2.345498, 2.340622, 2.3364558, 2.3318717, 2.3303192, 2.318101, 2.3113894, 2.3112702, 2.3096654, 2.3070765, 2.3016336, 2.30157, 2.3009086, 2.2995386, 2.2978277, 2.2943609, 2.290084, 2.2891521, 2.2843325, 2.2823315, 2.2809484, 2.2803416, 2.2789085, 2.2772694, 2.2740436, 2.2736583, 2.273307, 2.2721968, 2.2683594, 2.2681146, 2.2659125, 2.265562, 2.2631783, 2.2495549, 2.245851, 2.2437763, 2.2408285, 2.239652, 2.2356143, 2.235394, 2.2351665, 2.233749, 2.23287, 2.2295604, 2.228237, 2.2252052, 2.2238564, 2.2234867, 2.2221594, 2.220033, 2.2194943, 2.218913, 2.2174973, 2.2163868]"
67,"[6502, 6934, 3275, 59615, 6874, 5679, 1732, 4262, 33794, 44191, 6016, 56174, 72011, 54286, 48394, 5903, 5464, 51255, 55820, 48516, 741, 8874, 33493, 4226, 5378, 44665, 5989, 68358, 7361, 2959, 5459, 48780, 51662, 45499, 5816, 59315, 4886, 6957, 32587, 3949, 38061, 134130, 5618, 3000, 34405, 6365, 5445, 8961, 58559, 35836, 1080, 70286, 7373, 89745, 49272, 71535, 27773, 88140, 858, 77561, 61323, 778, 60684, 8644, 1704, 4878, 6537, 80463, 96079, 4896, 53519, 50, 4022, 46578, 68954, 6333, 109487, 1274, 7147, 6711, 47, 1625, 5956, 4995, 81834, 48774, 4720, 53322, 5010, 41566, 45722, 1198, 78499, 4223, 3793, 91529, 2502, 5349, 293, 53125]","[2.5318522, 2.4950688, 2.45173, 2.449607, 2.4481792, 2.4333384, 2.4190245, 2.4164934, 2.4096613, 2.4053273, 2.400911, 2.3968172, 2.3954978, 2.3953836, 2.376197, 2.3743637, 2.3698287, 2.3614736, 2.3591306, 2.3569174, 2.355041, 2.3469281, 2.3449774, 2.3423681, 2.3415926, 2.336745, 2.333437, 2.326102, 2.322626, 2.3213632, 2.3209634, 2.3197644, 2.3167946, 2.316009, 2.3155646, 2.313438, 2.3081357, 2.3058407, 2.3029957, 2.301466, 2.2997265, 2.2966776, 2.2955976, 2.294928, 2.292486, 2.287743, 2.2865365, 2.2859254, 2.2850363, 2.278003, 2.2776582, 2.275836, 2.2737222, 2.2733588, 2.2710264, 2.2707903, 2.2705696, 2.2639356, 2.2594988, 2.25631, 2.2553563, 2.2553453, 2.2507157, 2.2487812, 2.245609, 2.2439356, 2.2396815, 2.2364693, 2.2354343, 2.2344365, 2.2335632, 2.232074, 2.2312603, 2.229292, 2.2290378, 2.227868, 2.2248774, 2.2241893, 2.2186408, 2.2174606, 2.2140756, 2.2131343, 2.2122583, 2.2101717, 2.209984, 2.2033808, 2.2012448, 2.199691, 2.1961796, 2.1946766, 2.1902595, 2.1892889, 2.1875334, 2.1872728, 2.1817245, 2.179501, 2.175756, 2.1755812, 2.1752474, 2.1741824]"
68,"[5377, 7153, 3988, 45722, 45447, 780, 231, 2617, 1580, 3624, 2987, 673, 1907, 38038, 51662, 595, 2329, 32587, 34048, 30812, 30793, 1246, 8376, 6155, 4370, 3751, 3911, 7147, 19, 377, 37729, 745, 30707, 6502, 3175, 4979, 2797, 1566, 661, 32, 912, 3745, 520, 1033, 44665, 1080, 6593, 6016, 1101, 3968, 2529, 53322, 6947, 1148, 7173, 1022, 457, 47099, 5464, 1079, 1391, 56171, 5957, 778, 2805, 3967, 4848, 76251, 3499, 69844, 5956, 1259, 4571, 53519, 3827, 1288, 7090, 31658, 4874, 4247, 750, 111, 837, 1247, 2699, 4232, 145, 4446, 63113, 45666, 76093, 40819, 36529, 37386, 3809, 362, 1911, 8969, 4958, 6350]","[2.6663342, 2.5319085, 2.5304515, 2.5187786, 2.5146322, 2.4764128, 2.4486709, 2.4266253, 2.405736, 2.394268, 2.3659508, 2.3632712, 2.3528445, 2.3519382, 2.3441622, 2.3338904, 2.297197, 2.296431, 2.287293, 2.284022, 2.278411, 2.267508, 2.259574, 2.2551682, 2.2536812, 2.2223356, 2.2179046, 2.2162504, 2.200716, 2.192589, 2.1811485, 2.1704426, 2.1602364, 2.14017, 2.132737, 2.1238587, 2.1171317, 2.1158972, 2.10631, 2.1026468, 2.084482, 2.0752683, 2.0653229, 2.0651464, 2.0629556, 2.0617414, 2.0563874, 2.0454445, 2.031725, 2.0291743, 2.02849, 2.024863, 2.0238767, 2.010131, 2.008415, 2.0079927, 2.002217, 1.9894012, 1.9881768, 1.9874763, 1.9797442, 1.9775571, 1.9692631, 1.9673847, 1.9622039, 1.9599515, 1.9593353, 1.9505457, 1.9435843, 1.9421418, 1.9269017, 1.9217498, 1.919043, 1.9011924, 1.8900092, 1.888928, 1.8858643, 1.8609726, 1.8606217, 1.8521752, 1.8516266, 1.8463047, 1.8361037, 1.833699, 1.8144789, 1.8081121, 1.7998283, 1.7993542, 1.7886821, 1.7871733, 1.7842345, 1.780761, 1.7767658, 1.7757382, 1.7727356, 1.7676213, 1.7656542, 1.7651117, 1.7629527, 1.7570527]"
69,"[2916, 480, 1036, 1198, 1210, 1291, 1136, 1527, 780, 2683, 2355, 1923, 1, 2012, 1968, 858, 2706, 2502, 3578, 608, 1097, 4993, 2700, 2987, 1073, 2291, 3623, 2959, 1485, 2028, 367, 1517, 1213, 1197, 1214, 1704, 47, 2791, 1240, 2353, 2997, 2716, 3977, 5349, 1208, 4306, 1200, 1391, 110, 1201, 1222, 2858, 3033, 2115, 2985, 1954, 2542, 1370, 2797, 1080, 3753, 586, 500, 1265, 1653, 3948, 1221, 2000, 32, 2617, 1732, 3052, 4886, 2167, 1387, 6377, 6365, 3897, 364, 2329, 5445, 1270, 6539, 1278, 3114, 648, 1676, 2011, 5418, 2529, 1544, 4011, 2006, 223, 1089, 551, 4995, 3996, 1625, 5459]","[2.7607281, 2.760477, 2.760439, 2.7558303, 2.7440422, 2.7386928, 2.736279, 2.7309391, 2.7166338, 2.7043352, 2.7026155, 2.7009315, 2.7001061, 2.698497, 2.6962085, 2.6945906, 2.6794891, 2.673036, 2.6651447, 2.6641214, 2.6636858, 2.6635616, 2.6599488, 2.6596909, 2.6587963, 2.6577852, 2.6540332, 2.6482913, 2.6397562, 2.6390386, 2.6380541, 2.637287, 2.636124, 2.633446, 2.630267, 2.625214, 2.624149, 2.6220148, 2.6190279, 2.6182718, 2.6158805, 2.615519, 2.6140008, 2.612139, 2.6112874, 2.610973, 2.6103518, 2.6089005, 2.6046574, 2.6006708, 2.5966706, 2.5905077, 2.5890095, 2.5882633, 2.5872464, 2.5862467, 2.5840852, 2.5806034, 2.5720048, 2.5648024, 2.56417, 2.5622516, 2.560699, 2.55937, 2.557379, 2.5556993, 2.555103, 2.5548925, 2.5531473, 2.5529947, 2.5515487, 2.543481, 2.5386927, 2.5372915, 2.535709, 2.5350537, 2.5339804, 2.5339103, 2.5303056, 2.5281577, 2.526919, 2.5255947, 2.5215719, 2.5204253, 2.5200474, 2.5165749, 2.516375, 2.516254, 2.5159876, 2.5157335, 2.5148723, 2.5097995, 2.5081785, 2.5069942, 2.506809, 2.5067043, 2.505867, 2.5048146, 2.5007482, 2.5004182]"
70,"[1252, 1276, 1247, 1258, 903, 1206, 296, 912, 1263, 1208, 608, 1225, 1234, 924, 913, 1246, 50, 750, 904, 111, 1079, 1219, 2324, 1221, 1207, 593, 1278, 1230, 1197, 4027, 1198, 1721, 908, 1089, 356, 2712, 2997, 2571, 2692, 1, 1201, 541, 1148, 1203, 260, 1584, 2959, 1097, 47, 923, 1961, 1466, 1625, 1784, 1136, 337, 3751, 4226, 1036, 29, 1214, 235, 589, 1080, 4973, 2396, 778, 1220, 457, 293, 480, 2028, 2762, 1222, 1199, 1291, 3897, 4034, 1101, 2076, 1610, 2710, 3996, 1228, 1204, 1393, 4848, 780, 3471, 1358, 2987, 3039, 110, 1641, 1653, 1265, 3418, 3578, 2115, 2908]","[2.7260284, 2.7150855, 2.7030635, 2.6795974, 2.6654954, 2.6584349, 2.6583848, 2.6475627, 2.6473973, 2.6430504, 2.626894, 2.623248, 2.6168356, 2.6160643, 2.610363, 2.6015258, 2.5986736, 2.5942073, 2.5903747, 2.5814505, 2.577039, 2.5752401, 2.5746198, 2.570498, 2.5701032, 2.568616, 2.5665793, 2.5642, 2.5558882, 2.5489473, 2.5432644, 2.5429475, 2.541162, 2.540781, 2.537947, 2.5218825, 2.516638, 2.514533, 2.5133085, 2.5093887, 2.497631, 2.4938517, 2.4926097, 2.4875937, 2.4869137, 2.4838424, 2.4781713, 2.474221, 2.4727473, 2.4721284, 2.4677286, 2.4660506, 2.4649343, 2.461316, 2.4576175, 2.4493184, 2.4473233, 2.44647, 2.446313, 2.4400792, 2.4391074, 2.4354367, 2.4348936, 2.4346738, 2.433573, 2.4300544, 2.4299955, 2.4271226, 2.418937, 2.418581, 2.4131303, 2.4125807, 2.4064426, 2.4049654, 2.3992944, 2.3985171, 2.3947606, 2.3938105, 2.3935473, 2.392675, 2.3919477, 2.3882103, 2.386596, 2.3846598, 2.381268, 2.3795152, 2.374818, 2.3738508, 2.3732052, 2.3664298, 2.3664122, 2.3590522, 2.3589997, 2.3551507, 2.3507638, 2.3483117, 2.3461292, 2.3441415, 2.3411264, 2.3357995]"
