,top-100 itemIds,top-100 scores
55,"[2571, 1196, 260, 2858, 1270, 2628, 2028, 1198, 1210, 1580, 2762, 480, 296, 3578, 593, 1721, 318, 356, 1036, 1240, 2716, 110, 858, 780, 1214, 2683, 1197, 1968, 2115, 2959, 1213, 1222, 3793, 1200, 589, 1136, 50, 1610, 1097, 608, 527, 1653, 1923, 1584, 32, 1387, 1961, 1, 541, 1704, 1291, 2502, 457, 1617, 1784, 1917, 377, 3052, 924, 2355, 1527, 1208, 1221, 648, 2797, 47, 1682, 2916, 2997, 3996, 2791, 2396, 1089, 1517, 4993, 2918, 592, 4226, 733, 2706, 1265, 4306, 1193, 2987, 2700, 1391, 5349, 1206, 5445, 1732, 1101, 2329, 2194, 2000, 1259, 919, 4995, 3527, 150, 1258]","[4.5448103, 4.393163, 4.3812494, 4.346515, 4.3259454, 4.302929, 4.2942376, 4.24314, 4.208126, 4.1865144, 4.123685, 4.122303, 4.1155987, 4.1022897, 4.0747924, 4.0651307, 4.05843, 4.0544624, 4.051869, 4.051606, 4.04971, 4.036604, 4.030501, 4.0266156, 4.026458, 4.0162888, 4.0124264, 3.988202, 3.9746394, 3.9683633, 3.9666538, 3.9635174, 3.9634323, 3.9625103, 3.9623103, 3.933995, 3.9207778, 3.9033792, 3.8972373, 3.8883543, 3.8866222, 3.8832297, 3.8800337, 3.879147, 3.8775806, 3.8624153, 3.856409, 3.8557987, 3.8523977, 3.8503976, 3.8487818, 3.847343, 3.8455694, 3.8391476, 3.8248947, 3.8214138, 3.8174896, 3.816822, 3.8154216, 3.8141754, 3.7937431, 3.78947, 3.7889862, 3.781305, 3.7734535, 3.7692811, 3.7532618, 3.7524848, 3.749412, 3.742541, 3.7417164, 3.7410355, 3.737675, 3.731063, 3.727989, 3.7274108, 3.720564, 3.7176456, 3.711513, 3.7108316, 3.6943612, 3.6911123, 3.671994, 3.671271, 3.6699593, 3.6648357, 3.6594872, 3.6467519, 3.6454186, 3.6395967, 3.6390586, 3.6347384, 3.6269665, 3.6212583, 3.6027153, 3.601565, 3.599465, 3.59675, 3.5960557, 3.5960352]"
56,"[150, 590, 588, 377, 339, 595, 300, 34, 500, 32, 527, 50, 266, 539, 586, 442, 597, 587, 21, 163, 293, 435, 173, 19, 432, 1, 648, 474, 350, 440, 780, 44, 553, 186, 357, 353, 337, 2, 6, 508, 520, 368, 236, 509, 158, 282, 168, 551, 252, 736, 196, 95, 204, 333, 552, 62, 223, 555, 256, 48, 172, 141, 485, 608, 16, 355, 260, 466, 145, 22, 193, 36, 235, 104, 25, 151, 594, 431, 261, 1073, 227, 362, 788, 31, 224, 1210, 1036, 273, 216, 111, 276, 17, 596, 529, 277, 524, 413, 419, 1356, 105]","[10.55843, 10.40559, 10.186968, 10.000841, 9.9470825, 9.8141365, 9.789167, 9.737913, 9.721738, 9.513088, 9.511398, 9.507409, 9.446354, 9.404937, 9.399124, 9.372978, 9.350863, 9.292643, 9.290502, 9.201687, 9.195356, 9.166597, 9.164021, 9.139824, 9.096941, 9.078675, 9.06803, 9.055825, 9.039236, 8.974942, 8.928853, 8.916679, 8.901081, 8.900617, 8.880022, 8.849475, 8.824086, 8.809506, 8.770573, 8.76273, 8.726898, 8.701656, 8.697804, 8.687066, 8.651254, 8.582638, 8.507586, 8.470378, 8.457053, 8.455957, 8.4170065, 8.414705, 8.410961, 8.4062395, 8.392715, 8.371775, 8.364145, 8.3476305, 8.32175, 8.312024, 8.309193, 8.285717, 8.264739, 8.262854, 8.225468, 8.19031, 8.125344, 8.058635, 8.032378, 8.031311, 8.003268, 7.9816537, 7.956669, 7.8898206, 7.8687696, 7.8611336, 7.834939, 7.7933435, 7.783187, 7.7275915, 7.7188563, 7.683613, 7.680725, 7.6249094, 7.6077566, 7.5926695, 7.5533934, 7.5362763, 7.495764, 7.495105, 7.463914, 7.459875, 7.450547, 7.4143186, 7.409751, 7.3997374, 7.391697, 7.3324304, 7.326858, 7.3171024]"
57,"[589, 1097, 1214, 593, 368, 2302, 1090, 1387, 1220, 1259, 1396, 2640, 1291, 318, 223, 919, 1358, 47, 165, 2699, 2762, 1917, 1213, 543, 34, 1923, 2054, 1968, 555, 1073, 440, 1265, 1393, 708, 1394, 3418, 2890, 1225, 466, 529, 292, 16, 1639, 344, 172, 1370, 3421, 1307, 11, 353, 1663, 3703, 1233, 161, 2871, 25, 1258, 2278, 163, 2455, 2944, 2710, 1219, 350, 2657, 1037, 1094, 2366, 36, 3793, 3176, 1918, 293, 2763, 1625, 3698, 173, 1089, 372, 2012, 1246, 595, 1262, 266, 454, 253, 337, 509, 1302, 196, 300, 1645, 1231, 1961, 2427, 111, 435, 2011, 1876, 58]","[4.7505274, 4.6696234, 4.651142, 4.6309605, 4.563071, 4.5272646, 4.474121, 4.467002, 4.4590993, 4.4139724, 4.406655, 4.3934364, 4.3729177, 4.354974, 4.3290086, 4.324005, 4.2949452, 4.2747264, 4.2583103, 4.2535725, 4.2332783, 4.225214, 4.224657, 4.2102304, 4.199293, 4.186582, 4.166172, 4.1644964, 4.1633515, 4.1509247, 4.1364846, 4.1250896, 4.124044, 4.123386, 4.1217604, 4.1085935, 4.071644, 4.064988, 4.0538616, 4.047501, 4.008808, 3.9946792, 3.9851022, 3.9826887, 3.968064, 3.9595728, 3.9590137, 3.9513266, 3.9354959, 3.930141, 3.9243116, 3.9181504, 3.9177408, 3.9173713, 3.9142296, 3.9134247, 3.9077854, 3.90209, 3.8954978, 3.8847778, 3.8783886, 3.8777242, 3.8777218, 3.8698616, 3.8591535, 3.8585389, 3.851625, 3.840072, 3.837213, 3.8367052, 3.8325214, 3.832239, 3.8211513, 3.8180766, 3.8167872, 3.8086362, 3.8074641, 3.8071892, 3.8051693, 3.800723, 3.7989008, 3.7972844, 3.7968018, 3.7965472, 3.7905843, 3.7863138, 3.7844667, 3.784338, 3.7803392, 3.7750988, 3.7732003, 3.7727647, 3.77253, 3.770947, 3.7651107, 3.7620745, 3.758286, 3.7520742, 3.7516346, 3.7455964]"
58,"[592, 316, 588, 10, 434, 34, 236, 329, 410, 553, 432, 282, 11, 231, 593, 252, 435, 151, 589, 586, 1, 95, 442, 6, 160, 420, 163, 235, 17, 25, 256, 736, 2, 237, 204, 273, 158, 16, 230, 193, 45, 585, 485, 227, 555, 7, 172, 355, 733, 376, 524, 515, 272, 246, 471, 104, 383, 281, 105, 466, 596, 145, 802, 608, 207, 494, 4, 112, 338, 198, 431, 413, 361, 144, 788, 257, 303, 348, 14, 222, 491, 370, 135, 351, 314, 181, 805, 610, 786, 532, 60, 489, 15, 852, 26, 374, 647, 260, 783, 415]","[9.147659, 8.891567, 8.791574, 8.745087, 8.73192, 8.689355, 8.649101, 8.638787, 8.593619, 8.55836, 8.4983225, 8.496272, 8.482689, 8.459548, 8.418117, 8.337105, 8.28294, 8.255997, 8.241374, 8.238011, 8.134617, 8.129933, 8.1275835, 8.053548, 8.038513, 8.003247, 7.993079, 7.9740148, 7.9652967, 7.9458876, 7.921397, 7.8835344, 7.8574553, 7.829915, 7.7815514, 7.7566824, 7.7422857, 7.7064133, 7.633189, 7.6063085, 7.599366, 7.586357, 7.57582, 7.560336, 7.510477, 7.5078177, 7.4945374, 7.477929, 7.474536, 7.4559455, 7.4101324, 7.3359613, 7.3358736, 7.3216996, 7.3200564, 7.31663, 7.3162074, 7.3128815, 7.2932305, 7.2582197, 7.243478, 7.1979017, 7.1959224, 7.18108, 7.16135, 7.1560698, 7.152573, 7.138847, 7.133048, 7.117319, 7.1020613, 7.095294, 7.0776777, 7.059187, 7.047064, 7.0456014, 7.040471, 7.020875, 7.011717, 6.9748855, 6.9642673, 6.9480515, 6.93622, 6.9361844, 6.933465, 6.9198475, 6.9147186, 6.9074955, 6.8749804, 6.8400025, 6.795809, 6.789766, 6.7809777, 6.772268, 6.7682858, 6.7447643, 6.718317, 6.712313, 6.7101603, 6.7067513]"
59,"[50, 2858, 1225, 1304, 296, 1193, 1206, 1089, 1213, 908, 1198, 318, 1276, 1258, 25, 923, 1214, 457, 1358, 235, 2028, 1234, 1197, 1199, 58, 778, 1230, 1259, 2762, 29, 47, 1204, 1272, 1201, 509, 953, 2959, 1267, 293, 36, 21, 2396, 1394, 1080, 2289, 1270, 32, 356, 1292, 1228, 300, 1288, 1172, 1079, 1704, 1387, 6, 265, 920, 2628, 2019, 969, 1207, 1262, 1200, 1092, 1291, 2997, 1220, 1077, 910, 150, 1242, 1104, 357, 1278, 348, 2064, 497, 930, 1641, 590, 1179, 194, 246, 3418, 1136, 1131, 1244, 1958, 1265, 2243, 800, 1093, 2599, 1203, 1784, 1036, 933, 1285]","[5.545008, 5.390772, 5.363516, 5.337478, 5.3242397, 5.2656283, 5.1577682, 5.1360264, 5.129443, 5.1220922, 5.1084085, 5.087874, 5.0592413, 5.0537534, 5.052532, 5.049285, 5.0054865, 4.9692993, 4.956537, 4.931559, 4.9262505, 4.911236, 4.879815, 4.8511143, 4.8028626, 4.80113, 4.7973456, 4.776112, 4.7723675, 4.7510223, 4.746684, 4.731882, 4.705776, 4.694071, 4.671488, 4.636549, 4.599264, 4.598586, 4.589964, 4.577968, 4.574511, 4.567816, 4.5584927, 4.5443206, 4.5419254, 4.536245, 4.5351486, 4.534771, 4.52654, 4.526478, 4.5120797, 4.5111527, 4.5082026, 4.506993, 4.5006294, 4.4990435, 4.4977827, 4.4957695, 4.4927516, 4.4886847, 4.484467, 4.48322, 4.482023, 4.480604, 4.477645, 4.458334, 4.453319, 4.4513617, 4.4482665, 4.4477005, 4.4432163, 4.434561, 4.4234185, 4.41813, 4.4140987, 4.412936, 4.412298, 4.4122877, 4.406005, 4.4020658, 4.4007425, 4.3870077, 4.3779936, 4.3779683, 4.3753605, 4.374175, 4.3692307, 4.366158, 4.3623643, 4.357623, 4.355021, 4.3493805, 4.330742, 4.326892, 4.3202744, 4.3178763, 4.3143654, 4.312558, 4.3025856, 4.301626]"
60,"[356, 1, 593, 296, 260, 780, 110, 150, 480, 608, 597, 32, 648, 588, 47, 34, 1210, 589, 539, 595, 1073, 457, 367, 590, 25, 587, 377, 17, 364, 500, 1196, 39, 357, 1198, 36, 616, 736, 62, 104, 344, 293, 2028, 2, 2571, 16, 339, 1270, 551, 592, 586, 788, 733, 19, 508, 1197, 380, 1580, 141, 454, 31, 594, 11, 10, 410, 509, 7, 1721, 111, 596, 708, 1393, 1265, 223, 1035, 912, 337, 165, 266, 5, 235, 778, 253, 1367, 161, 231, 300, 1022, 440, 316, 1097, 1356, 1059, 376, 208, 661, 802, 1704, 1225, 2959, 1221]","[6.6210775, 6.4494877, 6.3789034, 6.255412, 6.180704, 5.9358087, 5.873075, 5.86767, 5.8106065, 5.8062406, 5.7905397, 5.718376, 5.6096706, 5.6095824, 5.589524, 5.5636983, 5.4884343, 5.449001, 5.446637, 5.445869, 5.4412894, 5.4309034, 5.403342, 5.384162, 5.3558292, 5.3488684, 5.3173046, 5.312915, 5.299081, 5.279098, 5.2304153, 5.197781, 5.177642, 5.17524, 5.1585116, 5.1366987, 5.1219997, 5.115578, 5.1010194, 5.090469, 5.0846796, 5.0400677, 5.036645, 5.030612, 5.0172806, 5.0157967, 4.99888, 4.963115, 4.9625864, 4.9481373, 4.9415264, 4.939064, 4.9334097, 4.9240212, 4.9181557, 4.9090405, 4.8702054, 4.8652787, 4.8478446, 4.8236146, 4.804539, 4.79286, 4.7643485, 4.764179, 4.7640877, 4.746187, 4.732455, 4.7284665, 4.7260747, 4.7194467, 4.7145586, 4.7042017, 4.679949, 4.67707, 4.672095, 4.6686277, 4.6659875, 4.6622677, 4.642204, 4.6360836, 4.5950403, 4.58507, 4.57712, 4.571214, 4.56376, 4.5437045, 4.5245667, 4.5220723, 4.515975, 4.513399, 4.489004, 4.4858646, 4.484816, 4.4762173, 4.4724035, 4.4612875, 4.443751, 4.439775, 4.407808, 4.406045]"
61,"[2571, 296, 2959, 527, 2329, 110, 2858, 47, 356, 2028, 858, 589, 1198, 1196, 2762, 260, 3578, 1704, 1221, 480, 1193, 1291, 1222, 1036, 3996, 608, 457, 150, 778, 3147, 1206, 4306, 5445, 1240, 111, 48516, 1210, 1214, 4995, 5349, 541, 1682, 1270, 1200, 1732, 2628, 6539, 750, 4973, 1136, 1527, 32, 1625, 1721, 58559, 592, 377, 5989, 1197, 1, 4022, 924, 5418, 780, 33794, 1246, 1580, 2997, 4963, 5378, 6377, 44191, 380, 1961, 1610, 4027, 364, 8961, 6365, 1617, 590, 367, 1265, 1784, 2115, 3793, 1080, 6016, 2692, 4886, 4262, 2502, 3481, 10, 2716, 165, 2324, 5618, 344, 588]","[6.31612, 6.0735774, 6.042076, 5.928301, 5.8663745, 5.760905, 5.758974, 5.730039, 5.660578, 5.641369, 5.616464, 5.598852, 5.5803466, 5.565214, 5.5360036, 5.5321107, 5.503331, 5.403872, 5.375086, 5.335244, 5.316637, 5.2878394, 5.255886, 5.243817, 5.235283, 5.2294345, 5.2139187, 5.199333, 5.1503334, 5.1470194, 5.082495, 5.081214, 5.067523, 5.062748, 5.054023, 5.045512, 5.0401325, 5.0154467, 5.0061865, 5.0015163, 4.9868813, 4.9798985, 4.9653273, 4.9586916, 4.953504, 4.9444933, 4.944396, 4.940563, 4.9257755, 4.920246, 4.898611, 4.8825774, 4.854287, 4.837023, 4.79563, 4.7830496, 4.774887, 4.774851, 4.7703953, 4.764709, 4.763441, 4.759622, 4.7340164, 4.7286916, 4.720337, 4.6979346, 4.69696, 4.6891723, 4.6799583, 4.676739, 4.6657705, 4.6587114, 4.6529694, 4.647612, 4.6357045, 4.630315, 4.618505, 4.6180215, 4.6153703, 4.5989494, 4.5943727, 4.590763, 4.5763326, 4.571813, 4.5710754, 4.5630655, 4.552369, 4.5352335, 4.5299864, 4.5117116, 4.5086637, 4.5016613, 4.4998684, 4.4863787, 4.4862194, 4.4777136, 4.4751244, 4.466065, 4.4657807, 4.460473]"
62,"[60069, 134130, 70286, 33794, 6874, 134853, 152081, 76093, 68358, 54286, 115617, 6377, 98809, 77561, 119145, 50872, 79091, 51255, 5418, 80463, 73017, 108932, 4226, 78499, 4886, 88129, 8644, 81591, 76251, 63082, 59784, 8874, 57669, 8665, 64614, 104841, 48774, 95510, 97913, 34162, 97752, 4963, 1198, 59615, 93510, 95167, 58998, 83134, 6502, 8361, 7445, 44665, 94959, 103253, 106696, 53996, 59369, 46578, 69481, 152077, 164179, 36529, 6365, 5218, 8957, 4022, 55765, 34048, 148626, 5349, 364, 7147, 93840, 84954, 112175, 52973, 112138, 56367, 31685, 63859, 2858, 54272, 589, 61132, 103249, 66097, 1036, 8464, 55247, 90405, 92259, 44199, 67255, 91630, 102445, 34405, 35836, 97304, 103141, 33615]","[5.031026, 4.8847113, 4.85221, 4.7947636, 4.769491, 4.7547903, 4.6785545, 4.6199045, 4.604727, 4.5905356, 4.588017, 4.5714054, 4.5654287, 4.5507126, 4.4963775, 4.4808445, 4.4315453, 4.428628, 4.4026246, 4.3865023, 4.3565574, 4.3364205, 4.3319397, 4.3281164, 4.303377, 4.2993755, 4.250831, 4.249427, 4.1830387, 4.180311, 4.158796, 4.129469, 4.117399, 4.1161923, 4.108429, 4.0787354, 4.046729, 4.0378604, 4.002123, 3.9859195, 3.9620023, 3.9158425, 3.913772, 3.9118326, 3.9094522, 3.895547, 3.8948557, 3.8903878, 3.8536973, 3.8490384, 3.8444624, 3.8399673, 3.8395643, 3.8385816, 3.8361318, 3.8352854, 3.8352447, 3.8236737, 3.8192768, 3.8092365, 3.8089666, 3.8033347, 3.793273, 3.7923377, 3.7878563, 3.7838354, 3.778591, 3.7611191, 3.75809, 3.750298, 3.744404, 3.7409074, 3.7395926, 3.73315, 3.7275681, 3.7161202, 3.7136009, 3.703071, 3.7027755, 3.6891184, 3.6584709, 3.6482596, 3.6459894, 3.644599, 3.6402695, 3.6393256, 3.6337957, 3.6206932, 3.6136937, 3.6125085, 3.6093097, 3.605367, 3.5994964, 3.589849, 3.5898392, 3.5804844, 3.5705338, 3.5689712, 3.566308, 3.5660532]"
63,"[5952, 6539, 58559, 593, 6377, 8961, 44191, 589, 2762, 79132, 3147, 1682, 4973, 1721, 59315, 8636, 1240, 48394, 5378, 5816, 33493, 8368, 2628, 68157, 1265, 6333, 1258, 1197, 457, 7147, 70286, 63082, 1206, 55820, 56174, 1961, 8644, 2706, 1246, 541, 1917, 68358, 51662, 50872, 72998, 2502, 40815, 99114, 8360, 7143, 46578, 6711, 2011, 2918, 49530, 48385, 2324, 34405, 3114, 69122, 6378, 1784, 380, 750, 1625, 35836, 80463, 2012, 109487, 45499, 54001, 6373, 5502, 5459, 33166, 2291, 6863, 590, 4720, 2916, 44665, 1653, 316, 3977, 19, 16, 3052, 104, 134130, 30707, 5956, 2, 1517, 2355, 5669, 1676, 3753, 47099, 30749, 64614]","[5.0113115, 4.906681, 4.815917, 4.783079, 4.6908298, 4.6068215, 4.551017, 4.5339127, 4.497842, 4.4497676, 4.4231834, 4.274831, 4.2311754, 4.2180843, 4.1877627, 4.1492267, 4.148286, 4.1388817, 4.125965, 4.121796, 4.1118608, 4.066443, 4.032222, 4.0280676, 4.000383, 3.959854, 3.9371314, 3.9055154, 3.9032354, 3.8791428, 3.8683486, 3.8646994, 3.818644, 3.8047802, 3.803104, 3.7926598, 3.7894535, 3.7866235, 3.783136, 3.7792468, 3.7779949, 3.7725666, 3.771307, 3.7687984, 3.7539654, 3.7529085, 3.7501473, 3.74225, 3.7407851, 3.738136, 3.7039256, 3.6682155, 3.6680486, 3.6627254, 3.6517773, 3.6463587, 3.608687, 3.6086578, 3.5818796, 3.5548296, 3.5448735, 3.543587, 3.5429223, 3.5400982, 3.53627, 3.504, 3.4850764, 3.4841747, 3.471715, 3.4623723, 3.4574544, 3.4524713, 3.445218, 3.443625, 3.431953, 3.4242897, 3.4187145, 3.414715, 3.3922226, 3.38702, 3.3867307, 3.3858793, 3.3810673, 3.3795848, 3.3764095, 3.3714356, 3.354148, 3.3515542, 3.3483334, 3.3468785, 3.3442118, 3.3438354, 3.34249, 3.3418612, 3.3406043, 3.337696, 3.331726, 3.3286984, 3.3246381, 3.32305]"
64,"[5349, 3578, 1923, 2628, 2762, 1270, 50, 1198, 150, 2716, 4963, 4995, 457, 1721, 4027, 7153, 1210, 5378, 500, 1291, 1206, 592, 1610, 648, 1584, 541, 165, 10, 3623, 2012, 380, 1653, 2011, 1246, 5989, 1258, 551, 1200, 3977, 8636, 2791, 48516, 3948, 3114, 1500, 1573, 3753, 2710, 1080, 733, 2054, 3911, 3751, 1380, 1393, 1676, 6934, 3527, 2000, 33493, 750, 2081, 208, 253, 2, 44191, 2353, 2985, 1259, 1220, 923, 6378, 555, 1307, 3471, 337, 539, 5618, 912, 8665, 1219, 1954, 441, 1377, 1921, 2947, 5679, 2701, 7143, 19, 594, 353, 904, 2640, 288, 442, 1028, 1370, 3081, 1201]","[4.0037103, 3.9687304, 3.9662504, 3.9314146, 3.9110007, 3.8870778, 3.8834894, 3.86901, 3.8449192, 3.8312745, 3.8293176, 3.803318, 3.7826684, 3.7355964, 3.7343812, 3.7032647, 3.6921358, 3.6754599, 3.6690946, 3.6541777, 3.6486042, 3.640348, 3.5736146, 3.5624886, 3.5554104, 3.5176787, 3.517263, 3.5142646, 3.5018115, 3.4896822, 3.4867606, 3.4845507, 3.4646592, 3.459351, 3.4531364, 3.4467876, 3.4288867, 3.4219012, 3.3922691, 3.3883114, 3.3493948, 3.3416624, 3.3416548, 3.3243396, 3.3232076, 3.317553, 3.3037739, 3.291463, 3.2706037, 3.2559094, 3.2535136, 3.239922, 3.2388096, 3.230401, 3.221213, 3.2006962, 3.200208, 3.1902604, 3.1900346, 3.1839716, 3.1824853, 3.172636, 3.1709492, 3.158083, 3.1574569, 3.1411452, 3.136178, 3.1351168, 3.1228375, 3.121738, 3.1155133, 3.1109514, 3.1107166, 3.0933096, 3.0917363, 3.082955, 3.0818677, 3.0769863, 3.0580578, 3.0439115, 3.0289345, 3.013012, 3.0083807, 3.0001996, 2.9932265, 2.9639378, 2.9624047, 2.9434612, 2.93391, 2.9299195, 2.9216595, 2.9090483, 2.8858762, 2.8824234, 2.8754168, 2.8751216, 2.8722558, 2.8701067, 2.8628914, 2.8530383]"
65,"[5952, 2571, 91529, 60069, 356, 74458, 68954, 68157, 59315, 89745, 99114, 6539, 593, 48516, 5989, 7361, 106782, 296, 54286, 33794, 6874, 47, 8961, 6377, 260, 134130, 50, 858, 91500, 3578, 72998, 7438, 1704, 4995, 4306, 110, 48394, 70286, 122886, 1198, 76093, 112852, 91658, 63082, 88125, 589, 293, 5418, 47099, 49272, 92259, 115713, 1196, 64614, 69844, 4973, 3949, 109374, 2762, 4878, 112556, 84152, 4886, 2858, 364, 112552, 68358, 5445, 6016, 80463, 134853, 5618, 50872, 78499, 1193, 8368, 4896, 1291, 49530, 81834, 48774, 56174, 778, 1, 150, 32587, 122882, 81845, 40815, 96079, 71535, 139385, 4011, 4963, 115617, 4022, 104841, 1221, 55820, 608]","[6.7845984, 6.71005, 6.607159, 6.5901213, 6.5362663, 6.432881, 6.4069185, 6.403819, 6.380183, 6.3714533, 6.3202376, 6.31903, 6.213294, 6.205372, 6.1539555, 6.1514716, 6.1406193, 6.119092, 6.046099, 6.03082, 5.9864597, 5.9725246, 5.965988, 5.9147296, 5.9126415, 5.897123, 5.892166, 5.863034, 5.859729, 5.845372, 5.845228, 5.8265104, 5.8263235, 5.7760577, 5.7442865, 5.7384567, 5.738011, 5.735027, 5.7081184, 5.7027073, 5.677319, 5.672161, 5.655921, 5.654962, 5.647995, 5.646875, 5.6424065, 5.6285033, 5.620758, 5.6050596, 5.582988, 5.5693226, 5.546274, 5.5438604, 5.5289545, 5.5172067, 5.515313, 5.503422, 5.500984, 5.492989, 5.4881487, 5.463282, 5.4515758, 5.4355288, 5.4351387, 5.4177866, 5.413002, 5.404717, 5.389012, 5.3781157, 5.3764935, 5.373899, 5.3633194, 5.3616977, 5.331732, 5.3137083, 5.3134155, 5.3096666, 5.27096, 5.2583675, 5.2513084, 5.245868, 5.236369, 5.229369, 5.2273946, 5.2262373, 5.2217464, 5.2157755, 5.2156777, 5.2064934, 5.189396, 5.183038, 5.1812744, 5.1806602, 5.171562, 5.148316, 5.1463175, 5.1240788, 5.115878, 5.1149635]"
66,"[1196, 1208, 1610, 1617, 1097, 1387, 2997, 1580, 924, 1653, 1721, 858, 1584, 1200, 3578, 1291, 32, 377, 648, 1221, 1101, 527, 4034, 2791, 2396, 3996, 4027, 150, 2916, 1704, 1391, 1732, 3793, 923, 16, 1080, 1193, 2174, 2542, 1220, 2395, 5378, 778, 2329, 1259, 733, 6, 1573, 3897, 2194, 2321, 3994, 4226, 3175, 1393, 2692, 2985, 750, 1729, 3471, 1676, 1234, 736, 3527, 588, 1954, 3671, 2353, 4995, 500, 1219, 1307, 1921, 1377, 1225, 2012, 2657, 904, 367, 3253, 165, 10, 2278, 2890, 587, 597, 4022, 708, 7361, 2699, 4011, 2968, 3160, 2640, 3147, 441, 2490, 4878, 1204, 1304]","[3.663146, 3.547217, 3.532876, 3.507971, 3.4517145, 3.412262, 3.3949661, 3.373663, 3.3688807, 3.3540134, 3.349861, 3.3439631, 3.3308806, 3.323013, 3.3217487, 3.306907, 3.2979617, 3.2913318, 3.2676058, 3.2634487, 3.2392535, 3.234142, 3.2333655, 3.2087631, 3.2067356, 3.204958, 3.189799, 3.1716375, 3.157468, 3.1559906, 3.1534026, 3.1456308, 3.1455183, 3.139186, 3.1353164, 3.124759, 3.1231756, 3.122807, 3.1167216, 3.1102872, 3.1053894, 3.1020622, 3.0991535, 3.096919, 3.0963757, 3.0954487, 3.0927393, 3.0884213, 3.0850523, 3.0837836, 3.08277, 3.0755217, 3.0747597, 3.0688734, 3.0509226, 3.03126, 3.024722, 3.0180619, 3.0122876, 2.9992025, 2.998813, 2.9970226, 2.9895606, 2.9841957, 2.9793117, 2.9787803, 2.97855, 2.9737663, 2.9735122, 2.966651, 2.9663374, 2.9564328, 2.9549255, 2.9525967, 2.9426985, 2.9365017, 2.930137, 2.929907, 2.9268942, 2.9175293, 2.9154358, 2.915079, 2.9138517, 2.9108024, 2.9054, 2.8987308, 2.897399, 2.897074, 2.8919892, 2.8896704, 2.8895245, 2.8777559, 2.8765826, 2.8736858, 2.8720868, 2.8699858, 2.8686354, 2.8682656, 2.8644962, 2.8614974]"
67,"[2959, 58559, 527, 260, 593, 110, 1198, 3578, 1196, 47, 33794, 50, 858, 1704, 2762, 4226, 7361, 8961, 48516, 1210, 3147, 5989, 44191, 364, 5445, 4995, 59315, 480, 54286, 1, 150, 68954, 6874, 7438, 4886, 293, 91529, 1240, 608, 5349, 1721, 1193, 4022, 4878, 3793, 457, 4896, 780, 1221, 32, 3996, 1214, 1200, 1089, 4963, 8368, 231, 4973, 74458, 1213, 588, 2628, 3949, 109487, 48780, 1258, 1682, 1732, 89745, 5618, 367, 778, 344, 165, 48394, 63082, 49272, 8636, 70286, 68358, 33493, 6365, 50872, 648, 72998, 377, 1197, 592, 1136, 56174, 32587, 380, 8874, 5378, 1265, 208, 5816, 1222, 1246, 6333]","[6.4687204, 6.4294662, 6.403955, 6.3663826, 6.277025, 6.1573305, 6.1255426, 6.1192093, 6.0833883, 6.039043, 5.9207315, 5.9162455, 5.892882, 5.882875, 5.857356, 5.852728, 5.8480654, 5.7932663, 5.7902737, 5.7829275, 5.7500825, 5.7346263, 5.703026, 5.6654882, 5.6482925, 5.6428556, 5.636652, 5.623086, 5.6056147, 5.601626, 5.5962844, 5.5771847, 5.55665, 5.5329204, 5.5088096, 5.5033116, 5.3843985, 5.362196, 5.358918, 5.3241158, 5.3038273, 5.2962437, 5.2929673, 5.292298, 5.2889414, 5.2817783, 5.2792854, 5.251222, 5.241438, 5.238844, 5.2183433, 5.2133894, 5.2069883, 5.1937284, 5.185366, 5.161244, 5.1483927, 5.1457586, 5.137384, 5.1319456, 5.105689, 5.0939407, 5.0864286, 5.0770836, 5.070897, 5.054736, 5.049594, 5.035184, 5.0339527, 5.0315886, 5.0284405, 5.0223193, 5.014503, 4.9951553, 4.9950104, 4.9826965, 4.980541, 4.9644585, 4.936924, 4.927357, 4.9182415, 4.91748, 4.917266, 4.916776, 4.90579, 4.8970633, 4.879754, 4.87968, 4.872884, 4.854534, 4.8368635, 4.8358536, 4.833264, 4.827359, 4.8253026, 4.7906857, 4.7885466, 4.786436, 4.769085, 4.7560244]"
