userId,itemIds
404,"[59387, 68237, 71033, 44555, 55908, 73808, 96829, 71033, 59387, 68237]"
453,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
464,"[68237, 59387, 7826, 6867, 95088, 102993, 103539, 104944, 127202, 152970]"
534,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
588,"[1594, 6867, 59387, 68237, 71033, 96829, 104944, 113741, 158238, 175569]"
6,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
28,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
46,"[57669, 59387, 68237, 6867, 7826, 95088, 59387, 102993, 92259, 152970]"
64,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 103984, 81562]"
103,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 44555]"
160,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 55908, 58303]"
215,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
220,"[57669, 59387, 68237, 71033, 44555, 55908, 96829, 73808, 58303, 73344]"
391,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 55908, 44555]"
418,"[59387, 71033, 44555, 89759, 86781, 96829, 92259, 103984, 116897, 44555]"
435,"[117444, 59387, 74553, 4973, 6773, 72737, 54259, 90866, 66097, 7147]"
437,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
555,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
562,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
587,"[59387, 68237, 7826, 6867, 95088, 102993, 92259, 109374, 104944, 152970]"
313,"[71033, 44555, 86781, 96829, 89759, 92259, 58303, 55814, 44555, 71033]"
361,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 44555]"
362,"[59387, 68237, 71033, 44555, 55908, 96829, 86781, 73808, 89759, 58303]"
438,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
469,"[59387, 68237, 7826, 109374, 48780, 133771, 55908, 113741, 59387, 7826]"
45,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
202,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 58303, 44555]"
235,"[59387, 38061, 44761, 71033, 55908, 44555, 39381, 73808, 8933, 96829]"
279,"[71033, 44555, 86781, 96829, 92259, 58303, 27803, 55814, 44555, 71033]"
368,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
395,"[59387, 71033, 55908, 73808, 88235, 61240, 44555, 96829, 318, 133771]"
494,"[59387, 56339, 68237, 74553, 61240, 96829, 4681, 6773, 140267, 44555]"
498,"[59387, 57669, 68237, 7826, 102993, 104944, 152970, 158238, 2710, 75813]"
536,"[59387, 71033, 55908, 44555, 96829, 73808, 92259, 74553, 58303, 55814]"
586,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 55908, 58303]"
603,"[1719, 1103, 1095, 2401, 1411, 5294, 6020, 6148, 6162]"
608,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 27773]"
140,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 83132, 44555]"
264,"[68237, 59387, 71033, 44555, 55908, 96829, 92259, 73808, 58303, 74553]"
1,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
294,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
606,"[71033, 44555, 86781, 89759, 96829, 92259, 103984, 44555, 71033, 86781]"
42,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
256,"[6867, 68237, 57669, 59387, 7826, 95088, 102993, 109374, 96821, 152970]"
590,"[59387, 68237, 71033, 44555, 86781, 96829, 92259, 83132, 44555, 55908]"
217,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
353,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 89759, 73808, 58303]"
365,"[59387, 68237, 71033, 44555, 27773, 86781, 4956, 44555, 92259]"
373,"[59387, 68237, 71033, 44555, 4956, 86781, 92259, 74553, 44555]"
380,"[1180, 5428, 1148, 1235, 2147, 2891, 4775, 6970]"
199,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 55814]"
58,"[59387, 57669, 71033, 68237, 44555, 96829, 55908, 73808, 71033, 59387]"
68,"[1914, 493, 801, 1405, 1747, 2710, 3391]"
107,"[71033, 44555, 73344, 96829, 73808, 86892, 59387, 89118, 31364, 71033]"
134,"[44555, 73344, 71033, 96829, 86781, 73808, 86892, 58303, 71033, 71108]"
176,"[59387, 68237, 71033, 44555, 96829, 55908, 73808, 58303, 55814, 89759]"
240,"[71033, 59387, 44555, 96829, 86781, 55908, 73808, 58303, 74553, 44555]"
284,"[59387, 68237, 71033, 6867, 44555, 55908, 96829, 6773, 73808, 8933]"
349,"[113741, 59387, 54771, 68237, 112515, 8914, 71033, 140267, 44555, 55908]"
414,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
419,"[59387, 68237, 71033, 44555, 4956, 86781, 92259, 44555, 71033]"
428,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
468,"[59387, 68237, 95558, 71033, 96829, 44555, 89759, 92259, 86781, 3021]"
18,"[59387, 68237, 71033, 44555, 27773, 86781, 89759, 96829, 92259, 31364]"
136,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 55908, 58303]"
191,"[68237, 59387, 113741, 71033, 44555, 55908, 96829, 73808, 58303, 83132]"
75,"[73344, 59387, 71033, 44555, 55908, 73808, 3021, 96829, 58303, 44555]"
77,"[73344, 78039, 71033, 4144, 44555, 96829, 89759, 158783, 86781]"
96,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 89759, 58303, 73808]"
124,"[73344, 61240, 55363, 31364, 59387, 71033, 39381, 73808, 86892, 4956]"
171,"[59387, 91079, 68237, 71033, 3021, 44555, 96829, 89759, 86781, 92259]"
266,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
308,"[59387, 57669, 68237, 6867, 87234, 71033, 44555, 96829, 89759, 6773]"
364,"[73344, 71033, 31364, 44555, 86781, 96829, 73808, 71033, 86892, 44555]"
400,"[73344, 71033, 55721, 44555, 96829, 55908, 59387, 73808, 58303, 74553]"
416,"[73344, 78039, 71033, 59387, 44555, 96829, 86781, 73808, 97024, 86892]"
422,"[57669, 59387, 68237, 6867, 71033, 44555, 55908, 59387, 96829, 73808]"
475,"[4144, 59387, 87234, 68237, 71033, 133771, 44555, 4973, 109374, 7361]"
514,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
551,"[59387, 68237, 71033, 4973, 44555, 92259, 96829, 89759, 55814, 6773]"
570,"[59387, 68237, 71033, 44555, 27773, 96829, 86781, 89759, 92259, 44555]"
4,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
17,"[265, 4973, 59387, 94959, 7826, 46578, 7361, 109374, 1197, 7147]"
37,"[91079, 53123, 78039, 7361, 215, 106920, 94959, 3021, 87234, 4144]"
119,"[4144, 7361, 59387, 68237, 71033, 44555, 96829, 133771, 89759, 158783]"
152,"[4144, 4973, 7361, 59387, 68237, 71033, 109374, 112552, 163134, 158783]"
227,"[59387, 68237, 71033, 44555, 96829, 55908, 73808, 71033, 59387, 68237]"
262,"[91079, 78039, 80969, 59387, 4144, 7361, 215, 94959, 3021, 87234]"
309,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 73808, 58303, 89759]"
339,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 44555]"
357,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 83132, 44555]"
413,"[91079, 95088, 94959, 59387, 87234, 87304, 127202, 103539, 102993, 95309]"
477,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 81562]"
513,"[68237, 59387, 113741, 71033, 73808, 61240, 44555, 55908, 96829, 8914]"
542,"[59387, 68237, 7361, 4973, 7826, 79357, 106920, 109374, 95088, 48082]"
558,"[4144, 59387, 3021, 89759, 4973, 44555, 71033, 86781, 96829, 66371]"
568,"[127108, 162414, 133645, 3021, 72720, 91079, 80969, 78039, 59387, 4144]"
583,"[46578, 94959, 55280, 59387, 152970, 156387, 7826, 104374, 102993, 95088]"
599,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 81562]"
602,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
609,"[4973, 59387, 94959, 7826, 109374, 117444, 152970, 158238, 177593]"
81,"[68237, 59387, 71033, 44555, 96829, 55908, 6773, 73808, 58303, 74553]"
130,"[113741, 59387, 68237, 71033, 55908, 96829, 44555, 73808, 52712, 71033]"
198,"[59387, 68237, 113741, 71033, 44555, 96829, 55908, 86781, 58303, 89759]"
248,"[57669, 59387, 68237, 71033, 44555, 55908, 96829, 73808, 74553, 8933]"
486,"[59387, 68237, 6867, 57669, 44555, 6773, 71033, 96829, 55908, 4681]"
507,"[67997, 95088, 59387, 87234, 6867, 127202, 55280, 133771, 152970, 94959]"
561,"[59387, 68237, 71033, 44555, 4956, 86781, 92259, 44555, 71033]"
56,"[38061, 57669, 59387, 68237, 158238, 7826, 6773, 3275, 55908, 59387]"
274,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
484,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
99,"[57669, 38061, 59387, 158238, 88235, 55908, 68237, 71033, 59387, 44555]"
304,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 58303, 73808, 74553]"
340,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 44555]"
376,"[68237, 113741, 59387, 71033, 55908, 44555, 96829, 73808, 74553, 6773]"
386,"[44761, 59387, 38061, 71033, 73808, 55908, 44555, 31364, 96829, 73344]"
446,"[68237, 59387, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
524,"[59387, 68237, 71033, 44555, 96829, 55908, 73808, 58303, 74553, 44555]"
8,"[68237, 59387, 71033, 44555, 55908, 96829, 73808, 58303, 74553, 8933]"
34,"[67997, 6867, 95088, 59387, 102993, 87234, 127202, 74553, 152970, 133771]"
41,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 74553]"
70,"[59387, 68237, 71033, 44555, 55908, 73808, 58303, 96829, 74553, 44555]"
84,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 74553]"
105,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
187,"[59387, 71033, 44555, 86781, 96829, 92259, 89759, 103984, 44555, 71033]"
224,"[68237, 59387, 113741, 158238, 71033, 114935, 133771, 55908, 48780, 44555]"
251,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 55908, 58303, 73808]"
300,"[38061, 57669, 156387, 59387, 158238, 4973, 6773, 7826, 94959, 53123]"
301,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 55908, 58303]"
347,"[57669, 68237, 59387, 71033, 44555, 55908, 73808, 96829, 59387, 113741]"
423,"[38061, 57669, 59387, 68237, 71033, 55908, 44555, 73808, 96829, 318]"
463,"[59387, 68237, 74553, 6773, 44555, 59387, 71033, 61240, 4956]"
470,"[57669, 68237, 59387, 71033, 44555, 55908, 96829, 6773, 73808, 74553]"
474,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55814, 44555]"
495,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 55814, 4973]"
567,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
93,"[59387, 113741, 71033, 68237, 90738, 114935, 59387, 133771, 55908, 102993]"
19,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 55908, 58303]"
316,"[67997, 95088, 59387, 87234, 68237, 6867, 127202, 8933, 102993, 152970]"
330,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
379,"[44761, 59387, 71033, 68237, 44555, 73808, 91079, 96829, 8933, 3021]"
432,"[59387, 68237, 71033, 44555, 27773, 96829, 86781, 89759, 92259, 44555]"
100,"[4144, 4973, 7361, 59387, 68237, 87234, 109374, 112552, 133771, 152970]"
165,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 55908, 58303, 44555]"
26,"[59387, 6867, 68237, 57669, 71033, 44555, 55908, 8933, 96829, 92259]"
54,"[68237, 59387, 71033, 44555, 96829, 92259, 86781, 89759, 55908, 73808]"
79,"[59387, 68237, 71033, 44555, 96829, 55908, 73808, 92259, 89759, 44555]"
156,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
170,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 73808, 58303, 92259]"
577,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
592,"[59387, 71033, 89759, 96829, 44555, 86781, 92259, 103984, 55814, 58303]"
21,"[59387, 68237, 71033, 44555, 4956, 86781, 92259, 44555, 71033]"
126,"[4144, 4973, 7361, 59387, 68237, 87234, 3021, 133771, 156605]"
141,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 73808, 89759, 44555]"
159,"[59387, 68237, 7826, 95088, 6867, 102993, 55280, 4681, 48082, 6773]"
193,"[113741, 68237, 8914, 59387, 48043, 55908, 79357, 114935, 71033, 44555]"
307,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
359,"[59387, 68237, 71033, 44555, 4956, 55908, 86781, 73808, 74553, 44555]"
489,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
503,"[68237, 59387, 113741, 71033, 55908, 44555, 59387, 96829, 92259, 74553]"
580,[]
94,"[68237, 59387, 113741, 95088, 71033, 44555, 55908, 102993, 59387, 6867]"
109,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 58303, 73808, 74553]"
132,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 44555]"
179,"[59387, 71033, 86781, 44555, 4956, 31364, 73808, 44555]"
318,"[59387, 71033, 44555, 86781, 96829, 89759, 92259, 103984, 44555]"
411,"[59387, 71033, 44555, 96829, 86781, 92259, 89759, 103984, 44555, 71033]"
426,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 73808, 89759, 44555]"
448,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
566,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 83132, 44555]"
593,"[59387, 71033, 44555, 86781, 96829, 89759, 92259, 58303, 44555, 27803]"
16,"[59387, 68237, 71033, 44555, 61240, 27773, 96829, 89759, 6773, 73808]"
38,"[59387, 68237, 113741, 133771, 71033, 4681, 90738, 4956, 55908, 44555]"
173,"[59387, 7361, 48394, 68237, 71033, 133771, 5749, 4681, 48082, 48043]"
222,"[59387, 57669, 68237, 71033, 44555, 96829, 89759, 55908, 86781, 92259]"
230,"[59387, 68237, 71033, 44555, 6773, 55908, 4681, 96829, 74553, 44555]"
367,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
527,"[59387, 68237, 71033, 44555, 6773, 55908, 96829, 86781, 44555, 59387]"
539,"[1175, 59387, 68237, 74553, 6773, 48043, 118880, 133771, 4681, 48082]"
565,"[1175, 59387, 68237, 71033, 44555, 27773, 61240, 89759, 96829, 86781]"
572,"[59387, 68237, 7826, 113741, 95088, 79357, 59387, 68237, 7826, 113741]"
182,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
226,"[59387, 68237, 71033, 44555, 89759, 86781, 96829, 92259, 103984, 44555]"
147,"[47423, 68237, 104944, 59387, 71033, 44555, 86781, 96829, 89759]"
102,"[113741, 95088, 59387, 68237, 7826, 113829, 102993, 48780, 109374, 71033]"
394,"[113741, 8914, 68237, 59387, 71033, 44555, 27773, 96829, 86781, 89759]"
447,"[113741, 95088, 2391, 8914, 59387, 71033, 68237, 55908, 73808, 4144]"
32,"[4973, 7361, 59387, 68237, 71033, 92259, 96829, 109374, 112552, 133771]"
115,"[59387, 68237, 4973, 7826, 46578, 109374, 6867, 152970, 156387, 102993]"
201,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
254,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
282,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 44555]"
292,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 58303, 44555]"
371,"[68237, 113741, 59387, 71033, 44555, 55908, 96829, 59387, 73808, 74553]"
385,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 44555]"
600,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 58303, 44555]"
20,"[71033, 44555, 86781, 96829, 89759, 92259, 55814, 58303, 73808, 44555]"
488,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
27,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 83132, 44555]"
43,"[59387, 68237, 7826, 113741, 102993, 48780, 109374, 133771, 55908, 59387]"
302,"[59387, 68237, 71033, 44555, 27773, 31364, 73344, 96829, 73808, 55908]"
529,"[1966, 4144, 59387, 68237, 71033, 44555, 4973, 6773, 55814, 89759]"
135,"[71033, 44555, 86781, 89759, 96829, 92259, 103984, 116897, 6974, 63826]"
219,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
517,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
59,"[59387, 57669, 68237, 6867, 71033, 44555, 6773, 96829, 8933, 27815]"
249,"[59387, 68237, 71033, 44555, 89759, 86781, 96829, 92259, 103984, 44555]"
531,"[59387, 55052, 44555, 71033, 96829, 86781, 58303, 27803, 44555, 27815]"
553,"[59387, 71033, 44555, 27773, 4973, 89759, 96829, 86781, 92259, 74553]"
589,"[59387, 68237, 71033, 44555, 4973, 6773, 61240, 74553, 44555, 59387]"
178,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 73808, 89759, 74553]"
244,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 55908, 73808, 74553]"
7,"[59387, 91079, 113741, 68237, 80969, 48043, 79357, 133771, 106920, 7361]"
31,"[59387, 68237, 71033, 44555, 55908, 96829, 86781, 73808, 89759, 58303]"
153,"[59387, 71033, 44555, 86781, 96829, 89759, 92259, 31364, 44555, 71033]"
265,"[59387, 68237, 87234, 95088, 113741, 102993, 103539, 114935, 133771, 115713]"
270,"[59387, 71033, 44555, 55908, 96829, 73808, 58303, 74553, 44555, 59387]"
305,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
552,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 55908, 73808, 44555]"
579,"[59387, 71033, 44555, 39381, 96829, 73808, 8933, 55363, 74553, 39381]"
36,"[57669, 59387, 68237, 71033, 44555, 55908, 96829, 73808, 58303, 71033]"
280,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 44555]"
290,"[4144, 59387, 71033, 44555, 4973, 27773, 96829, 89759, 92259, 109374]"
597,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
50,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 58303, 73808, 74553]"
560,"[59387, 68237, 71033, 86781, 44555, 89759, 31364, 96829, 73808, 55908]"
483,"[59387, 68237, 71033, 44555, 86781, 96829, 92259, 58303, 27803, 44555]"
57,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
276,"[4973, 7361, 68237, 59387, 71033, 44555, 48082, 6773, 55908, 96829]"
456,"[59387, 68237, 74553, 6867, 89759, 44555, 8933, 6773, 96829, 103984]"
120,"[59387, 113741, 71033, 96829, 44555, 73808, 55908, 71033, 89118, 8933]"
328,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 44555]"
61,"[68237, 113741, 59387, 71033, 44555, 55908, 96829, 73808, 58303, 71033]"
66,"[59387, 68237, 71033, 44555, 86781, 4956, 92259, 44555, 71033]"
76,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 73808, 89759, 58303]"
128,"[59387, 68237, 71033, 44555, 86781, 89759, 96829, 58303, 44555, 27803]"
310,"[6867, 68237, 57669, 95088, 59387, 7826, 55280, 102993, 127202, 103539]"
405,"[59387, 68237, 71033, 44555, 55908, 96829, 86781, 73808, 58303, 74553]"
509,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
610,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55814, 44555]"
122,"[59387, 68237, 71033, 44555, 96829, 86781, 92259, 89759, 55908, 44555]"
261,"[38061, 57669, 44665, 555, 4011, 59387, 158238, 68848, 38095, 138036]"
369,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 89759, 58303, 73808]"
370,"[59387, 68237, 71033, 44555, 4956, 86781, 92259, 44555, 71033]"
393,"[57669, 59387, 133771, 113741, 113862, 96829, 54771, 159061, 158238, 79695]"
424,"[59387, 68237, 71033, 44555, 55908, 96829, 86781, 73808, 58303, 74553]"
83,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 58303, 73808, 74553]"
384,"[4144, 59387, 71033, 53123, 44555, 6773, 3021, 92259, 89759, 4973]"
434,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
452,"[68237, 59387, 113741, 71033, 55908, 44555, 96829, 59387, 73808, 83132]"
39,"[4973, 68237, 59387, 44555, 71033, 96829, 92259, 86781, 55908, 58303]"
114,"[4973, 7361, 59387, 4144, 215, 44555, 6773, 89759, 71033, 92259]"
263,"[59387, 68237, 71033, 44555, 4956, 86781, 92259, 44555, 71033]"
348,"[57669, 38061, 158238, 83134, 59387, 68237, 6867, 88235, 55908, 71033]"
52,"[59387, 68237, 71033, 44555, 96829, 55908, 86781, 92259, 58303, 73808]"
72,"[38061, 59387, 68237, 158238, 113862, 55908, 318, 88235, 71033, 102993]"
164,"[57669, 59387, 68237, 71033, 6867, 44555, 96829, 55908, 73808, 6773]"
334,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
540,"[7361, 4973, 94959, 59387, 4144, 48394, 133771, 180031, 48082]"
582,"[68237, 59387, 71033, 44555, 55908, 96829, 92259, 86781, 73808, 89759]"
596,"[59387, 68237, 71033, 44555, 86781, 96829, 89759, 92259, 103984, 44555]"
287,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 44555]"
409,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
605,"[59387, 68237, 113741, 71033, 44555, 96829, 55908, 73808, 58303, 74553]"
9,"[65642, 113741, 59387, 83134, 68237, 158238, 115122, 59387, 133771, 113862]"
62,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 58303, 74553]"
200,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55908, 58303]"
212,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 58303, 73808]"
392,"[68237, 113741, 8914, 59387, 114935, 71033, 44555, 55908, 96829, 73808]"
497,"[59387, 68237, 71033, 44555, 4956, 86781, 73808, 55908, 71033]"
510,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 44555]"
298,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 103984, 44555]"
356,"[59387, 68237, 71033, 44555, 96829, 86781, 89759, 92259, 55814, 81562]"
450,"[59387, 68237, 6867, 113741, 44555, 55908, 59387, 71033, 96829, 92259]"
110,"[59387, 117444, 5749, 74553, 61240, 6773, 4681, 160848, 56339, 47610]"
317,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 74553, 44555]"
465,"[59387, 71033, 44555, 55908, 96829, 73808, 92259, 74553, 44555, 55908]"
69,"[68237, 113741, 95088, 59387, 71033, 113862, 102993, 54771, 114074, 112515]"
101,"[265, 4144, 3021, 59387, 53123, 215, 71033, 91079, 105355, 48082]"
195,"[59387, 68237, 71033, 44555, 96829, 86781, 55908, 73808, 89759, 58303]"
