userId,itemIds
264,"[318, 858, 296, 79132, 58559, 2959, 2571, 1213, 80463, 112552]"
1,"[318, 296, 2959, 858, 79132, 2571, 593, 356, 58559, 1213]"
294,"[318, 858, 296, 79132, 58559, 2959, 2571, 80463, 112552, 109374]"
606,"[198, 306, 1246, 2202, 2451, 4146, 5690, 8933]"
42,"[336, 481, 491, 1514, 292, 1876, 2613, 2640]"
256,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 1213]"
590,"[21, 661, 728, 1028, 1167, 1438, 1934, 2687, 5066]"
217,"[215, 150, 1594, 2201, 2917, 61, 118, 382, 2175, 3015]"
353,"[318, 296, 858, 2959, 2571, 1213, 593, 527, 48516, 79132]"
365,"[318, 296, 858, 79132, 58559, 2959, 2571, 356, 593, 80463]"
373,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 356, 48780]"
380,"[12, 27, 40, 74, 76, 92, 193, 1031, 1235]"
199,"[318, 858, 296, 58559, 79132, 2959, 2571, 80463, 112552, 109374]"
58,"[318, 296, 858, 2959, 58559, 79132, 2571, 1213, 593, 48516]"
68,"[3095, 3459, 3461, 1914, 1873, 2512, 1114, 1279, 1312, 2377]"
107,"[318, 296, 858, 2959, 58559, 48516, 4226, 47, 50, 27773]"
134,"[318, 858, 296, 2959, 79132, 48516, 80463, 593, 2571, 50]"
176,"[318, 2959, 858, 296, 80463, 79132, 48516, 48780, 4226, 50]"
240,"[318, 296, 858, 2959, 58559, 1213, 2571, 593, 527, 48516]"
284,"[318, 858, 296, 58559, 2959, 2571, 356, 1213, 593, 48516]"
349,"[318, 858, 296, 2959, 79132, 58559, 48780, 48516, 112552, 80463]"
414,"[230, 229, 1179, 5304, 194, 2707, 7616, 5105, 3169, 147]"
419,"[318, 296, 858, 2959, 58559, 79132, 2571, 1213, 593, 48516]"
428,"[318, 79132, 858, 2959, 58559, 296, 2571, 1213, 593, 48516]"
468,"[318, 79132, 858, 2959, 80463, 48780, 48516, 112552, 593, 2571]"
18,"[1137, 479, 589, 15, 76, 229, 234, 1201, 1214, 1215]"
136,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 80463]"
191,"[318, 858, 79132, 58559, 296, 593, 2959, 2571, 48516, 7361]"
75,"[318, 858, 296, 2959, 58559, 79132, 48516, 48780, 2571, 80463]"
77,"[318, 296, 858, 2959, 1213, 48516, 80463, 112552, 79132, 593]"
96,"[318, 296, 858, 2959, 58559, 79132, 2571, 1213, 593, 48516]"
124,"[318, 296, 858, 2959, 79132, 58559, 2571, 48516, 80463, 112552]"
171,"[318, 858, 296, 58559, 79132, 2959, 2571, 80463, 112552, 48516]"
266,"[318, 858, 296, 2959, 79132, 58559, 2571, 593, 1213, 48516]"
308,"[318, 858, 296, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
364,"[858, 296, 318, 2959, 1213, 48516, 80463, 79132, 58559, 593]"
400,"[318, 296, 858, 2959, 58559, 79132, 48516, 2571, 1213, 80463]"
416,"[318, 296, 2959, 858, 79132, 48516, 80463, 112552, 48780, 2571]"
422,"[318, 858, 296, 58559, 2959, 79132, 2571, 1213, 80463, 112552]"
441,"[318, 858, 2959, 58559, 79132, 48516, 48780, 4226, 50, 47]"
475,"[318, 858, 296, 58559, 79132, 2959, 2571, 80463, 112552, 48780]"
514,"[318, 858, 296, 2959, 58559, 79132, 2571, 80463, 112552, 48516]"
551,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 7361, 80463]"
570,"[318, 296, 2959, 858, 79132, 58559, 2571, 1213, 80463, 112552]"
4,"[318, 858, 79132, 58559, 2959, 48780, 593, 48516, 112552, 80463]"
17,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48780]"
37,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 7361]"
119,"[318, 858, 79132, 296, 58559, 2959, 2571, 7361, 48780, 112552]"
152,"[318, 858, 79132, 296, 58559, 2959, 2571, 356, 593, 7361]"
227,"[318, 296, 858, 2959, 58559, 79132, 2571, 1213, 593, 48516]"
262,"[318, 858, 356, 58559, 296, 593, 2959, 48516, 1704, 7361]"
309,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 356, 80463]"
339,"[318, 858, 296, 58559, 79132, 2959, 2571, 1213, 593, 48516]"
357,"[318, 79132, 858, 296, 58559, 2959, 2571, 593, 112552, 80463]"
413,"[318, 858, 79132, 58559, 296, 2959, 2571, 356, 593, 80463]"
477,"[17, 42, 179, 434, 479, 2131, 2177, 2798, 6710]"
513,"[318, 79132, 858, 58559, 296, 2959, 2571, 593, 112552, 80463]"
542,"[318, 858, 296, 58559, 79132, 2959, 2571, 593, 356, 48780]"
558,"[318, 79132, 858, 296, 58559, 2959, 2571, 1213, 593, 112552]"
568,"[318, 858, 79132, 58559, 296, 2959, 2571, 356, 593, 80463]"
583,"[318, 858, 79132, 58559, 2959, 296, 2571, 80463, 112552, 48780]"
599,"[4262, 589, 225, 2436, 338, 1135, 2227, 157, 2092, 419]"
602,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
609,"[318, 79132, 858, 58559, 296, 2959, 2571, 80463, 112552, 48780]"
81,"[296, 318, 2959, 858, 79132, 58559, 2571, 1213, 80463, 112552]"
130,[]
198,"[296, 318, 2959, 858, 79132, 2571, 593, 1213, 48516, 80463]"
248,"[296, 318, 2959, 858, 79132, 2571, 593, 1213, 48516, 80463]"
486,[]
507,"[296, 318, 2959, 858, 79132, 58559, 2571, 1213, 80463, 112552]"
561,[]
56,"[318, 296, 2959, 858, 79132, 58559, 1213, 2571, 593, 48516]"
274,"[318, 858, 296, 58559, 2959, 2571, 79132, 80463, 112552, 112183]"
484,"[318, 858, 296, 2959, 58559, 79132, 2571, 80463, 112552, 109374]"
99,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 1213, 48516]"
304,"[318, 296, 858, 58559, 79132, 2959, 2571, 1213, 593, 48516]"
340,"[318, 858, 296, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
376,"[318, 296, 858, 2959, 58559, 79132, 2571, 356, 593, 48516]"
386,"[318, 858, 296, 2959, 58559, 2571, 1213, 593, 47, 48516]"
446,"[318, 296, 858, 2959, 79132, 2571, 593, 48516, 4226, 80463]"
524,"[318, 858, 296, 2959, 58559, 79132, 2571, 80463, 112552, 48516]"
8,"[318, 296, 858, 2959, 79132, 593, 2571, 1213, 48516, 50]"
34,"[318, 858, 296, 58559, 79132, 2959, 2571, 1213, 80463, 112552]"
41,"[318, 858, 296, 58559, 79132, 2959, 2571, 593, 356, 48780]"
70,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 1213, 48516]"
84,"[318, 79132, 858, 58559, 2959, 48780, 2571, 112552, 7361]"
105,"[122, 204, 2540, 4278, 4342, 77, 2990, 4268, 4317]"
187,"[318, 79132, 858, 2959, 58559, 48780, 2571, 296, 593, 48516]"
224,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 1213, 48516]"
251,"[318, 296, 858, 2959, 58559, 79132, 2571, 1213, 48516, 80463]"
300,"[318, 79132, 858, 296, 58559, 2959, 2571, 1213, 593, 80463]"
301,"[318, 858, 296, 58559, 79132, 2959, 2571, 593, 356, 80463]"
347,"[296, 318, 2959, 858, 58559, 79132, 2571, 1213, 593, 48516]"
423,"[318, 858, 296, 58559, 79132, 2959, 2571, 1213, 593, 48516]"
463,"[318, 79132, 858, 296, 58559, 2959, 2571, 1213, 593, 48516]"
470,"[318, 858, 79132, 58559, 2959, 48780, 2571, 356, 593, 48516]"
474,"[318, 296, 858, 79132, 58559, 2959, 2571, 1213, 593, 48516]"
495,"[318, 296, 858, 79132, 2959, 58559, 2571, 80463, 112552, 48780]"
567,"[318, 79132, 858, 296, 2959, 58559, 2571, 80463, 112552, 48780]"
93,"[318, 858, 296, 79132, 58559, 2959, 2571, 593, 1213, 48516]"
19,"[356, 24, 1603, 1035, 23, 1542, 1554, 160, 322, 1693]"
316,"[318, 79132, 858, 296, 58559, 2959, 2571, 1213, 80463, 112552]"
330,"[318, 296, 2959, 858, 79132, 58559, 2571, 1213, 593, 48516]"
379,"[318, 79132, 858, 58559, 2959, 296, 2571, 80463, 112552, 48780]"
432,"[318, 858, 296, 58559, 79132, 2959, 2571, 593, 527, 48516]"
100,"[296, 318, 2959, 858, 79132, 58559, 2571, 1213, 80463, 593]"
165,"[318, 296, 2959, 858, 79132, 58559, 2571, 1213, 593, 48516]"
26,"[318, 296, 2959, 858, 79132, 58559, 2571, 1213, 80463, 112552]"
54,"[318, 79132, 858, 296, 2959, 58559, 2571, 80463, 112552, 48516]"
79,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 48516]"
156,"[318, 858, 79132, 58559, 2959, 48780, 2571, 112552, 80463, 7361]"
170,"[318, 296, 2959, 858, 79132, 58559, 2571, 356, 593, 48516]"
577,"[318, 296, 858, 2959, 58559, 79132, 2571, 356, 593, 48516]"
592,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
21,"[318, 296, 858, 79132, 58559, 2959, 2571, 1213, 593, 48516]"
126,"[318, 79132, 858, 58559, 2959, 296, 2571, 80463, 112552, 48780]"
141,"[318, 858, 296, 58559, 79132, 2959, 48780, 80463, 112552, 109374]"
159,"[318, 79132, 858, 58559, 2959, 48780, 2571, 7361, 112552, 80463]"
193,"[318, 79132, 858, 296, 58559, 2959, 2571, 80463, 112552, 48780]"
307,[]
359,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 593, 48516]"
489,"[3696, 4306, 487, 1343, 589, 1130, 1055, 2055, 2177]"
503,"[318, 296, 858, 2959, 79132, 58559, 2571, 356, 593, 48516]"
580,"[903, 1230, 795, 5957, 27, 64, 69, 440]"
94,"[318, 79132, 858, 58559, 2959, 48780, 48516, 7361, 112552, 80463]"
109,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 48516]"
132,"[318, 79132, 858, 296, 58559, 2959, 2571, 80463, 112552, 48780]"
179,"[318, 296, 2959, 858, 79132, 58559, 2571, 356, 593, 527]"
318,"[1212, 1354, 1256, 6780, 6851, 6881, 6885, 6902, 3152, 3100]"
411,"[318, 858, 296, 2959, 79132, 58559, 2571, 356, 593, 48516]"
426,"[318, 858, 296, 2959, 79132, 58559, 2571, 356, 593, 48516]"
448,"[1086, 1009, 1270, 2255, 3040, 178, 28, 83, 3516, 5752]"
566,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 1213]"
593,"[318, 858, 296, 2959, 593, 2571, 79132, 48516, 4226, 47]"
16,"[318, 79132, 858, 296, 2959, 58559, 2571, 7361, 80463, 112552]"
38,"[318, 296, 2959, 858, 79132, 58559, 2571, 356, 593, 50]"
173,"[48394, 7361, 109374, 27773, 4973, 48780, 79132, 71033, 44555, 48516]"
222,"[7361, 318, 79132, 48780, 2959, 109374, 1682, 4973, 112552, 80463]"
230,"[318, 79132, 858, 2959, 58559, 296, 2571, 7361, 48780, 80463]"
367,"[318, 79132, 858, 296, 58559, 2959, 2571, 80463, 112552, 48780]"
527,"[318, 858, 296, 2959, 79132, 48780, 7361, 48516, 112552, 80463]"
539,"[7361, 79132, 318, 2959, 48780, 4226, 109374, 4973, 1682, 27773]"
565,"[7361, 48394, 109374, 4973, 27773, 48780, 68237, 71033, 44555, 86781]"
572,"[318, 79132, 858, 296, 58559, 2959, 2571, 80463, 112552, 109374]"
182,"[2176, 1204, 154, 2763, 2193, 1121, 233, 2570, 5348]"
226,"[79, 538, 1041, 1022, 2145, 293, 479, 30, 761, 1544]"
147,"[318, 858, 296, 2959, 79132, 58559, 2571, 1213, 593, 48516]"
102,"[318, 296, 2959, 858, 79132, 2571, 593, 356, 58559, 50]"
394,"[79132, 318, 2959, 48780, 4226, 7361, 50, 27773, 2571, 47]"
447,"[318, 79132, 858, 2959, 296, 2571, 80463, 48516, 7361, 112552]"
32,"[318, 858, 296, 58559, 2959, 2571, 356, 1213, 593, 527]"
115,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 1213]"
201,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 1213, 48516]"
254,"[318, 858, 296, 58559, 2959, 2571, 1213, 593, 80463, 112552]"
282,"[318, 858, 79132, 296, 58559, 2959, 2571, 356, 593, 48780]"
292,"[903, 1354, 1873, 86, 88, 531, 809, 1325, 1347, 1730]"
371,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 48780]"
385,"[318, 858, 79132, 2959, 48780, 593, 48516, 4226, 50, 47]"
600,"[85, 137, 148, 193, 351, 1464, 1571, 1894, 2069, 2076]"
20,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 593, 48516]"
488,"[318, 233, 492, 333, 62, 1218, 178, 36, 306, 4699]"
27,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 1213]"
43,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 356, 48780]"
302,"[318, 79132, 858, 2959, 58559, 296, 2571, 80463, 112552, 48780]"
529,"[318, 79132, 858, 2959, 58559, 296, 2571, 1213, 80463, 112552]"
135,"[318, 296, 2959, 858, 79132, 58559, 2571, 356, 593, 48516]"
219,"[235, 784, 40, 63, 113, 150, 3152, 4496, 1245, 1273]"
517,"[318, 858, 296, 58559, 2959, 2571, 79132, 593, 356, 48516]"
59,"[318, 858, 296, 58559, 79132, 2959, 2571, 356, 593, 80463]"
249,"[352, 1204, 928, 1960, 1391, 1883, 3114, 3535, 3489, 900]"
531,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 80463]"
553,"[318, 79132, 858, 296, 2959, 58559, 2571, 356, 593, 1213]"
589,"[318, 296, 858, 2959, 593, 1213, 2571, 2858, 50, 527]"
178,"[318, 296, 858, 2959, 58559, 79132, 2571, 1213, 593, 48516]"
244,"[318, 858, 296, 2959, 79132, 58559, 2571, 593, 48516, 80463]"
7,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 48516]"
31,"[318, 858, 296, 2959, 79132, 58559, 2571, 593, 48516, 48780]"
153,"[318, 858, 296, 58559, 79132, 2959, 2571, 593, 1213, 48780]"
265,"[318, 296, 2959, 858, 356, 2571, 1213, 593, 527, 50]"
270,"[318, 79132, 858, 2959, 58559, 2571, 356, 593, 48516, 48780]"
305,"[479, 1275, 5459, 2344, 2997, 43, 64, 193, 238, 1150]"
552,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 48516]"
579,"[318, 858, 79132, 58559, 296, 593, 2571, 2959, 48516, 48780]"
36,"[318, 858, 296, 2959, 79132, 58559, 2571, 80463, 112552, 109374]"
280,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
290,"[318, 151, 45, 1873, 75, 86, 1144, 2143, 1475, 2494]"
597,[]
50,"[318, 79132, 858, 296, 2959, 58559, 2571, 7361, 80463, 112552]"
560,"[3147, 46, 1183, 148, 1031, 897, 1221, 1032, 1286]"
483,"[198, 254, 252, 648, 953, 1279, 1120, 1939, 1906, 4871]"
57,"[318, 858, 296, 58559, 2959, 79132, 2571, 80463, 112552, 109374]"
275,"[318, 79132, 858, 296, 58559, 2959, 2571, 80463, 112552, 112183]"
276,"[318, 858, 296, 2959, 79132, 58559, 2571, 80463, 112552, 109374]"
456,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 80463]"
120,"[318, 79132, 858, 2959, 58559, 296, 2571, 593, 4226, 48516]"
167,"[318, 858, 79132, 296, 58559, 2959, 2571, 80463, 112552, 109374]"
328,"[318, 858, 296, 58559, 2959, 2571, 356, 79132, 593, 1213]"
61,"[318, 858, 296, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
66,"[318, 858, 296, 58559, 79132, 2959, 2571, 80463, 112552, 48780]"
76,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
128,"[318, 858, 296, 58559, 79132, 2959, 2571, 1213, 80463, 112552]"
310,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 1213]"
405,"[318, 858, 296, 58559, 79132, 2959, 2571, 356, 593, 48516]"
509,[]
610,[]
122,"[318, 296, 858, 2959, 58559, 79132, 2571, 356, 1213, 593]"
261,"[296, 318, 2959, 858, 79132, 58559, 1213, 2571, 48516, 80463]"
369,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 593, 356]"
370,"[318, 296, 2959, 858, 356, 593, 1213, 2571, 527, 50]"
393,"[318, 296, 858, 2959, 58559, 79132, 2571, 356, 1213, 593]"
424,"[296, 318, 858, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
83,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
384,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 1213]"
434,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
452,[]
39,"[318, 858, 296, 58559, 2959, 79132, 2571, 593, 1213, 80463]"
114,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 1213]"
263,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 80463]"
348,"[318, 296, 858, 2959, 79132, 58559, 356, 2571, 1213, 593]"
52,"[318, 858, 296, 58559, 79132, 2959, 2571, 593, 356, 48780]"
72,"[318, 79132, 858, 296, 58559, 2959, 2571, 1213, 593, 48516]"
164,"[318, 296, 858, 79132, 2959, 58559, 593, 1213, 2571, 48516]"
334,"[318, 858, 296, 79132, 58559, 2959, 2571, 593, 1213, 48516]"
540,"[318, 858, 296, 58559, 79132, 2959, 2571, 356, 593, 1213]"
582,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
596,[]
287,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 1213]"
409,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 593, 7361]"
605,"[318, 858, 296, 58559, 79132, 2959, 2571, 1213, 80463, 112552]"
9,"[318, 858, 79132, 2959, 58559, 296, 2571, 593, 48516, 48780]"
62,"[235, 928, 810, 1276, 1206, 742, 1056, 1343, 71, 2347]"
200,"[318, 858, 296, 79132, 58559, 2959, 2571, 80463, 112552, 109374]"
212,"[318, 858, 296, 58559, 79132, 2959, 2571, 80463, 112552, 48780]"
392,"[318, 79132, 858, 2959, 58559, 296, 2571, 593, 48516, 112552]"
497,"[318, 296, 2959, 858, 79132, 58559, 2571, 1213, 593, 48516]"
510,"[318, 858, 296, 79132, 58559, 2959, 2571, 1213, 593, 48516]"
298,"[72, 220, 959, 1270, 2058, 2267, 1516, 2587, 3537, 5026]"
356,"[318, 79132, 858, 296, 2959, 58559, 2571, 356, 593, 48516]"
450,"[318, 858, 296, 58559, 2959, 79132, 2571, 80463, 112552, 48780]"
110,"[318, 858, 296, 2959, 58559, 79132, 2571, 356, 593, 48516]"
317,"[318, 296, 2959, 79132, 858, 58559, 2571, 356, 593, 48516]"
465,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
69,"[318, 858, 296, 2959, 79132, 58559, 2571, 593, 48516, 48780]"
101,"[318, 79132, 858, 2959, 58559, 296, 2571, 1213, 593, 48516]"
195,"[318, 296, 858, 2959, 79132, 58559, 2571, 356, 593, 48516]"
211,"[318, 296, 858, 2959, 58559, 79132, 2571, 356, 593, 48516]"
246,"[318, 296, 858, 2959, 58559, 2571, 1213, 80463, 112552, 48516]"
312,"[318, 858, 296, 58559, 2959, 79132, 2571, 1213, 593, 48516]"
344,"[318, 858, 296, 2959, 79132, 58559, 2571, 356, 80463, 112552]"
350,"[318, 858, 296, 2959, 79132, 58559, 2571, 356, 593, 48516]"
354,"[318, 296, 858, 2959, 79132, 58559, 2571, 356, 593, 1213]"
295,"[318, 858, 296, 79132, 58559, 2959, 2571, 1213, 593, 48516]"
149,"[318, 858, 79132, 58559, 296, 2959, 2571, 593, 48516, 112552]"
221,"[318, 858, 296, 79132, 58559, 2959, 2571, 593, 48780, 7361]"
303,"[318, 79132, 858, 2959, 58559, 296, 2571, 1213, 593, 112552]"
412,"[318, 858, 296, 2959, 58559, 79132, 593, 1213, 48516, 2571]"
74,"[318, 858, 2959, 58559, 79132, 48780, 48516, 112552, 80463, 109374]"
137,"[318, 296, 858, 2959, 79132, 58559, 2571, 1213, 80463, 112552]"
225,"[318, 296, 858, 2959, 79132, 58559, 2571, 593, 1213, 48516]"
91,[]
104,"[318, 858, 296, 58559, 2959, 79132, 2571, 80463, 112552, 109374]"
410,"[318, 79132, 858, 2959, 58559, 2571, 80463, 112552, 48516, 48780]"
554,"[318, 858, 296, 2959, 79132, 58559, 2571, 112552, 80463, 48516]"
168,"[318, 858, 79132, 296, 58559, 2959, 2571, 593, 112552, 80463]"
352,"[318, 858, 296, 2959, 79132, 58559, 2571, 80463, 112552, 48780]"
197,"[318, 858, 296, 58559, 79132, 2959, 2571, 80463, 112552, 48516]"
231,"[318, 858, 296, 2959, 79132, 2571, 80463, 112552, 48516, 7361]"
407,"[318, 296, 858, 79132, 58559, 2959, 2571, 1213, 80463, 112552]"
53,"[318, 858, 296, 58559, 79132, 2959, 2571, 356, 593, 80463]"
89,"[1179, 1256, 2130, 3735, 3756, 3503, 3912, 3946, 3953, 3978]"
63,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 48516]"
491,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 48516]"
482,"[318, 296, 858, 2959, 58559, 2571, 1213, 80463, 112552, 48516]"
518,"[318, 858, 296, 58559, 2959, 79132, 2571, 356, 593, 1213]"
111,"[89, 233, 237, 764, 897, 1297, 3081, 3385, 4612]"
183,"[318, 858, 296, 2959, 58559, 79132, 2571, 1213, 593, 48516]"
363,"[318, 858, 296, 58559, 2959, 79132, 48516, 80463, 112552, 48780]"
297,"[318, 79132, 858, 2959, 296, 58559, 2571, 356, 593, 80463]"
125,"[318, 79132, 858, 296, 58559, 2959, 2571, 356, 593, 48780]"
522,"[318, 858, 79132, 296, 58559, 2959, 2571, 80463, 112552, 109374]"
382,"[318, 79132, 858, 296, 58559, 2959, 2571, 1213, 593, 48780]"
29,"[318, 858, 296, 58559, 79132, 2959, 2571, 356, 593, 80463]"
