userId,itemIds
284,"[7361, 27773, 4973, 109374, 48394, 44555, 68237, 59387, 71033, 133771]"
349,"[80463, 7361, 3535, 4878, 48780, 27773, 1206, 3949, 8950, 4226]"
414,"[7361, 109374, 68237, 4973, 27773, 48394, 44555, 59387, 61240, 71033]"
419,"[7361, 27773, 133771, 68237, 4973, 59387, 48780, 48394, 109374, 79132]"
428,"[7361, 27773, 4973, 109374, 48394, 44555, 68237, 59387, 71033, 57669]"
468,"[7361, 109374, 106920, 162414, 4973, 180031, 1682, 48394, 6711, 133771]"
18,"[7361, 27773, 4973, 48780, 48394, 109374, 68237, 59387, 71033, 61240]"
136,"[7361, 4973, 109374, 94959, 59387, 7826, 7147, 46976, 48082, 98230]"
191,"[7361, 109374, 94959, 106920, 4973, 180031, 79132, 48394, 133771, 4878]"
75,"[27773, 7361, 44555, 4973, 48394, 71033, 61240, 96829, 89759, 92259]"
77,"[27773, 7361, 4226, 4973, 1206, 2076, 106920, 4878, 6711, 109374]"
96,"[27773, 7361, 4973, 44555, 48394, 71033, 61240, 6016, 89759, 96829]"
124,"[27773, 4973, 48394, 7361, 44555, 6016, 61240, 71033, 89759, 96829]"
171,"[27773, 4973, 7361, 44555, 61240, 71033, 158783, 89759, 96829, 92259]"
266,"[27773, 7361, 44555, 4973, 48394, 71033, 61240, 6016, 89759, 96829]"
308,"[27773, 7361, 133771, 162414, 4973, 109374, 48394, 106920, 158783, 180031]"
364,"[1213, 48516, 1206, 27773, 88129, 1732, 4226, 55820, 50, 79132]"
400,"[79132, 7361, 48780, 109374, 122882, 7826, 68237, 44555, 4973, 59387]"
416,"[27773, 4973, 7361, 48394, 44555, 6016, 61240, 71033, 89759, 96829]"
422,"[27773, 7361, 4973, 109374, 48394, 44555, 79132, 92259, 96829, 112552]"
441,"[27773, 4226, 48516, 47, 2959, 48780, 104879, 112556, 1206, 55820]"
475,"[27773, 7361, 109374, 48394, 4973, 44555, 68237, 61240, 59387, 71033]"
514,"[7361, 109374, 68237, 4973, 27773, 48394, 44555, 59387, 71033, 89759]"
551,"[7361, 27773, 4973, 109374, 48394, 44555, 61240, 71033, 59387, 6016]"
570,"[7361, 27773, 4973, 48394, 109374, 44555, 61240, 71033, 6016, 5618]"
4,"[7361, 27773, 4973, 109374, 48394, 44555, 68237, 71033, 61240, 59387]"
17,"[7361, 4973, 109374, 94959, 106920, 7826, 46578, 96821, 7147, 6711]"
37,"[7579, 2572, 7361, 4973, 6711, 215, 97921, 109374, 106920, 94959]"
119,"[7361, 48394, 4973, 27773, 109374, 68237, 61240, 44555, 59387, 4144]"
152,"[7361, 4973, 109374, 48394, 133771, 94959, 27773, 59387, 61240, 71033]"
227,"[7361, 27773, 109374, 48394, 68237, 59387, 133771, 61240, 7826, 48780]"
262,"[7361, 4973, 109374, 48394, 59387, 94959, 7826, 180031, 106920, 7147]"
309,"[7361, 27773, 4973, 4878, 48394, 109374, 44555, 68237, 61240, 59387]"
339,"[7361, 4973, 48394, 109374, 27773, 44555, 59387, 71033, 61240, 92259]"
357,"[7361, 4973, 109374, 94959, 48394, 7826, 59387, 180031, 1682, 7147]"
413,"[7361, 4973, 27773, 109374, 106920, 79132, 94959, 180031, 2959, 164909]"
477,"[7361, 109374, 94959, 4973, 7826, 1682, 46578, 6711, 96821, 180031]"
513,"[7361, 27773, 48394, 109374, 79132, 4973, 2959, 48780, 4878, 180031]"
542,"[7361, 4973, 48394, 109374, 94959, 180031, 1682, 106920, 7147, 79132]"
558,"[7361, 27773, 4973, 109374, 48394, 44555, 162414, 158783, 79132, 180031]"
568,"[4973, 7361, 109374, 94959, 48394, 59387, 4144, 7826, 180031, 48082]"
583,"[7361, 4973, 109374, 94959, 7826, 46578, 180031, 7147, 1197, 1682]"
599,"[7361, 17, 3498, 86, 1611, 8800, 4769, 1178, 113, 77]"
602,"[7361, 109374, 106920, 94959, 4973, 1682, 6711, 133771, 4878, 180031]"
609,"[7361, 4973, 109374, 48394, 180031, 94959, 59387, 7826, 7147, 79132]"
81,"[4973, 7361, 48394, 109374, 94959, 59387, 7147, 48082, 7826, 69951]"
130,"[4226, 7361, 27773, 133771, 4878, 48780, 68237, 71033, 59387, 89118]"
198,"[7361, 59387, 68237, 4973, 48394, 109374, 4878, 7826, 79357, 48082]"
248,"[7361, 27773, 4973, 109374, 48394, 133771, 68237, 59387, 71033, 89759]"
486,"[7361, 4973, 109374, 94959, 48394, 59387, 133771, 7826, 106920, 180031]"
507,"[7361, 4973, 109374, 106920, 94959, 57669, 46976, 95088, 55280, 133771]"
561,"[7361, 27773, 4973, 109374, 68237, 59387, 48394, 7826, 79357, 133771]"
56,"[7361, 27773, 109374, 68237, 4973, 48780, 48394, 4878, 7826, 57669]"
274,"[7361, 4973, 48394, 109374, 48780, 94959, 7826, 106920, 59387, 92259]"
484,"[7361, 109374, 68237, 4973, 27773, 59387, 48394, 7826, 133771, 98230]"
99,"[7361, 2997, 27773, 4973, 4878, 59387, 48394, 62511, 133771, 68237]"
304,"[7361, 27773, 4973, 48394, 44555, 109374, 61240, 71033, 68237, 59387]"
340,"[7361, 27773, 109374, 68237, 4973, 48780, 48394, 7826, 79132, 59387]"
376,"[1682, 7361, 27773, 4973, 4878, 48780, 48394, 68237, 59387, 7826]"
386,"[7361, 27773, 109374, 68237, 4973, 48780, 48394, 4878, 7826, 1206]"
446,"[7361, 4973, 27773, 48394, 109374, 68237, 59387, 44555, 61240, 71033]"
524,"[7361, 27773, 4973, 59387, 68237, 44555, 61240, 71033, 48394, 109374]"
8,"[7361, 27773, 4973, 109374, 48394, 68237, 59387, 44555, 61240, 71033]"
34,"[7361, 79132, 109374, 112183, 133771, 94959, 4973, 106920, 1682, 46578]"
41,"[7361, 109374, 68237, 4973, 27773, 48780, 48394, 44555, 79132, 71033]"
70,"[7361, 27773, 109374, 68237, 4973, 44555, 48394, 59387, 71033, 92259]"
84,"[7361, 4973, 109374, 94959, 59387, 133771, 106920, 7826, 57669, 180031]"
105,"[7361, 2997, 4973, 27773, 48394, 109374, 68237, 59387, 57669, 44555]"
187,"[7361, 4973, 27773, 48394, 44555, 79132, 109374, 112552, 92259]"
224,"[79132, 7361, 27773, 109374, 68237, 4973, 48780, 4878, 133771, 1206]"
251,"[7361, 27773, 4973, 48394, 109374, 6016, 79132, 44555, 112552, 92259]"
300,"[79132, 7361, 109374, 27773, 4973, 48780, 899, 48516, 94959, 164909]"
301,"[7361, 4973, 27773, 109374, 48394, 44555, 59387, 61240, 71033, 68237]"
347,"[7361, 109374, 68237, 4973, 27773, 133771, 48394, 79132, 1682, 4878]"
423,"[79132, 109374, 27773, 7361, 48780, 68237, 4973, 48516, 48394, 1682]"
463,"[7361, 4973, 27773, 48394, 109374, 68237, 59387, 133771, 5749, 7826]"
470,"[7361, 4973, 109374, 94959, 48394, 59387, 7826, 79357, 48082, 7147]"
474,"[7361, 4973, 27773, 48394, 109374, 79132, 112552, 44555, 6016, 5618]"
495,"[7361, 27773, 4973, 48394, 109374, 79132, 112552, 44555, 6016, 5618]"
567,"[7361, 2997, 4973, 48394, 109374, 68237, 59387, 133771, 57669]"
93,"[7361, 4878, 48394, 27773, 4973, 59387, 44555, 133771, 68237, 71033]"
19,"[7361, 109374, 68237, 27773, 4973, 48394, 48780, 106920, 44555, 79132]"
316,"[7361, 27773, 4973, 109374, 68237, 59387, 44555, 48394, 57669, 71033]"
330,"[7361, 27773, 4973, 44555, 48394, 48780, 61240, 71033, 86781, 89759]"
379,"[27773, 7361, 48780, 68237, 4973, 44555, 48394, 71033, 61240, 59387]"
432,"[7361, 109374, 48394, 27773, 4973, 48780, 1682, 7826, 94959, 79132]"
100,"[7361, 4973, 109374, 94959, 106920, 133771, 79132, 48394, 59387, 4878]"
165,"[7361, 109374, 68237, 4973, 44555, 48394, 59387, 71033, 92259, 89759]"
26,"[7361, 4973, 48394, 27773, 109374, 133771, 162414, 79132, 59387]"
54,"[7361, 4973, 109374, 106920, 46578, 94959, 6711, 1682, 57669, 7826]"
79,"[7361, 4973, 109374, 48394, 48780, 94959, 27773, 7826, 59387, 57669]"
156,"[7361, 109374, 4973, 27773, 48394, 44555, 68237, 59387, 61240, 71033]"
170,"[7361, 27773, 4973, 44555, 48394, 6016, 71033, 61240, 96829, 89759]"
577,"[7361, 109374, 94959, 4973, 27773, 44555, 48394, 71033, 92259, 96829]"
592,"[7361, 48394, 4973, 109374, 44555, 5618, 71033, 59387, 92259, 96829]"
21,"[7361, 4973, 109374, 48394, 48780, 94959, 7826, 59387, 57669, 44555]"
126,"[7361, 4973, 109374, 94959, 6711, 7826, 106920, 46578, 180031, 215]"
141,"[7361, 4973, 109374, 94959, 7826, 59387, 180031, 48394, 89904, 79132]"
159,"[7361, 4973, 48394, 109374, 94959, 1197, 7147, 1682, 46578, 7826]"
193,"[7361, 48394, 109374, 68237, 4973, 27773, 59387, 44555, 61240, 71033]"
307,"[7361, 48394, 4973, 27773, 109374, 68237, 59387, 44555, 55442, 71033]"
359,"[7361, 48394, 59387, 27773, 4973, 4878, 71033, 61240, 44555, 133771]"
489,"[7361, 4973, 27773, 48394, 109374, 68237, 44555, 61240, 71033, 6016]"
503,"[7361, 59387, 68237, 4973, 48394, 109374, 106920, 7826, 180031, 79132]"
580,"[7361, 109374, 94959, 106920, 4973, 1682, 48780, 79132, 7826, 46578]"
94,"[7361, 109374, 94959, 4973, 106920, 133771, 59387, 7826, 79357, 79132]"
109,"[7361, 4973, 27773, 48394, 109374, 68237, 44555, 61240, 71033, 57669]"
132,"[7361, 109374, 68237, 4973, 48780, 48394, 27773, 44555, 4144, 71033]"
179,"[7361, 27773, 4973, 44555, 109374, 48394, 71033, 59387, 92259, 89759]"
318,"[7361, 4973, 48394, 27773, 109374, 112552, 44555, 6016, 5618, 71033]"
411,"[7361, 4973, 27773, 48394, 109374, 68237, 61240, 44555, 59387, 4144]"
426,"[7361, 27773, 4973, 133771, 59387, 68237, 109374, 48394, 57669, 7826]"
448,"[7361, 109374, 94959, 4973, 48394, 1682, 79132, 48780, 7826]"
566,"[7361, 4973, 109374, 94959, 48394, 59387, 7826, 7147, 57669, 1197]"
593,"[7361, 4973, 27773, 48394, 44555, 61240, 59387, 71033, 89759, 96829]"
16,"[7361, 48394, 27773, 4973, 4878, 109374, 1206, 59387, 133771, 71033]"
38,"[7361, 48394, 133771, 68237, 4973, 27773, 4878, 59387, 1206, 109374]"
173,"[48394, 7361, 4973, 59387, 1175, 48082, 1206, 1199, 133771, 4878]"
222,"[7361, 48394, 2997, 4973, 27773, 59387, 4878, 133771, 68237, 109374]"
230,"[7361, 48394, 4878, 4973, 27773, 59387, 133771, 62511, 1206, 48043]"
367,"[7361, 48394, 4973, 27773, 59387, 133771, 68237, 109374, 89759, 71033]"
527,"[7361, 48394, 4973, 27773, 59387, 44555, 4144, 71033, 89759, 61240]"
539,"[1175, 1199, 48394, 7361, 59387, 4878, 27904, 133771, 27773, 48082]"
565,"[48394, 7361, 4973, 59387, 4878, 27773, 133771, 1206, 4848, 109374]"
572,"[7361, 48394, 4973, 27773, 59387, 133771, 68237, 71033, 118880, 109374]"
182,"[27773, 7361, 48394, 4973, 44555, 6016, 5618, 71033, 89759, 96829]"
226,"[27773, 7361, 4973, 48394, 6016, 44555, 5618, 96829, 89759, 92259]"
147,"[112552, 7361, 47099, 92259, 44555, 4973, 7826, 109374, 162414]"
102,"[7361, 4878, 2997, 1682, 4226, 133771, 68237, 5902, 8914, 59387]"
394,"[7361, 4878, 8914, 68237, 133771, 113741, 79357, 114935, 59387, 48082]"
447,"[7361, 27773, 4878, 4973, 4226, 133771, 68237, 59387, 8914, 71033]"
32,"[7361, 4973, 27773, 48394, 109374, 44555, 61240, 71033, 6016, 92259]"
115,"[7361, 4973, 109374, 94959, 48394, 7826, 59387, 46578, 180031, 7147]"
201,"[7361, 4973, 109374, 94959, 7826, 46578, 1682, 106920, 59387, 7147]"
254,"[7361, 4973, 109374, 48394, 7826, 94959, 59387, 44555, 92259, 27773]"
282,"[7826, 4973, 7361, 109374, 94959, 59387, 46578, 1682, 48394, 1197]"
292,"[7361, 109374, 94959, 4973, 48394, 44555, 27773, 59387, 61240, 71033]"
371,"[4973, 7361, 48394, 109374, 94959, 7826, 7147, 59387, 46578, 48082]"
385,"[4973, 7361, 109374, 94959, 7826, 59387, 46578, 180031, 106920, 133771]"
600,"[7361, 109374, 94959, 4973, 7826, 106920, 59387, 92259, 48394, 44555]"
20,"[7361, 4973, 27773, 48394, 44555, 6016, 61240, 71033, 86781, 96829]"
488,"[7361, 27773, 4973, 109374, 48394, 44555, 79132, 133771, 162414, 158783]"
27,"[7361, 109374, 106920, 94959, 48780, 4973, 48394, 7826, 1682, 7147]"
43,"[7361, 109374, 4973, 1682, 48780, 94959, 7826, 7147, 46976, 46578]"
302,"[7361, 27773, 4973, 48394, 109374, 68237, 44555, 61240, 59387, 6016]"
529,"[7361, 4973, 109374, 94959, 106920, 133771, 6711, 79132, 180031, 46578]"
135,"[7361, 4973, 48394, 109374, 112552, 44555, 79132, 71033, 6016, 5618]"
219,"[7361, 4973, 27773, 109374, 48394, 44555, 92259, 61240, 6016, 71033]"
517,"[7361, 4973, 27773, 48394, 109374, 162414, 44555, 71033, 61240, 92259]"
59,"[7361, 109374, 94959, 4973, 48394, 1682, 106920, 59387, 133771, 79132]"
249,"[7361, 27773, 48394, 4973, 109374, 162414, 133771, 112552, 98230]"
531,"[59387, 7361, 27773, 4973, 48394, 133771, 68237, 109374, 61240, 7826]"
553,"[7361, 4973, 27773, 48394, 109374, 44555, 5618, 6016, 4144, 71033]"
589,"[59387, 4973, 7361, 48394, 44555, 27773, 6773, 61240, 6016, 92259]"
178,"[7361, 27773, 4973, 59387, 68237, 48394, 109374, 133771, 89759, 7826]"
244,"[7361, 27773, 133771, 4226, 4878, 4973, 48780, 48394, 2959, 109374]"
7,"[7361, 59387, 68237, 4973, 27773, 48394, 48780, 4878, 7826, 1206]"
31,"[7361, 27773, 4973, 48780, 48394, 109374, 68237, 59387, 71033, 44555]"
153,"[7361, 27773, 133771, 59387, 68237, 7826, 4973, 109374, 48394, 57669]"
265,"[7361, 4973, 109374, 94959, 106920, 59387, 48394, 7826, 57669, 133771]"
305,"[7361, 4973, 48394, 109374, 79132, 112552, 44555, 71033, 6016, 27773]"
552,"[7361, 59387, 4973, 48394, 44555, 6016, 112552, 71033, 4144, 89759]"
579,"[7361, 109374, 122882, 4973, 48780, 1197, 79132, 1201, 180031, 5418]"
36,"[7361, 2997, 4878, 3535, 4226, 2959, 1682, 1292, 133771]"
280,"[7361, 27773, 4973, 4878, 109374, 68237, 59387, 44555, 48394, 71033]"
290,"[7361, 4973, 27773, 109374, 68237, 44555, 48394, 71033, 59387, 92259]"
597,"[7361, 27773, 4973, 109374, 48394, 68237, 44555, 61240, 71033, 59387]"
50,"[7361, 109374, 94959, 4973, 59387, 48394, 7826, 180031, 106920, 79132]"
560,"[7361, 4973, 109374, 94959, 48394, 7826, 7147, 1682, 59387, 79132]"
483,"[7361, 4973, 48394, 27773, 109374, 162414, 44555, 4144, 71033, 61240]"
57,"[7361, 4973, 48394, 27773, 59387, 6016, 44555, 89759, 71033, 112552]"
275,"[7361, 4973, 109374, 94959, 7826, 106920, 92259, 46578, 59387, 44555]"
276,"[4973, 7361, 48394, 109374, 94959, 180031, 7826, 7147, 97938, 59387]"
456,"[7361, 4973, 48394, 109374, 68237, 59387, 7826, 48082, 133771, 79357]"
120,"[27773, 4226, 48780, 112556, 44555, 31364, 73344, 71033, 86781, 158783]"
167,"[7361, 27773, 4973, 48394, 109374, 68237, 59387, 44555, 71033, 6016]"
328,"[7361, 109374, 68237, 4973, 27773, 48394, 44555, 59387, 61240, 71033]"
61,"[7361, 27773, 48780, 4878, 4226, 48516, 1206, 2959, 2571, 47]"
66,"[7361, 109374, 68237, 4973, 27773, 48394, 44555, 59387, 61240, 71033]"
76,"[7361, 109374, 68237, 4973, 48780, 48394, 7826, 106920, 59387, 92259]"
128,"[4973, 7361, 109374, 162414, 44555, 48394, 92259, 27773, 71033, 79132]"
310,"[4973, 7361, 109374, 94959, 59387, 46578, 57669, 7826, 46976, 86882]"
405,"[7361, 1682, 68237, 48780, 4973, 109374, 106920, 7826, 79132, 59387]"
509,"[7361, 109374, 94959, 4973, 48394, 7826, 59387, 133771, 79132]"
610,"[7361, 109374, 94959, 48394, 7826, 4973, 1682, 79132, 48780]"
122,"[7361, 27773, 4973, 48394, 109374, 44555, 61240, 71033, 6016, 92259]"
261,"[296, 7361, 109374, 27773, 4973, 2571, 79132, 318, 2959, 5618]"
369,"[7361, 27773, 4973, 109374, 48394, 68237, 44555, 61240, 59387, 71033]"
370,"[7361, 27773, 4973, 133771, 48394, 109374, 68237, 61240, 59387, 57669]"
393,"[7361, 2997, 133771, 4878, 27773, 59387, 62511, 68237, 109374, 180031]"
424,"[7361, 27773, 4973, 109374, 48394, 68237, 59387, 61240, 7826, 133771]"
83,"[7361, 109374, 68237, 4973, 27773, 7826, 48394, 59387, 44555, 92259]"
384,"[7361, 109374, 94959, 6711, 4973, 106920, 7826, 46578, 180031, 57669]"
434,"[7361, 27773, 4973, 4878, 48394, 109374, 68237, 59387, 44555, 71033]"
452,"[7361, 27773, 4973, 109374, 48394, 7826, 68237, 59387, 44555, 57669]"
39,"[4973, 27773, 7361, 48394, 61240, 44555, 6016, 71033, 89759, 96829]"
114,"[4973, 7361, 109374, 79132, 6711, 180031, 94959, 48394, 133771, 89904]"
263,"[4973, 7361, 27773, 109374, 48394, 44555, 61240, 71033, 59387, 4144]"
348,"[4973, 27773, 7361, 109374, 61240, 133771, 94959, 48394, 57669, 59387]"
52,"[7361, 109374, 48394, 4973, 27773, 59387, 44555, 61240, 71033, 92259]"
72,"[296, 1732, 2571, 2959, 318, 593, 356, 1527, 1682, 293]"
164,"[296, 7361, 27773, 109374, 4973, 2959, 318, 4878, 1682, 79132]"
334,"[7361, 4973, 27773, 48394, 109374, 68237, 44555, 61240, 71033, 59387]"
540,"[7361, 4973, 180031, 79132, 106920, 48394, 109374, 94959, 7826, 7147]"
582,"[7361, 109374, 48394, 318, 79132, 1197, 1682, 48780, 4973, 7826]"
596,"[7361, 27773, 4973, 48394, 6016, 44555, 4144, 71033, 89759, 96829]"
287,"[27773, 7361, 59387, 4973, 48394, 109374, 68237, 61240, 71033, 44555]"
409,"[27773, 4973, 7361, 48394, 109374, 61240, 133771, 68237, 59387, 71033]"
605,"[7361, 27773, 48394, 133771, 68237, 59387, 6016, 4973, 71033, 57669]"
9,"[7361, 27773, 133771, 68237, 59387, 48780, 4878, 48394, 1206, 2997]"
62,"[7361, 27773, 59387, 4878, 4973, 48394, 48780, 44555, 57669, 71033]"
200,"[7361, 27773, 48394, 4973, 44555, 6016, 5618, 71033, 89759, 4144]"
212,"[7361, 27773, 4973, 109374, 48394, 68237, 44555, 59387, 89759, 71033]"
392,"[79132, 48780, 27773, 7361, 109374, 68237, 44555, 4973, 71033, 92259]"
497,"[27773, 4973, 7361, 48394, 109374, 61240, 44555, 6016, 4144, 71033]"
510,"[7361, 27773, 59387, 68237, 71033, 44555, 61240, 92259, 31364, 4973]"
298,"[7361, 109374, 94959, 4973, 48394, 7826, 106920, 59387, 133771, 79132]"
356,"[7361, 133771, 68237, 4973, 27773, 59387, 109374, 48394, 7826, 79132]"
450,"[7361, 109374, 68237, 4973, 48394, 1682, 48780, 106920, 44555, 59387]"
