userId,itemIds,top-50 scores
11,"[457, 110, 150, 592, 296, 380, 480, 593, 590, 588, 377, 165, 356, 318, 589, 344, 153, 316, 32, 10, 47, 364, 527, 50, 595, 34, 185, 208, 780, 367, 648, 231, 161, 1, 349, 597, 329, 500, 736, 253, 292, 434, 587, 339, 539, 733, 454, 39, 300, 288]","[6.650068, 6.6087027, 6.5818167, 6.569215, 6.56512, 6.5372367, 6.5193315, 6.5077863, 6.4877024, 6.4727254, 6.4718747, 6.426532, 6.407159, 6.4020576, 6.347261, 6.318138, 6.3030643, 6.2854977, 6.2639894, 6.257008, 6.217651, 6.1848764, 6.173048, 6.172811, 6.1523004, 6.1256633, 6.0935397, 6.087482, 6.086874, 6.0708694, 6.0471916, 6.0151286, 6.014179, 6.003646, 6.00046, 5.9959006, 5.9899273, 5.989464, 5.9808254, 5.941872, 5.91701, 5.908999, 5.8173103, 5.811002, 5.8021073, 5.755388, 5.7370234, 5.7327423, 5.6867337, 5.669381]"
12,"[2571, 356, 318, 593, 260, 296, 1, 2858, 1196, 50, 1210, 47, 2959, 780, 858, 1198, 480, 527, 2028, 1580, 608, 648, 364, 1036, 2762, 589, 32, 110, 1270, 3578, 4993, 1704, 1197, 1291, 588, 1721, 4306, 150, 293, 1221, 1073, 2628, 5952, 1240, 1193, 7153, 457, 1214, 377, 1136]","[3.9785633, 3.9320557, 3.9060369, 3.900102, 3.876294, 3.7798674, 3.7619448, 3.752947, 3.6720057, 3.6450984, 3.6262536, 3.6160083, 3.607783, 3.6034632, 3.576843, 3.5665789, 3.5552273, 3.5150523, 3.5122902, 3.4811857, 3.4535646, 3.448852, 3.416977, 3.408272, 3.4004014, 3.3935375, 3.3865936, 3.3619528, 3.3619108, 3.3585265, 3.3309417, 3.317243, 3.295487, 3.2930915, 3.2900095, 3.2739136, 3.2678428, 3.2580655, 3.2552633, 3.2442536, 3.24232, 3.230761, 3.2246573, 3.2156422, 3.19035, 3.1833687, 3.1814663, 3.1760547, 3.1742437, 3.1615064]"
13,"[356, 318, 2571, 593, 296, 260, 1, 50, 47, 2959, 2858, 527, 480, 1196, 780, 364, 110, 1198, 589, 858, 1210, 2028, 4993, 150, 648, 32, 588, 1580, 3578, 2762, 1036, 608, 7153, 293, 457, 4306, 5952, 1704, 377, 367, 1291, 1721, 1270, 595, 4226, 592, 1221, 1197, 1193, 344]","[4.5629807, 4.56114, 4.5287485, 4.4782224, 4.397803, 4.32661, 4.214363, 4.206616, 4.2047606, 4.1717587, 4.1703997, 4.1637826, 4.11793, 4.0754123, 4.047076, 4.011867, 3.999621, 3.9970653, 3.9921079, 3.991854, 3.98289, 3.9692974, 3.887335, 3.8797038, 3.865253, 3.8632753, 3.8556867, 3.8339534, 3.824158, 3.8211262, 3.8192337, 3.8001146, 3.7530355, 3.751239, 3.74914, 3.7441113, 3.7436647, 3.732142, 3.719017, 3.7089612, 3.7070851, 3.633036, 3.6290796, 3.6065552, 3.5915403, 3.590129, 3.5849218, 3.5641062, 3.5573134, 3.5531988]"
14,"[457, 380, 150, 110, 592, 590, 165, 153, 377, 588, 316, 344, 480, 296, 349, 161, 292, 434, 208, 589, 593, 10, 253, 185, 329, 356, 318, 454, 595, 231, 34, 364, 32, 339, 300, 527, 47, 367, 288, 500, 597, 539, 50, 410, 39, 736, 266, 225, 587, 648]","[8.531729, 8.519904, 8.461991, 8.461734, 8.457264, 8.43164, 8.383378, 8.338756, 8.284348, 8.235186, 8.20725, 8.197302, 8.185657, 8.166247, 8.164061, 8.163492, 8.144919, 8.113897, 8.065715, 8.01133, 7.99826, 7.994728, 7.99086, 7.9645157, 7.939601, 7.9140835, 7.8812323, 7.8635635, 7.852898, 7.818259, 7.7938766, 7.7937675, 7.787299, 7.7767816, 7.772984, 7.7509975, 7.720113, 7.7133937, 7.67063, 7.657518, 7.654198, 7.6104283, 7.6027985, 7.535346, 7.4748206, 7.453823, 7.4477816, 7.4425597, 7.3851185, 7.3821783]"
15,"[7153, 2571, 2959, 318, 58559, 4993, 79132, 356, 5952, 593, 6377, 4306, 296, 527, 6539, 8961, 4226, 68954, 3578, 260, 5989, 7361, 47, 60069, 59315, 2329, 50, 858, 33794, 4886, 109487, 2858, 364, 48516, 6874, 91529, 2028, 68157, 44191, 2762, 1198, 54286, 4995, 1704, 5445, 1196, 7438, 89745, 4973, 293]","[5.71251, 5.7096, 5.6940365, 5.684236, 5.6616178, 5.629855, 5.61269, 5.5946946, 5.503651, 5.16191, 5.155891, 5.1478653, 5.1089487, 5.086579, 5.080983, 5.037613, 4.993016, 4.9451814, 4.9261565, 4.9221654, 4.85149, 4.8353577, 4.8329525, 4.821441, 4.8110895, 4.790554, 4.7903156, 4.783773, 4.753827, 4.7281265, 4.7268414, 4.7250113, 4.7129292, 4.7051153, 4.705067, 4.702772, 4.6937933, 4.6902976, 4.674408, 4.6572485, 4.650671, 4.6300807, 4.6221604, 4.6137285, 4.535115, 4.5240846, 4.508185, 4.493719, 4.4720607, 4.467855]"
16,"[318, 2571, 356, 593, 296, 260, 2959, 2858, 50, 47, 527, 1, 1196, 480, 858, 4993, 1198, 2028, 364, 1210, 780, 110, 589, 7153, 2762, 5952, 3578, 4306, 1036, 1580, 150, 588, 1704, 32, 648, 608, 293, 1291, 4226, 1721, 367, 457, 6377, 1270, 377, 1221, 58559, 1193, 1197, 595]","[4.7145705, 4.707835, 4.6994667, 4.5832205, 4.508828, 4.4514055, 4.3738494, 4.3129697, 4.304153, 4.3020096, 4.2885118, 4.2715535, 4.179048, 4.1782856, 4.1370125, 4.1208897, 4.118745, 4.098724, 4.093509, 4.073499, 4.0657907, 4.05916, 4.0556793, 4.000273, 3.9749308, 3.9706297, 3.9689085, 3.952517, 3.932243, 3.930516, 3.9262748, 3.886609, 3.8798764, 3.8790655, 3.870651, 3.8650866, 3.8595462, 3.8282866, 3.7994096, 3.7645748, 3.7536864, 3.7534494, 3.7434754, 3.7215264, 3.71472, 3.684419, 3.6778831, 3.6501994, 3.6316416, 3.623564]"
17,"[318, 356, 2571, 593, 296, 2959, 527, 47, 50, 260, 4993, 364, 7153, 480, 110, 589, 1, 2858, 5952, 150, 858, 2028, 1196, 1198, 4306, 58559, 3578, 588, 780, 2762, 293, 1210, 6377, 367, 4226, 1704, 32, 1036, 79132, 457, 344, 377, 2329, 1291, 231, 1580, 7361, 6539, 648, 595]","[5.6547627, 5.6073008, 5.5108747, 5.382219, 5.3582873, 5.2454844, 5.1908836, 5.1004267, 5.0654674, 5.057616, 4.9997163, 4.933486, 4.927101, 4.9244437, 4.9063683, 4.8649416, 4.8513927, 4.851093, 4.8020635, 4.760289, 4.734962, 4.725378, 4.7067204, 4.7046037, 4.700999, 4.6772103, 4.668822, 4.6282616, 4.5929074, 4.5539055, 4.552887, 4.5266438, 4.519511, 4.503684, 4.487595, 4.484762, 4.4731812, 4.466657, 4.4548364, 4.439206, 4.388709, 4.3874903, 4.372232, 4.3690214, 4.3671694, 4.359814, 4.3515396, 4.344129, 4.3440704, 4.318008]"
18,"[2571, 7153, 2959, 4993, 5952, 58559, 318, 356, 79132, 4306, 6377, 6539, 4226, 8961, 260, 3578, 593, 858, 5989, 4886, 2858, 7361, 296, 6874, 33794, 2762, 68954, 1198, 527, 2028, 2329, 1704, 60069, 59315, 4995, 1196, 44191, 48516, 50, 47, 4973, 7438, 5445, 54286, 4896, 5418, 4878, 1721, 68157, 3147]","[4.660428, 4.6388016, 4.6075487, 4.567389, 4.5393, 4.4932213, 4.47944, 4.394288, 4.3772583, 4.2606063, 4.246818, 4.191621, 4.175476, 4.124511, 4.1237907, 4.083796, 4.066775, 4.009957, 3.9873374, 3.9823241, 3.9625084, 3.944924, 3.9410105, 3.9316952, 3.9110281, 3.9096875, 3.9041748, 3.8677473, 3.8668077, 3.8633115, 3.8467462, 3.8341815, 3.8257985, 3.823657, 3.821232, 3.811173, 3.8035946, 3.7867079, 3.7662854, 3.740835, 3.738174, 3.7349355, 3.7306998, 3.6856658, 3.6738322, 3.665782, 3.6632998, 3.648208, 3.6482005, 3.6471188]"
19,"[648, 780, 736, 1073, 1, 733, 608, 32, 1304, 1196, 593, 1617, 6, 260, 1356, 235, 2396, 1210, 223, 480, 5060, 1197, 1097, 919, 1391, 1214, 592, 141, 2797, 457, 1641, 1500, 1127, 551, 2302, 2858, 708, 1270, 2628, 1387, 924, 2406, 2115, 587, 1101, 1393, 296, 50, 1200, 904]","[3.3125992, 3.310289, 3.3092692, 3.2779028, 3.2643974, 3.195537, 3.1664557, 3.1347787, 3.1288059, 3.0686822, 3.0660284, 3.0645413, 3.047646, 3.0475504, 3.040897, 3.0405822, 3.0370212, 3.0304978, 3.0015683, 2.9831178, 2.9771469, 2.9609494, 2.9551966, 2.9520738, 2.9391522, 2.9387093, 2.9181983, 2.9081533, 2.9005857, 2.8997633, 2.8970292, 2.895059, 2.892953, 2.8850996, 2.883695, 2.883366, 2.8811195, 2.8781042, 2.874548, 2.8732438, 2.8698325, 2.8639596, 2.85381, 2.8467145, 2.8443701, 2.8424742, 2.8400133, 2.8372426, 2.8370137, 2.835877]"
20,"[2571, 260, 2858, 318, 356, 593, 1196, 1210, 1, 858, 2959, 1198, 1580, 296, 2028, 2762, 1270, 50, 1036, 608, 780, 4306, 3578, 1704, 47, 4993, 1721, 1197, 1291, 5952, 1221, 2628, 480, 4226, 1136, 7153, 1240, 527, 1214, 648, 1265, 1193, 2683, 1097, 6377, 364, 3793, 924, 4886, 2115]","[3.6272998, 3.5588818, 3.441426, 3.4088478, 3.397114, 3.3510501, 3.3473175, 3.331351, 3.2973742, 3.2898216, 3.2774918, 3.240354, 3.2049465, 3.1978257, 3.1807663, 3.1610405, 3.1584446, 3.1241906, 3.087873, 3.0840569, 3.0781348, 3.0762804, 3.072316, 3.0688293, 3.0683365, 3.057377, 3.049323, 3.0395093, 3.0266175, 3.0054007, 2.9948776, 2.978371, 2.9749627, 2.9678848, 2.966519, 2.9595094, 2.95853, 2.9461613, 2.9343393, 2.927195, 2.9092343, 2.9087648, 2.8945253, 2.8817217, 2.876041, 2.8559635, 2.8527918, 2.8479187, 2.8471308, 2.843885]"
21,"[7153, 58559, 5952, 4993, 79132, 2959, 2571, 6539, 68954, 6377, 8961, 4226, 4306, 59315, 5989, 60069, 6874, 33794, 109487, 4886, 318, 44191, 72998, 89745, 3578, 356, 68157, 48516, 7438, 4896, 7361, 112852, 69122, 91529, 4995, 50872, 5418, 858, 260, 74458, 54286, 48780, 4973, 2762, 106782, 4878, 8368, 122904, 2329, 5445]","[4.2959714, 4.23373, 4.2254076, 4.174369, 4.1691556, 4.1065607, 4.070415, 3.9543033, 3.9267538, 3.9098425, 3.843356, 3.837251, 3.835351, 3.815179, 3.7886713, 3.7497773, 3.748625, 3.7347863, 3.7226453, 3.6907518, 3.677942, 3.6626642, 3.6523025, 3.6354952, 3.6205125, 3.607277, 3.6043468, 3.5782042, 3.5676913, 3.55218, 3.5477314, 3.5270565, 3.5220892, 3.5189023, 3.512778, 3.4884396, 3.4873405, 3.4801354, 3.478378, 3.4640744, 3.4580708, 3.450134, 3.4476082, 3.4437327, 3.4243608, 3.418107, 3.4126308, 3.3904736, 3.377524, 3.3678458]"
22,"[2571, 2959, 318, 356, 7153, 4993, 5952, 58559, 593, 260, 4306, 296, 6377, 79132, 2858, 4226, 3578, 858, 527, 6539, 2028, 8961, 1198, 50, 2762, 47, 1196, 4886, 7361, 1704, 1, 5989, 2329, 364, 1210, 6874, 4995, 1721, 1036, 5445, 33794, 1291, 4973, 293, 480, 1580, 48516, 589, 4022, 44191]","[4.8037806, 4.6748137, 4.6522913, 4.612202, 4.560552, 4.5594387, 4.4634113, 4.3893867, 4.327433, 4.299785, 4.2727685, 4.221277, 4.204945, 4.187289, 4.175517, 4.158276, 4.131245, 4.1300783, 4.116377, 4.099106, 4.0285416, 4.0281744, 4.024281, 4.0171742, 4.0146346, 4.0115485, 3.97584, 3.9507456, 3.943332, 3.9388855, 3.8676753, 3.8627303, 3.8416777, 3.8366814, 3.8265593, 3.8202033, 3.8041117, 3.760344, 3.7567246, 3.754081, 3.7478898, 3.744398, 3.7299252, 3.7188792, 3.7046332, 3.7033985, 3.689408, 3.64567, 3.6356316, 3.6348057]"
23,"[260, 2571, 593, 2858, 356, 318, 1, 1196, 296, 1210, 780, 50, 858, 1198, 1580, 608, 47, 480, 648, 2028, 1270, 2959, 1197, 1036, 2762, 527, 32, 1073, 2628, 1221, 1291, 1214, 1240, 1097, 589, 1721, 364, 1136, 1704, 3578, 110, 1200, 924, 2683, 1265, 293, 588, 1193, 4306, 733]","[3.713068, 3.7077887, 3.6549854, 3.6276186, 3.6078963, 3.6077604, 3.58671, 3.5429993, 3.5114822, 3.5066423, 3.458859, 3.4154098, 3.4003522, 3.3983, 3.3708591, 3.3679602, 3.3606825, 3.3322573, 3.3270104, 3.3234966, 3.2905438, 3.2788723, 3.2583694, 3.2580678, 3.2487223, 3.221272, 3.2081876, 3.1845644, 3.1696444, 3.1493518, 3.1460567, 3.1368632, 3.1343877, 3.1326675, 3.132124, 3.1309452, 3.111938, 3.1065068, 3.1063855, 3.0957222, 3.086986, 3.0588508, 3.0512102, 3.0466795, 3.0386903, 3.0373619, 3.0359972, 3.0344794, 3.0266132, 3.0265281]"
24,"[2571, 318, 356, 2959, 7153, 4993, 593, 5952, 58559, 296, 527, 260, 79132, 4306, 6377, 47, 50, 3578, 2858, 858, 4226, 6539, 2028, 364, 1198, 8961, 2762, 1196, 7361, 1, 1704, 2329, 480, 4886, 589, 5989, 110, 293, 1210, 4995, 1036, 6874, 5445, 1291, 33794, 1721, 48516, 150, 4973, 1580]","[5.230643, 5.2025323, 5.15136, 5.1013045, 4.9612813, 4.953299, 4.837821, 4.825751, 4.804142, 4.7727, 4.6680994, 4.663441, 4.644362, 4.6030264, 4.5310507, 4.529177, 4.51155, 4.492184, 4.4874234, 4.456691, 4.456331, 4.4274774, 4.3872104, 4.382777, 4.370213, 4.355132, 4.3189983, 4.311884, 4.2844424, 4.282314, 4.2676644, 4.241292, 4.2356143, 4.2181168, 4.2025476, 4.1836963, 4.1753864, 4.147939, 4.123858, 4.105654, 4.0920014, 4.0874968, 4.0836377, 4.0582757, 4.054401, 4.025392, 4.008348, 3.9999158, 3.9981544, 3.983777]"
25,"[318, 79132, 58559, 7153, 2959, 356, 2571, 4993, 5952, 527, 296, 593, 6377, 4306, 68954, 6539, 8961, 91529, 47, 109487, 59315, 60069, 4226, 364, 50, 3578, 2329, 68157, 5989, 7361, 260, 48516, 33794, 110, 89745, 54286, 858, 44191, 2028, 74458, 589, 4886, 6874, 116797, 2858, 480, 1198, 4995, 2762, 293]","[6.609196, 6.5909114, 6.5605516, 6.5250573, 6.506484, 6.5058827, 6.4743314, 6.4248443, 6.231078, 6.0295334, 6.0013323, 5.9975653, 5.8335114, 5.817216, 5.7528152, 5.732702, 5.720751, 5.696431, 5.660872, 5.623996, 5.593333, 5.591454, 5.5895047, 5.573015, 5.572747, 5.554249, 5.535488, 5.514066, 5.508077, 5.4979196, 5.4932356, 5.398006, 5.3860035, 5.370756, 5.3598514, 5.359118, 5.344225, 5.3430214, 5.3077936, 5.301706, 5.300856, 5.2609324, 5.260661, 5.253773, 5.2517805, 5.22334, 5.213941, 5.2103763, 5.181529, 5.167795]"
26,"[110, 150, 380, 457, 165, 592, 590, 153, 292, 434, 344, 377, 349, 161, 588, 208, 316, 296, 480, 253, 589, 454, 185, 356, 593, 318, 10, 329, 231, 527, 364, 339, 595, 288, 300, 47, 367, 34, 225, 32, 500, 410, 50, 539, 597, 266, 39, 587, 350, 736]","[9.87483, 9.8619, 9.861495, 9.828866, 9.758075, 9.7165575, 9.7064905, 9.664793, 9.627736, 9.568363, 9.564304, 9.545335, 9.532804, 9.512293, 9.51217, 9.50222, 9.492425, 9.48107, 9.447269, 9.363024, 9.310781, 9.224558, 9.218922, 9.218077, 9.217448, 9.207342, 9.1965, 9.19126, 9.18411, 9.084218, 9.076832, 9.074423, 9.071677, 9.031431, 8.967514, 8.958737, 8.951452, 8.929555, 8.868627, 8.854212, 8.841477, 8.797658, 8.770787, 8.743212, 8.741711, 8.663166, 8.590555, 8.366217, 8.362391, 8.328679]"
27,"[593, 1, 780, 260, 648, 296, 356, 318, 480, 1196, 2571, 32, 50, 2858, 1210, 608, 47, 1073, 736, 733, 457, 588, 589, 110, 1198, 1580, 377, 592, 527, 150, 1197, 858, 364, 1270, 2028, 1036, 34, 1097, 10, 2628, 1214, 590, 223, 595, 367, 1240, 380, 1200, 597, 6]","[3.8877056, 3.8589056, 3.8304043, 3.7799935, 3.7534182, 3.7436748, 3.7296352, 3.7174644, 3.6900864, 3.6710083, 3.651239, 3.6511536, 3.6412518, 3.6255636, 3.6149333, 3.5993931, 3.581121, 3.5608454, 3.5322268, 3.528396, 3.4998953, 3.4807556, 3.4564044, 3.4529965, 3.4406598, 3.4399092, 3.434781, 3.4279604, 3.3905263, 3.390429, 3.3801005, 3.3711953, 3.3665087, 3.34974, 3.3425188, 3.310844, 3.31027, 3.3044589, 3.30189, 3.2973843, 3.2861328, 3.280695, 3.2794218, 3.2638254, 3.259536, 3.2497835, 3.2365875, 3.2185385, 3.2038038, 3.202587]"
