userId,itemId
101,"[7381, 478, 26745, 3837, 7000, 3667, 110541, 276, 4496, 3390]"
102,"[26745, 3087, 7445, 1053, 4496, 799, 6994, 7381, 276, 85367]"
103,"[4789, 81132, 26745, 7000, 3837, 1611, 3667, 6994, 102033, 91842]"
104,"[1611, 2266, 2752, 26745, 276, 799, 1627, 27549, 85367, 482]"
105,"[7000, 4789, 132157, 3837, 81132, 2752, 485, 799, 3390, 4498]"
106,"[8008, 3837, 7000, 799, 1627, 4498, 909, 4992, 2008, 2726]"
107,"[26745, 808, 1053, 33421, 144620, 276, 2008, 2385, 1627, 7381]"
108,"[26745, 2008, 799, 85367, 1053, 1627, 2266, 6436, 74754, 2726]"
109,"[1611, 27549, 478, 799, 2008, 26745, 1627, 85367, 4496, 315]"
110,"[1611, 482, 2752, 4496, 2008, 799, 1627, 26745, 1565, 27549]"
111,"[4789, 1627, 799, 102033, 3667, 81132, 132157, 7000, 1611, 3837]"
112,"[276, 26745, 2752, 485, 2008, 85367, 2266, 2681, 64, 799]"
113,"[26745, 4789, 799, 81132, 6774, 3667, 276, 1824, 478, 2752]"
114,"[1611, 3390, 5329, 26745, 4022, 4789, 2726, 3837, 27549, 909]"
115,"[26745, 85367, 7102, 7445, 2008, 2752, 478, 1627, 799, 276]"
116,"[26745, 799, 2752, 7445, 2266, 88129, 123553, 7381, 478, 85367]"
117,"[26745, 1053, 799, 3087, 3667, 276, 52, 2266, 1611, 2008]"
118,"[2134, 4412, 70305, 6558, 3783, 2148, 60737, 26745, 7046, 6228]"
119,"[4789, 3837, 81132, 3667, 7445, 26745, 91842, 132157, 7000, 485]"
120,"[1611, 543, 2752, 51082, 2008, 3436, 7048, 85367, 3649, 64]"
121,"[26745, 1053, 3087, 74754, 808, 3667, 799, 7381, 6994, 276]"
122,"[4789, 81132, 485, 7000, 1611, 799, 2752, 478, 144620, 224]"
123,"[799, 7000, 2266, 2752, 8008, 3837, 26745, 4496, 7102, 276]"
124,"[1053, 26745, 3667, 7102, 799, 1611, 2008, 2726, 7381, 276]"
125,"[4789, 1611, 81132, 26745, 7445, 3837, 1627, 799, 102033, 2726]"
126,"[26745, 276, 909, 7381, 81788, 3099, 3667, 1053, 3141, 7149]"
127,"[26745, 5298, 58078, 3783, 27644, 4235, 3099, 71304, 3390, 6044]"
128,"[26745, 3667, 2726, 1824, 2752, 6994, 276, 1053, 4789, 4848]"
129,"[799, 102033, 132157, 276, 7000, 2266, 1627, 26745, 1611, 85367]"
130,"[26745, 276, 7381, 909, 201, 7149, 1257, 2417, 7228, 3099]"
131,"[485, 144620, 478, 132157, 4789, 7000, 1611, 26745, 7102, 81132]"
132,"[26745, 52, 799, 6774, 81132, 276, 2681, 2266, 140852, 7102]"
133,"[26745, 276, 1053, 3099, 7445, 81788, 3667, 85367, 74754, 7381]"
134,"[3087, 26745, 485, 7228, 144620, 3667, 7445, 85367, 2681, 276]"
135,"[1611, 26745, 482, 478, 2752, 799, 88129, 2266, 5329, 315]"
136,"[26745, 1053, 4496, 2266, 799, 7445, 1627, 144620, 1824, 81788]"
137,"[4789, 26745, 478, 7228, 3667, 6994, 7102, 3837, 81132, 485]"
138,"[3667, 1053, 26745, 3837, 7149, 2266, 1175, 7137, 276, 3165]"
139,"[4789, 3837, 7000, 6994, 2726, 4498, 2752, 3667, 7102, 7445]"
140,"[4789, 26745, 2266, 81132, 2752, 102033, 6994, 7445, 144620, 132157]"
141,"[2752, 1611, 4496, 123553, 26745, 8008, 799, 4022, 88129, 2266]"
142,"[26745, 7381, 1053, 3667, 3141, 3390, 125, 276, 70305, 26686]"
143,"[26745, 7445, 4789, 2912, 7000, 3667, 102033, 799, 1053, 420]"
144,"[26745, 799, 33421, 1053, 276, 2385, 2266, 85367, 2681, 2752]"
145,"[26745, 3099, 276, 7381, 7149, 2385, 2417, 52, 1053, 7228]"
146,"[26745, 276, 7445, 3667, 2266, 2752, 2008, 110541, 3165, 1053]"
147,"[1175, 3667, 1053, 1627, 26745, 1824, 4789, 3390, 909, 140133]"
148,"[8008, 276, 3837, 2266, 7445, 26745, 2066, 909, 2008, 2752]"
149,"[1053, 7102, 26745, 2681, 276, 132157, 3667, 6994, 478, 7228]"
150,"[3176, 61323, 293, 3499, 57669, 45730, 52, 35836, 1732, 2324]"
151,"[88129, 482, 1611, 7048, 73266, 1565, 2259, 64, 55729, 7262]"
152,"[2752, 4789, 26745, 8008, 2726, 276, 1611, 1053, 2008, 7102]"
153,"[26745, 2752, 2266, 85367, 3087, 4789, 4975, 3390, 224, 7445]"
154,"[4789, 3390, 2066, 26745, 2726, 808, 2733, 1611, 799, 184]"
155,"[799, 478, 88129, 1611, 1627, 482, 6949, 33421, 4789, 2008]"
156,"[26745, 81132, 52, 6774, 478, 4789, 7149, 6994, 799, 2752]"
157,"[3667, 3837, 7445, 26745, 6994, 3390, 91842, 70305, 7381, 1053]"
158,"[7000, 7381, 808, 7149, 1053, 7030, 2066, 4218, 52241, 799]"
159,"[26745, 276, 1053, 85367, 2266, 6436, 7167, 3087, 2008, 7149]"
160,"[2266, 799, 2008, 26745, 1611, 73266, 1627, 2752, 482, 276]"
161,"[808, 26745, 7149, 448, 455, 2008, 3667, 201, 276, 1257]"
162,"[52, 26745, 4789, 7254, 3087, 4975, 799, 2266, 6774, 2681]"
163,"[26745, 2752, 85367, 276, 4848, 236, 1611, 543, 2865, 2008]"
164,"[7000, 7381, 26745, 1053, 7228, 6994, 74754, 3667, 276, 2558]"
165,"[2008, 26745, 5329, 64, 88129, 2726, 1053, 2252, 7884, 7445]"
166,"[26745, 4789, 1053, 799, 7228, 6994, 7000, 478, 276, 2752]"
167,"[276, 799, 4537, 1627, 482, 33421, 2266, 85367, 1611, 27549]"
168,"[4789, 26745, 2752, 81132, 7445, 3667, 7228, 478, 2822, 83976]"
169,"[1627, 26745, 482, 2008, 799, 7445, 3837, 276, 1611, 2752]"
170,"[26745, 1627, 2008, 808, 4496, 4789, 799, 3667, 2912, 3837]"
171,"[482, 88129, 799, 1611, 2008, 26745, 543, 2752, 315, 2265]"
172,"[26745, 6436, 276, 85367, 52, 2266, 7149, 74754, 3900, 2385]"
173,"[7381, 26745, 3667, 144620, 7228, 3783, 2868, 99130, 70305, 276]"
174,"[26745, 1053, 276, 1627, 7445, 3087, 7000, 799, 4496, 85367]"
175,"[70305, 26745, 2455, 464, 103, 3387, 27140, 93, 4412, 100579]"
176,"[26745, 1611, 7445, 478, 482, 4496, 6994, 7381, 5574, 7102]"
177,"[4789, 3837, 26745, 7000, 3667, 2752, 7445, 1627, 85367, 4496]"
178,"[26745, 276, 2266, 1053, 7381, 7228, 3667, 6044, 909, 7149]"
179,"[26745, 276, 1611, 2385, 4789, 3087, 2681, 132157, 52, 2752]"
180,"[276, 2252, 1627, 64, 2752, 2266, 2008, 26745, 2726, 2865]"
181,"[1611, 799, 2008, 482, 4496, 84942, 5329, 49284, 2266, 2912]"
182,"[799, 26745, 2752, 4789, 1611, 6774, 2252, 132157, 485, 478]"
183,"[26745, 7445, 1611, 2008, 478, 4789, 7102, 799, 2475, 88129]"
184,"[26745, 4789, 1053, 3667, 799, 132157, 3837, 7884, 2726, 7381]"
185,"[26745, 7149, 1053, 3667, 276, 52241, 201, 85367, 1257, 33629]"
186,"[799, 276, 482, 7000, 2266, 132157, 478, 4789, 26745, 88129]"
187,"[4789, 26745, 799, 7445, 2266, 3390, 276, 4975, 3667, 144620]"
188,"[1611, 81132, 276, 2008, 1053, 85367, 26745, 4789, 138546, 1627]"
189,"[455, 26745, 4789, 7228, 276, 3837, 7381, 2266, 2868, 1257]"
190,"[3837, 3667, 26745, 5433, 7000, 3390, 4789, 2266, 276, 31367]"
191,"[52, 60074, 57669, 26745, 3499, 38061, 69757, 7149, 79702, 1053]"
192,"[276, 26745, 909, 70305, 3667, 81788, 144620, 1053, 87, 7381]"
193,"[26745, 4789, 2752, 8008, 2008, 4848, 7381, 1053, 4496, 478]"
194,"[3783, 3667, 26745, 3099, 34450, 65740, 79702, 87, 6030, 7149]"
195,"[1611, 799, 2752, 2266, 478, 138546, 88129, 26745, 1627, 482]"
196,"[7000, 144620, 2835, 485, 26745, 3837, 4496, 3390, 63859, 7381]"
197,"[123553, 5329, 88129, 1611, 315, 26745, 799, 84942, 482, 543]"
198,"[26745, 52, 81132, 4789, 6774, 7228, 478, 799, 276, 132157]"
199,"[26745, 85367, 478, 7102, 276, 7000, 1053, 6994, 2752, 3390]"
200,"[2752, 1627, 26745, 132157, 7000, 2266, 1611, 2252, 81132, 276]"
201,"[26745, 276, 2266, 2008, 1627, 4789, 2752, 799, 2385, 7445]"
202,"[81132, 35836, 6774, 73266, 3176, 2681, 27549, 52, 478, 61323]"
203,"[4789, 3837, 7000, 144620, 485, 4496, 799, 132157, 102033, 6994]"
204,"[799, 1611, 2266, 1199, 2008, 5329, 4975, 26745, 478, 132157]"
205,"[8008, 2752, 2726, 1611, 2266, 799, 6797, 88129, 4789, 2333]"
206,"[52, 57669, 3176, 3499, 61323, 1732, 410, 68157, 81132, 2681]"
207,"[276, 26745, 6044, 52241, 85367, 6436, 2266, 4235, 808, 2822]"
208,"[26745, 7445, 7381, 1053, 3667, 52241, 45672, 3165, 91842, 3946]"
209,"[26745, 2266, 6044, 7000, 4789, 2468, 7445, 2860, 7381, 7884]"
210,"[2726, 7102, 4789, 26745, 799, 2008, 7884, 1824, 3667, 3390]"
211,"[7000, 276, 4789, 2752, 3667, 6044, 2266, 26745, 1053, 1627]"
212,"[4789, 26745, 2752, 2726, 7000, 1611, 478, 799, 2266, 4498]"
213,"[26745, 7381, 3087, 1053, 6287, 7149, 3667, 83976, 125, 144620]"
214,"[276, 88129, 31909, 73266, 1627, 64, 6436, 1565, 2008, 33421]"
215,"[4789, 7000, 478, 485, 132157, 144620, 799, 6994, 2681, 102033]"
216,"[4789, 26745, 478, 3667, 1053, 455, 7149, 132157, 799, 2008]"
217,"[26745, 88129, 478, 1611, 2752, 33421, 799, 482, 138546, 132157]"
218,"[26745, 276, 4789, 7149, 7445, 3667, 6044, 1627, 2752, 140852]"
219,"[1611, 85367, 799, 2752, 4975, 7102, 138546, 132157, 7445, 7000]"
220,"[1627, 478, 1611, 2752, 88129, 102033, 799, 485, 6774, 7102]"
221,"[81132, 4789, 6774, 26745, 52, 2681, 478, 799, 132157, 88129]"
222,"[478, 26745, 4789, 6994, 7000, 799, 2008, 7228, 2726, 3667]"
223,"[26745, 3837, 7445, 799, 1627, 1053, 1611, 3667, 102033, 4789]"
224,"[478, 4496, 88129, 33421, 482, 102033, 2008, 799, 7000, 132157]"
225,"[144620, 799, 140852, 26745, 1053, 7381, 27549, 2266, 60363, 3667]"
226,"[799, 1611, 26745, 85367, 4789, 2008, 5329, 1627, 123553, 7000]"
227,"[91842, 4789, 3667, 26745, 7445, 3837, 2726, 4496, 4498, 2752]"
228,"[799, 88129, 2726, 482, 7102, 1611, 2008, 26745, 1824, 2475]"
229,"[1053, 3667, 26745, 808, 144620, 91842, 276, 7149, 201, 1175]"
230,"[26745, 276, 7000, 7445, 7381, 2681, 478, 3667, 4789, 2294]"
231,"[26745, 478, 7102, 1053, 7381, 2752, 909, 4496, 3087, 4432]"
232,"[2752, 1611, 7445, 102033, 4789, 7000, 1627, 85367, 26745, 2008]"
233,"[26745, 7000, 276, 7445, 3837, 3667, 6044, 4789, 85367, 2266]"
234,"[276, 26745, 799, 33421, 2752, 1611, 1627, 2266, 4789, 482]"
235,"[26745, 52, 276, 1053, 7445, 3667, 7149, 2266, 7381, 1500]"
236,"[3390, 799, 1053, 3667, 5329, 4496, 26745, 7381, 7445, 51927]"
237,"[26745, 3087, 799, 7445, 5329, 4975, 4789, 2008, 4848, 3127]"
238,"[276, 2266, 26745, 7445, 85367, 7000, 1627, 2752, 4789, 236]"
239,"[4789, 6994, 7000, 799, 2752, 478, 132157, 26745, 3667, 485]"
240,"[1611, 88129, 478, 482, 485, 799, 84942, 132157, 2912, 5329]"
241,"[26745, 4789, 2752, 1053, 478, 3390, 799, 7228, 3837, 7102]"
242,"[26745, 276, 7381, 7445, 909, 110541, 85367, 2266, 2385, 4496]"
243,"[3667, 3837, 1053, 26745, 7381, 91842, 7000, 2294, 70305, 7445]"
244,"[799, 132157, 88129, 33421, 478, 1053, 1611, 26745, 2008, 6774]"
245,"[26745, 6994, 3667, 1053, 74754, 2860, 91842, 909, 52241, 276]"
246,"[4789, 485, 7000, 6994, 102033, 3667, 3837, 2726, 7445, 2752]"
247,"[3837, 26745, 7445, 2752, 4496, 7228, 276, 4789, 7000, 7149]"
248,"[7102, 7000, 799, 7381, 2726, 4498, 26745, 4789, 3837, 6994]"
249,"[1611, 2752, 4789, 799, 132157, 8008, 478, 102033, 88129, 81132]"
250,"[482, 1627, 7048, 315, 88129, 1611, 543, 799, 4496, 2475]"
251,"[2008, 478, 4496, 88129, 799, 6774, 482, 543, 132157, 4789]"
252,"[26745, 4789, 7445, 3837, 478, 3087, 8610, 276, 2752, 3667]"
253,"[26745, 1392, 2266, 184, 7445, 81788, 276, 2415, 3837, 2752]"
254,"[26745, 4789, 1053, 478, 3667, 2266, 7000, 144620, 276, 7445]"
255,"[27549, 799, 71468, 482, 1611, 5574, 33421, 1053, 184, 84942]"
256,"[2752, 276, 2726, 2266, 7000, 1627, 7102, 26745, 85367, 799]"
257,"[2008, 88129, 1627, 478, 799, 7445, 315, 2912, 482, 7102]"
258,"[2008, 4848, 26745, 276, 4789, 140133, 2726, 799, 7445, 3099]"
259,"[799, 1627, 420, 88129, 7445, 315, 3667, 2726, 2468, 2912]"
260,"[26745, 3390, 2752, 1611, 4789, 85367, 478, 276, 799, 3837]"
261,"[26745, 2266, 276, 4496, 1627, 7445, 799, 2752, 2008, 85367]"
262,"[478, 26745, 799, 2385, 81788, 1053, 1611, 4885, 2008, 39231]"
263,"[26745, 1611, 1627, 276, 4537, 2266, 85367, 2008, 27549, 315]"
264,"[73266, 7048, 1611, 478, 88129, 482, 132157, 85367, 7930, 64]"
265,"[26745, 4789, 799, 482, 88129, 2266, 1611, 1627, 2008, 7381]"
266,"[799, 478, 2752, 2266, 88129, 2008, 73266, 33421, 26745, 1611]"
267,"[3176, 68848, 61323, 81132, 6774, 410, 60069, 52, 132157, 4789]"
268,"[3667, 4789, 6994, 91842, 3165, 7149, 7228, 1053, 26745, 886]"
269,"[1611, 808, 1658, 2008, 85367, 8008, 123553, 26745, 1824, 3436]"
270,"[61323, 3176, 81132, 35836, 6774, 3499, 1089, 293, 27549, 45730]"
271,"[4992, 184, 144620, 3087, 808, 4789, 40851, 87306, 79139, 71468]"
272,"[4789, 6228, 3783, 26745, 3667, 4195, 7445, 3557, 3141, 8044]"
273,"[26745, 52, 7149, 1053, 276, 7381, 33421, 2385, 7445, 144620]"
274,"[2752, 799, 7445, 26745, 4789, 88129, 7000, 102033, 485, 4022]"
275,"[26745, 2752, 4789, 3667, 6994, 1627, 799, 3390, 4496, 478]"
276,"[1611, 4537, 2008, 478, 799, 64, 7125, 1053, 33421, 88129]"
277,"[88129, 1611, 482, 808, 799, 34397, 123553, 2008, 4537, 4789]"
278,"[26745, 52, 7149, 478, 4789, 276, 7000, 85367, 455, 4992]"
279,"[4789, 2752, 26745, 7000, 799, 144620, 276, 478, 91842, 102033]"
280,"[26745, 1611, 132157, 2752, 2294, 3837, 4789, 27549, 276, 7000]"
281,"[2294, 140852, 4443, 2835, 7445, 3667, 485, 1175, 26745, 2613]"
282,"[799, 26745, 102033, 2752, 478, 7000, 4789, 6994, 1611, 485]"
283,"[26745, 799, 3837, 2681, 6774, 4496, 485, 102033, 7102, 27549]"
284,"[1053, 26745, 799, 7381, 144620, 3667, 276, 74754, 81788, 33421]"
285,"[26745, 4789, 7228, 91842, 2488, 276, 91233, 6044, 808, 455]"
286,"[26745, 2266, 276, 81788, 5679, 4496, 7445, 2468, 1627, 85367]"
287,"[26745, 3837, 2266, 799, 7000, 4496, 8008, 2008, 7445, 1392]"
288,"[2752, 4789, 6994, 26745, 1611, 132157, 1627, 478, 2252, 81132]"
289,"[26745, 808, 91842, 81788, 236, 7000, 1627, 4789, 4496, 3390]"
290,"[4789, 81132, 26745, 799, 478, 2752, 132157, 3087, 6774, 6994]"
291,"[8008, 2266, 6436, 26745, 2008, 808, 2726, 2752, 276, 799]"
292,"[4789, 2752, 26745, 799, 102033, 7000, 7445, 132157, 478, 4498]"
293,"[85367, 5329, 1627, 1611, 276, 478, 7102, 482, 2008, 88129]"
294,"[26745, 2266, 2008, 132157, 478, 1627, 799, 1611, 81132, 276]"
295,"[2008, 26745, 1053, 276, 1611, 478, 7149, 2752, 1257, 3087]"
296,"[88129, 315, 2008, 799, 543, 6587, 5329, 1611, 4789, 6774]"
297,"[26745, 7381, 7445, 799, 81132, 144620, 2912, 4789, 2266, 1611]"
298,"[2752, 1611, 799, 7000, 4789, 4992, 8008, 81132, 2266, 102033]"
299,"[2835, 7381, 3667, 2455, 7000, 170, 2860, 26745, 33421, 102033]"
300,"[26745, 4789, 1264, 7228, 276, 4848, 3390, 7445, 2488, 2868]"
301,"[799, 3837, 132157, 26745, 4789, 2266, 7000, 102033, 4496, 1611]"
302,"[3176, 57669, 61323, 68848, 52, 293, 3499, 1089, 1732, 2681]"
303,"[2008, 2266, 1611, 88129, 799, 2252, 26745, 482, 49284, 2726]"
304,"[81132, 3176, 26745, 2266, 6774, 1611, 132157, 2681, 1053, 276]"
305,"[4789, 81132, 2752, 26745, 7000, 478, 1611, 132157, 138546, 7228]"
306,"[26745, 4789, 2008, 7445, 276, 4498, 3837, 2266, 4848, 799]"
307,"[4789, 26745, 2752, 132157, 7445, 7000, 799, 81132, 102033, 3837]"
308,"[276, 3837, 2752, 1627, 7000, 132157, 7102, 2726, 7445, 478]"
309,"[110541, 81132, 478, 132157, 26745, 4789, 7228, 2681, 2752, 2008]"
310,"[6774, 61323, 3176, 81132, 27549, 57669, 1089, 1611, 478, 26745]"
311,"[482, 1611, 2265, 7102, 2752, 88129, 2008, 102033, 2252, 478]"
312,"[26745, 478, 6994, 7102, 276, 3667, 4789, 7149, 2752, 7228]"
313,"[26745, 799, 478, 276, 88129, 2752, 7000, 2266, 485, 4496]"
314,"[26745, 1053, 276, 4496, 85367, 3667, 2008, 7445, 2266, 3087]"
315,"[81132, 799, 485, 7102, 132157, 4789, 2008, 390, 1611, 1627]"
316,"[1627, 799, 2008, 276, 26745, 3667, 27549, 1611, 4218, 478]"
317,"[4789, 7000, 2752, 26745, 276, 1611, 3740, 485, 478, 2726]"
318,"[799, 4789, 26745, 2752, 1611, 7000, 2266, 3390, 85367, 27549]"
319,"[4848, 6510, 4496, 1327, 1175, 7381, 26745, 1053, 1529, 799]"
320,"[26745, 3099, 30846, 618, 909, 2266, 7149, 27644, 92264, 81788]"
321,"[26745, 276, 1053, 2266, 7149, 808, 6994, 7381, 85367, 2558]"
322,"[26745, 2266, 1053, 85367, 81788, 799, 2752, 4392, 6436, 276]"
323,"[1053, 3667, 26745, 276, 7381, 2385, 808, 2008, 4789, 2726]"
324,"[6436, 64, 26745, 808, 85367, 7030, 1053, 1824, 2266, 1611]"
