userId,itemId
280,"[2435, 4410, 4956, 31083, 4409, 2973, 198, 5241, 26453, 1667]"
281,"[870, 26887, 3259, 43919, 430, 7730, 3606, 4410, 198, 6658]"
282,"[4410, 2435, 198, 4409, 1791, 31083, 5241, 2973, 1667, 4956]"
283,"[4409, 4410, 198, 1791, 26693, 26887, 4956, 105801, 6975, 1667]"
284,"[4410, 4409, 198, 31083, 493, 1667, 2435, 5178, 5568, 2973]"
285,"[26887, 1107, 5322, 4409, 2435, 4410, 26649, 6975, 26453, 3259]"
286,"[4410, 4409, 2435, 2973, 198, 6658, 5241, 5178, 31083, 1667]"
287,"[4410, 4409, 3259, 2435, 105801, 5241, 2973, 7107, 198, 1667]"
288,"[4410, 2435, 31083, 4409, 4956, 5241, 198, 2973, 1667, 26453]"
289,"[1667, 5322, 4956, 2587, 55278, 92198, 418, 4994, 7107, 2435]"
290,"[4409, 2435, 4410, 4956, 5241, 7107, 31083, 198, 1667, 2973]"
291,"[6658, 7839, 4409, 26887, 2969, 2435, 3259, 26453, 8609, 959]"
292,"[4410, 4409, 2435, 2973, 4956, 5241, 31083, 7107, 6658, 3259]"
293,"[198, 1667, 1414, 6975, 55294, 2435, 2289, 9, 1483, 4410]"
294,"[4410, 2435, 4409, 31083, 198, 1667, 4956, 26453, 2973, 3259]"
295,"[2435, 4410, 3259, 3823, 75, 198, 3310, 4409, 5322, 5241]"
296,"[4410, 2405, 4699, 173619, 6588, 5241, 2973, 26453, 27193, 5568]"
297,"[1667, 31083, 4409, 4956, 198, 2435, 43919, 3259, 4410, 2973]"
298,"[4409, 2435, 4956, 4410, 7107, 26887, 31083, 3259, 5241, 26453]"
299,"[4410, 4409, 5209, 121469, 2435, 26693, 7107, 105801, 55294, 26861]"
300,"[2435, 1244, 82093, 1916, 6658, 1667, 5390, 4410, 8511, 26887]"
301,"[4409, 2435, 4410, 26887, 5241, 198, 4956, 2973, 7107, 26453]"
302,"[1594, 496, 1244, 2587, 198, 2435, 493, 5178, 1667, 492]"
303,"[4409, 198, 1667, 4410, 2973, 2435, 1791, 4699, 4956, 92198]"
304,"[4410, 2435, 4409, 3259, 1667, 4956, 198, 2973, 4699, 5450]"
305,"[2435, 4410, 4409, 4956, 5241, 7107, 6658, 3259, 31083, 26453]"
306,"[6658, 4956, 2435, 1244, 4410, 5241, 31083, 2973, 6588, 7839]"
307,"[4409, 4410, 2435, 4956, 198, 31083, 7107, 1791, 1667, 2973]"
308,"[4410, 198, 4409, 2435, 31083, 2973, 4956, 5241, 3259, 493]"
309,"[2435, 4410, 4409, 26453, 26887, 55294, 2973, 31083, 5241, 198]"
310,"[1667, 2435, 121469, 198, 4409, 7107, 4410, 31083, 26453, 2973]"
311,"[2435, 1179, 3130, 2973, 1667, 5178, 26453, 6860, 198, 7107]"
312,"[2435, 31083, 4410, 4409, 2973, 1667, 26453, 4956, 198, 7107]"
313,"[4410, 4409, 198, 2435, 31083, 2973, 4956, 1667, 1791, 7107]"
314,"[4410, 2435, 198, 1667, 31083, 55278, 5178, 4409, 2973, 90945]"
315,"[4410, 31083, 198, 4956, 1791, 8016, 5241, 5568, 146730, 3259]"
316,"[2435, 4409, 4410, 1179, 26453, 2973, 7107, 121469, 119068, 2289]"
317,"[2435, 4410, 4409, 26453, 4956, 5241, 31083, 198, 7107, 3259]"
318,"[4409, 4410, 2435, 4956, 5241, 26887, 7107, 6658, 3259, 198]"
