userId,itemId
27,"[4410, 198, 4956, 2435, 90945, 6658, 4409, 31083, 1791, 5241]"
28,"[4409, 6658, 90945, 2318, 4956, 2435, 7107, 4410, 418, 5568]"
29,"[4410, 3259, 2435, 6658, 5450, 81791, 4994, 5241, 4409, 4699]"
30,"[3310, 4409, 6440, 90945, 4410, 81791, 5241, 6658, 26453, 2435]"
31,"[4410, 6658, 2318, 5241, 2435, 45672, 1244, 119068, 5450, 496]"
32,"[31083, 1667, 1594, 6658, 4956, 2435, 2973, 198, 4410, 4156]"
33,"[4409, 90945, 1791, 7107, 198, 4956, 4410, 2435, 6975, 121469]"
34,"[90945, 31083, 6658, 4956, 5322, 1594, 4410, 4474, 5103, 158398]"
35,"[324, 141, 3310, 6658, 119068, 26778, 304, 32298, 5322, 2435]"
36,"[1594, 5322, 6658, 5450, 4410, 3453, 1894, 40581, 4474, 1107]"
37,"[1594, 4410, 31083, 1173, 2605, 1667, 90945, 26453, 5241, 8912]"
38,"[1594, 324, 1667, 40581, 26871, 198, 31083, 8131, 90945, 4156]"
39,"[4410, 198, 4409, 90945, 5568, 2973, 6975, 6658, 1667, 1791]"
40,"[2435, 1594, 43919, 6658, 5450, 69304, 119068, 5103, 26453, 7000]"
41,"[4409, 2435, 90945, 4956, 4474, 198, 31083, 5241, 6975, 6658]"
42,"[1667, 90945, 4956, 2435, 5568, 6658, 418, 8511, 4409, 2973]"
43,"[4410, 4409, 55294, 26453, 90945, 6975, 2435, 5103, 31083, 7041]"
44,"[1667, 198, 26693, 26887, 4994, 5322, 90945, 26614, 2435, 4956]"
45,"[6658, 4956, 4409, 4410, 2435, 90945, 1453, 8511, 7107, 1594]"
46,"[4774, 6975, 4023, 333, 4410, 2435, 5220, 2318, 324, 304]"
47,"[90945, 4956, 4409, 2973, 6658, 1227, 7762, 2435, 5241, 26453]"
48,"[4409, 55278, 418, 6588, 7075, 2435, 46572, 7826, 1027, 7720]"
49,"[27193, 6658, 3310, 4956, 90945, 26887, 26391, 418, 26453, 1791]"
50,"[4409, 4956, 90945, 6658, 26887, 7762, 4994, 3310, 7826, 2435]"
51,"[1667, 90945, 4409, 4410, 6658, 2973, 198, 5241, 2435, 4956]"
52,"[4409, 90945, 4410, 5241, 2973, 7107, 198, 26453, 6658, 55278]"
53,"[1791, 170, 90945, 4156, 55278, 340, 7000, 2570, 27708, 67197]"
54,"[5450, 6975, 1594, 6588, 26453, 4410, 198, 8131, 1414, 113]"
55,"[90945, 26887, 4956, 26693, 4409, 141820, 26849, 198, 1791, 5209]"
56,"[90945, 31083, 4409, 27193, 5220, 198, 4410, 1667, 1857, 2435]"
57,"[90945, 4410, 418, 4409, 1667, 6658, 4956, 2435, 31083, 5568]"
58,"[2435, 4409, 198, 90945, 1667, 3259, 6975, 4410, 27193, 1594]"
59,"[4409, 90945, 1667, 5568, 43919, 2973, 6658, 5241, 4410, 1244]"
60,"[2973, 4409, 352, 1179, 2435, 113, 5241, 7107, 26453, 3310]"
61,"[4410, 1453, 2435, 26871, 6658, 4994, 2318, 3130, 1667, 26453]"
62,"[6658, 90945, 4409, 4956, 5241, 8511, 3606, 7107, 26453, 26887]"
63,"[90945, 4409, 4410, 4474, 2435, 3310, 6658, 4956, 418, 3606]"
64,"[90945, 4956, 2435, 4409, 6658, 1667, 4410, 4474, 1791, 5322]"
65,"[4409, 1667, 26887, 4956, 198, 105801, 5241, 4410, 3259, 2973]"
66,"[6658, 90945, 4410, 4409, 1667, 2973, 6975, 4956, 5568, 2977]"
67,"[26453, 90945, 4409, 26693, 26887, 4410, 4956, 198, 7762, 5209]"
68,"[6658, 90945, 4956, 8511, 4409, 3259, 3606, 418, 4410, 2435]"
69,"[4409, 90945, 6658, 5241, 4410, 26453, 198, 7449, 7920, 189]"
70,"[2973, 113, 31083, 5241, 26453, 4409, 2435, 6658, 5322, 1667]"
71,"[1667, 8131, 5241, 5103, 27790, 4410, 6658, 1594, 90945, 4994]"
72,"[4410, 4409, 2435, 26453, 6658, 90945, 198, 5241, 3310, 2289]"
73,"[4409, 6658, 5241, 1179, 1791, 90945, 2435, 1227, 26887, 198]"
74,"[1667, 26453, 4410, 4956, 3453, 2435, 7107, 119068, 90945, 2318]"
75,"[26453, 4409, 2435, 90945, 198, 55207, 3130, 5568, 56333, 6658]"
76,"[90945, 4410, 2435, 5241, 4409, 493, 146730, 27193, 1667, 5568]"
77,"[5241, 4410, 4409, 90945, 4994, 2435, 92198, 189, 4506, 3130]"
78,"[5220, 198, 4410, 2587, 2435, 1594, 4956, 6658, 27193, 493]"
79,"[5241, 4409, 90945, 2973, 198, 31083, 1594, 1667, 3259, 26453]"
80,"[4956, 6658, 26887, 2435, 198, 3259, 4409, 3310, 90945, 7762]"
81,"[1594, 149, 4410, 5178, 31083, 2435, 5220, 4023, 3455, 8910]"
82,"[90945, 6658, 4409, 2435, 1667, 4956, 5390, 4410, 8511, 4474]"
83,"[90945, 4409, 1594, 6658, 113, 4474, 4410, 5241, 26453, 2973]"
84,"[6658, 4956, 90945, 4410, 26453, 8511, 4409, 5241, 4994, 198]"
85,"[3272, 4410, 161032, 26453, 2973, 3310, 4409, 90945, 31083, 4956]"
86,"[90945, 4410, 5241, 4956, 4409, 1667, 198, 55294, 5438, 2973]"
87,"[2435, 6658, 6711, 7839, 116897, 2573, 4410, 3453, 2570, 4409]"
88,"[4409, 7107, 3310, 4410, 6658, 55294, 113, 149, 3925, 6711]"
89,"[4409, 90945, 4956, 26693, 26453, 26887, 63072, 1791, 31083, 5209]"
90,"[340, 66544, 1667, 2435, 56333, 6658, 8511, 5390, 6975, 2587]"
91,"[1667, 4409, 6658, 90945, 4410, 2435, 5568, 31083, 26453, 8511]"
92,"[4956, 4410, 5568, 31083, 43919, 173619, 2073, 2435, 2587, 3884]"
93,"[4409, 1667, 90945, 198, 4956, 4410, 1857, 82202, 31083, 47725]"
94,"[1667, 90945, 31083, 198, 4956, 4410, 26453, 3455, 1594, 8241]"
95,"[6658, 2435, 4956, 90945, 1244, 4409, 4994, 1594, 1667, 4699]"
96,"[4409, 69304, 90945, 198, 5241, 4410, 6658, 5568, 2435, 5074]"
97,"[3259, 6658, 119068, 3606, 2435, 26453, 3580, 5241, 1453, 3823]"
98,"[4409, 90945, 198, 26453, 26887, 5241, 7107, 8016, 6658, 7762]"
99,"[6975, 90945, 5322, 27193, 4410, 31083, 4956, 26871, 43919, 1667]"
100,"[4409, 1667, 2435, 1594, 6658, 198, 4956, 4410, 90945, 26453]"
101,"[198, 4956, 90945, 2587, 4409, 1667, 1791, 1179, 2605, 7107]"
102,"[31083, 1857, 40581, 4409, 1667, 7041, 5220, 4410, 26453, 2435]"
103,"[6658, 4409, 90945, 4956, 26453, 1594, 4410, 418, 2435, 7762]"
104,"[4699, 55278, 90945, 5322, 92198, 1791, 4410, 31083, 6658, 6588]"
105,"[90945, 4956, 4409, 6658, 2435, 4994, 3259, 1791, 4410, 1667]"
106,"[3606, 1791, 1227, 6658, 5241, 90945, 4409, 55278, 8410, 6588]"
107,"[26453, 1667, 90945, 4774, 198, 2318, 4410, 5178, 4409, 7041]"
108,"[6658, 2973, 4474, 4409, 4410, 2435, 5241, 5635, 1594, 81791]"
109,"[31083, 1667, 2435, 4956, 4156, 90945, 6658, 198, 3272, 2289]"
110,"[4409, 3020, 1667, 90945, 4410, 6975, 1594, 7107, 26453, 4699]"
111,"[90945, 4956, 26453, 6658, 3925, 4409, 418, 5568, 4474, 31083]"
112,"[4410, 1667, 1594, 2435, 6658, 5103, 493, 8131, 92198, 198]"
113,"[26887, 26693, 4409, 4410, 90945, 4956, 418, 6975, 66943, 26453]"
114,"[6658, 5322, 340, 2435, 4994, 26422, 81791, 5241, 3259, 90945]"
115,"[198, 90945, 2435, 1667, 1791, 4956, 1594, 4410, 2587, 82093]"
116,"[4409, 4410, 2435, 5241, 6658, 2973, 90945, 69304, 6975, 7826]"
117,"[90945, 1667, 198, 31083, 2435, 5568, 5322, 27193, 6975, 5103]"
118,"[5241, 6658, 4409, 2797, 40581, 43919, 1453, 4410, 5568, 2435]"
119,"[90945, 4409, 6658, 4410, 66943, 5241, 1227, 1791, 4956, 26887]"
120,"[4410, 5178, 5241, 6658, 1453, 31083, 27193, 6039, 7839, 1816]"
121,"[1594, 1667, 198, 5103, 6975, 90945, 3259, 2318, 5322, 7041]"
122,"[90945, 6658, 4956, 418, 4474, 3606, 1453, 4409, 8511, 2435]"
123,"[4409, 90945, 26453, 26887, 493, 2435, 198, 26693, 5241, 7107]"
124,"[2318, 90945, 26453, 4410, 4409, 6658, 4474, 1667, 6975, 493]"
125,"[4956, 90945, 26887, 26693, 198, 1667, 1924, 4409, 418, 5241]"
126,"[1816, 1594, 40581, 8131, 5220, 4410, 31083, 198, 6658, 119068]"
127,"[2973, 1667, 7107, 4956, 3020, 31083, 2435, 4409, 7920, 1244]"
128,"[1791, 2435, 4994, 2973, 55278, 149, 3310, 161032, 418, 6658]"
129,"[4409, 90945, 4410, 1667, 149, 418, 2435, 198, 121469, 7449]"
130,"[5220, 1594, 90945, 8241, 4774, 6975, 4410, 1667, 304, 198]"
131,"[26453, 2435, 3310, 5450, 4956, 2318, 90945, 4409, 4410, 1594]"
132,"[90945, 4410, 6975, 1667, 4409, 6658, 4474, 1179, 2435, 2973]"
133,"[5178, 27193, 2252, 7000, 4410, 90945, 2435, 198, 1594, 493]"
134,"[90945, 324, 4410, 2435, 2318, 119068, 26453, 45672, 5568, 55294]"
135,"[1667, 5568, 90945, 5322, 418, 198, 4410, 2435, 2587, 6658]"
136,"[4409, 6975, 31083, 3310, 2435, 4410, 418, 198, 4956, 4156]"
137,"[4409, 90945, 4410, 6658, 3310, 1594, 26693, 6975, 5450, 198]"
138,"[4409, 387, 113, 330, 1791, 31083, 90945, 2587, 43919, 55207]"
139,"[90945, 4409, 6658, 4956, 4410, 7107, 5241, 7762, 106916, 2289]"
140,"[4956, 6658, 4409, 1244, 8511, 418, 90945, 4156, 5568, 5322]"
141,"[4410, 90945, 2435, 4956, 6658, 1667, 1594, 4409, 92198, 5322]"
142,"[5241, 4956, 1667, 198, 43919, 90945, 31083, 26871, 4023, 5568]"
143,"[1179, 4409, 4956, 198, 92198, 55278, 90945, 7107, 3029, 2435]"
144,"[90945, 2435, 4409, 4956, 26453, 4410, 1667, 6658, 1594, 7000]"
145,"[3823, 8131, 1594, 119068, 3046, 40581, 43919, 4410, 5450, 2318]"
146,"[3606, 1667, 4956, 149, 4409, 2973, 3029, 1791, 6658, 26765]"
147,"[4409, 4956, 26887, 27193, 1594, 597, 1667, 5568, 198, 3259]"
148,"[6658, 5241, 90945, 55278, 911, 1173, 2969, 3606, 3259, 2435]"
149,"[4410, 90945, 1791, 493, 198, 3310, 4699, 113, 4409, 1667]"
150,"[1594, 496, 3259, 45672, 1550, 8131, 31083, 48696, 5322, 3108]"
151,"[4410, 31083, 27193, 55294, 198, 113, 1667, 1453, 4409, 7107]"
152,"[90945, 4410, 4956, 4409, 3310, 146730, 5241, 2435, 26453, 5209]"
153,"[90945, 6658, 2435, 5241, 4409, 418, 4410, 4956, 4474, 8511]"
154,"[6658, 8511, 3606, 4994, 31083, 27193, 1667, 90945, 4956, 7075]"
155,"[1667, 4956, 198, 55294, 4410, 4409, 27193, 2587, 1464, 4774]"
156,"[4409, 4410, 4956, 6658, 2435, 31083, 7107, 3310, 26453, 4156]"
157,"[198, 4409, 158398, 4410, 1667, 1748, 1430, 1791, 1107, 90945]"
158,"[90945, 2587, 1464, 3259, 340, 26649, 5322, 4410, 6658, 3606]"
159,"[4409, 6658, 26453, 6588, 90945, 4956, 1791, 55278, 4410, 2435]"
160,"[90945, 4956, 6658, 4409, 4410, 8511, 2435, 69304, 1667, 1453]"
161,"[90945, 340, 5322, 6975, 3342, 4463, 2435, 418, 8016, 4410]"
162,"[3310, 198, 2318, 4409, 4956, 31083, 26453, 8511, 418, 5103]"
163,"[6658, 43919, 32600, 2570, 1453, 2435, 1667, 27708, 26693, 3453]"
164,"[4409, 1667, 4410, 198, 4956, 90945, 4191, 7107, 7826, 26887]"
165,"[2435, 3259, 1594, 4410, 6658, 31083, 4474, 90945, 56908, 3310]"
166,"[4409, 6658, 90945, 2435, 4410, 4956, 5241, 47725, 1791, 1667]"
167,"[90945, 4409, 4410, 1594, 6658, 5568, 198, 2435, 26453, 1667]"
168,"[2435, 4409, 90945, 4410, 5568, 7107, 4956, 26453, 4994, 6975]"
169,"[4409, 2435, 4956, 198, 6658, 90945, 1791, 1594, 27193, 31083]"
170,"[8131, 4410, 4409, 2318, 5450, 1594, 1667, 55278, 1179, 7000]"
171,"[4410, 2435, 2726, 4409, 27193, 6588, 8912, 90945, 555, 6658]"
172,"[1312, 4389, 102, 5450, 2973, 113, 26693, 4409, 84601, 4410]"
173,"[90945, 6975, 26453, 4409, 5103, 198, 6711, 4410, 1894, 324]"
174,"[5220, 1667, 198, 2435, 90945, 4410, 6975, 5103, 4409, 31083]"
175,"[4410, 26693, 1791, 2973, 4956, 92198, 5241, 4568, 6658, 26453]"
176,"[1667, 4410, 90945, 89, 55278, 198, 1594, 4409, 7762, 5241]"
177,"[4409, 90945, 8511, 4410, 6658, 4956, 3925, 1667, 66943, 1791]"
178,"[4409, 4410, 90945, 5450, 5178, 5322, 1594, 149, 47725, 198]"
179,"[1667, 198, 4956, 90945, 31083, 8131, 6658, 1594, 4410, 2435]"
180,"[4409, 198, 6975, 4410, 1430, 55294, 5568, 1179, 2973, 2435]"
181,"[1667, 90945, 4409, 26453, 6975, 2587, 2973, 198, 5450, 55278]"
182,"[90945, 4409, 6658, 4956, 2435, 4410, 7107, 5568, 3453, 1667]"
183,"[198, 1791, 5568, 4410, 1594, 4409, 84601, 2435, 6975, 4699]"
184,"[4410, 5241, 4956, 6658, 4994, 90945, 26861, 5568, 4409, 66943]"
185,"[5450, 31083, 6658, 2973, 496, 5241, 26871, 43919, 40581, 4410]"
186,"[1667, 90945, 198, 4699, 4956, 1791, 4410, 7762, 31083, 418]"
187,"[2435, 4410, 27193, 493, 90945, 418, 6658, 4409, 5568, 4956]"
188,"[4956, 31083, 5241, 2587, 6658, 5568, 4156, 1244, 4410, 37477]"
189,"[4409, 239, 3310, 4193, 4410, 8507, 2797, 90945, 1453, 4956]"
190,"[90945, 161032, 5322, 5241, 8511, 2435, 1667, 26453, 26693, 4410]"
191,"[2435, 26453, 6658, 119068, 3310, 6975, 5103, 2587, 198, 3453]"
192,"[5178, 5241, 333, 3046, 6658, 27193, 4774, 4410, 27, 1857]"
193,"[4409, 4193, 4410, 189, 3310, 26453, 5209, 2318, 90945, 7107]"
194,"[1107, 2973, 4410, 119068, 3823, 6658, 1594, 5450, 2435, 8131]"
195,"[4409, 90945, 4956, 6658, 31083, 4774, 198, 1791, 1667, 26453]"
196,"[90945, 3310, 2435, 1791, 7762, 198, 4410, 7000, 6658, 5568]"
197,"[4410, 56333, 1594, 6658, 82093, 4956, 3580, 90945, 6023, 81791]"
198,"[4410, 6658, 4956, 2435, 1667, 90945, 2318, 4409, 1857, 4474]"
199,"[4409, 7107, 1667, 4410, 5568, 90945, 198, 418, 4956, 1453]"
200,"[4409, 6658, 1667, 90945, 4410, 2973, 4956, 3272, 6975, 5241]"
201,"[1667, 90945, 4956, 4409, 2435, 1594, 4410, 26453, 418, 198]"
202,"[6658, 4409, 2435, 1667, 7107, 4410, 90945, 2318, 8131, 2973]"
203,"[90945, 1594, 4409, 4410, 6975, 1667, 198, 418, 493, 26693]"
204,"[2435, 90945, 4956, 26453, 6658, 4410, 3310, 45672, 5322, 4474]"
205,"[8511, 4956, 2435, 418, 3606, 26649, 26887, 6658, 2940, 5241]"
206,"[1667, 198, 26693, 2435, 5438, 27790, 340, 418, 2587, 8241]"
207,"[1428, 4410, 198, 4808, 2183, 27821, 33171, 113, 3705, 386]"
208,"[5568, 26887, 3259, 2435, 4409, 90945, 31083, 4191, 1667, 1594]"
209,"[4409, 6658, 2973, 158398, 47725, 26453, 5635, 2289, 4956, 90945]"
210,"[7107, 4410, 4409, 2435, 90945, 5209, 4956, 1594, 198, 5241]"
211,"[4409, 90945, 4410, 5241, 2435, 4956, 7107, 55278, 7762, 149]"
212,"[90945, 4409, 6658, 4956, 3606, 8511, 4410, 5241, 31083, 26453]"
213,"[2435, 7107, 6658, 90945, 2973, 3606, 4409, 1179, 4474, 7762]"
214,"[4410, 2435, 113, 492, 6436, 1667, 2587, 2973, 496, 493]"
215,"[4409, 27193, 4410, 7107, 26453, 90945, 1667, 4994, 189, 2435]"
216,"[4410, 4409, 6975, 4994, 90945, 4956, 56333, 493, 2973, 66943]"
217,"[90945, 56333, 7107, 4410, 4409, 8511, 2435, 6975, 6658, 5322]"
218,"[90945, 1594, 4410, 7107, 27193, 1667, 1107, 26765, 2435, 4956]"
219,"[90945, 4410, 1667, 4956, 4409, 2435, 6658, 27193, 3310, 31083]"
220,"[90945, 1667, 198, 6658, 4410, 4409, 4956, 26453, 146730, 5568]"
221,"[2435, 4409, 6658, 90945, 1667, 4956, 26453, 5322, 7107, 4994]"
222,"[90945, 1791, 4409, 4956, 2435, 6975, 6658, 1667, 198, 7762]"
223,"[90945, 4410, 7000, 4409, 2435, 1594, 1667, 26649, 5209, 198]"
224,"[2435, 4409, 6658, 5241, 4410, 1667, 4994, 1594, 418, 1227]"
225,"[4409, 90945, 198, 1791, 1667, 3576, 1748, 26887, 4956, 45672]"
226,"[90945, 4410, 31083, 4409, 3310, 1667, 6658, 4956, 5322, 1453]"
227,"[4409, 6975, 90945, 2435, 4956, 4410, 1667, 26453, 493, 7107]"
228,"[2435, 1594, 55278, 4956, 4409, 2587, 2463, 7367, 26453, 1453]"
229,"[6975, 26453, 870, 4409, 198, 90945, 3455, 5220, 4410, 26871]"
230,"[90945, 4956, 2435, 1667, 1594, 198, 6658, 26453, 5322, 55294]"
231,"[27193, 90945, 4410, 3310, 8511, 4409, 7762, 26887, 55278, 56333]"
232,"[90945, 4956, 4410, 4409, 493, 6658, 1791, 3259, 1667, 2435]"
233,"[4409, 2435, 4956, 4410, 90945, 4994, 6658, 5322, 5450, 198]"
234,"[6658, 8131, 45672, 4410, 4994, 4409, 1594, 4956, 90945, 31083]"
235,"[1667, 198, 90945, 1594, 5220, 31083, 4410, 40581, 3455, 26871]"
236,"[4409, 121469, 198, 6975, 66943, 55294, 3896, 1791, 26887, 4410]"
237,"[4956, 198, 1179, 90945, 2973, 26887, 6658, 4410, 5241, 4409]"
238,"[43919, 31083, 4956, 6658, 55207, 121469, 37477, 26453, 90945, 5241]"
239,"[90945, 2435, 1667, 1594, 4409, 6658, 26453, 7762, 198, 2318]"
240,"[1667, 90945, 4410, 31083, 1857, 45672, 198, 3310, 2289, 5322]"
241,"[4956, 4409, 26887, 5241, 26453, 90945, 2435, 4410, 6658, 5209]"
242,"[27193, 31083, 1667, 198, 4956, 134368, 90945, 1594, 8241, 6975]"
243,"[90945, 4410, 198, 1667, 5568, 324, 26453, 6975, 4956, 5612]"
244,"[90945, 4410, 4409, 6658, 4956, 198, 1594, 31083, 26649, 2973]"
245,"[2973, 4956, 90945, 1667, 2435, 4774, 3310, 5241, 4410, 5568]"
246,"[90945, 2435, 418, 7107, 1251, 4409, 4956, 3310, 6658, 26453]"
247,"[4409, 90945, 6658, 5241, 4410, 5450, 2435, 3606, 198, 6588]"
248,"[4409, 26453, 5241, 55278, 90945, 27193, 5568, 4956, 141820, 7107]"
249,"[4956, 90945, 6658, 1227, 4409, 8511, 161032, 3259, 3925, 418]"
250,"[3029, 198, 3453, 2973, 1791, 7041, 7449, 7000, 4506, 90945]"
251,"[26453, 4409, 5450, 149, 1179, 1594, 493, 27193, 198, 4956]"
252,"[6658, 4956, 6588, 4994, 1667, 1244, 2435, 82093, 1179, 2289]"
253,"[6658, 7107, 1286, 4409, 5241, 1244, 2587, 158398, 2435, 2757]"
254,"[4410, 2435, 90945, 4956, 4409, 149, 26453, 1667, 5450, 2318]"
255,"[26693, 4965, 4409, 1791, 59369, 1179, 198, 5612, 4699, 2605]"
256,"[4410, 90945, 6658, 4409, 4956, 1179, 5209, 31083, 5241, 26693]"
257,"[90945, 5568, 31083, 418, 5322, 485, 8131, 1667, 2587, 198]"
258,"[4409, 149, 1464, 198, 5241, 1179, 493, 6658, 1227, 3606]"
259,"[315, 434, 4409, 198, 92198, 2726, 95761, 4808, 4506, 1791]"
260,"[4956, 4410, 6975, 5568, 90945, 493, 4409, 2435, 5322, 31083]"
261,"[4409, 1594, 6658, 43919, 5450, 2969, 39449, 2289, 1179, 81791]"
262,"[6975, 2435, 4409, 58301, 2587, 5241, 55294, 121469, 113, 1667]"
263,"[4409, 5241, 6975, 4410, 198, 113, 1594, 90945, 4956, 7107]"
264,"[4774, 90945, 198, 4410, 4409, 2435, 1594, 324, 113, 26693]"
265,"[4956, 90945, 55278, 4410, 1667, 6658, 4699, 4409, 26453, 2973]"
266,"[4409, 6658, 1594, 31083, 4994, 2435, 4410, 3259, 43919, 3453]"
267,"[4410, 4409, 1179, 90945, 59369, 5178, 3130, 2435, 1791, 6975]"
268,"[4409, 4410, 5241, 26453, 31083, 2435, 6658, 5568, 4956, 7107]"
269,"[31083, 45672, 26887, 496, 1453, 90945, 1550, 26849, 198, 26693]"
270,"[2435, 198, 1667, 5438, 418, 8131, 90945, 26693, 5103, 2587]"
271,"[4409, 90945, 26693, 1791, 418, 26887, 4956, 66943, 5209, 6975]"
272,"[90945, 6588, 493, 3259, 26614, 4410, 26761, 25825, 59369, 96471]"
273,"[6975, 3455, 4409, 1594, 26453, 5450, 6588, 113, 7107, 5103]"
274,"[90945, 6658, 4409, 4956, 2435, 4410, 1667, 119068, 3310, 4474]"
275,"[4956, 2435, 4409, 4994, 4410, 6658, 27193, 7107, 1667, 31083]"
276,"[4410, 5178, 198, 45672, 2973, 26453, 5103, 27193, 1667, 90945]"
277,"[1667, 340, 198, 4956, 4994, 418, 3150, 3259, 493, 4568]"
278,"[3259, 69304, 105801, 3310, 2973, 40581, 1453, 43919, 7058, 45672]"
279,"[90945, 6658, 4409, 4410, 3606, 3310, 1667, 1244, 2435, 4956]"
280,"[198, 90945, 3029, 8511, 4956, 1227, 3272, 4409, 5241, 4410]"
281,"[26887, 146730, 4409, 198, 40581, 3259, 7107, 7730, 870, 430]"
282,"[5322, 90945, 4409, 6658, 31083, 4956, 26453, 3453, 418, 2435]"
283,"[52281, 26453, 26693, 198, 4410, 1791, 7000, 4409, 4699, 90945]"
284,"[1667, 198, 31083, 90945, 6975, 4409, 26453, 493, 5220, 7107]"
285,"[1107, 6975, 2435, 3453, 26887, 26453, 66544, 26693, 26861, 2318]"
286,"[4409, 6658, 4956, 1667, 4410, 90945, 2435, 198, 5241, 43919]"
287,"[2435, 119068, 1667, 4409, 6658, 90945, 4699, 3259, 1594, 1453]"
288,"[90945, 4409, 1667, 5322, 7107, 4410, 6658, 2435, 1594, 6975]"
289,"[1667, 2289, 2435, 4956, 5322, 1689, 31083, 4994, 90945, 92198]"
290,"[4409, 90945, 418, 6658, 4410, 2435, 26453, 4956, 6975, 26887]"
291,"[7107, 6658, 4409, 26453, 90945, 4410, 7839, 2973, 4699, 4994]"
292,"[6658, 90945, 4409, 5241, 4956, 2435, 1667, 7107, 1594, 4410]"
293,"[1667, 198, 1414, 69304, 6975, 2318, 2289, 1107, 121469, 7041]"
294,"[4409, 1453, 90945, 1667, 4956, 6975, 6658, 4994, 27193, 7449]"
295,"[2435, 3453, 3823, 7839, 4410, 3259, 6658, 5450, 26453, 161032]"
296,"[4410, 6588, 4699, 73266, 5568, 26453, 2406, 2405, 189, 6658]"
297,"[1667, 4409, 2435, 90945, 31083, 4956, 27193, 43919, 1791, 66943]"
298,"[90945, 4409, 4956, 6658, 198, 4410, 8511, 1227, 3259, 2435]"
299,"[7107, 4409, 4410, 55294, 4492, 121469, 5209, 26693, 4956, 52281]"
300,"[2435, 1667, 1179, 5390, 8511, 1916, 3244, 82093, 5322, 198]"
301,"[4409, 2435, 90945, 6658, 7107, 121469, 55278, 26453, 26693, 4410]"
302,"[1594, 198, 1667, 6588, 4956, 6658, 5635, 496, 1244, 493]"
303,"[4956, 1667, 418, 6658, 5568, 90945, 2435, 4410, 2318, 1791]"
304,"[90945, 1667, 4410, 4409, 31083, 26765, 2973, 2435, 6658, 3259]"
305,"[90945, 4409, 8511, 1667, 4410, 26887, 7107, 27193, 1453, 2435]"
306,"[6658, 4956, 1244, 2435, 31083, 7107, 27193, 26453, 39449, 3606]"
307,"[4409, 4956, 90945, 1667, 55278, 2435, 6975, 92198, 7107, 4410]"
308,"[198, 90945, 4409, 4410, 1667, 493, 2435, 2973, 8016, 26453]"
309,"[4409, 4410, 4956, 2435, 6658, 4994, 116897, 198, 31083, 5568]"
310,"[4409, 121469, 1667, 2289, 1179, 4093, 198, 7107, 90945, 2973]"
311,"[2435, 1179, 1667, 26453, 4410, 2289, 4956, 3130, 7107, 2973]"
312,"[90945, 5568, 4409, 1667, 2435, 6975, 31083, 4956, 4410, 2973]"
313,"[90945, 4409, 5568, 1667, 31083, 4410, 6658, 198, 1453, 4956]"
314,"[90945, 6975, 1667, 4410, 5103, 6658, 8131, 31083, 69304, 5568]"
315,"[4410, 4956, 5568, 1791, 3896, 146730, 31083, 4699, 6658, 8016]"
316,"[4409, 2435, 2289, 26453, 3310, 1179, 1667, 90945, 5602, 5568]"
