,itemIds
108,"[3556, 1293, 2908, 345, 1183, 11, 1271, 1267, 2671, 5992, 1912, 2321, 4361, 916, 3317, 2686, 342, 902, 838, 3160, 508, 1784, 1747, 708, 3408, 1246, 1641, 4027, 3252, 36, 21, 6953, 3967, 3148, 5380, 1411, 4235, 1088, 17, 1408, 2599, 3100, 4023, 2396, 1296, 1569, 1734, 1680, 296, 2424, 2712, 235, 1307, 597, 1095, 2803, 150, 1693, 5945, 1247, 2539, 593, 1923, 2100, 2145, 3178, 4979, 5013, 1441, 2541, 1357, 2692, 3174, 1225, 3910, 5995, 1193, 562, 1277, 914, 457, 4975, 1172, 2858, 3831, 1513, 2501, 337, 2485, 720, 223, 2710, 497, 539, 527, 2324, 2248, 6218, 910, 215]"
109,"[292, 454, 21, 349, 151, 95, 31, 300, 266, 25, 592, 236, 380, 161, 434, 153, 457, 539, 62, 141, 442, 339, 432, 553, 410, 368, 474, 337, 435, 350, 112, 34, 736, 786, 590, 733, 1073, 329, 597, 593, 165, 110, 1356, 196, 802, 344, 3, 11, 485, 494, 367, 315, 39, 508, 224, 50, 6, 588, 587, 208, 377, 509, 150, 186, 637, 225, 480, 316, 805, 252, 32, 440, 5, 36, 172, 253, 852, 18, 10, 19, 17, 589, 7, 282, 231, 168, 158, 653, 185, 376, 648, 595, 256, 1, 223, 628, 193, 273, 277, 762]"
11,"[349, 454, 165, 733, 153, 161, 110, 592, 292, 457, 380, 434, 736, 1356, 185, 34, 367, 329, 485, 435, 589, 21, 10, 590, 112, 231, 95, 480, 539, 172, 1073, 648, 208, 344, 32, 150, 151, 6, 253, 1, 186, 474, 266, 762, 553, 420, 62, 170, 260, 377, 597, 339, 552, 780, 141, 500, 223, 318, 440, 196, 593, 587, 19, 588, 370, 368, 1210, 47, 350, 442, 466, 39, 104, 595, 50, 316, 25, 31, 300, 520, 494, 708, 786, 788, 317, 337, 608, 1393, 356, 7, 296, 216, 802, 432, 24, 410, 784, 661, 225, 163]"
110,"[593, 50, 527, 1221, 318, 608, 1198, 356, 293, 750, 110, 2858, 457, 47, 778, 589, 3996, 1704, 1225, 1246, 2324, 2959, 1291, 541, 1645, 1193, 296, 1610, 1089, 1206, 2028, 32, 1625, 2571, 1197, 924, 260, 1210, 480, 4226, 1201, 912, 2762, 337, 2628, 1196, 4973, 648, 1, 150, 111, 1265, 431, 1208, 904, 7153, 1240, 1222, 590, 2918, 16, 2712, 1721, 36, 858, 592, 1466, 597, 223, 1059, 1230, 780, 509, 1784, 377, 2329, 2692, 1079, 1732, 10, 2019, 555, 367, 21, 1278, 2997, 7361, 1200, 1247, 1580, 1617, 1214, 2396, 300, 1097, 923, 4993, 1213, 235, 161]"
111,"[31685, 81834, 7293, 81564, 33615, 103335, 58998, 8972, 96821, 6564, 88405, 69844, 59315, 81229, 50872, 5957, 86833, 59784, 58047, 68954, 95441, 56775, 30825, 81591, 3988, 79091, 61132, 1688, 134368, 71535, 96079, 87869, 5444, 6377, 50601, 119145, 86911, 53464, 88163, 54001, 33004, 104211, 64969, 53121, 74789, 4299, 45517, 6155, 97913, 52975, 34162, 56152, 45431, 134853, 117529, 7173, 80549, 79132, 68554, 81845, 60397, 50912, 60069, 63992, 72998, 8528, 106696, 112852, 60040, 93510, 135536, 111659, 95167, 56171, 6550, 70286, 8368, 31433, 76093, 4890, 53996, 80463, 96110, 6936, 33679, 4896, 115617, 91535, 64957, 1907, 89745, 91529, 40815, 37729, 59258, 34150, 45447, 87232, 97921, 61024]"
112,"[593, 318, 480, 356, 1, 589, 50, 34, 592, 47, 260, 208, 32, 150, 110, 457, 608, 648, 527, 377, 367, 296, 380, 590, 161, 1196, 153, 231, 588, 1198, 349, 597, 539, 253, 344, 780, 165, 736, 364, 1580, 1210, 595, 329, 10, 1704, 316, 1197, 442, 788, 292, 223, 454, 6, 19, 858, 3578, 500, 587, 434, 733, 293, 2858, 2, 163, 2959, 1270, 48, 4226, 104, 1073, 1200, 16, 2762, 339, 594, 185, 337, 2571, 551, 410, 39, 2028, 62, 4993, 5952, 1059, 1610, 1240, 300, 440, 1206, 1356, 317, 6539, 1784, 1291, 586, 435, 1221, 1917]"
113,"[920, 5060, 910, 2100, 11, 1292, 1231, 1641, 3418, 342, 1183, 3098, 1962, 838, 1267, 933, 900, 1958, 1307, 1747, 1293, 1225, 1674, 1711, 969, 1269, 1086, 2352, 1094, 1172, 1304, 1179, 2108, 3361, 1077, 1188, 2396, 1299, 3363, 2150, 2405, 1079, 852, 590, 1262, 1500, 912, 1234, 3108, 1028, 2431, 1035, 235, 1569, 1073, 2020, 3479, 1250, 2427, 1287, 36, 708, 3168, 592, 1339, 3396, 2406, 914, 534, 902, 1186, 440, 17, 509, 720, 597, 2641, 2369, 1584, 1407, 2289, 1252, 1320, 3035, 916, 266, 1302, 1663, 2770, 2313, 3072, 2942, 2788, 1127, 1994, 1244, 2248, 1358, 1276, 2302]"
114,"[58559, 59315, 60069, 8368, 79132, 68954, 99114, 116797, 6377, 91529, 72998, 5952, 112852, 59784, 4896, 76093, 318, 69844, 89745, 54001, 8961, 6539, 115617, 7153, 91500, 74458, 5618, 78499, 50872, 48780, 109487, 2959, 122918, 81845, 80463, 6942, 8874, 56174, 33794, 106782, 69122, 7438, 36529, 5218, 593, 68157, 88125, 48394, 8644, 5459, 109374, 7458, 31696, 4973, 122904, 122882, 134853, 5989, 7373, 79702, 6365, 73017, 134130, 4886, 6874, 48516, 5418, 51662, 1704, 4995, 30793, 4226, 122886, 3578, 111759, 81591, 81834, 45722, 84152, 70286, 32587, 33493, 108932, 86882, 88129, 3147, 30812, 7361, 63082, 4306, 2571, 44191, 152081, 33615, 60040, 53125, 4993, 69757, 858, 87232]"
115,"[593, 1196, 1210, 110, 1580, 480, 260, 318, 919, 377, 589, 2916, 1197, 1198, 1036, 590, 592, 457, 1200, 2115, 608, 1073, 2054, 1101, 50, 296, 2174, 3033, 2716, 2028, 1573, 1214, 2355, 1, 1377, 1220, 223, 356, 10, 2628, 1127, 2762, 1387, 47, 733, 1517, 2640, 2193, 588, 34, 367, 1610, 2078, 1500, 2699, 2987, 1917, 2268, 597, 1544, 2571, 2791, 1356, 1527, 2858, 32, 2302, 1270, 780, 1320, 150, 380, 1968, 1278, 1097, 2396, 1259, 1676, 736, 2011, 1240, 2683, 586, 2012, 1372, 1784, 648, 1407, 3552, 3421, 1721, 1617, 3671, 1485, 2985, 527, 3175, 3793, 2617, 1028]"
116,"[593, 457, 318, 480, 296, 260, 1210, 1198, 356, 2858, 1, 110, 2028, 608, 589, 150, 50, 590, 367, 592, 47, 780, 2396, 1580, 1270, 527, 1196, 1197, 1214, 377, 2571, 10, 2628, 32, 597, 1036, 733, 1923, 1073, 380, 2762, 34, 1968, 2683, 165, 344, 1721, 2174, 39, 2115, 1200, 588, 1220, 1028, 1517, 1240, 587, 586, 1784, 1265, 1225, 919, 539, 161, 1097, 595, 153, 2716, 1610, 648, 231, 858, 1089, 1356, 1193, 1035, 924, 736, 1704, 500, 520, 912, 904, 2987, 1221, 293, 2700, 223, 1584, 2011, 1961, 329, 1380, 16, 2355, 541, 1291, 594, 1079, 6]"
117,"[349, 292, 480, 153, 161, 593, 266, 592, 454, 590, 380, 62, 208, 141, 539, 34, 434, 10, 1, 1073, 457, 165, 367, 253, 377, 588, 32, 597, 344, 587, 339, 788, 589, 329, 648, 150, 318, 316, 95, 110, 736, 595, 485, 435, 553, 151, 231, 25, 31, 786, 39, 6, 185, 356, 47, 104, 442, 653, 350, 337, 368, 432, 50, 500, 173, 158, 410, 802, 7, 474, 508, 315, 19, 1356, 21, 733, 168, 186, 300, 608, 236, 317, 466, 5, 2, 440, 520, 172, 17, 296, 780, 420, 277, 223, 594, 661, 225, 494, 551, 357]"
118,"[593, 457, 2858, 1210, 608, 318, 589, 1196, 1198, 50, 110, 47, 527, 1200, 296, 480, 2762, 260, 2628, 377, 1208, 592, 1784, 1089, 223, 1240, 16, 1214, 541, 780, 858, 1721, 1, 356, 1625, 2028, 750, 293, 2396, 2571, 2716, 380, 1610, 1222, 904, 1197, 1221, 1036, 1258, 778, 2174, 32, 590, 10, 1291, 1923, 1201, 648, 919, 1265, 1270, 150, 1097, 1580, 111, 2115, 597, 344, 1220, 1517, 1206, 1617, 1704, 1961, 1193, 1968, 1645, 1527, 2395, 2657, 1653, 1377, 2683, 2918, 2012, 1729, 1101, 3527, 924, 2987, 923, 1213, 6, 4027, 1259, 2791, 3578, 70, 1387, 912]"
119,"[115617, 106782, 134130, 99114, 112852, 70286, 61132, 89745, 79132, 80463, 91529, 72998, 58559, 122886, 60069, 68954, 96079, 122882, 109487, 97913, 116797, 79091, 81834, 108932, 122904, 98809, 60040, 111759, 59784, 59315, 50872, 122918, 115149, 110102, 97921, 119145, 74458, 68157, 102903, 7153, 91630, 91500, 111362, 81591, 78499, 54503, 87232, 79702, 69844, 118696, 87869, 86882, 6539, 115713, 91535, 88125, 77561, 94864, 81845, 8368, 81229, 76251, 53322, 69122, 69481, 71535, 102125, 84152, 109374, 76093, 84954, 51255, 86880, 112552, 134853, 91658, 86332, 60756, 64969, 122892, 31685, 53996, 111781, 58998, 102445, 112556, 168252, 67255, 51662, 33794, 94959, 6377, 148626, 88744, 68358, 74789, 8644, 49272, 57669, 88140]"
12,"[318, 2424, 480, 2396, 1028, 597, 2683, 593, 1, 1307, 2174, 150, 1784, 3255, 367, 457, 1380, 1035, 2858, 296, 356, 953, 1073, 2572, 1198, 1968, 608, 592, 260, 527, 919, 1088, 1282, 34, 1270, 110, 539, 2115, 1148, 47, 1197, 1580, 780, 1288, 2571, 1704, 2100, 2321, 1210, 595, 1278, 1961, 1246, 508, 39, 344, 588, 3114, 2706, 1265, 912, 2294, 1393, 2248, 1101, 2671, 380, 1259, 594, 11, 1220, 586, 2291, 2716, 500, 3408, 2144, 589, 4306, 2028, 50, 2324, 2080, 2431, 1923, 1517, 1193, 910, 1485, 2081, 1302, 2054, 161, 1721, 1584, 165, 788, 590, 2762, 2]"
120,"[292, 161, 442, 153, 252, 329, 339, 380, 349, 1073, 186, 592, 266, 786, 590, 410, 435, 95, 256, 434, 595, 208, 454, 141, 44, 316, 34, 62, 539, 253, 474, 480, 344, 553, 594, 587, 173, 588, 231, 653, 32, 1, 736, 597, 616, 788, 377, 494, 784, 370, 3, 589, 466, 367, 303, 802, 185, 150, 350, 19, 637, 762, 1356, 196, 337, 733, 21, 648, 172, 5, 151, 368, 236, 485, 520, 170, 457, 25, 500, 104, 24, 420, 160, 112, 158, 31, 39, 593, 315, 317, 596, 60, 110, 327, 2, 165, 168, 10, 6, 432]"
121,"[592, 349, 165, 590, 454, 150, 10, 292, 434, 380, 161, 316, 34, 153, 231, 367, 539, 185, 253, 141, 110, 25, 648, 1356, 589, 597, 266, 208, 457, 480, 62, 786, 440, 21, 6, 780, 39, 329, 552, 736, 151, 593, 32, 186, 357, 1073, 339, 344, 553, 31, 318, 17, 1, 288, 733, 337, 296, 300, 587, 442, 595, 435, 420, 350, 802, 586, 50, 368, 5, 168, 356, 588, 485, 95, 196, 377, 508, 7, 608, 225, 594, 509, 172, 474, 223, 317, 112, 163, 494, 47, 104, 529, 36, 852, 653, 260, 282, 708, 364, 500]"
122,"[58559, 318, 60069, 79132, 7153, 6539, 68954, 6874, 49272, 2959, 5952, 7438, 59315, 8874, 4226, 1704, 99114, 48780, 6377, 89745, 48516, 48774, 33794, 593, 109487, 4886, 32587, 70286, 5618, 858, 5989, 4993, 4896, 1198, 5418, 3949, 8961, 4306, 48394, 33493, 3000, 4973, 7361, 51662, 2858, 5218, 2762, 8644, 2571, 63082, 72998, 356, 91529, 68358, 6502, 74458, 8368, 79702, 8636, 5378, 55820, 44191, 50872, 68157, 3147, 6365, 1196, 115617, 59784, 1221, 45499, 3578, 47, 50, 34048, 1206, 48385, 5445, 260, 5903, 4878, 5816, 1270, 76251, 56174, 69122, 3793, 78499, 45722, 5459, 35836, 4995, 51255, 46578, 7458, 41566, 1291, 1625, 80463, 4720]"
123,"[79132, 109374, 58559, 60069, 7153, 116797, 68954, 70286, 89745, 99114, 109487, 91529, 106782, 69122, 74458, 78499, 59315, 72998, 50872, 49272, 80463, 115617, 33794, 59784, 112852, 8874, 6539, 48780, 4995, 68157, 134130, 76093, 48385, 69844, 122904, 122886, 97913, 76251, 88125, 60040, 6377, 6874, 7458, 87232, 112556, 91500, 56174, 5459, 64614, 81834, 35836, 81845, 41566, 134853, 122882, 106920, 110102, 8368, 55820, 2959, 36529, 34048, 84152, 84954, 4896, 81591, 48394, 5618, 119145, 111759, 64957, 79702, 48774, 57669, 48516, 96079, 5816, 118696, 7438, 74789, 318, 168252, 68358, 91630, 8961, 115713, 45499, 91535, 112290, 88129, 46578, 53322, 67255, 8644, 69481, 115149, 98809, 30793, 6365, 6942]"
124,"[318, 260, 589, 480, 593, 110, 47, 296, 32, 1196, 1580, 1, 608, 50, 1270, 1200, 150, 1210, 356, 1917, 1197, 457, 2762, 1240, 1198, 1527, 527, 7153, 4306, 1704, 367, 2028, 2, 3793, 2858, 10, 858, 2571, 377, 208, 344, 2329, 1097, 1291, 1721, 223, 780, 788, 1214, 1221, 16, 34, 293, 6539, 6377, 1265, 586, 1676, 165, 2012, 3578, 551, 2716, 2628, 2959, 4226, 592, 648, 6365, 231, 364, 380, 2115, 588, 2706, 5378, 5952, 3623, 597, 3052, 539, 3147, 153, 1036, 2174, 2011, 1206, 104, 2918, 5445, 2355, 2700, 1625, 4993, 58559, 1089, 1610, 1213, 1370, 500]"
125,"[134130, 106782, 109487, 91630, 103253, 128360, 115569, 85414, 81932, 84152, 51540, 86332, 69481, 88744, 99114, 94864, 89745, 122886, 97752, 112556, 122892, 94959, 57669, 111759, 74458, 60756, 148626, 106920, 111781, 110102, 115617, 104879, 54503, 108932, 53322, 91658, 67255, 82461, 115210, 122904, 106918, 70286, 116797, 84954, 79132, 109374, 115149, 68237, 63113, 73321, 96079, 98809, 82459, 76077, 55765, 115713, 111360, 88125, 91529, 76251, 86880, 101864, 103341, 122882, 96610, 139385, 81591, 49272, 142488, 102125, 58559, 62849, 105504, 61132, 49278, 118696, 79702, 91535, 85510, 56782, 116897, 112852, 72011, 119145, 111364, 97913, 80219, 107406, 87222, 99007, 60069, 81834, 136020, 93840, 164179, 86882, 97921, 122920, 55820, 122918]"
126,"[593, 292, 480, 590, 318, 592, 110, 597, 32, 34, 457, 380, 349, 589, 1073, 153, 47, 588, 50, 344, 316, 1, 150, 161, 454, 208, 339, 648, 19, 442, 367, 539, 434, 377, 165, 595, 500, 364, 736, 231, 356, 608, 266, 62, 296, 6, 780, 21, 329, 25, 1356, 39, 253, 410, 527, 104, 368, 300, 10, 337, 223, 733, 788, 95, 587, 260, 653, 141, 594, 185, 1196, 435, 31, 553, 440, 16, 2, 1210, 786, 1197, 158, 236, 186, 1198, 293, 173, 288, 485, 151, 1059, 508, 3, 551, 357, 235, 596, 432, 616, 163, 802]"
127,"[2858, 2174, 1197, 1196, 260, 1210, 1220, 2918, 919, 2683, 318, 1387, 1580, 2396, 2028, 1198, 1961, 3751, 2115, 1278, 593, 1200, 1517, 2716, 2268, 1954, 296, 1270, 904, 1148, 2791, 480, 1214, 1089, 1968, 3552, 2762, 3421, 2997, 1136, 858, 1276, 2000, 1097, 3994, 1527, 3033, 1259, 1035, 2012, 1291, 1225, 1265, 745, 1625, 608, 2628, 1923, 912, 1610, 1193, 1288, 2355, 1394, 1234, 924, 1704, 1377, 1101, 3175, 3793, 1036, 1079, 1380, 1994, 1222, 1674, 2529, 953, 2291, 1653, 1208, 1207, 4027, 527, 2571, 3578, 2054, 2959, 1784, 2987, 541, 1206, 2699, 1, 3471, 3623, 50, 4306, 2706]"
128,"[902, 912, 910, 1262, 904, 2788, 1252, 3418, 2396, 1307, 1234, 1207, 915, 908, 1278, 1333, 1230, 903, 1276, 1293, 1225, 5013, 1244, 1282, 2858, 1204, 2174, 838, 953, 608, 1267, 750, 1079, 1223, 1219, 1035, 296, 1172, 1288, 914, 2321, 1641, 1247, 1954, 1246, 924, 593, 527, 2020, 1304, 2716, 2324, 2951, 1086, 926, 1210, 2997, 318, 2599, 1208, 2683, 920, 1201, 1517, 2918, 1206, 2424, 1961, 3168, 3176, 235, 2289, 1271, 1197, 1994, 1953, 1080, 1784, 1193, 1259, 6787, 111, 3751, 1228, 1625, 1265, 1704, 1028, 1287, 1198, 480, 1089, 1148, 1250, 3462, 50, 898, 2915, 2028, 1200]"
129,"[318, 593, 7153, 480, 260, 1580, 47, 2762, 6539, 1198, 356, 4306, 6377, 2571, 5378, 3578, 2858, 2959, 3147, 858, 1270, 1704, 589, 50, 1196, 110, 6874, 58559, 5952, 4022, 4896, 1210, 4226, 3793, 7438, 2716, 5445, 4993, 5418, 296, 4886, 1721, 1291, 5218, 2028, 2329, 6365, 33794, 1, 4995, 2628, 8961, 5989, 1197, 1917, 1200, 60069, 8636, 527, 32, 5349, 1527, 44191, 2706, 33493, 4963, 3623, 8874, 7361, 1036, 377, 51662, 367, 1240, 6333, 457, 1221, 79132, 1676, 8360, 3717, 2355, 48516, 45722, 608, 1682, 1214, 2011, 4262, 2012, 4011, 32587, 3081, 1213, 2054, 541, 2918, 1222, 2006, 150]"
13,"[2858, 593, 50, 1784, 1198, 223, 2706, 260, 2692, 457, 110, 4027, 1729, 1210, 318, 47, 480, 2762, 1653, 296, 2028, 527, 2396, 919, 2628, 2291, 1193, 4223, 1584, 1923, 2918, 589, 1246, 1089, 3052, 3408, 2571, 778, 1580, 1527, 377, 4011, 1610, 1645, 1968, 2716, 1197, 3578, 3147, 608, 1721, 1208, 3996, 2908, 3481, 2174, 1370, 1270, 3753, 1291, 2395, 1625, 3174, 1196, 1265, 1917, 3160, 780, 1213, 4034, 4226, 5464, 3897, 2329, 1222, 1676, 1214, 2763, 2194, 2712, 3175, 1573, 1961, 2997, 555, 3994, 4979, 3793, 16, 2683, 3421, 1259, 1485, 648, 858, 3033, 2000, 1221, 1500, 32]"
130,"[110, 367, 153, 593, 592, 231, 454, 161, 380, 349, 480, 329, 150, 292, 339, 736, 34, 208, 1, 165, 318, 648, 344, 185, 10, 457, 434, 539, 266, 337, 597, 62, 32, 95, 47, 25, 253, 1356, 442, 296, 1073, 50, 590, 356, 377, 780, 21, 733, 587, 589, 19, 595, 260, 588, 6, 141, 39, 186, 786, 608, 364, 31, 288, 350, 410, 300, 317, 435, 316, 368, 474, 196, 653, 1210, 788, 500, 527, 586, 508, 553, 509, 223, 163, 112, 1059, 173, 151, 520, 2, 236, 440, 802, 552, 7, 370, 1196, 485, 420, 104, 357]"
131,"[318, 593, 2858, 1198, 2959, 4226, 1196, 1221, 2329, 47, 2571, 1089, 1704, 5378, 1625, 50, 1206, 1210, 6874, 7153, 778, 260, 2762, 608, 2918, 5952, 1527, 1721, 858, 4878, 541, 3949, 480, 4027, 4306, 750, 1291, 1200, 4993, 1214, 3996, 2502, 296, 3481, 1258, 1682, 110, 2028, 3147, 2628, 1197, 1961, 3793, 1580, 2542, 4979, 6539, 1097, 527, 589, 3897, 111, 2716, 1240, 5349, 1270, 7438, 1923, 2692, 924, 293, 3578, 4973, 5445, 1193, 1222, 356, 58559, 4011, 1208, 5418, 4262, 3052, 1036, 2997, 6333, 7361, 1732, 3408, 4886, 1617, 1080, 1917, 4963, 48516, 33493, 1676, 32, 3623, 6377]"
132,"[318, 593, 47, 2858, 480, 110, 858, 296, 1704, 2959, 608, 6377, 7153, 1198, 527, 50, 6539, 356, 150, 2028, 1210, 4993, 2571, 2762, 912, 4306, 4973, 4226, 1193, 1270, 1721, 1, 1197, 1246, 5952, 457, 589, 1221, 260, 367, 1923, 3578, 1580, 4995, 45722, 1206, 1682, 32, 597, 2716, 1089, 1961, 2628, 6874, 4027, 3147, 5218, 3408, 58559, 2997, 3793, 904, 1213, 2329, 3996, 4963, 1196, 4886, 1097, 2324, 4878, 5618, 2396, 5418, 592, 778, 590, 1265, 750, 8360, 924, 111, 2115, 4022, 2706, 1214, 1784, 8636, 5378, 48516, 1380, 1225, 2918, 1291, 7147, 6365, 8961, 2683, 5445, 1036]"
