,itemIds
108,"[356, 296, 318, 1210, 2959, 608, 1, 593, 1270, 2571, 260, 7153, 1221, 4226, 110, 1196, 480, 2762, 1036, 527, 589, 1198, 592, 150, 4306, 2858, 50, 2028, 367, 47, 1240, 780, 4973, 858, 4993, 364, 2011, 500, 153, 1073, 648, 2396, 457, 1721, 1213, 1136, 590, 1089, 597, 3578, 1193, 380, 5952, 1580, 541, 7438, 1307, 6539, 588, 1704, 1968, 5816, 1200, 344, 6377, 5445, 1917, 1682, 1610, 3793, 32, 377, 2918, 924, 5349, 1961, 1291, 1265, 58559, 165, 2628, 8961, 231, 1208, 551, 1784, 736, 1214, 1258, 2797, 1197, 6874, 4995, 3147, 2987, 1206, 587, 595, 1246, 904]"
109,"[356, 296, 150, 318, 592, 110, 480, 457, 153, 380, 344, 593, 589, 165, 608, 367, 780, 1, 590, 1210, 47, 50, 597, 527, 648, 377, 588, 587, 329, 32, 10, 500, 736, 260, 161, 364, 231, 185, 316, 1036, 349, 1198, 2571, 292, 208, 1196, 253, 6, 288, 1270, 410, 2959, 2762, 1580, 1073, 1221, 2028, 4226, 434, 551, 357, 1240, 454, 1193, 339, 2858, 733, 539, 7153, 440, 595, 300, 34, 858, 317, 1610, 1721, 2115, 586, 3578, 21, 1089, 2396, 3793, 4306, 2011, 62, 3, 25, 2918, 541, 1961, 223, 1968, 1214, 1136, 1704, 1917, 1265, 1200]"
11,"[356, 296, 318, 150, 593, 110, 153, 480, 592, 1, 457, 608, 589, 380, 1210, 780, 527, 367, 344, 47, 260, 165, 590, 597, 50, 648, 377, 364, 32, 736, 1036, 2571, 1196, 2959, 10, 500, 2762, 588, 587, 1270, 1198, 4226, 231, 316, 2028, 1221, 6, 292, 329, 1580, 1193, 349, 7153, 185, 434, 1240, 208, 2858, 733, 1721, 858, 253, 1073, 161, 1704, 3578, 551, 2115, 1968, 1610, 410, 2918, 1089, 288, 4993, 1136, 1961, 541, 539, 2396, 3793, 1265, 4306, 1917, 357, 317, 1213, 1214, 2011, 1291, 595, 1200, 1258, 1784, 3147, 34, 1391, 1206, 25, 1307]"
110,"[356, 296, 318, 1210, 608, 2959, 2571, 593, 260, 527, 4226, 7153, 1036, 1198, 1221, 1, 1270, 2858, 1196, 2762, 589, 110, 480, 1193, 2028, 47, 858, 150, 1089, 457, 1240, 50, 592, 4306, 4993, 1580, 3578, 541, 1213, 1704, 780, 2918, 1136, 367, 1200, 1291, 6377, 1968, 1721, 4973, 7438, 648, 6539, 1961, 2396, 1073, 597, 2011, 1258, 1610, 924, 364, 3793, 500, 5816, 1265, 5952, 380, 1206, 153, 2115, 2797, 58559, 1208, 3147, 377, 344, 1682, 1214, 778, 587, 32, 588, 5445, 590, 904, 1220, 1784, 8961, 1197, 6874, 4995, 2628, 551, 2000, 5349, 165, 1307, 1246, 736]"
111,"[7153, 356, 2571, 2959, 6539, 1, 318, 58559, 6874, 7438, 6377, 1210, 8961, 296, 4226, 4963, 2762, 593, 1198, 5989, 5952, 5816, 4306, 608, 260, 60069, 79132, 150, 3578, 4993, 1580, 4973, 4995, 4896, 1721, 1270, 2918, 527, 5445, 1961, 589, 3793, 1221, 2858, 858, 5218, 33794, 1704, 51255, 56174, 110, 68954, 8636, 5418, 5349, 1136, 1036, 1291, 72998, 1200, 2028, 68157, 32587, 7361, 8360, 63082, 1196, 4878, 59315, 112852, 1258, 1240, 8874, 48780, 3977, 2011, 47, 69122, 99114, 4886, 780, 48516, 4011, 364, 3717, 1193, 597, 480, 500, 924, 2355, 89745, 1206, 91529, 109487, 70286, 1213, 30793, 1089, 122904]"
112,"[356, 296, 318, 593, 1210, 1, 150, 110, 260, 589, 608, 480, 2571, 7153, 592, 780, 1036, 2959, 527, 457, 47, 367, 1196, 1198, 1270, 4226, 344, 50, 153, 500, 364, 597, 648, 380, 2762, 1240, 1221, 590, 1580, 2028, 377, 165, 736, 4306, 2858, 32, 231, 3578, 858, 588, 4993, 1193, 1073, 587, 1721, 1136, 7438, 1291, 2011, 1704, 6539, 2918, 3793, 5816, 5952, 1200, 58559, 541, 551, 1961, 6377, 3147, 1213, 185, 1968, 924, 316, 10, 2396, 5445, 1089, 733, 8961, 6874, 4995, 1206, 1258, 1610, 4973, 208, 161, 5349, 1214, 2628, 1917, 1246, 1265, 6, 2115, 1197]"
113,"[356, 296, 318, 1210, 593, 480, 608, 150, 1, 380, 110, 457, 1270, 367, 260, 589, 592, 597, 1036, 1221, 590, 1073, 2959, 780, 50, 527, 904, 344, 2396, 587, 1196, 153, 500, 648, 551, 1198, 47, 32, 4226, 588, 165, 2571, 364, 858, 736, 2858, 1089, 349, 2762, 2918, 1721, 1968, 377, 1193, 10, 1307, 161, 2987, 1610, 1213, 231, 541, 1136, 539, 1240, 2683, 185, 912, 1580, 7153, 2011, 2628, 1206, 357, 1704, 329, 924, 2115, 316, 2028, 1214, 1208, 595, 292, 1784, 1291, 3793, 6, 440, 1682, 62, 288, 4306, 253, 208, 1200, 454, 3578, 1265, 1917]"
114,"[356, 1210, 7153, 593, 318, 2571, 296, 2959, 260, 1198, 4226, 2762, 608, 1, 2858, 1221, 6539, 1270, 5816, 4993, 4306, 6377, 1036, 3578, 1196, 527, 589, 110, 5952, 8961, 58559, 7438, 1580, 150, 780, 858, 1721, 5349, 1240, 47, 2028, 480, 2918, 4973, 6874, 1291, 1704, 60069, 2011, 1193, 1200, 5445, 364, 4995, 4896, 79132, 924, 8636, 1136, 50, 541, 1213, 367, 33794, 1961, 3147, 3793, 500, 1682, 1258, 1206, 5418, 1265, 2628, 4963, 597, 592, 1073, 32587, 4878, 1089, 5989, 457, 2115, 48780, 2706, 44191, 1197, 2396, 7361, 63082, 648, 1246, 1214, 2355, 588, 8360, 1968, 8368, 153]"
115,"[356, 1210, 318, 296, 260, 593, 608, 2571, 1, 1198, 110, 589, 1196, 4226, 2959, 7153, 1036, 2762, 150, 480, 1270, 1221, 527, 780, 2028, 1240, 50, 1580, 2858, 457, 47, 592, 858, 648, 367, 3578, 1721, 4306, 2011, 1200, 4993, 1193, 153, 3793, 597, 2918, 1704, 1291, 380, 364, 1136, 344, 2396, 500, 32, 1968, 1089, 1213, 1073, 590, 5952, 1961, 736, 7438, 1610, 5816, 165, 6539, 377, 2628, 6377, 2115, 588, 1214, 541, 231, 1265, 58559, 924, 587, 3147, 2797, 1682, 5445, 4995, 1208, 1258, 1917, 5349, 733, 8961, 1197, 4973, 1307, 2987, 6874, 1206, 10, 6, 1220]"
116,"[356, 318, 296, 593, 1210, 608, 1, 110, 480, 260, 150, 1036, 2571, 527, 589, 457, 2959, 1198, 4226, 1270, 2762, 780, 1196, 7153, 1221, 592, 367, 47, 2858, 50, 597, 2028, 153, 1193, 500, 380, 344, 3578, 364, 648, 858, 1580, 1240, 377, 1721, 590, 4306, 1704, 2918, 1073, 32, 2396, 1136, 588, 4993, 165, 3793, 1200, 1961, 736, 1089, 587, 1291, 1213, 541, 6539, 5816, 2011, 231, 2115, 1258, 1265, 7438, 1968, 6377, 1610, 1214, 924, 2797, 551, 2628, 1206, 10, 1307, 1197, 1917, 4995, 3147, 1208, 1682, 6, 1220, 8961, 5349, 185, 2987, 5952, 904, 1784, 1246]"
117,"[356, 296, 150, 110, 592, 153, 318, 457, 593, 480, 380, 1, 367, 165, 608, 344, 590, 589, 780, 1210, 364, 597, 377, 50, 527, 648, 588, 500, 47, 10, 736, 587, 231, 32, 161, 1036, 260, 316, 292, 208, 185, 329, 349, 2571, 2959, 253, 1073, 595, 733, 1198, 6, 410, 1270, 288, 2762, 539, 1196, 1580, 2028, 434, 62, 454, 4226, 1221, 357, 2858, 7153, 551, 317, 440, 1193, 21, 1240, 339, 586, 34, 3578, 1721, 300, 858, 3, 4306, 1136, 1610, 25, 442, 1961, 2396, 2115, 2918, 1704, 223, 1206, 2011, 3793, 1291, 11, 1917, 2, 2683]"
118,"[356, 296, 318, 608, 1210, 593, 110, 2959, 527, 2571, 589, 1, 150, 480, 260, 1196, 1198, 7153, 1221, 1036, 780, 457, 4226, 1270, 2762, 592, 47, 50, 153, 2028, 2858, 367, 597, 364, 380, 1580, 858, 1240, 1213, 1089, 344, 1721, 1193, 3578, 231, 590, 4306, 500, 32, 648, 4993, 1704, 1961, 377, 588, 6539, 5952, 165, 1200, 3793, 1136, 2918, 7438, 1073, 1291, 1610, 2011, 5816, 2628, 541, 587, 6377, 2396, 3147, 4995, 736, 1265, 924, 2115, 1206, 58559, 4973, 1258, 1214, 5445, 10, 1197, 1208, 1968, 6, 904, 5349, 1917, 8961, 316, 6874, 733, 1220, 185, 2797]"
119,"[356, 7153, 2571, 1210, 2959, 318, 1, 4226, 593, 260, 296, 4993, 608, 1270, 2762, 4306, 58559, 1196, 5816, 1198, 7438, 6539, 6377, 5952, 527, 858, 1036, 3578, 2858, 6874, 2028, 79132, 4973, 8961, 1704, 1580, 1221, 1721, 33794, 60069, 32587, 589, 1240, 364, 5445, 3793, 150, 4963, 5989, 3147, 2011, 1213, 541, 4995, 1291, 47, 50, 1200, 1136, 1193, 5418, 2918, 480, 1089, 4896, 110, 68157, 1961, 2628, 48780, 924, 4878, 5349, 69122, 1265, 1682, 51255, 457, 1258, 500, 1968, 4886, 4022, 5218, 2324, 2706, 7361, 1073, 6365, 780, 48516, 3977, 367, 778, 8636, 344, 1206, 1246, 99114, 2355]"
12,"[356, 1210, 318, 296, 1270, 1, 1036, 2571, 260, 608, 593, 7153, 4226, 1198, 480, 2959, 4306, 2762, 1221, 2918, 1580, 1196, 6539, 1721, 589, 110, 1240, 7438, 150, 1136, 2858, 1265, 780, 2011, 500, 1200, 4993, 4995, 597, 3793, 50, 47, 527, 2028, 367, 1961, 1968, 3578, 2396, 858, 1704, 1089, 2797, 5816, 904, 1193, 1073, 1213, 1206, 457, 6377, 364, 924, 1291, 1214, 592, 5349, 587, 5445, 541, 6874, 1682, 1246, 377, 2115, 344, 1307, 2987, 8961, 1258, 4963, 4973, 380, 1197, 588, 2628, 153, 551, 2683, 4878, 58559, 2355, 2716, 590, 1208, 648, 1917, 3147, 5952, 33794]"
120,"[356, 296, 318, 593, 1210, 608, 150, 1, 589, 110, 780, 480, 260, 153, 457, 592, 648, 527, 32, 344, 2571, 50, 1270, 47, 380, 364, 367, 1036, 590, 1198, 165, 736, 4226, 1580, 2959, 597, 1196, 377, 587, 7153, 588, 500, 1240, 1073, 1221, 231, 2028, 10, 2762, 2858, 733, 1193, 185, 858, 6, 3578, 316, 2011, 551, 1291, 2918, 1968, 1610, 329, 1213, 1721, 2396, 1136, 1704, 4993, 4306, 161, 208, 1089, 1197, 541, 2115, 2797, 357, 1200, 62, 539, 3, 349, 1961, 1265, 1307, 2987, 595, 410, 292, 317, 5445, 1258, 288, 253, 924, 1220, 3793, 7438]"
121,"[356, 296, 150, 318, 110, 380, 1, 592, 153, 593, 344, 457, 480, 589, 165, 597, 367, 1210, 590, 608, 780, 47, 527, 377, 364, 588, 50, 736, 648, 500, 161, 587, 316, 231, 260, 32, 434, 10, 292, 329, 208, 349, 185, 1073, 2571, 1036, 253, 2959, 410, 1270, 539, 1196, 1198, 300, 288, 1580, 595, 454, 2762, 62, 6, 7153, 2028, 1240, 4226, 733, 1721, 357, 1221, 34, 551, 317, 1193, 25, 586, 21, 2858, 440, 1291, 858, 3578, 339, 2396, 2918, 4306, 1610, 1961, 1704, 3793, 4993, 2115, 1206, 2011, 1136, 442, 1089, 541, 1917, 11, 1968]"
122,"[1210, 7153, 356, 2571, 318, 2959, 4226, 296, 260, 593, 1198, 2762, 4306, 1, 1270, 1036, 1196, 608, 58559, 4993, 3578, 1221, 5816, 2858, 527, 6539, 7438, 2028, 858, 6377, 1580, 5952, 589, 79132, 2918, 1704, 1721, 110, 4973, 6874, 2011, 1213, 1240, 8961, 1291, 1193, 1136, 150, 3793, 480, 1961, 1200, 47, 60069, 4995, 1089, 5349, 780, 33794, 5445, 924, 3147, 541, 50, 1682, 4963, 1968, 48780, 2628, 2396, 364, 367, 1258, 4878, 4896, 2355, 32587, 5418, 1265, 1206, 5989, 457, 2115, 1197, 1208, 500, 4011, 1214, 2706, 4022, 1073, 68157, 8636, 7361, 1610, 63082, 2716, 2797, 8360, 597]"
123,"[7153, 356, 2959, 593, 4226, 318, 296, 2571, 4993, 79132, 1210, 5952, 58559, 2762, 260, 6539, 527, 1198, 6377, 4306, 1, 608, 2858, 4973, 7438, 6874, 8961, 1036, 1196, 5816, 3578, 858, 1221, 2028, 48780, 1704, 589, 47, 4995, 60069, 1721, 1270, 68157, 150, 5989, 110, 1089, 1193, 1961, 33794, 4963, 1136, 32587, 2918, 1213, 3147, 5445, 364, 480, 3793, 50, 4896, 1682, 1291, 5418, 63082, 4878, 1580, 99114, 5349, 4022, 8636, 541, 1200, 4011, 1240, 924, 7361, 2011, 48516, 91529, 780, 59315, 1258, 1265, 69122, 6365, 500, 51255, 8360, 89745, 2628, 1206, 778, 2355, 2324, 4886, 367, 54286, 109487]"
124,"[356, 296, 318, 1210, 593, 2959, 608, 260, 110, 2571, 7153, 4226, 150, 1, 480, 589, 1196, 1198, 1036, 2762, 527, 2858, 1221, 1270, 457, 4306, 592, 2028, 50, 3578, 1580, 47, 1240, 367, 4993, 780, 597, 500, 153, 1721, 858, 380, 344, 7438, 3793, 6539, 1193, 364, 5816, 1961, 2918, 1136, 590, 1704, 5952, 1089, 6377, 588, 2011, 1200, 58559, 377, 648, 541, 1291, 3147, 165, 4995, 6874, 1213, 2396, 231, 32, 1073, 1968, 587, 1610, 1206, 2628, 8961, 1682, 5349, 1208, 2115, 1258, 1214, 1265, 551, 4973, 5445, 1917, 736, 4963, 924, 7361, 2683, 2797, 1246, 1220, 4878]"
125,"[7153, 1210, 356, 318, 2959, 6539, 2571, 4226, 4306, 1, 260, 58559, 593, 1198, 4993, 1036, 1196, 296, 7438, 2762, 608, 5816, 6874, 6377, 60069, 110, 1270, 8961, 4973, 3578, 4995, 5952, 1721, 858, 1221, 1291, 79132, 2858, 2028, 1961, 527, 589, 33794, 1704, 3793, 1580, 1240, 2918, 5445, 5349, 150, 1193, 1200, 47, 1136, 44191, 8360, 480, 780, 4896, 3147, 364, 2011, 924, 1206, 5418, 1073, 68157, 4963, 1265, 1213, 5989, 50, 2628, 1258, 5218, 541, 48780, 32587, 1246, 7361, 500, 367, 457, 1682, 4878, 1214, 1197, 8636, 4011, 1089, 2355, 1968, 592, 48516, 1220, 2716, 4022, 68358, 59315]"
126,"[296, 150, 356, 592, 318, 153, 380, 110, 593, 457, 344, 480, 165, 589, 367, 590, 1, 597, 47, 588, 608, 364, 231, 316, 1210, 527, 50, 10, 780, 292, 32, 500, 185, 349, 208, 329, 161, 377, 648, 253, 434, 587, 2959, 288, 595, 2571, 260, 410, 736, 454, 1036, 1198, 1196, 4226, 2762, 1270, 1073, 1580, 1221, 6, 339, 34, 2028, 317, 7153, 733, 1193, 539, 1721, 300, 2858, 551, 1240, 357, 858, 62, 3578, 440, 1961, 2918, 4306, 4993, 21, 586, 1089, 1291, 1704, 2396, 1610, 2011, 1136, 2115, 25, 3147, 3793, 7438, 1206, 1265, 6539, 1682]"
127,"[1210, 2571, 356, 260, 7153, 4226, 1198, 318, 2959, 593, 1196, 608, 296, 1036, 2762, 1270, 1221, 1, 858, 2858, 4993, 4306, 527, 1193, 1240, 1089, 2028, 1200, 1704, 589, 3578, 5816, 3793, 1136, 2396, 2918, 480, 1721, 1580, 2011, 780, 7438, 1968, 1213, 6539, 110, 924, 5952, 1291, 541, 58559, 47, 150, 50, 904, 1206, 1265, 4973, 2628, 1197, 6377, 1214, 8961, 4995, 79132, 5445, 1307, 33794, 1682, 5349, 1961, 1610, 2115, 457, 1784, 367, 1258, 1208, 500, 648, 3147, 2716, 597, 2797, 1073, 4963, 6874, 4878, 364, 2987, 60069, 2683, 2355, 778, 2000, 7361, 4011, 592, 377, 1246]"
128,"[1210, 260, 356, 593, 1196, 318, 1198, 2571, 1036, 110, 1, 296, 608, 4226, 480, 1270, 589, 1291, 7153, 2762, 1580, 780, 527, 1721, 1240, 1221, 150, 2858, 4306, 364, 2028, 2959, 1200, 597, 50, 457, 367, 1136, 858, 3793, 47, 3578, 6539, 1073, 4993, 2628, 6377, 2115, 5952, 1193, 2918, 648, 500, 5349, 2011, 153, 2396, 592, 924, 1704, 344, 1961, 736, 2987, 1258, 1265, 8961, 1220, 377, 904, 541, 380, 5816, 588, 1213, 7438, 1214, 590, 231, 1089, 1097, 587, 4995, 2355, 1246, 1206, 32, 2716, 33794, 58559, 1968, 165, 2683, 6874, 2706, 4973, 5445, 1610, 4963, 2797]"
129,"[356, 1210, 318, 7153, 2571, 2959, 260, 296, 4226, 1, 593, 608, 2762, 1198, 1270, 4306, 1196, 1036, 4993, 3578, 589, 110, 1221, 2858, 150, 7438, 6539, 5816, 1580, 1240, 527, 58559, 858, 780, 480, 2028, 1721, 1704, 6377, 47, 2918, 5952, 1136, 3793, 1291, 2011, 1213, 1193, 6874, 500, 364, 1200, 4995, 1968, 50, 8961, 541, 1682, 1961, 367, 5445, 33794, 4963, 592, 4973, 3147, 5349, 2628, 457, 60069, 1265, 648, 597, 1073, 79132, 1089, 2396, 5418, 924, 1206, 1258, 32587, 4878, 1197, 2716, 1214, 588, 344, 2683, 153, 2115, 2706, 44191, 1917, 231, 5989, 1246, 377, 7361, 1610]"
13,"[356, 318, 296, 1210, 2571, 593, 608, 150, 2959, 1198, 3578, 4226, 110, 1, 260, 1196, 2762, 1036, 589, 7153, 1221, 480, 527, 1270, 597, 1721, 2028, 47, 2858, 780, 592, 3793, 457, 1193, 2918, 1240, 4306, 1961, 7438, 380, 858, 4993, 1580, 231, 5816, 165, 6539, 1291, 1704, 153, 1136, 6377, 500, 1213, 50, 364, 2628, 1073, 6874, 377, 1265, 58559, 367, 1089, 2396, 344, 648, 1200, 4995, 5952, 1682, 590, 4973, 2011, 1610, 4963, 2716, 1258, 1206, 541, 8961, 5349, 32, 2115, 588, 1214, 1968, 2706, 587, 924, 736, 2683, 2797, 3977, 1208, 1197, 79132, 5445, 2987, 48780]"
130,"[296, 150, 356, 110, 318, 153, 380, 592, 457, 593, 344, 1, 165, 480, 608, 367, 589, 590, 364, 588, 1210, 597, 780, 231, 329, 527, 47, 10, 316, 50, 161, 377, 208, 349, 500, 2959, 648, 2571, 32, 595, 434, 292, 410, 587, 260, 1036, 185, 253, 736, 1198, 288, 4226, 2762, 1073, 1270, 1196, 1221, 2028, 1721, 7153, 2858, 1580, 454, 6, 1240, 3578, 62, 733, 300, 339, 4306, 539, 1193, 34, 551, 1704, 1961, 317, 357, 858, 1089, 3793, 4993, 586, 2918, 6539, 1136, 5816, 2396, 440, 5952, 1610, 1291, 1206, 1214, 6377, 2011, 7438, 2115, 1917]"
131,"[356, 1210, 318, 296, 593, 7153, 260, 2571, 2959, 608, 4226, 1196, 1198, 1270, 1221, 2762, 527, 1, 1036, 110, 589, 4993, 858, 2858, 2028, 3578, 4306, 47, 50, 58559, 480, 1193, 1200, 1089, 5952, 150, 6539, 1580, 1704, 1213, 5816, 7438, 1721, 780, 2918, 1291, 1240, 4995, 1136, 4973, 457, 541, 79132, 1961, 6377, 500, 2011, 3793, 1968, 1214, 924, 6874, 8961, 592, 364, 5445, 3147, 2628, 1258, 5349, 367, 2396, 33794, 597, 1610, 1206, 1265, 4963, 4878, 1197, 2115, 7361, 1682, 904, 778, 48780, 1073, 4011, 2797, 2706, 380, 344, 1208, 32587, 60069, 2716, 377, 1784, 8636, 2987]"
132,"[356, 1210, 318, 296, 593, 7153, 2571, 2959, 1, 4226, 260, 608, 1270, 2762, 1221, 1198, 1196, 589, 150, 1036, 858, 4306, 2858, 110, 527, 4993, 480, 1721, 2028, 50, 5816, 364, 1580, 7438, 6377, 780, 3578, 6539, 47, 5952, 1704, 2918, 58559, 4973, 1240, 1200, 1136, 1193, 2011, 2396, 3793, 592, 1089, 457, 367, 1213, 1968, 500, 1682, 8961, 597, 924, 4995, 5349, 1291, 344, 1961, 1610, 380, 2628, 5445, 153, 588, 541, 79132, 1073, 1214, 1206, 4963, 648, 3147, 6874, 1307, 590, 1197, 32, 1265, 231, 1258, 60069, 904, 33794, 1917, 4878, 2115, 48780, 1208, 2797, 2987, 7361]"
