userId,itemIds,top-50 scores
11,"[356, 318, 480, 150, 260, 593, 2571, 296, 110, 588, 2959, 780, 527, 47, 457, 648, 592, 608, 32, 10, 590, 1196, 380, 364, 858, 165, 1, 367, 316, 377, 589, 1270, 50, 153, 1198, 2858, 1210, 208, 253, 231, 1197, 1580, 597, 3578, 344, 2762, 2028, 2628, 1214, 736]","[4.20453, 4.138056, 4.099183, 4.068267, 4.059808, 4.0562487, 4.049353, 4.026481, 3.9880784, 3.9744325, 3.9390981, 3.9339318, 3.9259427, 3.9167907, 3.905453, 3.905022, 3.872064, 3.8470278, 3.8459947, 3.8447971, 3.8321943, 3.810401, 3.7801173, 3.77553, 3.761242, 3.7588987, 3.7548583, 3.7455404, 3.7435286, 3.741174, 3.7364197, 3.7080188, 3.6820774, 3.6699846, 3.6649415, 3.6399837, 3.6373785, 3.6354742, 3.5974474, 3.591843, 3.5875986, 3.5840483, 3.538891, 3.52542, 3.5170267, 3.5152738, 3.5093596, 3.5002391, 3.4937782, 3.4855497]"
12,"[356, 318, 2571, 2959, 296, 150, 593, 480, 260, 110, 588, 527, 47, 858, 1270, 364, 32, 608, 648, 1, 1196, 780, 457, 590, 592, 50, 2858, 589, 10, 377, 1197, 1198, 367, 3578, 597, 1580, 1210, 316, 2762, 380, 2028, 231, 1214, 1704, 4886, 4993, 7153, 1136, 165, 208]","[3.9206128, 3.8881938, 3.8123305, 3.7839954, 3.7554827, 3.7467763, 3.7342188, 3.7325735, 3.7178633, 3.6737113, 3.6596062, 3.6580658, 3.5733416, 3.5531812, 3.5509226, 3.5440106, 3.5387995, 3.5323215, 3.5047588, 3.489372, 3.4864156, 3.479523, 3.4689078, 3.4271805, 3.4131749, 3.4049144, 3.403359, 3.4031904, 3.3864753, 3.3651783, 3.3623772, 3.3580666, 3.3577745, 3.34796, 3.3472533, 3.3330534, 3.3110764, 3.3051715, 3.3011289, 3.2825131, 3.2804773, 3.2692585, 3.2618406, 3.2574422, 3.2414086, 3.2356389, 3.2218258, 3.2205493, 3.21307, 3.2076774]"
13,"[318, 2571, 2959, 356, 593, 260, 296, 527, 480, 110, 1196, 858, 150, 47, 608, 2858, 364, 1270, 3578, 457, 780, 1198, 588, 4993, 32, 2762, 589, 648, 1, 1580, 50, 2028, 7153, 1197, 4306, 5952, 590, 1210, 1704, 377, 2628, 1214, 4226, 7361, 367, 10, 2329, 592, 6377, 778]","[4.0453386, 4.0334935, 4.008061, 3.975007, 3.9310682, 3.8510377, 3.8309448, 3.7901165, 3.7401938, 3.6996467, 3.6830912, 3.6823938, 3.6764648, 3.6577675, 3.655187, 3.6115959, 3.59367, 3.5841322, 3.5328243, 3.5006292, 3.499448, 3.494008, 3.4917994, 3.4905214, 3.4869561, 3.4599133, 3.4545817, 3.4530327, 3.4458756, 3.4412594, 3.4302163, 3.4226325, 3.4213796, 3.4201677, 3.4037483, 3.369422, 3.3679945, 3.3564956, 3.3453162, 3.3401427, 3.337909, 3.3206053, 3.3193016, 3.317069, 3.3058493, 3.291366, 3.2834013, 3.279268, 3.2791376, 3.2776763]"
14,"[318, 356, 480, 593, 150, 296, 110, 527, 260, 588, 2571, 590, 47, 592, 457, 32, 380, 364, 780, 10, 2959, 648, 367, 589, 165, 608, 208, 316, 377, 1, 858, 1196, 253, 153, 231, 50, 344, 597, 2858, 1270, 1210, 539, 1198, 292, 161, 500, 185, 34, 595, 410]","[4.5405936, 4.490081, 4.4244614, 4.414832, 4.4127197, 4.3600736, 4.35631, 4.3126154, 4.3121357, 4.3107257, 4.303048, 4.2674017, 4.2286067, 4.216471, 4.211862, 4.1699495, 4.1528068, 4.138155, 4.1101093, 4.1027193, 4.0914574, 4.081335, 4.068057, 4.049935, 4.0407114, 4.031477, 3.9969974, 3.9961607, 3.986919, 3.9754918, 3.96054, 3.9458387, 3.9177947, 3.915697, 3.9095893, 3.9008162, 3.8768184, 3.8708344, 3.806787, 3.778695, 3.7644205, 3.7532382, 3.7507868, 3.7502897, 3.7357256, 3.7271607, 3.7198856, 3.718662, 3.718572, 3.703132]"
15,"[2571, 2959, 318, 356, 593, 260, 7153, 79132, 527, 296, 1196, 4993, 58559, 858, 3578, 364, 1198, 4306, 5952, 110, 1270, 47, 480, 2858, 1580, 6539, 4226, 608, 4886, 7361, 7438, 8961, 6377, 150, 50, 1, 648, 2762, 780, 33794, 4963, 2028, 1210, 6874, 2329, 1704, 2628, 588, 4896, 589]","[4.9216485, 4.9144363, 4.8728323, 4.7253137, 4.5406876, 4.4902816, 4.4859076, 4.478003, 4.463972, 4.450138, 4.446261, 4.445953, 4.3581247, 4.350673, 4.3385134, 4.31896, 4.317861, 4.3168097, 4.2958846, 4.252876, 4.2299085, 4.2213497, 4.2168226, 4.2070994, 4.2005634, 4.196853, 4.1878366, 4.14495, 4.143433, 4.140418, 4.1402097, 4.117056, 4.10707, 4.1049137, 4.067035, 4.047005, 4.024475, 4.0220833, 4.008787, 4.0043216, 4.001134, 3.9927235, 3.9789252, 3.9784503, 3.9502337, 3.9395049, 3.9249823, 3.9131923, 3.8928492, 3.8868172]"
16,"[318, 356, 2571, 593, 260, 2959, 527, 296, 480, 608, 858, 1196, 150, 110, 47, 2858, 780, 1270, 32, 364, 648, 1198, 457, 588, 50, 1, 1197, 589, 3578, 2762, 377, 1210, 590, 4993, 1580, 10, 367, 2628, 7153, 2028, 1214, 592, 5952, 1704, 4306, 1089, 597, 1036, 4226, 1136]","[4.6875505, 4.6646595, 4.6638446, 4.656175, 4.644878, 4.599085, 4.568582, 4.540774, 4.4752083, 4.441772, 4.4102483, 4.4095373, 4.3594766, 4.3237677, 4.308828, 4.2636747, 4.253339, 4.2281966, 4.2161417, 4.201978, 4.2002897, 4.174041, 4.166949, 4.1653943, 4.161462, 4.145038, 4.1114855, 4.0906954, 4.0644584, 4.061575, 4.052005, 4.0512133, 4.029485, 4.026436, 3.987673, 3.987278, 3.9676476, 3.9637563, 3.9635515, 3.9603696, 3.942694, 3.9241, 3.9193094, 3.9144444, 3.8996518, 3.8710768, 3.8609004, 3.860533, 3.8597474, 3.8528059]"
17,"[2571, 2959, 318, 356, 593, 260, 296, 527, 1196, 858, 480, 110, 47, 608, 150, 1198, 2858, 1270, 364, 3578, 4993, 50, 7153, 780, 648, 1, 2762, 32, 5952, 589, 588, 1580, 457, 2028, 1210, 4306, 7361, 1704, 4226, 1197, 4886, 6539, 6377, 377, 2628, 1214, 58559, 367, 1291, 7438]","[5.068334, 5.0494447, 5.0404463, 5.0005307, 4.862723, 4.8326607, 4.7890654, 4.768336, 4.6805243, 4.656683, 4.625535, 4.5734267, 4.5678144, 4.54786, 4.546196, 4.511375, 4.5079126, 4.4970164, 4.470367, 4.448753, 4.4436913, 4.4168954, 4.409484, 4.352393, 4.3329415, 4.3313084, 4.329655, 4.3288484, 4.32547, 4.3227854, 4.322138, 4.317484, 4.2873693, 4.274936, 4.267321, 4.255531, 4.2205696, 4.2180295, 4.217903, 4.198368, 4.178137, 4.1723576, 4.164521, 4.164126, 4.161893, 4.154529, 4.1339126, 4.131784, 4.1258597, 4.1202474]"
18,"[2959, 2571, 318, 356, 79132, 7153, 4993, 296, 527, 593, 58559, 1196, 260, 858, 3578, 1198, 364, 5952, 4226, 4306, 47, 110, 7361, 7438, 50, 4886, 33794, 2858, 480, 6539, 1270, 8961, 2028, 648, 608, 6874, 1580, 2762, 780, 4963, 1210, 48780, 2329, 150, 60069, 54286, 1, 1291, 4896, 4995]","[4.3654284, 4.2877064, 4.25781, 4.08164, 4.0432324, 4.0159297, 4.0095806, 3.9808547, 3.9634316, 3.9504638, 3.9197602, 3.9066277, 3.9005349, 3.8944435, 3.8900225, 3.8563087, 3.8460934, 3.8277931, 3.7876112, 3.745744, 3.7182367, 3.7165077, 3.7039928, 3.6976285, 3.6610281, 3.6551108, 3.6483374, 3.6359208, 3.6281745, 3.6266592, 3.623277, 3.6209478, 3.6041563, 3.5987642, 3.5966074, 3.5927527, 3.5871792, 3.5756068, 3.5514896, 3.5508642, 3.550351, 3.5464811, 3.5153852, 3.5054214, 3.4877577, 3.4596725, 3.4560733, 3.4552884, 3.4548082, 3.454593]"
19,"[648, 736, 780, 457, 733, 380, 316, 1073, 480, 592, 153, 494, 590, 10, 260, 588, 608, 95, 150, 32, 165, 141, 367, 296, 593, 356, 1, 47, 377, 1500, 329, 1356, 1197, 253, 21, 110, 1210, 2959, 2628, 2571, 3, 597, 586, 357, 1196, 858, 2985, 1214, 2683, 2174]","[3.6225362, 3.5938585, 3.5479782, 3.4981425, 3.4949896, 3.4620721, 3.4506013, 3.450373, 3.445037, 3.4359996, 3.386581, 3.3728523, 3.351117, 3.3454728, 3.3346403, 3.3345976, 3.3328779, 3.32538, 3.3239162, 3.296306, 3.2795935, 3.2761488, 3.265626, 3.2422118, 3.2150857, 3.2124403, 3.2101927, 3.202022, 3.1986768, 3.19272, 3.1869483, 3.1690576, 3.1678653, 3.165124, 3.1650875, 3.1617503, 3.152525, 3.1483977, 3.1449797, 3.123971, 3.123227, 3.1121595, 3.1110342, 3.0831654, 3.0808852, 3.0784636, 3.0748792, 3.063071, 3.0569422, 3.0561452]"
20,"[2571, 318, 2959, 356, 260, 1196, 593, 527, 296, 858, 150, 648, 110, 480, 47, 1198, 780, 608, 3578, 364, 588, 1270, 4993, 7153, 2858, 1210, 50, 5952, 2028, 32, 1, 1580, 589, 58559, 367, 2628, 457, 4306, 4886, 2762, 1704, 231, 10, 377, 7438, 7361, 6539, 165, 1214, 33794]","[4.271418, 4.2645993, 4.2019444, 4.186784, 4.0239363, 3.9817348, 3.9710364, 3.9688365, 3.959114, 3.899082, 3.8432007, 3.8351202, 3.8188505, 3.8099961, 3.7948003, 3.7836761, 3.7462, 3.7457883, 3.742476, 3.7383363, 3.7370696, 3.7365847, 3.720794, 3.7057633, 3.7028944, 3.6601846, 3.649216, 3.6432106, 3.631027, 3.624419, 3.610654, 3.5990233, 3.5912137, 3.5737844, 3.5629678, 3.5607755, 3.5498912, 3.545158, 3.5431097, 3.5103586, 3.50805, 3.5071163, 3.5065238, 3.5015914, 3.4817019, 3.4792495, 3.474429, 3.4742794, 3.450937, 3.4485056]"
21,"[79132, 91529, 58559, 7153, 2959, 72998, 356, 70286, 60069, 4963, 2571, 59315, 3578, 89745, 8961, 50872, 109487, 318, 33794, 68358, 119145, 4886, 6539, 109374, 68954, 59784, 54286, 4993, 1580, 6377, 4896, 112852, 5952, 5418, 68157, 96079, 7438, 6874, 7361, 31685, 1198, 364, 1270, 71535, 116797, 5218, 4306, 106782, 81845, 74458]","[3.6644838, 3.5137568, 3.4626, 3.3805065, 3.350478, 3.3396707, 3.3173585, 3.306773, 3.2971766, 3.2920275, 3.2866302, 3.2738667, 3.2371361, 3.2310867, 3.2288542, 3.225399, 3.2147567, 3.1997397, 3.193801, 3.1934571, 3.1841016, 3.1686387, 3.1673038, 3.1597385, 3.157494, 3.106079, 3.098753, 3.0943556, 3.0903397, 3.078891, 3.0787299, 3.0742807, 3.0618935, 3.058948, 3.0456083, 3.045357, 3.0393975, 3.0320404, 3.0285206, 3.0201066, 3.0185032, 3.011708, 2.980979, 2.978238, 2.9759595, 2.9759517, 2.974054, 2.9685154, 2.9550753, 2.9457638]"
22,"[2571, 318, 2959, 356, 593, 260, 527, 296, 1196, 7153, 858, 4993, 110, 364, 3578, 47, 480, 5952, 1270, 1198, 150, 2858, 4306, 79132, 4226, 58559, 7361, 6539, 608, 1580, 4886, 50, 6377, 1, 8961, 7438, 2028, 2762, 589, 588, 1210, 648, 780, 32, 1704, 4963, 6874, 33794, 2628, 2329]","[5.147366, 5.109245, 5.0928836, 4.996083, 4.788363, 4.7772326, 4.7464786, 4.7245545, 4.6461844, 4.6376762, 4.62708, 4.6016912, 4.5374026, 4.5292373, 4.5188465, 4.4952593, 4.4804215, 4.4630103, 4.452669, 4.443818, 4.4145374, 4.4101353, 4.406157, 4.3815455, 4.3630667, 4.3581624, 4.3558254, 4.3523464, 4.3513355, 4.3409376, 4.3394904, 4.325659, 4.2949605, 4.281071, 4.2500916, 4.2478633, 4.246101, 4.243041, 4.232582, 4.231477, 4.2211723, 4.2146606, 4.206263, 4.201033, 4.154793, 4.140661, 4.1346993, 4.1241617, 4.1071506, 4.0950813]"
23,"[318, 356, 2571, 2959, 480, 527, 296, 260, 593, 110, 608, 32, 858, 150, 47, 364, 50, 1196, 648, 780, 588, 2858, 589, 457, 590, 1, 1197, 1270, 597, 924, 2762, 3578, 4993, 4226, 2628, 2028, 1198, 367, 1210, 592, 1089, 1704, 1214, 778, 541, 380, 377, 1240, 750, 1036]","[3.9737954, 3.909679, 3.891842, 3.8468046, 3.8420463, 3.8338597, 3.832421, 3.8112845, 3.795932, 3.703982, 3.6727564, 3.6714227, 3.6390681, 3.6301682, 3.6005478, 3.5719156, 3.5689952, 3.5458634, 3.5353591, 3.5332875, 3.526408, 3.5055969, 3.4875486, 3.4530072, 3.4521332, 3.449902, 3.4081242, 3.4078104, 3.3814883, 3.3761628, 3.3681173, 3.3586392, 3.3585792, 3.3570325, 3.3562598, 3.354185, 3.3502061, 3.3366838, 3.330959, 3.3272812, 3.3203406, 3.3200846, 3.3194885, 3.317579, 3.3169098, 3.3168395, 3.306718, 3.289677, 3.2861245, 3.2739787]"
24,"[318, 2959, 2571, 356, 593, 296, 260, 7153, 527, 1196, 364, 110, 4993, 858, 3578, 79132, 47, 480, 1270, 58559, 1198, 5952, 150, 4306, 1580, 4886, 6539, 7361, 2858, 50, 4226, 608, 6377, 7438, 648, 1, 8961, 588, 780, 4963, 2028, 2762, 6874, 33794, 589, 32, 1210, 2329, 1704, 4896]","[5.1136804, 5.1113944, 5.110007, 5.0305653, 4.723736, 4.6947856, 4.6841707, 4.648324, 4.625624, 4.6006527, 4.5856385, 4.5779953, 4.5754986, 4.5674663, 4.552795, 4.528972, 4.488429, 4.4826255, 4.4800706, 4.478941, 4.465378, 4.4642887, 4.424859, 4.4145164, 4.4012766, 4.3894143, 4.3669877, 4.3644958, 4.3452287, 4.338502, 4.3327036, 4.3191643, 4.3191586, 4.319155, 4.29729, 4.2948756, 4.2940774, 4.271987, 4.266348, 4.26385, 4.230198, 4.203386, 4.173549, 4.1696143, 4.1591163, 4.1590896, 4.1538687, 4.1295753, 4.1226068, 4.093235]"
25,"[2571, 2959, 356, 318, 7153, 527, 296, 79132, 593, 3578, 260, 58559, 1196, 858, 4993, 5952, 1198, 364, 110, 1270, 47, 6539, 4306, 150, 648, 480, 4886, 1, 6377, 1580, 8961, 7438, 4226, 50, 608, 780, 2858, 7361, 2028, 1210, 60069, 33794, 4963, 2762, 6874, 1291, 588, 4896, 1704, 32]","[3.4697766, 3.4650762, 3.4233105, 3.359133, 3.2633414, 3.2176957, 3.1947098, 3.1613367, 3.1421158, 3.1395454, 3.1335258, 3.1218066, 3.1200833, 3.11733, 3.115666, 3.1014452, 3.0763404, 3.0661001, 3.0310721, 3.0193253, 2.9888272, 2.9869914, 2.9856534, 2.9777439, 2.9760723, 2.9746761, 2.9702575, 2.949785, 2.9459906, 2.9394624, 2.9321158, 2.9313214, 2.9202454, 2.9098163, 2.90813, 2.9005115, 2.8867962, 2.8780975, 2.859691, 2.847633, 2.8423772, 2.8394246, 2.8344243, 2.829839, 2.8281422, 2.8274488, 2.8210242, 2.8193195, 2.795234, 2.781599]"
26,"[318, 356, 150, 480, 593, 296, 110, 588, 2571, 260, 527, 592, 590, 47, 457, 32, 380, 364, 10, 2959, 780, 648, 367, 165, 1, 608, 589, 316, 208, 377, 1196, 153, 858, 253, 344, 231, 50, 1270, 1198, 597, 2858, 1210, 329, 500, 410, 539, 1580, 292, 595, 161]","[3.8817713, 3.8705804, 3.7851083, 3.776909, 3.7502077, 3.7442155, 3.7331152, 3.6906521, 3.687251, 3.686848, 3.655777, 3.6405575, 3.6213877, 3.6191204, 3.5990827, 3.584772, 3.5616102, 3.5559604, 3.54453, 3.5292764, 3.527272, 3.5079677, 3.472625, 3.472337, 3.4655292, 3.4554157, 3.4495707, 3.4421086, 3.439588, 3.4282784, 3.4022343, 3.3935947, 3.3708086, 3.3669684, 3.359539, 3.3593206, 3.3469229, 3.279896, 3.2661824, 3.2653027, 3.2590327, 3.2452478, 3.2166564, 3.2151065, 3.2146025, 3.1899967, 3.187825, 3.1796577, 3.1783314, 3.1755595]"
27,"[2571, 260, 2959, 356, 318, 593, 858, 296, 608, 527, 1196, 480, 150, 780, 648, 47, 110, 457, 1270, 2858, 1197, 50, 32, 1, 1198, 588, 1214, 1210, 3578, 590, 10, 367, 2762, 2628, 589, 364, 1580, 377, 2028, 592, 316, 2716, 1089, 1136, 736, 924, 597, 1704, 4993, 380]","[4.156925, 4.154657, 4.115142, 4.1055117, 4.087875, 4.066205, 3.991336, 3.9899995, 3.988188, 3.9840088, 3.9636326, 3.9614563, 3.933454, 3.8935928, 3.8643963, 3.8369725, 3.8077595, 3.8005486, 3.7977037, 3.7968085, 3.7647896, 3.7590797, 3.7562141, 3.725424, 3.7187948, 3.7124717, 3.6760607, 3.66652, 3.6616485, 3.636065, 3.636033, 3.6294382, 3.6290202, 3.607594, 3.6067834, 3.6066344, 3.5840673, 3.5693252, 3.5660992, 3.5463417, 3.5139077, 3.4957016, 3.4869893, 3.4766083, 3.470289, 3.468791, 3.468441, 3.465869, 3.4623213, 3.4572206]"
